GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106,HD02_VD106
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Agriculture, forestry, fishing and hunting, and mining",Estimate; Construction,Margin of Error; Construction,Estimate; Manufacturing,Margin of Error; Manufacturing,Estimate; Wholesale trade,Margin of Error; Wholesale trade,Estimate; Retail trade,Margin of Error; Retail trade,"Estimate; Transportation and warehousing, and utilities","Margin of Error; Transportation and warehousing, and utilities",Estimate; Information,Margin of Error; Information,"Estimate; Finance and insurance, and real estate and rental and leasing","Margin of Error; Finance and insurance, and real estate and rental and leasing","Estimate; Professional, scientific, and management, and administrative and waste management services","Margin of Error; Professional, scientific, and management, and administrative and waste management services","Estimate; Educational services, and health care and social assistance","Margin of Error; Educational services, and health care and social assistance","Estimate; Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Arts, entertainment, and recreation, and accommodation and food services",Estimate; Other services (except public administration),Margin of Error; Other services (except public administration),Estimate; Public administration,Margin of Error; Public administration,Estimate; Armed forces,Margin of Error; Armed forces,"Estimate; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Car, truck, or van - drove alone: - Agriculture, forestry, fishing and hunting, and mining","Estimate; Car, truck, or van - drove alone: - Construction","Margin of Error; Car, truck, or van - drove alone: - Construction","Estimate; Car, truck, or van - drove alone: - Manufacturing","Margin of Error; Car, truck, or van - drove alone: - Manufacturing","Estimate; Car, truck, or van - drove alone: - Wholesale trade","Margin of Error; Car, truck, or van - drove alone: - Wholesale trade","Estimate; Car, truck, or van - drove alone: - Retail trade","Margin of Error; Car, truck, or van - drove alone: - Retail trade","Estimate; Car, truck, or van - drove alone: - Transportation and warehousing, and utilities","Margin of Error; Car, truck, or van - drove alone: - Transportation and warehousing, and utilities","Estimate; Car, truck, or van - drove alone: - Information","Margin of Error; Car, truck, or van - drove alone: - Information","Estimate; Car, truck, or van - drove alone: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Car, truck, or van - drove alone: - Finance and insurance, and real estate and rental and leasing","Estimate; Car, truck, or van - drove alone: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Car, truck, or van - drove alone: - Professional, scientific, and management, and administrative and waste management services","Estimate; Car, truck, or van - drove alone: - Educational services, and health care and social assistance","Margin of Error; Car, truck, or van - drove alone: - Educational services, and health care and social assistance","Estimate; Car, truck, or van - drove alone: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Car, truck, or van - drove alone: - Arts, entertainment, and recreation, and accommodation and food services","Estimate; Car, truck, or van - drove alone: - Other services (except public administration)","Margin of Error; Car, truck, or van - drove alone: - Other services (except public administration)","Estimate; Car, truck, or van - drove alone: - Public administration","Margin of Error; Car, truck, or van - drove alone: - Public administration","Estimate; Car, truck, or van - drove alone: - Armed forces","Margin of Error; Car, truck, or van - drove alone: - Armed forces","Estimate; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Car, truck, or van - carpooled: - Agriculture, forestry, fishing and hunting, and mining","Estimate; Car, truck, or van - carpooled: - Construction","Margin of Error; Car, truck, or van - carpooled: - Construction","Estimate; Car, truck, or van - carpooled: - Manufacturing","Margin of Error; Car, truck, or van - carpooled: - Manufacturing","Estimate; Car, truck, or van - carpooled: - Wholesale trade","Margin of Error; Car, truck, or van - carpooled: - Wholesale trade","Estimate; Car, truck, or van - carpooled: - Retail trade","Margin of Error; Car, truck, or van - carpooled: - Retail trade","Estimate; Car, truck, or van - carpooled: - Transportation and warehousing, and utilities","Margin of Error; Car, truck, or van - carpooled: - Transportation and warehousing, and utilities","Estimate; Car, truck, or van - carpooled: - Information","Margin of Error; Car, truck, or van - carpooled: - Information","Estimate; Car, truck, or van - carpooled: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Car, truck, or van - carpooled: - Finance and insurance, and real estate and rental and leasing","Estimate; Car, truck, or van - carpooled: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Car, truck, or van - carpooled: - Professional, scientific, and management, and administrative and waste management services","Estimate; Car, truck, or van - carpooled: - Educational services, and health care and social assistance","Margin of Error; Car, truck, or van - carpooled: - Educational services, and health care and social assistance","Estimate; Car, truck, or van - carpooled: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Car, truck, or van - carpooled: - Arts, entertainment, and recreation, and accommodation and food services","Estimate; Car, truck, or van - carpooled: - Other services (except public administration)","Margin of Error; Car, truck, or van - carpooled: - Other services (except public administration)","Estimate; Car, truck, or van - carpooled: - Public administration","Margin of Error; Car, truck, or van - carpooled: - Public administration","Estimate; Car, truck, or van - carpooled: - Armed forces","Margin of Error; Car, truck, or van - carpooled: - Armed forces",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,"Estimate; Public transportation (excluding taxicab): - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Public transportation (excluding taxicab): - Agriculture, forestry, fishing and hunting, and mining",Estimate; Public transportation (excluding taxicab): - Construction,Margin of Error; Public transportation (excluding taxicab): - Construction,Estimate; Public transportation (excluding taxicab): - Manufacturing,Margin of Error; Public transportation (excluding taxicab): - Manufacturing,Estimate; Public transportation (excluding taxicab): - Wholesale trade,Margin of Error; Public transportation (excluding taxicab): - Wholesale trade,Estimate; Public transportation (excluding taxicab): - Retail trade,Margin of Error; Public transportation (excluding taxicab): - Retail trade,"Estimate; Public transportation (excluding taxicab): - Transportation and warehousing, and utilities","Margin of Error; Public transportation (excluding taxicab): - Transportation and warehousing, and utilities",Estimate; Public transportation (excluding taxicab): - Information,Margin of Error; Public transportation (excluding taxicab): - Information,"Estimate; Public transportation (excluding taxicab): - Finance and insurance, and real estate and rental and leasing","Margin of Error; Public transportation (excluding taxicab): - Finance and insurance, and real estate and rental and leasing","Estimate; Public transportation (excluding taxicab): - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Public transportation (excluding taxicab): - Professional, scientific, and management, and administrative and waste management services","Estimate; Public transportation (excluding taxicab): - Educational services, and health care and social assistance","Margin of Error; Public transportation (excluding taxicab): - Educational services, and health care and social assistance","Estimate; Public transportation (excluding taxicab): - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Public transportation (excluding taxicab): - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Public transportation (excluding taxicab): - Other services (except public administration),Margin of Error; Public transportation (excluding taxicab): - Other services (except public administration),Estimate; Public transportation (excluding taxicab): - Public administration,Margin of Error; Public transportation (excluding taxicab): - Public administration,Estimate; Public transportation (excluding taxicab): - Armed forces,Margin of Error; Public transportation (excluding taxicab): - Armed forces,Estimate; Walked:,Margin of Error; Walked:,"Estimate; Walked: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Walked: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Walked: - Construction,Margin of Error; Walked: - Construction,Estimate; Walked: - Manufacturing,Margin of Error; Walked: - Manufacturing,Estimate; Walked: - Wholesale trade,Margin of Error; Walked: - Wholesale trade,Estimate; Walked: - Retail trade,Margin of Error; Walked: - Retail trade,"Estimate; Walked: - Transportation and warehousing, and utilities","Margin of Error; Walked: - Transportation and warehousing, and utilities",Estimate; Walked: - Information,Margin of Error; Walked: - Information,"Estimate; Walked: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Walked: - Finance and insurance, and real estate and rental and leasing","Estimate; Walked: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Walked: - Professional, scientific, and management, and administrative and waste management services","Estimate; Walked: - Educational services, and health care and social assistance","Margin of Error; Walked: - Educational services, and health care and social assistance","Estimate; Walked: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Walked: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Walked: - Other services (except public administration),Margin of Error; Walked: - Other services (except public administration),Estimate; Walked: - Public administration,Margin of Error; Walked: - Public administration,Estimate; Walked: - Armed forces,Margin of Error; Walked: - Armed forces,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Agriculture, forestry, fishing and hunting, and mining","Estimate; Taxicab, motorcycle, bicycle, or other means: - Construction","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Construction","Estimate; Taxicab, motorcycle, bicycle, or other means: - Manufacturing","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Manufacturing","Estimate; Taxicab, motorcycle, bicycle, or other means: - Wholesale trade","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Wholesale trade","Estimate; Taxicab, motorcycle, bicycle, or other means: - Retail trade","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Retail trade","Estimate; Taxicab, motorcycle, bicycle, or other means: - Transportation and warehousing, and utilities","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Transportation and warehousing, and utilities","Estimate; Taxicab, motorcycle, bicycle, or other means: - Information","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Information","Estimate; Taxicab, motorcycle, bicycle, or other means: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Finance and insurance, and real estate and rental and leasing","Estimate; Taxicab, motorcycle, bicycle, or other means: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Professional, scientific, and management, and administrative and waste management services","Estimate; Taxicab, motorcycle, bicycle, or other means: - Educational services, and health care and social assistance","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Educational services, and health care and social assistance","Estimate; Taxicab, motorcycle, bicycle, or other means: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Arts, entertainment, and recreation, and accommodation and food services","Estimate; Taxicab, motorcycle, bicycle, or other means: - Other services (except public administration)","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Other services (except public administration)","Estimate; Taxicab, motorcycle, bicycle, or other means: - Public administration","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Public administration","Estimate; Taxicab, motorcycle, bicycle, or other means: - Armed forces","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Armed forces",Estimate; Worked at home:,Margin of Error; Worked at home:,"Estimate; Worked at home: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Worked at home: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Worked at home: - Construction,Margin of Error; Worked at home: - Construction,Estimate; Worked at home: - Manufacturing,Margin of Error; Worked at home: - Manufacturing,Estimate; Worked at home: - Wholesale trade,Margin of Error; Worked at home: - Wholesale trade,Estimate; Worked at home: - Retail trade,Margin of Error; Worked at home: - Retail trade,"Estimate; Worked at home: - Transportation and warehousing, and utilities","Margin of Error; Worked at home: - Transportation and warehousing, and utilities",Estimate; Worked at home: - Information,Margin of Error; Worked at home: - Information,"Estimate; Worked at home: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Worked at home: - Finance and insurance, and real estate and rental and leasing","Estimate; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Estimate; Worked at home: - Educational services, and health care and social assistance","Margin of Error; Worked at home: - Educational services, and health care and social assistance","Estimate; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Worked at home: - Other services (except public administration),Margin of Error; Worked at home: - Other services (except public administration),Estimate; Worked at home: - Public administration,Margin of Error; Worked at home: - Public administration,Estimate; Worked at home: - Armed forces,Margin of Error; Worked at home: - Armed forces
0400000US01,01,Alabama,1919778,14797,33762,3235,134308,6695,257166,9129,56761,3874,224293,8631,97649,5592,35868,3183,113769,6047,176743,7382,411406,9352,148725,7284,99114,4684,109871,5980,20343,3076,1621511,16572,21579,2211,98457,5366,223325,7975,49391,3437,197483,8205,83357,5278,30864,2925,100301,5562,143922,6330,351734,7901,120969,6703,82959,4321,100134,5768,17036,3146,197367,6981,4804,1267,30702,3491,26176,3107,3910,1204,17660,2425,8072,1777,2665,946,8216,1718,18629,2786,39734,3275,18780,2856,8952,1571,7460,1352,1607,592,8172,1778,56,91,308,315,272,283,256,191,1156,487,521,458,233,189,85,139,931,577,2142,840,1386,785,673,493,153,140,0,271,25155,2368,2707,1301,854,461,1096,528,533,405,2019,872,731,545,316,174,1176,560,1712,715,7045,1349,3147,1000,2742,730,408,344,669,468,19147,2640,715,430,1432,649,2300,765,483,378,1533,812,2387,808,316,353,306,235,1714,637,2642,751,3010,973,663,345,678,393,968,548,48426,3670,3901,1234,2555,676,3997,1088,2188,707,4442,1159,2581,933,1474,680,3685,904,9835,1679,8109,1648,1433,697,3125,958,1038,599,63,104
0400000US02,02,Alaska,342551,6394,17278,2087,26496,3040,14436,2244,7312,1623,39085,3200,26094,2695,8357,1612,14160,2142,29186,2728,74017,3563,27010,3296,13756,1995,31379,2738,13985,2438,230130,6492,8876,1560,16273,2404,5960,1387,5459,1319,27085,2729,19639,2361,5647,1277,11216,1858,18178,2462,50281,2931,18173,2569,9551,1587,23039,2474,10753,1813,45078,3523,2380,979,4876,1384,1179,624,514,330,5450,1363,2872,916,1154,742,1603,663,4038,1331,9450,1685,4125,1472,1566,632,4187,803,1684,689,4707,1325,385,213,246,320,0,271,0,271,1010,692,85,136,0,271,139,211,521,377,1042,535,654,432,155,204,454,317,16,34,28020,2370,1167,536,1039,507,5412,1818,718,846,3020,864,1036,300,213,169,504,317,1326,763,7781,1409,2182,630,780,334,2075,480,767,546,19218,2048,3565,869,1862,607,784,390,519,355,1742,745,1824,506,746,611,208,115,1785,686,2996,763,840,592,628,497,1136,312,583,548,15398,2206,905,431,2200,1011,1101,682,102,144,778,561,638,362,597,305,490,354,3338,845,2467,826,1036,390,1076,514,488,491,182,229
0400000US04,04,Arizona,2729757,21363,34703,3472,208312,8974,209704,9211,72261,5746,331044,12121,134020,6801,49434,4265,214064,8159,311599,9261,582731,12107,283953,9764,133879,7443,142948,6457,21105,2097,2070957,22259,25264,3088,152259,7866,163747,8114,54466,4721,262008,10134,105451,6262,35867,3078,168895,7585,215476,7859,448910,10634,210483,9294,98878,6029,115014,5986,14239,2017,323352,13342,4846,1342,38025,4371,25161,3593,7931,1902,31694,3816,14262,2485,5866,1734,16419,2293,41108,4516,69520,5366,33485,3784,14534,2463,17528,2541,2973,1136,55861,4907,1608,806,2294,1016,2380,1021,1093,622,5615,1497,1575,726,1327,743,2122,720,5513,1548,11575,2185,12826,2621,3409,1309,4450,1090,74,123,65173,7222,1215,556,2124,1269,3789,2524,1387,833,10635,1846,1063,681,791,381,5716,1380,4424,1060,13901,2889,11333,2058,4436,2274,1187,474,3172,800,72352,6325,516,369,3559,1390,5097,1379,1813,758,9016,1692,6064,1554,1182,697,2795,1160,10005,2179,15065,2591,10132,1999,4054,1360,2428,722,626,415,142062,7340,1254,570,10051,2562,9530,1574,5571,1342,12076,2203,5605,1791,4401,917,18117,2372,35073,3110,23760,2956,5694,1496,8568,1369,2341,667,21,41
0400000US05,05,Arkansas,1224374,14588,38505,3281,88284,5001,184775,7009,31427,2870,164000,7056,66887,4113,19969,2185,66495,4829,80860,5159,273859,9262,93170,6932,53623,3612,54940,4721,7580,1476,991971,14852,26540,2824,64162,4140,152622,6334,27143,2683,140314,6725,56831,3741,16303,1843,57051,4631,62157,4610,221421,8201,72629,5761,41062,3091,46911,3962,6825,1433,144175,7103,4379,1048,17385,2675,25754,2807,1818,658,15074,2524,6489,1662,2331,896,4311,971,8438,1935,34562,3291,12984,2509,4338,1146,5769,1513,543,413,5105,1496,0,271,170,273,434,289,147,176,386,281,285,214,0,271,0,271,329,347,1621,830,727,529,508,682,478,496,20,43,22228,3276,1901,940,1327,582,1477,681,263,207,1975,910,219,204,133,163,1260,701,1450,833,5699,1632,3372,1037,2200,792,952,478,0,271,18487,2572,500,294,1867,889,1505,813,710,610,2741,1077,2114,904,77,101,478,461,1678,829,3367,1249,1845,862,794,509,619,497,192,206,42408,3585,5185,1433,3373,991,2983,930,1346,685,3510,976,949,397,1125,544,3395,1126,6808,1417,7189,1312,1613,667,4721,1292,211,178,0,271
0400000US06,06,California,16139699,40928,335559,13886,1045889,18317,1639155,23571,523048,13086,1752159,21998,753350,15527,469206,11484,1082289,19010,2016203,24931,3257085,29298,1502604,24411,857874,14084,744601,15183,160677,6432,11783251,46402,197195,9347,743014,14950,1251171,19982,397748,10554,1316283,18638,607411,13980,351423,10556,802146,15945,1367540,18857,2457114,27096,1026902,20776,589137,12069,573949,12937,102218,5911,1870263,25078,88623,6900,182788,8772,211716,8361,63668,5653,182393,9282,76061,4937,41628,3343,85807,5598,234876,8962,330742,10223,174382,7740,97960,6600,79665,4559,19954,3427,838055,18386,6816,1651,36842,3631,76055,5270,16396,2447,94802,5623,28287,2995,23628,3019,60846,4330,122537,6188,138344,7423,123088,8543,65013,4625,43451,3546,1950,734,446576,11846,11571,1876,11313,2066,19705,2969,6943,1606,62263,4629,6641,1050,9057,1504,33480,3443,41112,3576,100836,5243,83715,5913,32063,3699,11233,2011,16644,2887,369408,11995,15293,3678,25424,3715,32230,2801,7844,1766,41359,3773,17868,2503,10311,1807,13460,2136,50871,3896,68185,4371,48691,4328,17625,2620,14907,1929,5340,1502,832146,16574,16061,2291,46508,4435,48278,3594,30449,3329,55059,4344,17082,2403,33159,3031,86550,5629,199267,7997,161864,7644,45826,4117,56076,4369,21396,2597,14571,2576
0400000US08,08,Colorado,2453377,15718,53517,3652,203393,7862,172426,6077,69506,4486,280529,9749,107448,4913,78576,4678,174764,5573,316533,8948,472489,10465,253854,10779,125222,6608,112439,5591,32681,2820,1826923,16239,31833,2868,143429,7319,137082,5041,54368,3614,225782,8220,88759,4589,59015,3989,130833,5596,213915,7584,364944,9614,171370,8390,95108,5302,89542,4878,20943,2411,246331,9296,7994,1649,38018,4296,16728,2241,4048,902,22794,2785,6772,1502,5214,1193,13114,2079,28217,3165,45876,3349,31592,4277,12923,2210,10316,1656,2725,1005,81687,4896,2461,826,3342,1181,2929,720,1513,742,8740,1885,3045,883,4677,1205,5768,1138,12008,1919,11984,1772,16228,2390,2686,963,5872,1090,434,364,72303,4895,2501,868,2199,792,1848,737,1333,726,6722,1318,1507,543,1280,567,3688,884,7537,1211,15108,2358,15369,2577,3799,1159,1882,725,7530,1333,60040,5083,1381,556,5091,2261,3365,882,1216,526,7980,1616,3109,799,1453,529,1332,558,7467,1413,11213,1788,10328,2043,2866,967,2752,875,487,401,166093,6611,7347,1177,11314,2269,10474,1293,7028,1382,8511,1600,4256,1022,6937,1174,20029,2373,47389,2682,23364,2676,8967,1817,7840,1502,2075,767,562,384
0400000US09,09,Connecticut,1694719,12924,5435,1116,105100,5794,196828,7154,41066,3062,185333,7116,63368,4458,42130,3162,157238,5522,172825,7165,434786,10325,139650,6860,78113,4538,66098,3751,6749,1228,1356814,14404,3108,780,80087,4682,163716,6093,33449,2777,147419,6668,55075,4167,34472,2798,127509,4925,131220,5647,358270,9146,99274,5687,59360,4202,59289,3583,4566,933,145095,7150,608,448,15465,2586,20180,2905,3245,1023,17548,2474,4346,1283,2628,1029,9734,1541,11999,2079,32235,2957,15083,2364,7604,1431,3345,881,1075,766,54408,4545,0,271,2093,1237,2682,861,707,549,7045,1400,1996,882,1426,632,5942,1172,5273,1286,12081,2154,10907,2126,2717,976,1539,765,0,271,49594,4461,737,455,1039,677,2141,783,236,229,6031,1402,744,415,417,395,2318,713,3776,929,19326,2877,8677,1900,2696,921,902,498,554,322,18914,2839,0,271,1806,906,2746,1006,600,541,2910,1123,297,212,278,324,922,556,2360,1007,3036,852,2474,786,945,479,333,200,207,176,69894,4619,982,541,4610,1250,5363,1232,2829,820,4380,1053,910,427,2909,748,10813,1679,18197,1954,9838,1570,3235,967,4791,1073,690,337,347,322
0400000US10,10,Delaware,416661,8712,4124,1062,27345,3107,37131,2742,7320,1240,47370,4225,15486,2048,6263,1366,46583,3431,42500,3561,100278,5332,40472,4021,17493,1981,20359,2012,3937,927,337594,8077,2905,817,20613,2507,31164,2453,6310,1213,37549,3570,13169,1866,5557,1332,39600,3383,31541,2820,84273,4790,30531,3520,13456,1790,17299,1890,3627,931,37204,4139,323,251,4164,1193,3147,997,411,243,4449,1385,1030,547,313,250,2973,840,4961,1729,7143,1362,4562,1470,1867,660,1607,561,254,219,13826,2495,0,271,478,492,689,364,0,271,2888,1003,356,453,0,271,748,384,1848,918,3328,919,1824,974,549,428,1062,484,56,96,9395,1662,96,145,447,365,498,370,25,45,1277,741,240,248,134,215,711,547,410,340,2883,734,2025,704,502,308,147,156,0,271,5208,1200,304,401,786,506,634,389,94,106,159,127,278,177,0,271,83,101,606,468,1121,634,765,445,241,186,137,160,0,271,13434,1820,496,328,857,520,999,493,480,294,1048,581,413,383,259,295,2468,695,3134,924,1530,571,765,434,878,385,107,119,0,271
0400000US11,11,District of Columbia,758689,11963,896,487,28019,2949,11811,1922,3488,977,21480,2472,23820,2769,30161,3318,40310,3682,151281,6496,118428,5332,53429,4300,58111,4392,203694,7424,13761,2226,324665,8094,361,271,15355,2140,5333,1224,2364,877,6875,1319,14484,2109,11613,1835,15522,2191,59119,4202,62240,4119,20297,2480,22447,2591,80886,4976,7769,1544,85945,4905,151,164,7869,1880,1448,557,159,199,2465,918,2453,879,3101,961,4797,1082,14148,2195,12195,1801,4573,1444,5079,1315,24516,2617,2991,1144,282845,10150,384,315,3345,935,3682,942,552,346,9173,1609,5540,1316,12117,2000,15446,2430,61053,4071,35830,2667,21673,3152,25186,2778,86767,4821,2097,623,33220,2951,0,271,426,328,410,417,334,265,1924,860,229,213,1232,568,2045,745,7370,1355,5421,964,4708,1592,2722,716,6218,1257,181,177,16973,2320,0,271,393,291,494,645,0,271,197,206,843,479,1415,768,1213,707,3689,823,1497,547,1281,558,1824,885,3904,982,223,202,15041,1984,0,271,631,384,444,291,79,139,846,511,271,295,683,496,1287,512,5902,1324,1245,478,897,402,853,450,1403,666,500,584
