GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US32,32,Nevada,41.3,0.3,41.5,0.3,38.5,0.7,36.7,2.2,39.7,4.4,38.6,3.0,47.1,1.7
0400000US33,33,New Hampshire,44.7,0.3,44.9,0.4,38.5,2.3,32.2,8.0,28.5,3.9,41.0,7.3,50.8,1.2
0400000US34,34,New Jersey,44.2,0.2,45.0,0.2,40.6,0.6,38.8,0.9,38.1,0.9,38.4,1.2,48.7,0.7
0400000US35,35,New Mexico,42.1,0.3,42.2,0.3,38.2,0.9,43.7,4.6,31.8,4.0,37.3,5.8,52.2,1.6
0400000US36,36,New York,42.4,0.1,45.0,0.2,41.6,0.5,38.7,0.2,36.7,0.5,40.4,0.9,48.2,0.5
0400000US37,37,North Carolina,42.1,0.2,42.5,0.2,38.1,0.7,35.4,1.7,30.0,2.5,38.8,2.1,46.8,0.8
0400000US38,38,North Dakota,39.3,0.5,39.2,0.5,35.7,1.4,45.2,11.4,39.7,6.7,40.6,8.1,48.3,2.7
0400000US39,39,Ohio,42.7,0.2,43.3,0.2,37.5,0.6,36.1,1.1,29.9,1.0,35.2,1.4,47.9,0.8
0400000US40,40,Oklahoma,40.8,0.2,41.3,0.2,36.9,0.8,36.7,3.8,33.5,1.6,38.4,2.0,46.2,1.4
0400000US41,41,Oregon,41.3,0.3,42.7,0.3,37.7,0.6,35.1,1.0,33.2,2.0,35.4,1.4,47.5,1.0
0400000US42,42,Pennsylvania,43.7,0.1,44.7,0.2,39.6,0.6,37.8,1.0,32.1,0.9,36.5,1.1,47.2,0.8
0400000US44,44,Rhode Island,43.4,0.5,44.6,0.4,38.7,1.8,32.3,3.7,27.6,2.4,39.1,8.3,48.8,2.4
0400000US45,45,South Carolina,42.0,0.3,42.5,0.3,37.8,0.9,39.4,4.7,23.4,1.0,36.8,4.0,48.4,1.6
0400000US46,46,South Dakota,42.1,0.5,42.3,0.6,38.4,1.4,29.0,7.0,38.2,2.5,40.5,4.1,51.0,1.6
0400000US47,47,Tennessee,42.1,0.2,42.4,0.3,38.5,0.7,37.9,3.8,32.4,4.0,38.3,1.8,47.9,1.2
0400000US48,48,Texas,40.5,0.2,40.8,0.1,37.1,0.5,38.3,1.3,31.5,1.2,38.6,1.3,46.6,0.5
0400000US49,49,Utah,37.5,0.2,37.9,0.3,35.4,0.9,36.1,1.4,26.5,1.0,33.0,1.7,42.6,1.0
0400000US50,50,Vermont,45.0,0.4,45.7,0.5,41.3,1.7,31.6,8.0,32.4,3.8,32.0,1.7,51.7,1.9
0400000US51,51,Virginia,42.0,0.2,42.6,0.2,39.0,0.6,35.9,1.1,29.2,1.5,37.5,2.3,47.9,0.8
0400000US53,53,Washington,41.4,0.2,42.2,0.3,38.7,0.7,36.3,0.8,31.5,1.1,40.1,1.4,47.1,1.0
0400000US54,54,West Virginia,43.2,0.4,43.6,0.4,38.7,2.3,42.6,10.5,37.1,2.3,39.9,6.0,48.2,2.1
0400000US55,55,Wisconsin,42.4,0.2,43.0,0.2,38.8,0.8,32.7,1.6,29.5,1.1,38.3,1.6,48.2,0.8
0400000US56,56,Wyoming,41.1,0.6,41.2,0.8,40.8,1.9,40.7,10.3,36.6,3.0,35.8,2.6,52.0,3.0
0400000US72,72,Puerto Rico,41.1,0.3,40.9,0.3,41.2,1.1,42.6,1.6,44.1,2.6,38.7,4.2,47.0,4.7
