GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Car, truck, or van - drove alone","Margin of Error; Total: - Car, truck, or van - drove alone","Estimate; Total: - Car, truck, or van - carpooled","Margin of Error; Total: - Car, truck, or van - carpooled",Estimate; Total: - Public transportation (excluding taxicab),Margin of Error; Total: - Public transportation (excluding taxicab),Estimate; Total: - Walked,Margin of Error; Total: - Walked,"Estimate; Total: - Taxicab, motorcycle, bicycle, or other means","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means",Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home
0400000US01,01,Alabama,41.2,0.3,41.7,0.3,36.9,0.8,43.7,3.2,31.9,4.3,41.1,3.9,46.3,1.0
0400000US02,02,Alaska,40.3,0.4,40.6,0.5,37.8,1.8,40.9,4.2,39.0,2.1,40.7,3.9,42.4,2.1
0400000US04,04,Arizona,39.6,0.3,40.3,0.2,35.4,0.6,34.6,1.5,33.2,1.9,35.7,1.4,46.8,0.8
0400000US05,05,Arkansas,41.4,0.2,41.8,0.3,37.5,1.2,42.3,3.1,39.6,2.9,39.1,2.9,47.5,1.6
0400000US06,06,California,40.2,0.2,40.7,0.1,36.9,0.3,37.2,0.4,34.9,0.8,35.9,0.6,46.6,0.3
0400000US08,08,Colorado,40.7,0.2,41.3,0.2,36.2,0.6,37.2,1.4,32.9,1.3,36.0,1.6,47.0,0.7
0400000US09,09,Connecticut,43.1,0.2,43.8,0.2,38.2,0.9,37.0,1.4,31.3,1.1,35.0,4.0,47.8,1.2
0400000US10,10,Delaware,42.1,0.4,42.6,0.4,38.2,2.3,37.8,6.3,36.1,8.5,36.9,12.5,44.9,2.7
0400000US11,11,District of Columbia,42.3,0.4,43.7,0.4,42.9,1.1,40.6,0.5,32.2,2.1,41.3,2.2,42.4,3.8
0400000US12,12,Florida,42.0,0.2,42.4,0.1,37.4,0.4,38.3,1.4,39.1,1.6,38.4,1.2,47.3,0.4
0400000US13,13,Georgia,40.4,0.2,41.0,0.2,36.6,0.5,37.3,1.1,34.6,1.3,35.9,2.0,44.9,0.6
0400000US15,15,Hawaii,41.7,0.3,41.5,0.5,41.4,0.6,44.6,1.6,34.2,3.5,34.6,4.8,49.1,1.4
