GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Management, business, science, and arts occupations","Margin of Error; Total: - Management, business, science, and arts occupations",Estimate; Total: - Service occupations,Margin of Error; Total: - Service occupations,Estimate; Total: - Sales and office occupations,Margin of Error; Total: - Sales and office occupations,"Estimate; Total: - Natural resources, construction, and maintenance occupations","Margin of Error; Total: - Natural resources, construction, and maintenance occupations","Estimate; Total: - Production, transportation, and material moving occupations","Margin of Error; Total: - Production, transportation, and material moving occupations",Estimate; Total: - Military specific occupations,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,"Estimate; Total: - Worked at home: - Management, business, science, and arts occupations","Margin of Error; Total: - Worked at home: - Management, business, science, and arts occupations",Estimate; Total: - Worked at home: - Service occupations,Margin of Error; Total: - Worked at home: - Service occupations,Estimate; Total: - Worked at home: - Sales and office occupations,Margin of Error; Total: - Worked at home: - Sales and office occupations,"Estimate; Total: - Worked at home: - Natural resources, construction, and maintenance occupations","Margin of Error; Total: - Worked at home: - Natural resources, construction, and maintenance occupations","Estimate; Total: - Worked at home: - Production, transportation, and material moving occupations","Margin of Error; Total: - Worked at home: - Production, transportation, and material moving occupations",Estimate; Total: - Worked at home: - Military specific occupations
01,Alabama,1930539,17247,634720,11478,323502,10122,472229,10438,191811,6738,303998,8682,4279,50955,3258,23257,2298,6933,1332,14200,1717,2409,804,4121,1089,35
02,Alaska,365404,5709,130837,5473,65827,4513,75719,4389,45376,2939,40008,3006,7637,19899,2496,7313,1233,4167,1314,2401,681,2818,708,2351,853,849
04,Arizona,2705718,15760,943382,16857,543721,13086,707665,14221,246993,9614,255694,8810,8263,148304,6579,71467,4732,22023,2328,41069,3903,8746,1871,4103,941,896
05,Arkansas,1233398,11412,379518,9127,213877,7099,294471,9427,129759,5641,213509,7390,2264,42667,3540,17774,2283,5641,1013,12335,2145,3755,1008,3131,902,31
06,California,16425103,41731,6008181,34224,3099064,29784,3937967,33996,1492110,20597,1809444,22891,78337,865162,15704,415387,10974,174727,7378,186745,6659,42452,3328,31234,3092,14617
08,Colorado,2520151,15777,996558,14757,440331,11493,606968,11967,236357,8138,217972,8187,21965,168214,6844,92083,4706,20250,2606,40751,2720,9794,1729,5301,1024,35
09,Connecticut,1708374,12362,695858,11587,313771,9869,409453,8539,119082,5680,165420,6376,4790,71540,4258,40888,3101,7090,1140,17456,1892,3022,950,2138,821,946
10,Delaware,420429,6747,160772,5880,77677,5046,106372,4813,34375,2895,40357,3051,876,18567,2031,9798,1508,2486,706,4779,1009,1103,625,401,261,0
11,District of Columbia,796394,12419,478011,9188,117973,6292,128675,5027,37081,3666,29213,2558,5441,15129,1890,10415,1465,1994,744,1998,682,92,151,219,199,411
12,Florida,8114069,32638,2720784,32004,1655636,24272,2270214,30378,725515,16844,716774,18376,25146,404287,11109,193182,7878,48949,3857,113897,6263,26388,3326,15751,2391,6120
