GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
13,Georgia,4210086,26544,1489547,17267,713942,13624,1050760,17260,376036,11841,546958,13775,32843,201470,6626,102344,5391,22520,2649,50116,4099,10408,1773,8784,1467,7298
15,Hawaii,671731,7518,215885,6246,150032,6523,159231,5364,67398,3402,56140,3836,23045,29476,2735,12527,1659,5015,956,6420,1382,1750,638,2027,796,1737
16,Idaho,675348,8131,223678,7727,124930,5699,164285,5988,79275,4196,82629,4191,551,41017,3189,17475,2190,7758,1484,9901,1830,3494,1013,2389,738,0
17,Illinois,5922060,24000,2139429,17663,1037910,16242,1472008,16170,431222,10018,830971,15341,10520,244042,7533,116492,5806,39395,3450,61823,3979,12424,1877,11619,1702,2289
18,Indiana,2907469,17025,898453,15991,504071,9185,697670,12560,262120,8335,543481,11487,1674,98314,4293,42954,3151,16000,1638,26505,2545,6165,1325,6386,1330,304
19,Iowa,1534377,10263,516532,8699,251164,6817,362770,8395,148721,5026,254592,7657,598,71929,3466,33723,2767,14778,1435,14722,1624,3831,748,4833,1061,42
20,Kansas,1397474,10444,483662,8831,240138,7455,334507,8642,138938,4740,190968,7225,9261,56326,3561,25828,2038,10409,1527,12743,1582,4159,782,1646,447,1541
21,Kentucky,1865900,14728,599213,11250,306251,8539,455470,9561,178587,6204,309869,8853,16510,56597,3857,25768,2268,7949,1431,14207,1618,5308,1195,3320,904,45
22,Louisiana,1977429,13074,632492,12121,384835,10281,461101,10988,248891,9195,243441,8749,6669,46945,3586,18523,2210,7805,1558,13264,1554,3832,1176,3351,1029,170
23,Maine,618200,7454,209921,6529,116104,5384,152791,5178,68732,2886,70037,3883,615,33228,2512,16204,2012,5768,1090,6889,949,2330,636,2000,436,37
24,Maryland,2652650,15529,1134350,15691,442170,12027,629639,11265,215623,7654,217415,7622,13453,121882,4809,67188,3482,18531,2211,26100,2504,5342,1329,3746,923,975
25,Massachusetts,3340024,19655,1446167,16637,573606,11320,778628,16060,245085,7314,295073,7941,1465,137047,5918,75398,3690,20324,2793,30463,2531,5389,1124,5473,1111,0
26,Michigan,4146063,17757,1418120,16505,786121,11939,1009019,13589,315131,6343,616408,11646,1264,153937,5004,66636,3592,31423,2393,36942,3144,10957,1628,7970,1234,9
27,Minnesota,2754782,14087,1076301,13597,446036,8161,654151,11699,218059,6724,358682,8778,1553,146228,5027,71224,3629,26452,1971,34817,2610,6969,863,6475,1069,291
28,Mississippi,1130304,11407,347680,8863,207898,7514,272161,8327,121276,5466,176862,7100,4427,28231,2626,11753,1591,4952,944,6726,1321,2963,942,1764,763,73
29,Missouri,2775442,18484,972098,14563,497258,12324,689941,11349,241585,6483,366302,7839,8258,120239,5316,51062,3165,20302,2315,29962,3271,8393,1740,7671,2121,2849
30,Montana,471174,5707,171077,5276,90828,4708,107167,4051,57425,3797,43518,2809,1159,31067,2361,15856,1529,3722,693,6193,1168,3445,732,1709,481,142
31,Nebraska,959466,7329,339466,6960,160245,5665,232357,5499,97460,4374,127302,5808,2636,46201,2718,21099,1439,9640,1461,10033,1315,3190,784,2207,527,32
32,Nevada,1220259,10501,326338,8252,344705,8540,317009,9467,108313,5784,119532,6125,4362,37564,3975,17122,2364,7520,1692,10054,1534,1539,633,1329,501,0
33,New Hampshire,643519,6906,247266,7119,109444,5022,160042,5791,56087,3637,69805,3937,875,39485,3256,20058,2087,5763,1283,8891,1416,3630,1272,993,316,150
34,New Jersey,3845302,22039,1468762,17768,669317,15583,992335,14367,276756,9078,435113,10244,3019,168645,6305,91090,4545,17860,1966,45869,3305,8701,1844,4806,968,319
35,New Mexico,864035,11042,307317,8588,176095,5889,200079,7221,98078,4304,79521,5211,2945,39294,3079,16524,1821,8795,1439,8547,1541,3074,851,2354,652,0
36,New York,9254927,29884,3653830,24416,1820408,21257,2218604,20842,671423,12411,876060,14878,14602,349533,8358,183662,6900,56577,3568,77057,4320,15892,2036,14829,2118,1516
37,North Carolina,4264553,21678,1505830,15553,751310,12645,993341,16265,415428,9516,556311,12021,42333,191369,7966,96284,4825,20313,2644,51063,4072,10889,1603,8516,1921,4304
38,North Dakota,416250,6114,136531,4587,67658,2688,90258,4094,64378,3368,55715,3149,1710,20982,1741,11086,1262,3916,810,3775,835,1605,443,600,217,0
39,Ohio,5193449,21153,1770348,15759,926085,13779,1276879,16875,403348,8014,813332,12621,3457,178626,7286,80756,4685,26089,2657,50337,3642,10444,1785,10886,1747,114
40,Oklahoma,1672379,10097,536689,9351,302400,7106,407688,7688,201587,5445,212229,5222,11786,55872,2764,23225,1994,9884,1067,14055,1503,4848,747,2835,628,1025
41,Oregon,1744948,13370,622604,10805,333645,8301,420040,9182,152933,7530,215074,7828,652,104688,4946,53354,3292,17874,2521,23053,2135,5176,1217,5231,1118,0
42,Pennsylvania,5753977,21345,2076654,19706,1024025,15064,1403781,17560,473040,9324,773791,14251,2686,226703,6524,118575,4624,31473,3137,52817,2867,13653,1685,10148,1470,37
44,Rhode Island,479017,8312,180512,7342,98734,4998,114657,5464,35180,3364,48591,3566,1343,18165,2160,10291,1668,2268,828,4409,1053,607,424,288,178,302
45,South Carolina,1960684,17594,637204,12904,356951,10127,484773,11239,179799,6853,280673,7769,21284,68210,4616,30055,2585,5450,939,20728,2084,5337,1390,4807,968,1833
46,South Dakota,425858,6290,149588,4159,72622,4132,100872,4051,45523,3229,56488,3532,765,24290,1628,12833,1160,3291,645,3545,602,2485,676,2095,681,41
47,Tennessee,2810215,16828,945965,17218,468446,10545,717937,12852,253645,8461,419926,11480,4296,101618,5144,46206,3479,13830,1729,28052,2758,8191,1330,5181,1017,158
48,Texas,11604759,31349,3944968,34549,2091419,25150,2846362,24884,1289088,22588,1379996,19679,52926,455654,11353,216072,7797,67676,4857,116508,6389,31112,3268,18547,2018,5739
49,Utah,1295307,8791,474919,9926,202607,7646,342860,8664,117123,5592,156310,6627,1488,61813,3734,29641,2486,8233,1635,18014,2127,2694,843,3231,678,0
50,Vermont,316819,4944,126715,4149,54150,2824,69082,3847,32692,2336,33900,2084,280,23193,1919,12664,1514,3372,721,3802,744,1995,571,1360,400,0
51,Virginia,3873831,22202,1547986,18170,652775,13083,894111,15906,346539,8652,380227,9966,52193,187750,6797,93367,4691,26360,2886,40565,3372,12213,1841,8452,1557,6793
53,Washington,3134874,16202,1187104,14420,562556,12209,709267,12935,304653,10011,349822,10983,21472,175237,6460,86717,4414,30711,2901,37368,3188,10354,1944,9309,1855,778
54,West Virginia,717978,10437,228039,7821,137478,5675,176717,6115,86560,4466,89001,4714,183,21171,2177,9391,1413,4483,1164,5251,1142,1283,578,763,354,0
55,Wisconsin,2747184,12053,946271,12609,462623,9478,646927,10389,224499,5725,465711,9448,1153,109393,4430,50877,3005,18111,1825,24748,1798,8945,1164,6674,1127,38
56,Wyoming,293039,5290,90316,4131,54270,3892,61747,3346,48901,2942,36571,2921,1234,15788,1997,7658,1496,3149,947,2492,684,1534,629,955,398,0
72,Puerto Rico,1055024,12424,335504,8897,210485,7250,298281,9812,102710,4402,108044,6267,0,21207,2395,7484,1326,3764,941,4221,1240,3865,1139,1873,701,0
