GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
12,Florida,7951248,35473,2611868,28779,1696347,25773,2195986,31237,718680,20183,700941,15291,27426,368113,13214,164359,8049,47420,5080,105049,6858,25303,3364,19036,3567,6946
13,Georgia,4154601,29139,1452111,19690,704861,16928,1038791,19566,382277,11617,543775,14658,32786,193640,9587,95458,6385,19160,2829,53449,4438,8511,1956,9586,1757,7476
15,Hawaii,650007,8074,215028,6828,143917,5870,152820,5870,64111,3725,55240,4273,18891,29592,2924,14186,1880,4202,1055,6077,1313,2462,871,1130,573,1535
16,Idaho,650977,9066,221117,8307,114710,4993,162586,5754,74466,4463,77030,5094,1068,41471,4792,18289,2762,7693,2185,9988,2341,3509,1146,1984,786,8
17,Illinois,5812277,24156,2094395,19143,1001645,17493,1460338,17769,433530,11652,809203,14583,13166,238350,9003,111637,5217,41557,3621,59127,4505,13187,2124,8897,1278,3945
18,Indiana,2836280,19856,900490,15905,492293,10165,674958,11059,244400,7469,522254,12528,1885,90794,5194,41482,3674,14825,1811,21775,2747,5731,1345,6981,1521,0
19,Iowa,1516771,10252,506344,9061,258911,6890,364148,8649,146439,5292,240469,6796,460,69772,3681,32695,2690,13494,1593,13282,1576,6364,1292,3919,921,18
20,Kansas,1388460,12936,488081,11462,235877,7161,327003,9715,143291,5673,186076,7372,8132,59431,3662,28248,2720,10053,1262,13495,1910,3599,839,2595,826,1441
21,Kentucky,1834339,14693,598544,10414,312435,8365,438195,9815,175690,5980,297339,8865,12136,52732,4271,24380,2994,7407,1264,14275,2109,2725,705,2844,823,1101
22,Louisiana,1954590,17940,605239,11806,380301,10922,481023,10783,243461,8591,237950,9550,6616,41995,3794,17328,2193,6027,1089,11559,1949,3614,1100,3323,1120,144
23,Maine,613827,6974,213369,4824,114382,4603,151635,5379,67461,3688,66315,3546,665,34355,2580,15072,1487,5923,1038,7739,1370,3427,970,2194,673,0
24,Maryland,2578497,21068,1085638,14694,448493,12668,609182,13852,218369,7057,205326,7217,11489,116524,5620,63054,3634,19055,2173,23018,2547,3828,1086,4146,1152,3423
25,Massachusetts,3276451,15331,1420796,16169,557074,11078,769057,13301,230809,8947,295453,7217,3262,144432,6149,81519,4749,18444,2291,33053,2681,6557,1508,4559,964,300
26,Michigan,4053376,20143,1401965,17249,750119,13781,982819,13534,310644,8257,605734,9988,2095,144120,4998,64371,3414,29508,2384,33582,2660,9336,1556,7320,1138,3
27,Minnesota,2690486,14684,1044513,11511,448809,8002,638019,10493,212432,7075,345884,7272,829,139664,4396,68319,3529,28634,2328,27902,2030,7700,1155,7098,947,11
28,Mississippi,1116963,12403,350136,9710,199362,8569,262438,7948,127145,6292,172312,8162,5570,26321,2757,11247,1985,4767,1236,5977,1172,2303,1011,2027,785,0
29,Missouri,2743037,18723,959046,15365,510095,12950,673017,12169,245224,9052,346834,9993,8821,113846,5023,49759,3642,18788,2429,28690,2499,6878,1352,5566,1454,4165
30,Montana,469707,6897,162003,5318,94049,3734,111819,5020,53986,3361,46565,2925,1285,27076,2304,13254,1607,3409,807,5884,1054,3404,754,1125,393,0
31,Nebraska,949370,8967,321531,6999,155291,5361,234192,5863,102088,3592,134467,5499,1801,43461,3037,21062,1929,8655,1168,7973,1144,3174,819,2597,626,0
32,Nevada,1198381,13544,323813,11897,341139,13961,307737,10654,108943,7742,112760,7243,3989,32812,3536,16319,2454,4325,1051,9207,1855,1091,489,1769,805,101
33,New Hampshire,627188,8849,241224,7562,99410,4357,159654,5992,55196,3329,71136,4706,568,39774,2855,21289,1956,4906,1355,8875,1389,2493,942,1944,684,267
34,New Jersey,3794403,21862,1455682,18209,664191,13281,971243,14999,282425,8721,417306,11151,3556,155958,7186,83852,4621,16444,2057,41799,3428,7018,1623,6687,1597,158
35,New Mexico,859943,10035,305125,8112,179387,7662,195286,6711,99150,5421,77151,4526,3844,43413,3993,21641,2455,8635,1721,6805,1397,2694,1002,3638,1188,0
36,New York,9097120,33737,3538471,26736,1809602,24717,2212344,24307,682817,11002,839273,14870,14613,342221,9658,171430,6925,60424,4166,75342,4359,19330,2645,13922,2187,1773
37,North Carolina,4187840,29483,1476935,20880,727099,16054,983607,17692,401036,11778,553870,13917,45293,197184,9085,95256,6403,26602,3109,46876,4123,15151,2688,9725,2182,3574
38,North Dakota,399147,5838,131671,4778,67000,3509,90323,3306,59957,3477,49081,2953,1115,21193,1801,10736,1202,3902,896,4155,1002,1281,458,1031,385,88
39,Ohio,5115608,24381,1761919,19162,913814,16257,1251081,17324,397992,9687,787450,11589,3352,174825,6103,82471,4500,25314,2795,47813,3304,9318,1738,9846,1573,63
40,Oklahoma,1652713,12098,539034,10012,290986,8339,402454,10345,197734,6260,210603,7605,11902,57193,3749,23993,2254,9913,1553,13554,1464,4943,1011,2690,619,2100
41,Oregon,1720784,15297,616683,10888,315029,10241,416064,11488,153126,8313,218753,7442,1129,107180,5646,51068,3892,18716,2854,24236,2752,7698,1609,5462,1354,0
42,Pennsylvania,5676766,24255,2025826,20369,999136,16390,1400402,17406,478699,10046,770249,11134,2454,220246,7712,104434,5697,34353,3196,56163,3353,13391,1900,11855,1524,50
44,Rhode Island,485597,7769,187526,6588,99630,4208,120413,6291,30544,2714,46209,3904,1275,18530,2682,8615,1555,3468,1203,4219,1152,791,425,1203,838,234
45,South Carolina,1928581,20663,605705,15744,355720,13302,477538,12369,186986,9423,280875,9720,21757,73778,5689,33609,3603,10707,2029,18036,2760,6618,2223,3500,1057,1308
46,South Dakota,415211,6393,142773,5385,73496,4156,101296,4506,46540,3390,50268,2982,838,22698,2338,11157,1539,3143,729,4397,793,2774,813,1227,429,0
47,Tennessee,2783927,21143,920554,15475,468141,13814,704069,16202,253208,9617,433802,11125,4153,89596,6540,41395,4043,11899,2009,24366,3146,6801,1638,5135,1401,0
48,Texas,11319479,45636,3914084,36097,2003697,27310,2789189,35020,1226797,19975,1331083,22374,54629,474951,16361,215786,9556,70373,5934,116722,6613,40028,4341,25341,3744,6701
49,Utah,1246614,11323,446961,9545,201391,7123,325337,9371,109954,5383,160538,6266,2433,57879,4483,26325,2427,8999,2512,16799,2366,2841,1013,2912,893,3
50,Vermont,316925,5456,129047,3619,55048,2807,66332,3085,33871,2107,32386,2532,241,19640,1638,9753,1255,4088,736,3502,662,1699,488,593,197,5
51,Virginia,3774998,24251,1517176,20061,634643,13668,863925,15247,339342,11202,370557,11517,49355,176921,8360,86460,4871,26942,2917,38831,3660,9743,1858,8790,1817,6155
53,Washington,3049846,16697,1165416,16078,538299,12231,704441,12195,291345,8240,324975,8443,25370,170119,7904,81370,4451,29726,3661,38887,3363,7718,1500,8437,1691,3981
54,West Virginia,712783,10470,233033,6957,128699,5261,176825,6505,87208,5101,86827,4954,191,22041,2670,9497,1684,3836,878,5368,1147,1733,748,1564,929,43
55,Wisconsin,2725010,13339,911846,12333,471636,10398,641237,10164,235024,6365,464015,10028,1252,119608,4720,53150,3252,21632,1761,28633,2694,10006,1289,6167,1062,20
56,Wyoming,293001,5659,90369,4171,50153,3824,66165,3246,48143,4244,37402,2832,769,11864,2067,4894,1149,2165,723,2862,1073,1290,634,653,385,0
72,Puerto Rico,1059501,10838,331955,9397,212761,6571,293404,8551,104394,5785,116696,5518,291,26402,2997,10604,1731,6253,1300,3440,929,3422,965,2602,777,81
