GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
12,Florida,7821529,28945,94614,9184,507399,14208,425053,12587,228808,9439,1055740,19888,388471,11537,156799,7124,596476,12766,937962,17597,1653361,21088,903027,19011,429291,13053,391661,11850,52867,362831,11267,6242,1948,26815,3389,20607,2637,16499,2345,30555,3182,12346,2495,12850,1904,41207,3876,91694,5482,45188,3948,18637,2738,24256,3492,3888,1142,12047
13,Georgia,4114847,23689,45327,4058,269246,10910,431349,11965,131452,6319,490344,13379,235787,8760,106398,6227,256576,8231,444907,10762,859635,14476,356935,12622,203514,7990,233023,7234,50354,198889,8662,3639,1299,13202,2164,14961,2304,9716,1628,16072,2396,6091,1396,7892,1787,20597,2160,49115,4043,27348,2990,8493,1467,11079,2217,2319,832,8365
15,Hawaii,658038,8063,9562,1811,47179,4098,18197,2718,15825,2289,71541,4188,36495,3426,10487,1821,43160,3262,59164,4291,133097,7329,96770,6104,27794,2566,55067,3896,33700,33658,4890,1941,865,2712,1130,2214,845,1080,377,1958,535,282,200,944,687,3765,1195,5636,1249,4279,994,1887,679,3216,974,623,514,3121
16,Idaho,654351,9215,35485,2951,42331,3037,64597,4281,18631,2007,82914,4940,30428,3145,11343,1761,36758,3023,69086,3908,140601,5875,57552,4697,26823,2317,35293,2486,2509,40257,3944,4649,1107,2806,972,2585,985,977,493,3592,1298,1579,581,386,288,2884,1040,7814,1429,7256,1369,2515,1032,2481,806,733,431,0
17,Illinois,5790603,23746,60886,3346,299710,7808,722725,12440,179561,7118,635575,15069,344894,10030,122473,5459,431448,9775,643255,11868,1305030,16789,514841,13349,285876,9581,235504,8970,8825,249207,7603,10931,1611,14024,2441,18533,2390,9966,1650,19899,2669,8061,1384,10067,1515,23893,2880,59457,3683,38824,2780,13933,2013,17822,2243,3797,928,0
18,Indiana,2787823,17846,44319,3222,154254,6579,518502,10122,70333,4212,327141,8796,138650,6088,44097,2965,146771,6414,203425,8142,644460,10062,255365,9996,135303,7131,101426,4768,3777,93626,4782,7814,1558,7460,1697,8022,1599,3520,1098,8232,1668,2631,837,2462,823,7633,1519,16446,1915,15678,2025,3904,920,8005,1478,1732,752,87
19,Iowa,1515823,11740,64102,3452,91647,3523,215768,5985,46351,3195,177541,5931,75802,3997,29427,2552,117156,4847,100137,4892,360094,8039,118834,5896,67735,4533,49724,3341,1505,73164,4712,17250,2045,3422,915,3171,893,2019,638,3785,874,2384,839,1800,704,4837,1050,8508,1313,17309,1950,2975,814,5009,852,655,374,40
20,Kansas,1372924,11343,50516,2986,82535,4323,172579,6343,37841,3085,158149,6203,66325,3996,34432,3221,80429,4719,110854,4931,330239,8427,108398,6137,62453,3646,64793,3558,13381,59886,4477,9944,1463,2720,829,2826,940,1695,635,4676,1065,1699,575,1881,751,3895,949,9282,1420,13742,1855,2076,633,4741,1149,709,333,0
21,Kentucky,1820806,17174,55763,3675,106861,6641,234890,8376,47399,4180,220221,7329,103108,5611,34979,2830,97079,4657,135452,6190,429438,9033,151047,7427,88060,4559,86639,5016,29870,65922,4936,4903,1082,3249,1028,4834,1467,1336,491,3158,959,1368,552,1411,521,4137,896,9719,1489,7586,1189,2022,681,4642,1187,866,369,16691
22,Louisiana,1950271,14337,82182,5369,155311,7308,159149,6664,53781,4212,224534,8944,103756,5746,27699,2700,106545,5394,154353,7283,461000,9445,188117,6763,103489,5106,114173,5149,16182,42109,3455,1609,495,4348,1255,2604,816,1328,661,2510,812,1868,828,795,475,3293,924,9056,1632,6873,1452,2328,636,4717,1043,780,437,0
23,Maine,615364,6884,14252,1530,40742,3100,57723,3400,16205,2030,79937,3732,22587,2601,11803,1856,38385,2826,52993,3373,171793,5596,51631,3946,26961,2022,28046,2480,2306,32346,2471,1464,412,3079,922,2422,713,1137,549,2346,843,831,410,757,494,2843,805,6344,1282,6017,1128,2166,589,2574,696,366,257,0
24,Maryland,2557335,19868,13304,1978,180269,7484,150835,6620,55327,4102,264142,9390,104724,5508,57645,4306,169065,6570,352896,9170,606523,12740,200881,9234,132112,7373,246762,8517,22850,122635,5991,2304,912,8830,1384,6280,1396,3139,1045,6990,1350,3715,1416,5400,1266,11748,1697,32922,2961,20911,2575,5143,1117,9574,1808,3059,898,2620
25,Massachusetts,3205372,19260,12273,1539,172342,8214,305938,8159,80659,4135,347798,10168,118224,6567,83959,4958,240326,7598,419589,11753,878403,15661,262675,9912,145108,6319,133942,5612,4136,133432,5258,1706,725,7074,1347,8564,1292,5646,1248,7981,1442,2217,954,6808,1229,10521,1460,39342,2986,27379,2810,7360,1403,7464,1322,1323,624,47
26,Michigan,4003428,19255,55878,5082,187348,5527,650515,11017,104720,4774,474465,11785,161666,6208,65876,4034,227295,8305,355894,9198,977966,13504,380551,10643,197430,5717,160388,4692,3436,143706,7029,12701,4604,7515,1592,10975,1302,5745,1076,8781,1299,4182,1235,2766,605,9666,1311,31062,2899,29222,2186,5892,1000,11876,1713,3323,736,0
27,Minnesota,2666098,12451,63886,2821,141305,5948,363012,7911,78216,4228,313067,8366,116509,4779,51764,3370,188958,6050,248764,7305,665853,12288,215498,6380,118697,4511,98567,3855,2002,143802,4672,17888,1356,6843,1537,8700,1246,4645,931,8470,1415,2760,681,2846,736,11717,1389,26005,2154,39169,2911,5758,1184,6972,1058,1970,592,59
28,Mississippi,1111361,13626,26158,2471,68330,4295,143473,6356,30725,3066,131050,6849,52556,3905,18666,2393,50029,3172,63953,4330,275376,8998,111290,6380,59322,3277,68201,4284,12232,28087,3116,1702,788,3058,1052,2516,752,1023,518,2193,917,1687,1041,132,105,2515,957,3511,971,4213,1064,1649,668,3155,1030,733,467,0
29,Missouri,2743623,14858,47552,3233,159072,6711,306297,8922,79699,5179,324228,10203,134599,6357,61002,3961,194972,7288,244479,6367,660328,12198,247118,8558,127308,5069,134261,6232,22708,112679,6051,10094,1660,7011,1471,7096,1200,3435,985,7993,1399,3507,1037,4211,1092,10036,1638,19579,1936,18388,2446,4570,919,5951,1200,1529,691,9279
30,Montana,458003,5845,32266,2063,36283,3104,20068,2190,12149,1615,54069,3545,24294,2363,8788,1440,25784,2165,36641,2794,105674,4709,49259,3598,20293,1898,29343,2842,3092,30112,2925,7164,1044,1993,702,1768,685,978,429,2432,831,835,504,365,221,1346,472,5026,1152,4327,1402,1911,598,1517,586,399,273,51
31,Nebraska,937834,8489,40110,2439,55828,3387,92644,4358,27984,2472,108053,4507,58741,3548,18841,2060,74214,4116,78860,4287,225699,6852,71310,3946,43065,3242,38092,2628,4393,39761,2839,10045,1137,2369,665,1814,576,1333,482,2400,613,744,310,788,357,2154,524,5311,887,7800,1149,1711,624,2689,682,603,270,0
32,Nevada,1191986,12734,19318,2434,72872,5375,48679,4762,27593,3087,135781,6954,54305,4396,19012,2409,72843,4225,125066,7346,181491,7500,311285,10459,54783,4338,59780,4985,9178,43778,4398,370,260,2635,889,1709,715,2375,1010,4405,1497,990,654,1895,888,6456,1435,11999,2282,3668,993,3882,1230,2481,1011,580,454,333
33,New Hampshire,628044,7757,5803,1260,42259,3493,72695,4955,19992,2494,93524,5429,20952,2247,11402,1382,41050,3154,59944,3719,155143,5866,55596,3810,25404,2284,23614,2545,666,39180,3507,1110,575,3770,876,3013,863,1461,634,3152,905,1035,674,1353,448,3044,926,8903,1365,7691,2609,1230,448,2989,847,412,267,17
34,New Jersey,3801308,21987,13793,2149,212647,7828,375731,9725,141628,6163,436435,10301,229708,8873,101722,5308,298243,7550,437068,10126,884720,13610,307700,9527,174902,7750,179946,7015,7065,145441,5723,2213,747,10279,1963,11796,1757,8186,1504,10645,1684,5003,1380,7730,1316,15210,2014,38050,2717,18887,2110,7979,1717,7356,1467,2107,782,0
35,New Mexico,848687,9895,30981,3102,64175,4538,40519,3319,16154,1988,102078,5495,34879,3322,14599,2334,34885,3181,90340,4059,207372,6894,89603,6320,38942,3663,76050,4870,8110,41852,3221,2518,1064,2924,967,3079,1228,2400,833,4276,1213,1098,506,560,404,1272,550,7544,1489,8823,1454,2422,735,3891,1006,978,687,67
36,New York,9046575,33122,57121,4806,507020,14718,597021,12032,237790,7768,954496,16683,465124,11472,275793,9828,795580,14773,1032807,18163,2428944,28985,764571,17461,465823,10388,442160,9684,22325,347072,10372,11378,1938,20231,2959,17988,2288,10736,1677,24649,2823,8098,1628,14461,1949,38965,3160,79568,5118,63000,3516,23824,2897,26856,3174,4563,972,2755
37,North Carolina,4121671,25131,54563,3602,275759,8269,503387,11502,124554,6603,486181,12675,168825,8288,68428,4115,258629,9922,385587,10774,938858,15996,372523,12945,204874,8702,194892,7448,84611,166510,6812,6141,1585,12714,2429,12669,1894,8069,1399,10390,1758,3748,904,4380,1026,17401,2265,41175,3719,22871,2317,8192,1477,10944,1790,2546,900,5270
38,North Dakota,379847,4886,32712,2339,29216,2393,28567,2523,13267,1651,40683,2678,18759,1983,6042,1158,21942,1767,24369,2295,89969,3811,31538,2673,18953,1920,19681,1686,4149,18531,1496,6695,909,829,384,122,92,421,207,849,334,547,252,120,136,1086,424,2482,634,3033,642,690,296,1093,404,564,325,0
39,Ohio,5075200,21324,44350,2961,258862,9305,755917,12757,141839,5710,608166,11718,239771,7241,89534,4597,331565,9057,457063,10411,1251640,17100,437199,13936,235936,7613,212634,6122,10724,180003,8166,9725,1761,10144,1820,17227,2196,6110,1235,15806,2036,4855,1289,4484,942,16471,2043,35858,3422,36129,3718,8638,1602,11876,1758,2636,716,44
40,Oklahoma,1641563,13382,72378,4335,112497,5385,152156,5545,47156,3636,188004,7309,81331,4648,33656,3055,99030,4860,122390,5862,369480,9330,155630,7680,84103,5414,103213,3919,20539,68542,4273,7237,1307,4772,1104,3357,945,2194,834,3653,878,2689,928,1688,513,4290,979,13368,1917,12287,1923,2611,959,4862,1106,1252,494,4282
41,Oregon,1709279,14334,56934,4342,95482,4952,185622,7285,54002,4161,212189,8035,76775,4378,33342,3232,106306,5330,168864,7194,382582,9244,157159,7763,87938,5196,88671,4296,3413,108132,5757,9047,2040,5344,1447,7478,1473,2324,690,7630,1560,3245,1164,4582,1365,9629,1783,23076,2242,19015,1933,6604,1608,7336,1240,2822,900,0
42,Pennsylvania,5655344,24975,80357,4256,325362,8138,685221,11778,161866,5653,668088,13375,287651,8680,101725,4080,363494,10954,539583,11216,1468730,17577,465954,11548,268026,9194,234638,8363,4649,212107,7227,12999,1802,10972,1352,16307,1961,5884,1063,15778,1869,5026,938,7609,1467,19815,2133,45118,3413,39894,3556,10418,1821,18516,2075,3771,978,0
44,Rhode Island,464646,7946,1008,546,23859,2684,50437,4016,11973,1872,55397,3800,15692,1844,7735,1630,34749,2823,46216,3542,122028,5355,49101,3751,19225,2204,24047,2562,3179,15908,2133,45,78,1472,748,1248,549,1179,576,1140,521,741,524,572,408,1299,543,3989,1045,1887,583,767,439,1127,660,218,190,224
45,South Carolina,1912871,16618,21102,3063,127183,6197,248037,7485,51481,4534,233772,8375,86041,5029,32022,3317,110094,5689,175791,7687,413118,10695,187944,7889,91046,5441,102357,5174,32883,72437,4651,2483,1131,4881,1185,5109,1096,3149,1147,4559,1115,2008,867,1569,555,6151,1514,14642,2174,10098,1747,3347,1128,5367,1206,913,540,8161
46,South Dakota,407277,5086,27747,2096,24653,2176,40080,2325,10828,1540,45684,2978,16450,1896,6499,1216,32013,2918,25699,2350,98643,4700,38156,3392,16501,1293,21174,2069,3150,21018,1708,8599,974,343,198,581,316,349,268,1166,434,1047,544,147,139,1340,517,1910,560,3235,667,842,393,1045,332,414,252,0
47,Tennessee,2711169,19153,28320,2999,179907,7325,337583,8755,80074,5355,330514,10903,176772,6299,51935,4287,157462,5536,249767,9343,621495,13153,235059,9567,131455,6610,123144,5507,7682,90494,4679,2819,858,6803,1535,6031,1080,5216,1208,9009,1458,3131,1216,2902,925,7188,1171,23331,2504,12315,1747,4215,1212,5565,1271,1757,633,212
48,Texas,11132187,37096,319129,11405,875364,16424,1030365,18719,322965,10768,1281460,22509,600130,14142,209833,8363,738889,14974,1187870,19149,2389373,30104,954021,17384,592369,14228,531224,14075,99195,453258,12790,21669,2560,30173,3442,30588,2622,19245,2491,35849,3361,17632,2649,15237,1984,42496,3326,104928,5691,62354,3629,21356,2720,34175,3249,7798,1487,9758
49,Utah,1209175,11335,24586,2787,77272,4481,131560,5858,36123,3020,154422,5908,54956,3849,26046,2667,78112,4217,132128,5546,263166,7914,101238,5441,54867,3789,70901,4049,3798,53014,3478,1268,451,2668,678,3112,773,1221,395,5661,1196,2588,884,1397,508,6764,1417,12110,1618,8615,1428,2628,939,4185,920,711,365,86
50,Vermont,313415,4891,8362,1294,21054,2193,32867,2609,6691,1013,37804,2696,10039,1327,5558,1112,15130,1714,27822,2441,85866,3730,31254,2195,14254,1854,16290,1772,424,23357,2393,1892,895,1496,579,1841,558,674,387,1085,466,220,176,646,307,1030,413,4988,798,4395,848,2143,697,2200,796,747,429,0
51,Virginia,3762996,18633,41523,4158,253018,7997,292312,10101,77562,4854,407930,10622,150691,8089,83150,4903,242226,8861,530724,11625,769003,13890,306585,10290,185178,6776,310594,9303,112500,167035,7799,7195,1910,12470,2213,6773,1276,4606,1066,10011,2029,5191,1346,5621,1008,13142,1682,46816,3503,26617,2748,8517,1453,10942,1787,4982,1304,4152
53,Washington,2997311,18948,77351,4452,178998,6899,313250,10483,90166,5034,348437,9296,139461,6503,65165,4004,169357,7096,353472,9913,639754,11210,257249,8921,145920,6448,172419,6486,46312,162951,8621,4968,1024,8203,1487,12663,2028,7747,1487,11502,1546,3469,1055,4976,1069,16181,2649,37632,2732,27634,2560,8986,1757,10586,1838,4707,990,3697
54,West Virginia,709109,10548,38259,2894,45513,3100,53675,4143,13407,1547,86383,4322,37119,2921,13507,1971,28072,2764,51718,3840,196647,6719,67034,4245,31352,2388,44194,3372,2229,20446,2369,632,301,1485,621,762,360,323,231,1884,646,859,514,388,253,1511,555,3832,1192,5331,1154,919,547,1843,631,677,409,0
55,Wisconsin,2712317,13635,68842,3812,143647,4892,483259,9394,77693,3826,315198,7755,120415,4945,45699,3134,163204,5383,218457,6497,620782,12849,247214,7217,108246,4950,96646,4648,3015,115359,4395,18601,1745,6755,1135,8061,1195,4325,963,7376,1088,4077,1018,3087,788,8971,1761,19172,1932,20459,1823,5842,1017,6414,987,2097,664,122
56,Wyoming,285840,4955,33220,2729,24941,2849,14108,2092,5434,1085,32690,3326,16098,2069,3805,811,10833,1658,19036,2300,63842,4111,26020,3104,12602,1999,20398,2486,2813,13647,2096,2752,1021,1333,598,172,165,377,318,555,424,578,408,240,277,1308,650,2724,761,2405,1144,363,260,666,438,174,143,0
72,Puerto Rico,1077361,12072,12278,1713,61889,4420,102444,5951,36379,3450,143808,6224,39689,3539,14029,2059,57116,4090,103811,5491,234509,6660,93313,6056,61857,4416,114617,5425,1622,25597,2773,357,283,2062,726,997,477,642,379,3935,1008,441,268,532,337,2284,884,4612,1000,4085,1864,990,414,4217,1028,414,304,29
