GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
17,Illinois,5997956,22464,258177,6791,577602,8372,2718610,15082,1413002,11638,504741,7457,302402,6661,223422,219486,7761,5748,1204,8001,1604,87588,4475,59974,3638,21817,1827,17237,1762,19121
18,Indiana,2900016,16823,131607,5235,268896,7033,1283260,11000,694062,6977,260649,6048,144001,4496,117541,94556,4721,2728,775,4823,1060,38858,3629,22786,2333,8984,1443,6451,1115,9926
19,Iowa,1501636,10108,86010,3179,159405,3386,606992,6781,361077,4237,140378,4059,78533,3099,69241,73802,3925,3703,826,4139,937,22741,2097,19064,2018,8678,1289,6355,1048,9122
20,Kansas,1387425,11649,74024,3875,143864,5195,587374,8566,325165,4914,119468,4003,73736,3694,63794,60068,3272,1682,548,2067,699,22754,2248,14035,1563,6683,943,4505,1000,8342
21,Kentucky,1880402,16550,87851,4669,179830,5548,866915,11034,435617,6899,155760,5306,87659,3610,66770,60114,4091,3100,727,3696,917,20908,2593,14291,1790,7801,1330,4782,979,5536
22,Louisiana,1860956,16291,81525,4736,214843,6107,815943,9136,437416,6423,148394,5437,90477,4496,72358,50838,4330,766,390,3450,1070,19957,3024,12860,1732,5326,1094,3839,965,4640
23,Maine,632517,6177,30632,2299,52199,2545,255532,4106,163656,3421,64015,2411,38289,2197,28194,31176,2397,561,446,1225,509,8276,1348,8882,1239,4940,954,3513,714,3779
24,Maryland,2533049,18945,112255,4898,238875,7283,1103371,11598,611026,7844,221712,5548,139763,5050,106047,100238,4509,1735,560,3430,992,37235,2970,27348,2768,12043,1546,8723,1233,9724
25,Massachusetts,3248181,20259,132054,4875,296881,7353,1420460,12055,793722,7646,294203,7314,177507,5839,133354,127156,6301,3195,707,7320,1948,41268,3689,37302,3348,15209,2010,9786,1689,13076
26,Michigan,4353614,19490,198904,5818,422008,7763,1930457,13327,1085025,8771,372431,6837,203864,5352,140925,148720,5119,3092,720,6659,1224,58669,3758,40364,2797,13949,1421,12056,1501,13931
27,Minnesota,2699357,11495,134013,4153,266435,4729,1170641,7810,661501,4962,237955,4831,132616,3665,96196,137680,5220,4655,901,6617,1227,52527,3351,36425,2062,14446,1486,10352,1270,12658
28,Mississippi,1137160,13327,53196,3665,113899,5802,510732,8451,267399,6125,93659,3860,53810,3305,44465,28661,2447,1310,588,1333,563,9824,1383,7550,1543,3521,883,1913,521,3210
29,Missouri,2801049,17914,138380,5129,273549,6556,1223288,9739,666008,8465,237680,5747,151401,5293,110743,111923,4631,3808,752,5992,1523,41352,3155,27390,2339,11945,1766,9927,1422,11509
30,Montana,460787,6510,22886,1778,45571,2926,182572,4162,116583,2434,48088,2553,26555,2167,18532,33309,2673,1307,577,1726,737,10778,1528,8390,1314,4500,911,2891,708,3717
31,Nebraska,924995,7494,52932,3554,98894,3378,379001,5132,219756,3503,82261,2704,49691,2398,42460,51254,3408,1449,646,2571,894,17523,1969,13983,1657,5352,859,4014,849,6362
32,Nevada,1239805,9794,46316,3133,109982,3819,594372,7948,274201,4275,98619,4610,68033,3513,48282,37201,3562,223,179,1364,763,14296,1672,9261,1601,3724,1011,3999,1302,4334
33,New Hampshire,634899,8958,33553,2740,55179,3126,258339,5267,162423,3854,62202,2604,38041,2479,25162,34099,2689,196,173,550,338,14011,1890,9582,1181,3858,1005,3166,980,2736
34,New Jersey,3884858,25676,146417,6141,323008,7263,1700512,15955,975900,10009,348950,7884,226409,6635,163662,137688,6210,1477,549,6406,1620,51684,3952,41135,3180,15785,1832,9745,1258,11456
35,New Mexico,864109,11632,40260,3225,93311,4040,374307,8018,204282,4452,76788,3538,42248,2881,32913,44981,3795,989,718,2365,1052,15405,2547,12087,1816,6466,1342,2379,632,5290
36,New York,9125307,32776,298198,6690,833495,12844,4130187,20579,2219444,12849,799681,11814,490186,9878,354116,335463,10536,6814,1304,18204,2616,123216,5013,90656,4935,36965,2991,28424,2742,31184
37,North Carolina,4158877,23404,168616,6723,401768,9916,1917009,14906,956645,11429,348713,8041,222184,6975,143942,164377,6445,6762,1092,12703,1721,62565,4318,39440,3416,17300,2074,13519,1633,12088
38,North Dakota,354240,4443,18068,1888,47795,2496,138295,2334,83428,1891,32649,1753,17698,1216,16307,19161,1831,410,311,799,469,6592,1068,4770,848,2175,454,1719,389,2696
39,Ohio,5303682,23438,244948,7316,501758,8262,2290902,13071,1304882,9292,485523,8593,271559,5904,204110,186325,6011,7046,1384,9014,1473,71258,3775,45081,3199,19122,2055,14685,1691,20119
40,Oklahoma,1619414,12405,83220,3325,177235,4938,704367,7743,362461,5745,136130,4227,88946,3338,67055,63967,4025,3772,758,4725,1067,21206,2398,15853,1749,6315,1213,5244,888,6852
41,Oregon,1805164,15223,67720,3735,157681,5028,816792,9627,434334,5571,171903,4672,97207,3911,59527,94926,4929,1951,845,3920,1372,38236,3385,23919,2395,11000,1580,7737,1300,8163
42,Pennsylvania,5656203,24206,251149,5936,505951,6990,2357282,16234,1437175,10997,536628,7786,321402,6661,246616,206755,5905,6067,1051,10356,1700,78732,4374,54563,3253,22100,2194,14402,1476,20535
44,Rhode Island,481741,8288,22106,2384,47442,2388,208813,4816,116123,3386,39817,2392,28552,2624,18888,16460,1918,1110,431,871,603,6293,1362,3612,800,2026,724,1390,550,1158
45,South Carolina,1933392,16032,93468,3971,187861,7060,869905,11155,435750,7449,171477,5999,101370,4844,73561,77526,4733,7575,1125,6305,1075,28079,3037,16164,2225,7684,1568,5157,1117,6562
46,South Dakota,410015,5938,22540,1836,43286,2658,161551,3951,98077,2306,38734,2455,22575,2020,23252,25033,2157,830,447,997,442,7815,1097,6180,1042,2618,531,2930,840,3663
47,Tennessee,2825043,13715,118030,4687,257717,6693,1293533,11040,653110,7498,248717,6153,150496,5079,103440,94257,4983,1341,373,4618,948,40077,4228,22501,2293,9638,1460,7636,1255,8446
48,Texas,10726872,30735,451849,10237,1107789,14097,5117243,17777,2377061,15658,814745,11477,488569,10082,369616,388009,10250,7972,1598,18358,2794,159671,7498,100734,5175,39189,2858,28101,2442,33984
49,Utah,1245356,8786,85705,3564,179501,3861,572943,5683,238246,3617,86046,3457,49067,2780,33848,66171,4352,1943,626,5172,1420,32123,2929,13848,1790,4843,1071,4215,797,4027
50,Vermont,321803,5034,15684,1587,28492,2005,126572,2392,82058,2244,35351,2193,19369,1794,14277,20944,2224,395,244,745,339,6985,1171,5219,825,3017,792,1990,527,2593
51,Virginia,3726085,18171,153159,6257,364668,8579,1693081,14200,865409,9676,309347,7249,196083,6069,144338,172220,6110,7237,1407,15801,2027,66189,4628,39909,3013,16973,1728,12816,1678,13295
53,Washington,3039725,18492,124856,4469,285646,6404,1373058,11099,736438,7433,269761,5865,158429,5600,91537,149405,6326,1742,564,7044,1358,57327,4009,42594,3232,15562,2058,12144,1451,12992
54,West Virginia,710844,10628,28930,2790,61844,3593,308872,6831,175127,4440,72125,3271,36167,2443,27779,20634,2346,689,351,1761,759,7356,1645,3905,965,2372,745,2256,735,2295
55,Wisconsin,2751115,14020,143094,3938,278291,5692,1165129,8415,679590,5621,247710,4301,137539,3303,99762,113272,4448,4431,907,5467,1204,41172,2375,30067,2271,10238,1240,10122,1196,11775
56,Wyoming,279264,5540,15661,1655,31170,2242,113034,3252,68035,2466,25041,1933,15068,1775,11255,12545,1882,496,297,363,216,3903,1065,3370,998,1634,567,1491,497,1288
72,Puerto Rico,1136874,14728,19469,1832,101772,4080,620201,10178,241503,5284,79257,3899,42918,2449,31754,21554,2360,269,242,1948,836,8436,1535,4625,912,2175,640,1457,447,2644
