GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
21,Kentucky,1903620,16938,76021,4327,204615,6354,816924,9811,418018,7209,184917,5624,112767,4448,90358,60300,4078,1396,514,2822,875,22829,2747,16141,2011,6836,1214,4852,1118,5424
22,Louisiana,1997036,14305,59438,4386,211230,6877,888356,10464,415918,6961,190620,6519,127349,4593,104125,52360,3737,1254,506,3803,1222,17097,2485,12862,1937,6569,1358,4331,865,6444
23,Maine,623341,7591,25138,1930,55110,2851,229412,4659,148941,2904,72193,3096,52551,2778,39996,34543,2478,535,286,852,499,10645,1561,8347,1204,4676,1158,5140,1174,4348
24,Maryland,2688956,16873,86068,4187,240745,7010,1152668,11900,615131,7263,265411,6576,181400,5373,147533,122798,5355,3158,646,5935,926,41932,3851,33206,2761,14996,1810,10613,1296,12958
25,Massachusetts,3464607,21921,128197,4776,333501,7990,1414131,11855,780191,8115,357245,7184,254564,6728,196778,163528,7042,4596,920,9495,1546,54333,3785,41695,3217,19603,2536,15079,1583,18727
26,Michigan,4322641,22774,174345,4536,466896,7853,1749918,11469,1005276,8975,447314,8439,289088,6448,189804,159227,5552,4152,787,8512,1284,54076,3583,40863,2831,19756,1761,15101,1800,16767
27,Minnesota,2820532,13276,124430,4091,268739,5468,1186150,8719,629576,5670,291644,5711,192820,4418,127173,144022,5360,7452,1059,7412,1100,51771,3642,34420,2331,18192,1559,12985,1123,11790
28,Mississippi,1142866,12323,40717,3862,110195,5282,509668,9927,243646,5988,113693,4975,69814,3624,55133,27966,3305,1225,804,2721,931,10701,2149,4574,1036,2739,837,2908,1032,3098
29,Missouri,2802314,15163,114550,4923,285076,6359,1168495,8635,619600,7970,282130,6454,187285,5891,145178,121894,5852,5325,1257,7591,1967,43435,3144,30123,2753,13600,1602,9968,1540,11852
30,Montana,486143,5583,20786,1913,51395,2663,189539,3729,101690,2755,55465,2725,35726,2686,31542,34875,3086,2257,688,2278,728,11718,1855,7307,1267,3638,753,3353,633,4324
31,Nebraska,984957,7271,43063,2397,103444,3329,405607,4738,203663,3351,101806,2997,70302,2692,57072,39106,2415,1009,345,1095,364,13090,1513,8611,1110,6104,887,3998,636,5199
32,Nevada,1283741,12038,37978,3072,128288,4589,580862,7480,282566,4763,114662,4604,81527,4181,57858,41115,3659,136,153,419,267,14115,2131,11620,2208,5148,1182,4209,1017,5468
33,New Hampshire,651014,9593,29009,2345,64171,3115,237808,5493,154095,4178,72055,3309,53573,3021,40303,41260,2617,984,470,2120,577,13556,1757,10834,1471,5530,1113,4212,921,4024
34,New Jersey,3968439,20630,113276,4342,335466,7751,1622707,12764,951738,8368,426185,9166,287737,8393,231330,180018,7732,1850,495,7535,1130,62603,4502,52761,4176,19902,2228,17651,1754,17716
35,New Mexico,865085,10535,32554,2987,95730,4700,356722,6137,185522,4493,85013,3666,60884,3081,48660,41567,3446,442,386,2124,1075,11249,1647,8984,1537,6077,1235,5101,1139,7590
36,New York,9520770,27988,234053,5831,845158,9545,4206374,18767,2166480,12953,943353,12074,629962,10797,495390,361168,10446,5757,1305,20760,2391,130287,5536,89543,5929,42027,3200,34051,3215,38743
37,North Carolina,4431801,22145,146356,6127,434117,7848,1942564,13944,991697,11072,425467,9094,279272,6886,212328,209085,8535,3381,1135,11768,1972,78272,4620,58163,3987,22077,2462,16835,1949,18589
38,North Dakota,432528,5156,18656,2131,56294,2803,180227,4008,83876,2333,42093,1939,29114,1800,22268,20458,1557,1074,530,1162,589,7146,1238,4159,714,2178,488,2133,439,2606
39,Ohio,5351371,23418,212638,5474,521467,9649,2195001,13514,1195827,9740,569223,8769,378955,7441,278260,193922,5919,4749,961,8831,1064,72411,4264,48170,3947,22767,2024,17207,1568,19787
40,Oklahoma,1721357,10123,69661,3023,186703,4174,742065,7291,350075,4756,162682,4527,111410,3745,98761,61927,4350,4268,2520,3698,1009,22525,2459,12445,1587,6790,1100,5144,988,7057
41,Oregon,1827947,14246,57925,3427,175685,5176,808104,8871,380689,5837,181242,5619,136125,5101,88177,113068,5768,1645,592,4808,1327,42204,3365,26471,2568,12855,1923,12575,2030,12510
42,Pennsylvania,5883212,21300,207491,6149,529677,8013,2369393,14309,1341861,8963,651008,8420,439515,8008,344267,243453,7418,7072,1038,13398,1771,84700,4122,60337,3891,29065,2356,23875,3519,25006
44,Rhode Island,482776,8201,16796,1773,47941,2707,192971,4923,113040,3730,50067,2817,34725,2982,27236,19302,2118,653,321,1598,535,7446,1452,4809,1020,1674,657,1917,878,1205
45,South Carolina,2083191,16367,79748,5174,217134,7159,896537,9317,451206,6578,189744,6308,142063,5359,106759,72724,4496,1496,529,2585,786,25507,2660,21655,2337,6615,1123,6897,1432,7969
46,South Dakota,435583,5207,22674,2017,44636,2538,171979,3165,88679,2361,46100,2408,34149,2211,27366,24119,2133,804,384,845,394,6810,988,5292,945,3318,557,3227,897,3823
47,Tennessee,2908962,18366,102178,5631,281499,7588,1260598,10343,638713,6698,280207,6714,193208,5371,152559,105862,4500,1933,599,4734,995,40771,3220,27590,2852,11948,1838,8828,1384,10058
48,Texas,12287908,36275,428745,10171,1273517,13014,5677205,21881,2568362,17108,1077026,12560,711247,11933,551806,494337,12488,8022,1416,22241,2527,204570,8649,123406,5541,53317,2981,38155,3176,44626
49,Utah,1345699,9050,71777,3446,175971,4792,624848,6478,238633,3772,106372,3422,77512,3144,50586,73746,3681,1650,669,4089,900,35519,2618,14122,1417,6740,1214,5920,1125,5706
50,Vermont,316374,5773,11218,1109,29779,1748,116752,2844,71009,2328,36754,2139,26993,1719,23869,22667,2115,358,187,966,440,5926,1016,5806,870,2779,573,3123,743,3709
51,Virginia,3965243,20973,132823,5491,389566,9526,1712487,13139,880110,9010,379344,7622,267712,6960,203201,177271,5789,3461,928,9029,1412,66540,3880,43061,2947,20305,1854,15455,2085,19420
53,Washington,3262325,17398,95184,4337,326817,8628,1437250,12409,697570,7477,327769,8083,223090,6143,154645,180826,7468,3415,897,9354,1524,67080,3985,42983,3623,21206,2265,17707,1946,19081
54,West Virginia,718357,9350,23191,2213,69715,3818,294236,6815,158641,4364,77702,3188,52707,2959,42165,18556,2186,605,318,1013,516,6979,1401,4244,1005,2049,659,1959,739,1707
55,Wisconsin,2823768,12343,130831,4042,293269,5654,1128222,8487,642344,5305,296537,4878,196288,4665,136277,116946,4397,2669,649,5853,1082,37933,2547,32296,2098,13584,1507,10932,1069,13679
56,Wyoming,303109,4464,11129,1596,31431,2552,128954,3196,60017,1886,30362,2151,24080,2092,17136,14216,2105,393,259,955,420,5041,1453,3133,858,1885,648,1414,642,1395
72,Puerto Rico,1009681,11991,10682,1559,87315,4229,515047,7917,238457,6389,76869,4022,45479,2922,35832,18732,2159,504,336,1105,530,6933,1477,5278,1205,2058,789,1028,473,1826
