GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72
12,Florida,7851983,36622,5795228,35554,5332455,33714,462773,14623,473455,11427,639679,14252,240729,9234,214459,7523,477315,12627,11118,375151,11634,231455,9438,144322,7309,87133,5782,13787,2160,5484,1202,4630,1326,12372,3119,103801,5560,3622
13,Georgia,4287878,28541,3046012,27179,2867299,25953,178713,7349,263927,10703,331458,9994,210019,8877,201228,9113,228556,7695,6678,207333,7306,121065,5065,87447,4735,33618,3513,6778,1456,3145,1082,4025,1124,19893,3408,51321,4085,1106
15,Hawaii,639584,6177,380837,8459,358479,8269,22358,2829,44610,3272,20401,2179,62357,3744,80882,4967,49326,3988,1171,28673,2920,11657,1784,6766,1456,4891,1163,1690,634,160,171,584,449,886,829,13434,2139,262
16,Idaho,659175,7871,454478,8360,427705,8385,26773,2338,43280,3656,48770,3461,36109,3014,22311,2171,53086,3898,1141,34553,3005,16434,1965,11239,1725,5195,1067,982,452,462,315,726,349,478,315,15220,2280,251
17,Illinois,5917742,18998,4329455,23528,4119702,24381,209753,7295,513521,11249,429329,10753,221770,6504,131428,6317,285506,7843,6733,232678,7593,130437,6333,95216,5407,35221,3331,11590,1822,4152,807,6633,1294,1618,698,77301,3633,947
18,Indiana,2817192,16009,2083249,17056,1993388,17227,89861,4867,245220,6689,180675,6577,106886,4419,52309,4054,146257,6517,2596,94697,5434,47293,3873,33397,2963,13896,2223,7040,1471,1913,1147,1503,746,738,440,35732,3044,478
19,Iowa,1524705,10924,1065835,11314,1017580,11343,48255,2804,133373,5382,101807,4183,87061,4007,24360,2219,109434,4626,2835,75389,4445,30539,2160,21596,2027,8943,1223,5309,1272,665,359,1783,695,625,365,35584,2838,884
20,Kansas,1385380,11544,949991,11603,910125,11144,39866,2189,105908,4747,106703,4775,75852,4722,50565,3761,94462,4671,1899,59047,3857,26691,2551,19883,2139,6808,1324,3697,1001,759,328,2283,882,802,394,24076,2090,739
21,Kentucky,1846577,15799,1276750,15135,1218105,15233,58645,4504,144275,5774,119179,5395,124046,5276,75480,5007,103612,5092,3235,57071,4198,28553,2399,20786,2017,7767,1494,3773,961,931,524,1561,934,409,436,20727,2633,1117
22,Louisiana,1983471,16556,1395046,19675,1322496,18790,72550,5896,127145,5675,156897,7998,123757,5579,59810,3392,117245,6200,3571,48479,3517,23147,2589,16186,2089,6961,1361,2269,914,851,380,1579,617,397,276,19586,2258,650
23,Maine,624974,7866,402379,7853,377381,7545,24998,2738,75326,3466,45758,2995,24417,2564,20634,2061,55508,2963,952,33810,2609,15703,1730,10997,1501,4706,978,2794,804,108,120,574,334,182,161,14176,1845,273
24,Maryland,2587044,15630,1665894,15721,1565814,15437,100080,5280,239299,8710,205124,8272,112972,5751,220108,8550,140505,6403,3142,117152,5485,65199,4317,44549,3718,20650,2356,6214,1508,1652,760,1336,420,4048,1253,38028,3120,675
25,Massachusetts,3295905,17722,2253752,18934,2157716,18220,96036,5123,404052,10439,243093,7402,116039,5167,67313,4258,208707,8101,2949,136360,5704,71886,4637,56087,4468,15799,2041,9680,1441,2151,777,1487,560,1229,488,49657,3273,270
26,Michigan,4105365,22932,2969014,22753,2826722,22947,142292,5781,400847,9540,269096,6892,166613,6875,71088,4467,222205,6844,6502,147582,5465,76122,4724,57135,4108,18987,2091,7260,1378,2850,684,5790,1431,975,501,53290,3529,1295
27,Minnesota,2678087,13222,1892584,14415,1786692,14176,105892,4067,290020,6960,185877,6243,101742,4469,37598,1896,166482,4588,3784,131251,5189,61891,3341,41814,2874,20077,2256,8919,1528,2164,577,1939,655,557,268,54848,3113,933
28,Mississippi,1146912,12742,783070,12037,748265,11740,34805,3322,59816,3716,86098,4831,96366,4776,49345,4079,71358,4443,859,30737,3230,14733,2121,11009,1791,3724,1203,1058,544,238,220,758,450,1345,1163,12528,1953,77
29,Missouri,2786032,17286,1952812,16998,1871942,16544,80870,4787,274729,8760,172304,7331,124450,5821,87280,4253,169695,5441,4762,118973,4986,53157,3781,39861,3046,13296,2005,7561,1275,971,431,2027,632,9028,738,45200,3147,1029
30,Montana,456480,6283,284075,5998,262298,6175,21777,1922,38929,2987,36361,2598,31219,2973,21712,2667,41737,2690,2447,27120,2294,12160,1381,7603,1132,4557,1019,1311,468,478,448,555,439,404,344,11249,1488,963
31,Nebraska,939853,7741,651436,9009,617528,8850,33908,2621,84865,3899,68705,4095,45306,3113,23711,2364,63920,3451,1910,40074,3019,16419,2111,10165,1623,6254,1320,1828,706,433,226,771,403,59,79,19996,2109,568
32,Nevada,1216344,13767,958012,13496,919633,12649,38379,3934,39539,3481,90487,5035,39052,3503,33121,2956,54951,4377,1182,40832,3572,24345,2621,15825,2103,8520,1952,1114,624,497,272,111,128,349,262,14155,2307,261
33,New Hampshire,635208,8972,436147,9081,415320,8791,20827,2273,63658,4370,52192,3329,23204,2100,10007,1493,49742,3580,258,35560,2939,18895,2122,15184,1908,3711,1045,1693,661,635,420,590,314,197,233,13522,1777,28
34,New Jersey,3843779,24407,2831093,27080,2674646,26328,156447,7235,253051,7933,328228,9383,162921,6029,79688,4963,183878,7330,4920,162170,7596,104456,7194,76599,6376,27857,3069,7392,1438,1544,652,2462,1021,1097,567,43992,3721,1227
35,New Mexico,858041,11853,537483,11306,508899,11133,28584,2538,62182,4319,68816,4399,66913,4623,59104,4280,61106,3682,2437,45097,3885,18580,2446,12587,1982,5993,1515,3503,668,1008,557,1847,732,889,514,18683,2359,587
36,New York,9225086,34122,6200412,32680,5867051,32323,333361,8857,917666,17347,951155,14877,390575,9018,198100,7415,558739,13004,8439,343814,11587,178969,8060,126906,7146,52063,4109,19411,2551,7992,1229,4809,933,4981,1884,125900,6885,1752
37,North Carolina,4155536,23428,2898147,24140,2749699,23753,148448,7386,288773,9731,262353,9398,272758,8070,186218,6290,242164,7564,5123,180743,10092,92656,5916,69571,5090,23085,2780,7127,1381,1522,620,5120,1347,17898,4998,55336,4592,1084
38,North Dakota,360805,4245,231311,4803,219008,4916,12303,1411,35694,2506,23903,2006,21193,2070,17352,2074,30444,2132,908,19728,1719,6981,978,5366,771,1615,537,1224,512,323,201,748,421,247,172,9775,1098,430
39,Ohio,5178127,22838,3724174,20701,3587637,21073,136537,6247,485647,10095,407301,9502,178869,6013,103387,5188,272232,8825,6517,185761,7846,96428,5335,77391,4792,19037,2591,11919,2022,3615,999,4868,1140,1335,633,65692,4781,1904
40,Oklahoma,1628521,13880,1097643,11680,1037287,12341,60356,3736,107555,5933,109999,4745,113975,5234,81519,4621,114463,5005,3367,56214,3944,26326,2212,18559,1941,7767,1273,2578,872,664,333,1765,581,3793,1311,20429,2229,659
41,Oregon,1752305,13716,1203479,15336,1127461,14754,76018,4753,149019,6748,132416,6615,83325,4740,41651,3505,139787,6592,2628,108863,6321,52578,4491,36344,3575,16234,2665,5647,2014,2433,656,3157,857,377,293,43522,3968,1149
42,Pennsylvania,5678712,25811,4044218,22616,3887196,23458,157022,6549,661676,11731,343020,10199,174886,6942,132951,5388,314889,7945,7072,211544,8309,112934,5797,88415,4961,24519,2516,16217,1941,3819,1008,2830,673,1245,514,72575,4185,1924
44,Rhode Island,480342,8094,322260,6881,305031,6839,17229,2136,62015,3785,32977,3744,17439,1805,17255,1813,28082,2891,314,18045,2483,8424,1736,6265,1711,2159,802,1772,702,365,358,95,114,232,171,7157,1469,0
45,South Carolina,1926542,15646,1358123,18396,1290684,18189,67439,3822,109210,6036,131115,6287,135207,5871,80309,4662,109423,5580,3155,76128,5145,39333,3842,28358,3087,10975,1656,3127,685,1007,444,1533,728,9549,1619,20849,2608,730
46,South Dakota,415020,5825,264886,6130,249510,6547,15376,1573,45622,3625,31316,2309,16492,1681,18136,2024,36934,2566,1634,24581,2331,8127,1414,5776,1175,2351,753,1028,419,172,174,238,185,435,342,13870,1447,711
47,Tennessee,2750197,18016,1957216,18811,1890164,19428,67052,4702,203661,7809,212793,7667,105274,5556,72515,4090,195723,7084,3015,91933,5126,44385,3509,35704,3127,8681,1699,4857,1055,1490,684,1290,686,1094,553,38356,3457,461
48,Texas,11058421,33219,7995643,35589,7709738,38066,285905,10074,626255,12792,801858,16833,504532,12746,343941,9859,770115,18205,16077,417500,11759,226822,7923,184473,7605,42349,3539,15173,1985,4597,1221,5495,1241,12961,2956,149516,7862,2936
49,Utah,1252718,9359,892650,10116,838781,9244,53869,3384,90390,5480,87955,4761,71197,4357,46584,3503,62140,3656,1802,60948,4554,32549,3397,24207,2884,8342,1307,3198,1096,634,423,1070,553,371,231,22515,2461,611
50,Vermont,313208,4901,194610,5429,179185,5473,15425,1595,39401,2412,22412,1835,15719,1513,8310,1170,32072,2410,684,22920,1892,9602,1272,6580,1047,3022,734,2042,574,563,309,511,222,40,46,9996,1244,166
51,Virginia,3722613,20263,2466078,21622,2341678,21404,124400,6994,269022,9569,304719,7488,156030,7447,344454,10261,177385,6016,4925,157174,8291,84852,5466,59249,4679,25603,2806,8887,1450,2728,842,3622,814,8871,3393,47157,3675,1057
53,Washington,3042540,17924,2059242,17072,1940822,18077,118420,5811,241118,9131,214347,8898,186296,6920,140680,6177,197592,8129,3265,162613,8251,82630,5368,58395,4385,24235,2631,8651,2042,2787,819,7202,1840,5104,1839,55154,3482,1085
54,West Virginia,728449,9324,492927,9682,476472,9603,16455,2139,56830,3707,54626,3845,54169,3581,28193,2506,40792,3612,912,25502,2156,13283,1728,10182,1644,3101,780,1700,756,494,361,1283,542,500,315,7889,1380,353
55,Wisconsin,2759489,14922,2005112,13931,1909752,14387,95360,4330,256250,6736,197873,6041,107429,4874,39350,2551,149676,4947,3799,115001,4558,57826,3564,39804,2926,18022,2105,4930,883,2288,670,2068,535,227,164,46495,2858,1167
56,Wyoming,284923,4340,184422,4904,172442,4979,11980,1916,18940,2482,27401,2476,18676,1750,12151,1629,22419,2502,914,14467,2262,5719,1457,2823,875,2896,1019,598,333,357,195,486,334,236,217,6875,1590,196
72,Puerto Rico,1155465,11336,718016,11739,680992,11582,37024,3225,48687,4192,69921,3746,195969,7199,23982,2406,97366,4954,1524,25986,3169,9507,1780,5463,1213,4044,1230,1728,1285,863,374,758,359,118,146,12807,2009,205
