GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Private for-profit wage and salary workers:,Margin of Error; Total: - Private for-profit wage and salary workers:,Estimate; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Private not-for-profit wage and salary workers,Estimate; Total: - Local government workers,Margin of Error; Total: - Local government workers,Estimate; Total: - State government workers,Margin of Error; Total: - State government workers,Estimate; Total: - Federal government workers,Margin of Error; Total: - Federal government workers,Estimate; Total: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Self-employed in own not incorporated business workers,Estimate; Total: - Unpaid family workers,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers:,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Worked at home: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Worked at home: - Private not-for-profit wage and salary workers,Estimate; Total: - Worked at home: - Local government workers,Margin of Error; Total: - Worked at home: - Local government workers,Estimate; Total: - Worked at home: - State government workers,Margin of Error; Total: - Worked at home: - State government workers,Estimate; Total: - Worked at home: - Federal government workers,Margin of Error; Total: - Worked at home: - Federal government workers,Estimate; Total: - Worked at home: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Worked at home: - Self-employed in own not incorporated business workers,Estimate; Total: - Worked at home: - Unpaid family workers
01,Alabama,1930539,17247,1364431,17878,1304901,17504,59530,3637,127461,6387,133195,5464,117371,4591,79709,4586,105204,5551,3168,50955,3258,27665,2377,22654,2144,5011,976,2825,688,1081,554,1421,667,768,346,16846,1925,349
02,Alaska,365404,5709,202204,7191,191491,6739,10713,1704,36903,2945,30359,2104,31547,2714,42391,2723,21449,2233,551,19899,2496,9955,1881,8022,1869,1933,650,1822,622,224,139,581,263,1608,622,5583,1149,126
04,Arizona,2705718,15760,1954114,18020,1857732,16288,96382,5285,174024,7356,186636,7100,133677,7348,95675,5654,157918,7003,3674,148304,6579,90856,5491,70876,4417,19980,2336,6430,1317,3268,976,4983,1095,3524,1404,38450,2869,793
05,Arkansas,1233398,11412,851750,12072,811323,11683,40427,3356,85581,4927,76869,4359,107496,5867,32872,2773,75982,4585,2848,42667,3540,20600,2626,14317,1798,6283,1859,3044,765,875,394,1610,614,500,268,15366,2236,672
06,California,16425103,41731,11542589,42746,10997714,41002,544875,11474,1107870,17838,1202510,16156,689887,14487,481024,10733,1373104,19788,28119,865162,15704,413257,11275,310346,9416,102911,5571,37352,2822,33813,2474,38900,2840,21187,3311,314079,9887,6574
08,Colorado,2520151,15777,1777367,16307,1656793,16721,120574,4906,199189,6862,168042,5862,105895,5398,105804,4698,160494,5524,3360,168214,6844,103965,5635,77542,4435,26423,2358,10379,1402,2226,756,3346,798,1605,673,45879,3069,814
09,Connecticut,1708374,12362,1202696,12882,1149233,12892,53463,3185,167965,6627,123177,4722,75266,4773,32057,2608,105108,4773,2105,71540,4258,43467,2896,35035,2757,8432,1185,2878,672,1323,532,957,478,1251,710,21212,2181,452
10,Delaware,420429,6747,306033,7019,292017,7109,14016,1786,33429,2672,11573,1382,38528,2782,12168,1888,17930,2260,768,18567,2031,12904,1779,9802,1479,3102,878,1176,538,93,119,467,292,187,154,3583,823,157
11,District of Columbia,796394,12419,359147,8959,344111,8717,15036,1966,128775,5934,35554,3140,15453,2071,226889,7116,30332,2624,244,15129,1890,6385,1381,4407,926,1978,882,1528,471,202,202,78,91,1716,851,5161,1238,59
12,Florida,8114069,32638,6030143,34564,5573056,32675,457087,10964,509862,11906,605223,14627,264226,8572,223505,8690,470788,13989,10322,404287,11109,259707,8273,171161,6383,88546,5437,18479,2139,8145,1637,5685,1032,11487,2121,98109,5250,2675
13,Georgia,4210086,26544,3045839,27961,2876711,26520,169128,7614,238896,8546,290492,9745,208806,7422,194850,6510,223913,7554,7290,201470,6626,123797,5579,92350,4937,31447,2953,7316,1544,3244,1040,5697,1275,11779,1747,48602,3867,1035
15,Hawaii,671731,7518,413071,7154,391555,6869,21516,2418,46656,3497,19074,2192,59233,3031,88756,4112,43536,3727,1405,29476,2735,13558,1838,9283,1486,4275,1047,1607,518,150,226,942,499,2625,1056,10087,1744,507
16,Idaho,675348,8131,472193,8793,442922,8856,29271,3032,42430,3054,46696,3405,39179,3386,19998,2067,52767,3583,2085,41017,3189,20440,2598,14576,2120,5864,1748,1267,584,804,369,1586,676,239,187,16244,1955,437
17,Illinois,5922060,24000,4335043,24011,4130009,23336,205034,7584,527513,12907,402850,9580,230261,7711,139345,5939,279302,8149,7746,244042,7533,142402,5826,106240,5419,36162,3259,12529,1523,4585,1343,7116,1406,4967,1342,71157,4278,1286
18,Indiana,2907469,17025,2180595,16189,2098520,16196,82075,4670,270120,7750,159330,5916,105729,5679,49127,3526,137948,5379,4620,98314,4293,51490,3465,39309,2764,12181,1831,6725,1381,1626,603,1503,636,1424,802,34196,2686,1350
