GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
13,Georgia,4210086,26544,126261,6401,395204,10013,1941002,18226,979154,9970,373949,6987,233608,6845,160908,201470,6626,8404,1586,10577,1699,79114,4695,51034,3938,21968,2274,15618,1690,14755
15,Hawaii,671731,7518,20162,1924,69688,2196,288569,3653,143320,2994,62017,3059,49696,2707,38279,29476,2735,1205,583,3418,1288,9847,1859,5413,1057,3025,824,2921,741,3647
16,Idaho,675348,8131,31465,2870,73015,3727,288339,6581,146991,3977,62991,2981,43528,3170,29019,41017,3189,1362,714,1618,698,16819,2229,9070,1640,5297,1054,3307,756,3544
17,Illinois,5922060,24000,187598,5908,549205,9039,2617939,13905,1360560,10121,568869,9450,372322,7797,265567,244042,7533,4675,1087,10494,1747,95299,5771,62875,3603,27163,2707,21704,2281,21832
18,Indiana,2907469,17025,111951,4251,293811,6232,1219208,8598,673602,7857,290390,7020,188591,5848,129916,98314,4293,2944,931,6480,1275,34636,3234,25045,2242,10251,1478,8600,1444,10358
19,Iowa,1534377,10263,75114,3013,159791,4264,614497,6038,343731,4685,154147,4148,109118,3135,77979,71929,3466,4638,859,5985,877,20494,1787,17170,2077,7157,1108,7927,1141,8558
20,Kansas,1397474,10444,63086,3104,146562,4976,575852,7729,304513,4125,139971,4558,91382,3146,76108,56326,3561,2215,668,4245,823,19377,2082,12906,1362,6128,980,5384,1095,6071
21,Kentucky,1865900,14728,69569,3282,190185,6111,804856,9907,429955,6553,176360,4810,111845,4256,83130,56597,3857,1146,501,2234,622,20422,2133,14745,1952,6330,1124,5623,840,6097
22,Louisiana,1977429,13074,60483,3667,201690,6355,871107,9868,445118,7875,182293,4767,122262,5007,94476,46945,3586,1300,579,2258,996,14595,1681,12374,1376,6374,1144,3722,944,6322
23,Maine,618200,7454,26105,1817,54630,2269,226190,3958,154279,3332,73978,3286,45834,2522,37184,33228,2512,578,321,725,409,10179,1809,8004,1153,5021,949,3742,759,4979
24,Maryland,2652650,15529,88128,4255,237635,7100,1131113,12028,624278,7490,251421,6078,180663,4560,139412,121882,4809,1706,495,5464,1132,41960,3033,31935,2305,14162,1515,13178,1866,13477
25,Massachusetts,3340024,19655,130137,4290,305472,5890,1375530,12342,787830,8472,331933,7028,228671,6022,180451,137047,5918,3570,851,7509,1230,44753,3322,36788,3176,15981,1746,13214,1618,15232
26,Michigan,4146063,17757,156872,5209,428569,7134,1684811,10124,1018832,6877,429460,6647,255822,5878,171697,153937,5004,3422,812,8825,1425,53087,3319,41584,2262,18308,1682,14043,1380,14668
27,Minnesota,2754782,14087,118043,3967,255143,4649,1156578,8313,649298,5486,278496,4880,179273,3867,117951,146228,5027,6767,1153,7812,1312,50157,3465,37034,2544,18065,1674,13127,1473,13266
28,Mississippi,1130304,11407,36620,3054,117951,5030,483665,7601,258033,5714,108757,3798,69543,3351,55735,28231,2626,471,262,1605,663,10125,1952,7086,1255,2934,861,3169,861,2841
29,Missouri,2775442,18484,108626,5038,280051,5855,1158007,12635,639408,7697,274154,5462,178721,4791,136475,120239,5316,6090,1143,7124,1549,42961,3069,29138,2624,12809,1669,11097,1875,11020
30,Montana,471174,5707,17470,1668,47288,2556,184784,3628,104425,2497,52478,2307,37220,2269,27509,31067,2361,1034,415,1166,503,10290,1677,7500,1159,3542,788,3072,576,4463
31,Nebraska,959466,7329,43337,2591,99828,3408,391697,4666,208719,2624,94810,3594,66330,2345,54745,46201,2718,1308,466,2291,860,13834,1552,11667,1147,5922,1118,4359,710,6820
32,Nevada,1220259,10501,31678,2576,121233,3690,565193,7577,263490,5193,112780,4360,72036,3910,53849,37564,3975,512,377,1326,739,14120,2013,8834,1509,5118,1262,4179,919,3475
33,New Hampshire,643519,6906,27429,2414,55383,2622,235455,4942,165344,3664,73315,3151,51287,2772,35306,39485,3256,594,282,1095,534,13437,1808,10706,1712,6152,1069,4541,924,2960
34,New Jersey,3845302,22039,119217,5044,309930,6290,1583046,14000,961712,10445,391115,8781,272174,6929,208108,168645,6305,3184,856,5394,1252,61090,4089,47760,2944,18581,2102,15564,1922,17072
35,New Mexico,864035,11042,27910,3111,85474,4134,367110,7125,194383,4470,86926,3607,58846,3493,43386,39294,3079,948,541,1499,568,9492,1625,10482,1480,5621,980,5260,1212,5992
36,New York,9254927,29884,239355,7756,806048,11758,4080171,19320,2185513,14178,895190,13428,602557,10142,446093,349533,8358,5669,832,16882,2608,128130,5934,89826,4587,41216,2991,31734,2856,36076
37,North Carolina,4264553,21678,139617,5382,403270,8459,1881444,13188,976597,10612,402460,8782,264119,8103,197046,191369,7966,3886,1128,8908,1613,76034,4467,48295,3810,22217,2166,15995,1801,16034
38,North Dakota,416250,6114,18809,1546,50980,2739,167979,3910,85613,2230,40234,2347,30241,1880,22394,20982,1741,943,339,1812,516,6568,1025,5160,958,3022,647,1374,320,2103
39,Ohio,5193449,21153,200591,6141,497596,8556,2129592,13342,1228752,9987,535009,8309,351908,7083,250001,178626,7286,4203,990,7753,1071,60437,4293,47476,3222,20174,1971,19115,2123,19468
40,Oklahoma,1672379,10097,63747,3279,184856,4684,719647,6530,357872,4287,160209,4442,98527,3667,87521,55872,2764,1389,503,4923,1136,19343,1671,12553,1301,6909,1037,4130,745,6625
41,Oregon,1744948,13370,52538,3840,161748,5554,763526,8636,379369,6727,184706,6632,124284,4423,78777,104688,4946,1860,581,4149,1057,39051,3090,25694,2238,11762,1438,10362,1482,11810
42,Pennsylvania,5753977,21345,212988,5892,524761,8249,2297265,13044,1382741,9760,625491,8198,403823,6371,306908,226703,6524,6408,1340,13651,1703,75977,3716,60604,3298,25433,1936,20896,2064,23734
44,Rhode Island,479017,8312,19143,1637,50477,2996,185877,5137,113378,4030,48887,2756,34114,2404,27141,18165,2160,1105,498,1338,500,5266,1310,4827,1151,2020,633,1707,510,1902
45,South Carolina,1960684,17594,69012,4636,201888,7367,851883,10455,431279,7043,187756,6709,125524,5002,93342,68210,4616,2366,1387,3607,1010,24733,2760,17656,2225,6477,1108,5443,906,7928
46,South Dakota,425858,6290,22026,1947,39505,2665,170137,3073,93306,2358,45596,2331,30278,1895,25010,24290,1628,1025,518,987,401,6864,1202,5810,790,3594,639,2608,552,3402
47,Tennessee,2810215,16828,92991,4408,270595,6296,1231322,11536,634538,9231,270376,6085,179545,5369,130848,101618,5144,2051,543,7145,1418,35454,3421,27462,2743,10572,1664,10064,1353,8870
48,Texas,11604759,31349,395148,9759,1180089,14179,5370563,20065,2529409,16572,990225,12779,654204,11744,485121,455654,11353,9089,1721,21307,2631,177513,6602,115770,6120,46992,3562,41033,3574,43950
49,Utah,1295307,8791,68402,3175,172824,3660,604623,6627,238203,4015,101729,4212,62814,3369,46712,61813,3734,1372,461,3272,901,26922,2138,14297,1682,7108,1372,3748,784,5094
50,Vermont,316819,4944,13783,1256,28427,1632,114476,2645,76631,2004,37144,1991,26266,1845,20092,23193,1919,456,241,689,290,6606,1008,6744,994,3058,524,2694,531,2946
51,Virginia,3873831,22202,121792,5553,370068,7238,1674275,13880,905868,8772,365535,7586,249915,7131,186378,187750,6797,4328,915,16339,2543,71479,4886,43084,3123,20407,2034,14574,1771,17539
53,Washington,3134874,16202,94632,3752,303259,7289,1385852,11560,702701,7914,302795,7149,215594,6515,130041,175237,6460,3302,915,10353,1770,63976,3888,45956,3468,19111,2103,17451,1986,15088
54,West Virginia,717978,10437,20782,2253,72750,3815,294442,5663,165456,4409,77266,3736,51601,3067,35681,21171,2177,723,375,982,481,7317,1404,5498,1427,2419,560,2134,507,2098
55,Wisconsin,2747184,12053,124241,3587,264802,5167,1114722,7168,656172,6052,285986,5773,181451,5297,119810,109393,4430,3100,666,5993,1103,38659,2564,28166,2093,12263,1298,10123,1060,11089
56,Wyoming,293039,5290,12297,1745,30479,2413,120058,3423,62968,2027,31224,2357,20629,1998,15384,15788,1997,318,190,594,354,5349,1313,3622,882,2643,840,1489,654,1773
72,Puerto Rico,1055024,12424,12384,1522,86746,4304,552692,7075,242781,6258,77913,3782,47557,3399,34951,21207,2395,257,231,789,434,9025,1316,6173,1285,2316,731,984,433,1663
