GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
12,Florida,7674825,26995,5736576,32394,5253179,34982,483397,13872,425019,12133,575969,13373,231160,8761,204027,7614,486414,14394,15660,279325,9541,162720,6604,92277,5057,70443,4841,7632,1992,2544,998,1322,518,633,370,99785,6541,4689
13,Georgia,4096689,20052,2987050,26229,2806437,24492,180613,8409,207526,9486,308329,10888,175267,8604,151777,7721,258645,9237,8095,145988,6413,85131,5138,57071,4586,28060,3285,3936,958,924,524,1972,821,1103,637,50980,4011,1942
15,Hawaii,585016,7207,358143,8777,337967,8755,20176,2104,37897,3377,20331,2439,58093,4048,61890,4272,46865,3895,1797,26676,2873,8778,1427,4757,1061,4021,1094,941,478,30,50,571,370,263,312,15680,2151,413
16,Idaho,640463,8582,435616,7868,407570,7811,28046,2799,40431,3375,47485,3019,31296,2924,22540,1715,60027,4068,3068,32339,2911,12357,1610,7174,1193,5183,1113,1205,456,585,444,362,222,457,298,16238,2324,1135
17,Illinois,5777753,24231,4256738,28625,4034840,28903,221898,7300,458512,13181,430428,12132,185567,7442,121410,6123,313602,12114,11496,194830,7714,98372,4842,65036,4531,33336,2994,6631,1324,2043,656,2898,837,1131,470,80468,5030,3287
18,Indiana,2794139,16998,2094993,17372,2001256,16837,93737,5140,226213,7644,178811,7153,94079,3696,42092,2908,151559,5423,6392,86567,5021,40445,3911,25908,2901,14537,2232,3109,715,1298,707,1004,415,275,194,38633,2549,1803
19,Iowa,1470173,10519,1027411,11279,980434,11509,46977,2952,116839,5206,109969,4759,67394,3609,26005,2427,115838,4331,6717,63634,3067,20421,1947,12497,1381,7924,1274,2154,644,500,260,646,293,380,320,37681,2372,1852
20,Kansas,1343607,10976,927587,13004,883040,12850,44547,3361,95915,5181,113632,5507,64843,4294,41450,2632,96033,4112,4147,52694,4116,20244,2369,13503,1829,6741,1235,1495,502,677,293,977,607,175,137,27535,2929,1591
21,Kentucky,1770840,13867,1248261,13778,1187090,13610,61171,4381,117486,5316,120322,4583,104916,4706,58584,4186,115910,4683,5361,49002,3169,20268,2139,13354,1847,6914,1379,2140,658,641,423,1534,693,151,185,22863,2445,1405
22,Louisiana,1870598,14803,1323405,16269,1254606,16836,68799,3990,112159,6402,147384,6844,114641,6378,59908,4862,107780,5791,5321,42461,3382,19504,2016,12172,1545,7332,1530,1446,644,457,272,1517,535,346,260,18266,2266,925
23,Maine,627734,6467,402249,7203,377211,7189,25038,2159,66774,3393,46912,3239,27459,2820,23426,2335,59594,3569,1320,29303,2788,12071,1648,7406,1214,4665,1096,1113,432,347,291,299,233,328,298,14894,1935,251
24,Maryland,2454466,16186,1613038,14847,1514899,15591,98139,5076,188906,7923,192091,8188,105564,5356,203942,9129,145616,7101,5309,100492,6490,46610,3782,28703,2552,17907,2726,5024,984,1034,514,864,547,2106,845,43758,3871,1096
25,Massachusetts,3105432,18785,2164608,21240,2067152,21528,97456,5466,329678,10159,222424,7119,107836,5944,64715,4255,210453,9232,5718,102723,5345,47375,3650,32801,2907,14574,2341,4595,1102,753,362,1351,605,622,563,46997,3007,1030
26,Michigan,4358915,19377,3231180,21014,3062303,22057,168877,6471,353709,9056,302684,9350,139381,6148,65900,4247,256116,8245,9945,136779,5919,57161,3432,37233,2939,19928,2068,5125,1105,2318,649,2649,743,482,231,65864,4187,3180
27,Minnesota,2618412,12539,1863854,14721,1764785,14448,99069,4264,250225,6921,189652,6112,86787,4124,40162,2966,181161,5287,6571,121278,4397,50474,3021,32880,2557,17594,1663,4498,777,1579,521,1370,511,144,143,61296,3228,1917
28,Mississippi,1143315,11454,780708,11528,744470,11108,36238,3430,64047,4449,87998,5364,85011,5459,45090,3651,76811,4902,3650,22042,2747,8849,1468,6097,1133,2752,775,919,550,149,189,207,225,189,189,10803,1955,926
29,Missouri,2731050,15826,1948195,17007,1849627,17325,98568,5235,236367,7355,169658,6074,114403,5329,74175,3906,181247,6203,7005,97176,4559,43966,2919,29029,2475,14937,2212,3403,877,818,352,1235,443,555,291,45055,2934,2144
30,Montana,454500,5423,287311,5476,262071,5406,25240,2632,32736,2540,39400,2462,26570,2231,17682,1978,48015,2720,2786,27148,2156,11355,1586,5671,1266,5684,999,818,551,309,266,180,133,276,199,13269,1583,941
31,Nebraska,904925,7809,626980,8905,592593,8917,34387,2459,72393,3606,66901,3575,39079,2551,25418,2309,71189,3648,2965,39489,2643,13734,1508,8890,1143,4844,853,1527,484,265,136,436,246,195,167,22554,2200,778
32,Nevada,1153028,11712,924306,14103,886231,14411,38075,3757,35025,3448,72600,4385,30513,3425,28532,3198,59572,4565,2480,33901,3831,17562,2426,10399,1527,7163,1687,795,421,306,235,136,159,295,309,13957,2161,850
33,New Hampshire,624571,8310,438286,8160,416944,8098,21342,1920,54290,3147,49489,3307,21025,2258,9802,1456,50822,3379,857,28213,2657,12445,1773,8626,1419,3819,931,1404,653,471,337,333,245,356,350,13050,1898,154
34,New Jersey,3784016,26690,2783464,23679,2623415,23133,160049,6984,237475,7497,321713,8543,152277,7604,84219,5656,198471,8610,6397,120790,5343,69482,4199,46387,3227,23095,2753,4470,1143,832,461,707,334,729,478,42880,3449,1690
35,New Mexico,823107,10986,518150,10936,486919,10170,31231,3252,49151,3694,72198,4521,58432,4556,58977,3992,63448,4091,2751,39637,3274,16703,2463,10249,1861,6454,1372,1180,603,553,428,893,436,530,379,18769,2204,1009
36,New York,8693739,33267,5882694,32759,5534466,30817,348228,10398,799779,16322,926338,16672,343467,9213,181244,8526,545127,12932,15090,291801,11018,130629,6789,85805,4986,44824,4408,12752,2422,5503,1161,2738,829,1333,527,135432,6259,3414
37,North Carolina,3907957,20742,2808584,21578,2667181,22208,141403,6741,242252,7453,269624,8806,209439,7847,116724,5612,253172,8545,8162,124086,6185,61730,4151,42185,3338,19545,2245,4529,909,940,401,2052,565,580,342,52501,3903,1754
38,North Dakota,345718,4469,213797,4819,203821,4812,9976,1280,35829,2654,27965,2028,17085,1833,16488,1560,33414,2272,1140,17244,1533,4204,900,3282,808,922,305,842,484,134,77,154,163,85,111,11156,1133,669
39,Ohio,5195684,24512,3795433,23349,3636593,24242,158840,7101,413813,9556,409486,10450,154932,5922,106295,4971,305252,9218,10473,155538,5349,69057,4166,49220,3456,19837,2380,6407,1125,2389,563,1537,625,793,528,73011,4205,2344
40,Oklahoma,1538895,13673,1034928,13733,979600,13212,55328,3785,101069,5095,110021,4849,93136,4579,70333,4473,123785,5834,5623,50613,3562,19511,2251,12821,1935,6690,1187,1541,582,751,377,1012,593,401,279,25607,2706,1790
41,Oregon,1716891,12393,1202623,13280,1134595,13991,68028,4550,130030,5656,119053,6119,75636,4384,39479,2928,144654,6206,5416,85768,4724,33437,2912,22153,2479,11284,1505,2577,1158,1108,475,2198,745,915,606,43681,3169,1852
42,Pennsylvania,5455635,25275,3882051,24542,3723845,25415,158206,6137,567080,12347,362812,10485,163070,6201,128617,5565,339486,8655,12519,171801,6570,74998,4679,55575,4024,19423,2054,10827,1531,2750,604,942,386,1050,586,76881,4189,4353
44,Rhode Island,471613,8269,329738,8495,309391,8515,20347,2141,47131,3114,33170,2644,17497,2047,15029,2172,28612,2696,436,13924,1815,7541,1437,4841,1015,2700,879,674,499,143,167,205,171,0,268,5318,1170,43
45,South Carolina,1822503,17056,1300879,15725,1237149,15554,63730,4647,96955,5598,137878,6234,107639,5740,58558,3927,116258,6149,4336,44577,3365,21080,2694,15081,2148,5999,1156,1727,535,536,274,400,221,385,231,19893,2253,556
46,South Dakota,385189,5237,242039,5158,228080,4894,13959,1790,36094,2611,29998,1775,17266,1982,15687,1812,41953,2641,2152,23233,2286,7002,1436,4747,1146,2255,617,638,313,443,287,225,172,197,171,13916,1285,812
47,Tennessee,2704348,15751,1952510,15650,1887577,16142,64933,4601,177137,6686,191894,7316,95346,5265,70697,4047,208710,7685,8054,73541,4999,29029,2883,21681,2375,7348,1502,3540,906,879,372,399,284,199,194,37403,3439,2092
48,Texas,9943499,32950,7162543,38716,6853711,39070,308832,10575,543096,12348,759052,15032,420668,9450,289182,10057,746916,16329,22042,331556,10230,158246,7297,117103,6487,41143,3747,9890,1580,4278,1187,5011,1294,1564,529,147245,7051,5322
49,Utah,1150730,8983,823805,9693,771323,9939,52482,3688,76713,4544,76599,4322,60271,4030,44198,3435,66849,4180,2295,54103,3911,24759,2625,15788,2126,8971,1771,1610,536,677,313,613,350,298,266,25061,2774,1085
50,Vermont,312278,4427,198657,4731,185078,4521,13579,1821,35244,2580,22443,2005,14774,1706,6670,938,33676,2346,814,17384,1626,6398,1091,4101,745,2297,887,690,278,250,163,367,323,0,268,9453,1169,226
51,Virginia,3533270,19125,2375244,19197,2250460,19034,124784,6353,228647,7472,294264,8887,142348,5340,288477,9080,199612,7936,4678,126001,6623,60210,4581,39348,3726,20862,2423,5667,1247,1386,580,1210,454,1964,758,53721,3909,1843
53,Washington,2861021,18188,1982988,19113,1872325,19702,110663,5632,192750,7371,215966,7960,150655,6876,122578,6080,189970,7089,6114,132979,6674,62449,3758,42347,2900,20102,2867,5004,1340,1591,600,3959,872,492,259,57375,4744,2109
54,West Virginia,692130,9528,470098,8984,449016,8837,21082,3010,52386,3112,49748,3588,51934,4154,24072,2548,41299,3840,2593,20722,2853,8311,1715,4527,967,3784,1389,1463,935,484,585,257,252,147,146,9189,1696,871
55,Wisconsin,2663113,15298,1944715,13238,1853379,12941,91336,3784,214724,6567,191219,6271,96829,4836,38893,3230,170613,5276,6120,104037,3853,42217,2458,29632,2050,12585,1574,3265,681,1344,376,887,372,906,507,53282,2839,2136
56,Wyoming,262992,4750,169458,5564,157351,5217,12107,2001,18967,2444,25903,2317,17076,2138,8865,1458,21551,2270,1172,14634,1723,6018,1170,3598,1063,2420,694,424,383,307,223,281,224,75,104,6991,1183,538
72,Puerto Rico,1163976,13505,727267,11725,689007,11797,38260,2983,39690,2864,74614,4005,196842,6949,27642,2364,95260,5146,2661,20627,2272,7110,1540,3728,1034,3382,1049,619,349,253,209,260,197,43,73,11876,1542,466
