GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
38,North Dakota,432528,5156,286978,5716,273086,5331,13892,1675,40262,2655,29071,2707,21005,1961,20490,2577,33814,2510,908,20458,1557,7499,1174,5935,1071,1564,397,694,401,360,186,1211,363,459,445,10016,1176,219
39,Ohio,5351371,23418,3942628,21920,3797912,20882,144716,5711,499061,10663,364728,10861,181909,6825,95390,4199,258063,6863,9592,193922,5919,111971,4555,91093,4310,20878,2269,11860,1729,2907,751,4114,910,2073,616,59089,3632,1908
40,Oklahoma,1721357,10123,1203480,11966,1142081,12259,61399,3965,114296,4451,96877,4182,120619,4177,82818,3950,99694,4403,3573,61927,4350,33159,2650,23979,2085,9180,1570,2834,880,768,329,2386,755,4201,2263,17878,2340,701
41,Oregon,1827947,14246,1269976,14872,1195482,14943,74494,3809,168242,6267,122739,5576,90437,4601,36905,2825,136922,6737,2726,113068,5768,56717,3837,42183,3281,14534,2114,6141,984,2063,750,6062,1265,1556,597,40043,3921,486
42,Pennsylvania,5883212,21300,4285427,22353,4117447,23281,167980,6452,689008,8880,301939,7402,182485,5996,110305,4367,305953,7278,8095,243453,7418,140970,5151,116422,4151,24548,2482,22463,3562,3799,701,3884,817,2868,950,67267,3330,2202
44,Rhode Island,482776,8201,341378,7891,324677,7801,16701,1959,54501,3515,25807,2620,20049,2200,16865,1875,23300,2502,876,19302,2118,11431,1604,9331,1521,2100,704,1968,725,164,155,406,470,650,356,4508,1017,175
45,South Carolina,2083191,16367,1506240,16530,1435982,17039,70258,3757,123923,5715,119006,6109,142432,7335,83194,4990,104540,5070,3856,72724,4496,44065,3665,34255,3295,9810,1636,2141,779,1266,499,2317,662,1569,659,20642,2643,724
46,South Dakota,435583,5207,281603,5753,263462,5626,18141,2107,49227,3033,30935,2285,19413,1880,19081,1754,34366,2359,958,24119,2133,9305,1205,5853,863,3452,926,1407,554,461,246,318,261,225,123,11849,1573,554
47,Tennessee,2908962,18366,2103157,18595,2033585,18068,69572,4936,216172,6864,202014,6959,113914,5796,72312,4401,196380,7456,5013,105862,4500,57224,3847,48086,3520,9138,1726,5811,1162,1530,556,1136,525,1398,596,37615,3076,1148
48,Texas,12287908,36275,9073548,39800,8740223,40086,333325,11053,693241,17344,765214,17555,581114,12355,351288,11809,804474,15978,19029,494337,12488,293960,9899,243443,7644,50517,4580,18989,2278,6396,1328,8102,1264,11892,1853,151773,7753,3225
49,Utah,1345699,9050,989238,9786,931778,10115,57460,3491,95065,4523,81811,3410,72799,4218,46202,3428,58788,3961,1796,73746,3681,45698,3383,33548,3067,12150,1678,3577,880,1200,466,1671,569,941,514,20134,2139,525
50,Vermont,316374,5773,194810,5340,180278,4908,14532,1576,44998,2529,21042,1854,17515,1913,8644,1163,28678,2191,687,22667,2115,10224,1516,6852,1078,3372,809,1488,430,337,230,764,294,191,119,9322,1233,341
51,Virginia,3965243,20973,2637859,21466,2509685,21971,128174,5091,289623,8483,315769,8710,172098,7119,354516,8425,190469,6789,4909,177271,5789,97827,4485,75836,3877,21991,2217,11472,1467,3216,833,4245,951,10055,1635,49410,3606,1046
53,Washington,3262325,17398,2247600,18766,2118588,18107,129012,7008,258185,7603,202697,6955,208756,7082,153104,6706,185403,7802,6580,180826,7468,98433,5866,71347,4759,27086,3019,8308,1389,2810,735,10541,1627,4751,1109,54730,3587,1253
54,West Virginia,718357,9350,494535,8596,479033,8585,15502,1953,56972,3978,52269,3695,55156,3827,27584,2360,30670,2728,1171,18556,2186,10389,1505,8644,1302,1745,662,1152,460,329,203,697,375,797,360,5025,1149,167
55,Wisconsin,2823768,12343,2074081,12985,1988828,12739,85253,3654,261492,6656,185397,5590,119767,4468,35852,2581,142472,4319,4707,116946,4397,62039,3204,48073,3057,13966,1619,7048,867,2846,635,3504,670,614,378,39815,2311,1080
56,Wyoming,303109,4464,202674,5213,191078,5175,11596,1756,20348,2188,28566,2380,20907,2184,11830,1757,18459,1884,325,14216,2105,7434,1498,5468,1431,1966,530,802,396,108,112,518,336,37,82,5186,1066,131
72,Puerto Rico,1009681,11991,652539,10440,620965,10400,31574,3188,47886,3103,58659,4870,134938,6769,21596,2623,92697,4817,1366,18732,2159,8143,1591,5626,1232,2517,846,598,286,466,369,818,429,251,199,8313,1460,143
