GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Agriculture, forestry, fishing and hunting, and mining",Estimate; Construction,Margin of Error; Construction,Estimate; Manufacturing,Margin of Error; Manufacturing,Estimate; Wholesale trade,Margin of Error; Wholesale trade,Estimate; Retail trade,Margin of Error; Retail trade,"Estimate; Transportation and warehousing, and utilities","Margin of Error; Transportation and warehousing, and utilities",Estimate; Information,Margin of Error; Information,"Estimate; Finance and insurance, and real estate and rental and leasing","Margin of Error; Finance and insurance, and real estate and rental and leasing","Estimate; Professional, scientific, and management, and administrative and waste management services","Margin of Error; Professional, scientific, and management, and administrative and waste management services","Estimate; Educational services, and health care and social assistance","Margin of Error; Educational services, and health care and social assistance","Estimate; Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Arts, entertainment, and recreation, and accommodation and food services",Estimate; Other services (except public administration),Margin of Error; Other services (except public administration),Estimate; Public administration,Margin of Error; Public administration,Estimate; Armed forces,Estimate; Worked at home:,Margin of Error; Worked at home:,"Estimate; Worked at home: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Worked at home: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Worked at home: - Construction,Margin of Error; Worked at home: - Construction,Estimate; Worked at home: - Manufacturing,Margin of Error; Worked at home: - Manufacturing,Estimate; Worked at home: - Wholesale trade,Margin of Error; Worked at home: - Wholesale trade,Estimate; Worked at home: - Retail trade,Margin of Error; Worked at home: - Retail trade,"Estimate; Worked at home: - Transportation and warehousing, and utilities","Margin of Error; Worked at home: - Transportation and warehousing, and utilities",Estimate; Worked at home: - Information,Margin of Error; Worked at home: - Information,"Estimate; Worked at home: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Worked at home: - Finance and insurance, and real estate and rental and leasing","Estimate; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Estimate; Worked at home: - Educational services, and health care and social assistance","Margin of Error; Worked at home: - Educational services, and health care and social assistance","Estimate; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Worked at home: - Other services (except public administration),Margin of Error; Worked at home: - Other services (except public administration),Estimate; Worked at home: - Public administration,Margin of Error; Worked at home: - Public administration,Estimate; Worked at home: - Armed forces
01,Alabama,1928379,13688,32065,2746,158597,7406,293617,8654,68666,3934,238549,7765,101004,5040,37974,3031,115142,5976,157957,6107,377045,9747,141709,6424,97427,4992,100887,5145,7740,48924,3402,3594,1107,5835,1623,3211,1009,2628,961,4008,1068,1971,785,1582,606,3520,807,9367,1447,5630,1180,2848,858,4072,925,645,382,13
02,Alaska,322541,5905,15762,2192,28243,2645,12535,1680,6994,1440,36754,2926,26256,2463,7350,1586,14068,1858,25561,2066,66139,3978,25147,2907,13361,1775,34240,3119,10131,16054,1764,605,365,1853,670,745,401,123,119,977,363,587,278,225,215,872,405,2922,1004,3184,791,1203,477,751,413,780,582,1227
04,Arizona,2707593,15533,33223,4167,303300,9807,213919,8539,81220,4791,328177,10965,135749,6149,54224,4051,233631,7908,300433,10178,478276,11864,263462,10259,124382,6636,141281,7184,16316,123935,6389,2458,1208,7051,1662,8115,1558,4924,1246,9943,1689,4329,1139,4847,1405,17555,2256,30587,3277,17231,2201,7392,1611,7666,1407,1440,530,397
05,Arkansas,1228961,10799,41903,3130,95588,5031,207836,6905,40703,3342,161210,6330,68498,3917,24005,2451,58967,4452,71129,4242,259376,7895,80732,4763,58230,3609,53963,3719,6821,39966,3313,6512,1366,4072,1098,2911,1010,1370,633,2929,806,1976,697,468,321,1976,607,4533,1200,8054,1172,1935,957,3019,857,169,213,42
06,California,16337246,39536,318967,10676,1285313,21147,1746782,21584,616367,14983,1821752,23358,737472,15705,490367,12279,1228211,19413,1926448,30113,2988147,27056,1468705,22789,860845,16021,711703,15242,136167,779046,16629,20098,2568,48320,4206,43454,3571,31552,2786,52593,3668,15597,2229,31298,3628,89715,4990,171032,6710,142111,6056,43447,4090,57029,4143,12107,1840,20693
08,Colorado,2384763,12996,50008,4013,238426,9834,171183,5943,74148,4570,270722,8393,108117,5943,87388,4320,197077,6925,293752,9399,411732,8753,228733,9454,118884,5412,111760,4571,22833,137130,5709,9818,1924,11190,1954,6660,1216,4710,1120,10017,1668,2688,763,5420,1114,13986,1819,39015,3433,18184,2034,5773,1143,8463,1381,971,463,235
09,Connecticut,1697791,11729,7287,1195,116771,5889,212524,7370,52490,3093,194590,7128,64662,4087,44677,3516,160146,7299,178859,7057,377527,8180,132711,5930,80946,4524,68229,4126,6372,59475,3119,937,429,4065,1030,4058,779,2842,642,4161,897,834,464,2155,622,5836,1093,15725,1759,10129,1403,3089,702,4625,979,229,190,790
10,Delaware,410043,7121,3528,1017,33119,2766,38966,2977,12002,1682,53846,4337,15332,1916,6312,1193,48547,4077,40140,2894,83601,4675,34112,3476,18913,2452,19355,2027,2270,10398,1446,827,395,1080,461,306,197,568,381,1242,559,135,129,447,355,887,332,1988,735,1758,599,366,252,588,304,85,120,121
11,District of Columbia,720382,12903,878,516,26593,3498,9101,1912,4386,1095,17118,2134,25629,3085,32796,2795,42465,3131,155978,5688,110092,4830,48338,4451,56759,3566,179342,6982,10907,11498,1692,334,320,565,404,190,188,91,155,429,318,161,207,765,424,552,339,3436,853,1846,729,1064,473,1157,509,264,268,644
