GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD18,HD02_VD18,HD01_VD35,HD02_VD35,HD01_VD52,HD02_VD52
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home,Estimate; Total: - Male: - Worked at home,Margin of Error; Total: - Male: - Worked at home,Estimate; Total: - Female: - Worked at home,Margin of Error; Total: - Female: - Worked at home
01,Alabama,1914756,17722,51126,4304,28286,3317,22840,2136
02,Alaska,355925,6110,16875,2033,9064,1583,7811,1386
04,Arizona,2623436,18031,145782,8522,73135,5731,72647,4879
05,Arkansas,1214826,11798,40569,3617,20962,2368,19607,2472
06,California,16042489,40016,857352,17561,432098,11897,425254,10355
08,Colorado,2462381,12823,154954,7327,76325,4361,78629,5117
09,Connecticut,1710953,13550,72435,4059,37472,2825,34963,2780
10,Delaware,407733,7229,15023,1984,7738,1451,7285,1117
11,District of Columbia,805581,14168,14700,2159,7203,1558,7497,1369
12,Florida,7951248,35473,368113,13214,197485,8991,170628,8641
13,Georgia,4154601,29139,193640,9587,108089,6027,85551,6001
15,Hawaii,650007,8074,29592,2924,15210,2001,14382,2256
16,Idaho,650977,9066,41471,4792,21061,3238,20410,2730
17,Illinois,5812277,24156,238350,9003,119845,4891,118505,7067
18,Indiana,2836280,19856,90794,5194,45946,3375,44848,3475
19,Iowa,1516771,10252,69772,3681,37570,2723,32202,2216
20,Kansas,1388460,12936,59431,3662,31001,2665,28430,2329
21,Kentucky,1834339,14693,52732,4271,26552,2539,26180,2836
22,Louisiana,1954590,17940,41995,3794,20777,2453,21218,2369
23,Maine,613827,6974,34355,2580,17720,1844,16635,1969
24,Maryland,2578497,21068,116524,5620,56398,3451,60126,3685
25,Massachusetts,3276451,15331,144432,6149,72770,4310,71662,3574
26,Michigan,4053376,20143,144120,4998,73579,3412,70541,3511
27,Minnesota,2690486,14684,139664,4396,70929,2861,68735,3034
28,Mississippi,1116963,12403,26321,2757,12999,1914,13322,1915
29,Missouri,2743037,18723,113846,5023,58008,3403,55838,3860
30,Montana,469707,6897,27076,2304,14229,1508,12847,1543
31,Nebraska,949370,8967,43461,3037,22906,2105,20555,1825
32,Nevada,1198381,13544,32812,3536,15688,2180,17124,2724
33,New Hampshire,627188,8849,39774,2855,20952,2171,18822,2244
34,New Jersey,3794403,21862,155958,7186,83467,5384,72491,4364
35,New Mexico,859943,10035,43413,3993,18494,2136,24919,3132
36,New York,9097120,33737,342221,9658,181131,7070,161090,6688
37,North Carolina,4187840,29483,197184,9085,105027,6782,92157,5825
38,North Dakota,399147,5838,21193,1801,11314,1141,9879,1277
39,Ohio,5115608,24381,174825,6103,91838,5111,82987,4157
40,Oklahoma,1652713,12098,57193,3749,29185,2470,28008,2528
41,Oregon,1720784,15297,107180,5646,48681,3394,58499,4140
42,Pennsylvania,5676766,24255,220246,7712,115295,5111,104951,5201
44,Rhode Island,485597,7769,18530,2682,10072,1917,8458,1673
45,South Carolina,1928581,20663,73778,5689,41552,4429,32226,3633
46,South Dakota,415211,6393,22698,2338,14036,1694,8662,1340
47,Tennessee,2783927,21143,89596,6540,50252,4816,39344,3573
48,Texas,11319479,45636,474951,16361,254701,10729,220250,9467
49,Utah,1246614,11323,57879,4483,27077,3009,30802,3435
50,Vermont,316925,5456,19640,1638,9569,1068,10071,1122
51,Virginia,3774998,24251,176921,8360,91998,5943,84923,4760
53,Washington,3049846,16697,170119,7904,86641,5206,83478,4981
54,West Virginia,712783,10470,22041,2670,10297,1566,11744,1771
55,Wisconsin,2725010,13339,119608,4720,60885,3578,58723,2810
56,Wyoming,293001,5659,11864,2067,6982,1469,4882,1154
72,Puerto Rico,1059501,10838,26402,2997,15489,2294,10913,1738
