GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; 16 to 19 years,Margin of Error; 16 to 19 years,Estimate; 20 to 24 years,Margin of Error; 20 to 24 years,Estimate; 25 to 44 years,Margin of Error; 25 to 44 years,Estimate; 45 to 54 years,Margin of Error; 45 to 54 years,Estimate; 55 to 59 years,Margin of Error; 55 to 59 years,Estimate; 60 to 64 years,Margin of Error; 60 to 64 years,Estimate; 65 years and over,Estimate; Worked at home:,Margin of Error; Worked at home:,Estimate; Worked at home: - 16 to 19 years,Margin of Error; Worked at home: - 16 to 19 years,Estimate; Worked at home: - 20 to 24 years,Margin of Error; Worked at home: - 20 to 24 years,Estimate; Worked at home: - 25 to 44 years,Margin of Error; Worked at home: - 25 to 44 years,Estimate; Worked at home: - 45 to 54 years,Margin of Error; Worked at home: - 45 to 54 years,Estimate; Worked at home: - 55 to 59 years,Margin of Error; Worked at home: - 55 to 59 years,Estimate; Worked at home: - 60 to 64 years,Margin of Error; Worked at home: - 60 to 64 years,Estimate; Worked at home: - 65 years and over
01,Alabama,2018956,15858,82310,4685,195619,5982,903662,9689,471507,7608,175850,4999,109659,4365,80349,47099,3439,1206,625,2489,829,17960,2281,12653,1757,4517,893,3700,940,4574
02,Alaska,346972,5192,18759,2256,42498,2361,147464,3282,80926,2825,30364,2121,16367,1564,10594,20198,3521,1244,759,3521,1837,6226,1257,4760,979,1823,615,1106,560,1518
04,Arizona,2873827,16529,125469,5163,283161,6571,1347130,10349,629279,6514,239754,5902,143915,5620,105119,141022,6203,1667,549,5197,1544,55177,4754,37535,2991,18834,2076,9117,1480,13495
05,Arkansas,1258196,11855,58814,4361,122913,4251,560436,7286,283747,5167,106293,4361,74581,3807,51412,41228,3842,1626,790,2825,814,16867,2263,8490,1342,3694,810,3649,1023,4077
06,California,16811097,46380,615657,12929,1736055,16700,7895770,32444,3797926,19120,1339761,14314,849402,13433,576526,805257,18388,14299,2126,39201,4684,313527,10732,211671,8271,90776,4782,65716,3917,70067
08,Colorado,2540846,14808,103954,5281,242556,5667,1171073,10212,588449,6656,217444,5285,136040,4892,81330,161571,5613,3903,947,5563,1411,65223,3505,44289,3458,17586,1820,13268,1516,11739
09,Connecticut,1735519,14783,73598,3525,152180,4996,719134,8988,438990,6494,157502,4718,109769,4646,84346,70901,4363,2278,677,3981,1274,24738,2850,19156,2171,7803,1421,6264,1106,6681
10,Delaware,425838,7387,17413,1412,42757,2998,183651,4621,104396,3617,35208,2314,25798,2163,16615,12517,1613,412,413,116,167,4869,1005,3910,906,1124,371,1120,440,966
11,District of Columbia,756816,11962,11637,1522,50793,3842,356215,9019,186508,5618,73899,3767,48198,3032,29566,14084,1723,862,357,731,474,6512,1222,2209,702,957,416,1458,493,1355
12,Florida,8222779,29739,294118,9393,740635,11324,3632181,18948,1937541,15608,728549,11045,497300,9800,392455,370545,10598,7254,1645,12919,1923,146287,6857,92239,4491,44872,3965,34402,2952,32572
13,Georgia,4504094,24969,161689,7754,410245,9056,2160942,18473,1029157,9944,370282,8756,226303,6512,145476,214197,8325,8727,2587,13124,2296,89772,5437,58018,4073,20460,2688,13775,1988,10321
15,Hawaii,657446,7936,24177,3044,69670,3377,284706,3607,144425,2890,61968,3148,40039,3101,32461,30105,3003,504,310,886,450,9450,1543,6871,1284,4554,1080,3528,1122,4312
16,Idaho,697445,7476,38518,2626,75375,4277,305923,4944,156663,3126,61688,3243,35965,2692,23313,37741,3029,862,425,1753,572,15542,1983,10821,1556,3905,857,2332,542,2526
17,Illinois,6202729,25682,271214,7695,609563,10073,2769798,12980,1446832,11512,539587,7750,323901,7728,241834,248198,8356,6570,2082,11520,2068,104208,5797,62681,3770,26698,2549,17259,1791,19262
18,Indiana,2970548,18262,134722,4787,281550,7735,1287571,11685,717592,7197,262307,6063,166917,5190,119889,94007,4846,3081,822,6488,1595,34498,3066,23847,2339,10590,1516,7322,1324,8181
19,Iowa,1566652,9342,85688,3366,169340,4726,625768,6076,370121,4114,148020,3727,93455,3379,74260,69521,3955,3104,1003,5383,1377,20437,2187,18134,1661,7004,976,6985,1012,8474
20,Kansas,1451045,10233,77040,4236,157347,4445,604677,7819,334294,5291,128804,3277,81701,3056,67182,60463,4949,2840,1189,4453,1424,21768,2369,14135,1725,5640,851,4494,745,7133
21,Kentucky,1893694,15090,83132,4229,177930,6654,861327,8445,440380,6424,163480,4703,95994,4203,71451,53902,3855,2655,1273,3186,1001,19955,2221,13963,1712,4809,950,4840,1108,4494
22,Louisiana,1975948,15956,85521,4742,213866,6540,859800,10492,471740,7634,160457,4718,108401,5195,76163,46215,4169,2505,1145,2935,1015,15291,2564,12763,1892,4787,971,4069,975,3865
23,Maine,633538,8163,29592,2190,50150,2824,251760,4424,164765,3934,67409,2594,42778,2805,27084,33953,2937,406,243,980,413,11207,1722,9646,1449,4305,850,3257,693,4152
24,Maryland,2632012,21935,114763,4565,248550,6841,1140584,12333,629561,8262,231103,7281,149217,5445,118234,111130,5972,1473,572,4552,1357,46236,3856,29358,2298,10051,1849,10013,1306,9447
25,Massachusetts,3381819,18045,150073,6965,309843,7244,1447826,9798,808108,7858,305830,6250,209534,5480,150605,129985,5383,3431,941,7142,1636,46260,3602,33773,3121,15778,1877,11654,1721,11947
26,Michigan,4411241,19893,192188,5684,428927,7649,1904832,12608,1112388,8219,401393,6591,221176,5486,150337,154956,7093,4479,1189,7913,1891,60829,4542,44128,3319,13975,1586,12442,1213,11190
27,Minnesota,2797198,12211,136715,4639,277792,4694,1190093,7346,695164,5083,247217,4489,148763,3702,101454,134779,5290,5104,1216,5944,1514,52876,3155,37594,2917,12720,1115,11144,1345,9397
28,Mississippi,1199322,13483,51262,4094,121202,5502,539033,9260,273043,6433,103054,4460,64912,4006,46816,27920,3147,1033,766,878,513,10338,1966,7712,1459,3075,875,2885,826,1999
29,Missouri,2893867,16163,134350,5361,287001,6725,1245212,10918,692975,7012,259153,5917,157942,5128,117234,118464,6032,4458,937,9222,2191,43732,3922,29125,2599,12838,1893,8771,1444,10318
30,Montana,476288,6733,23843,2405,47974,3443,186449,3660,118335,3104,50524,2553,27695,2292,21468,31155,3237,1164,647,1561,800,10987,2032,7372,1193,3939,682,3095,725,3037
31,Nebraska,962264,6784,55033,2807,101282,3680,394238,3990,223661,3378,87007,3042,54126,2556,46917,46407,2860,1251,416,2994,762,15394,1718,12041,1530,5609,869,3471,685,5647
32,Nevada,1274145,10608,43586,3605,108854,4292,610111,7657,280534,5150,104931,4775,74477,3887,51652,37497,3236,226,253,856,474,13173,2028,10763,2177,4652,846,4796,1049,3031
33,New Hampshire,658937,8772,36546,2699,61020,2780,264785,4770,166375,3993,59727,3218,42440,2661,28044,35981,3002,590,308,2627,1014,11064,1660,11657,1464,4619,952,3011,747,2413
34,New Jersey,4037781,22076,148464,5115,340041,7625,1734091,14077,1014481,8911,366036,7526,247520,6579,187148,142203,7189,1834,694,5637,1900,53526,4712,40589,3234,16838,2075,11745,1826,12034
35,New Mexico,882957,11948,40960,2934,89759,4457,380362,7492,202303,5022,83546,4264,49061,2875,36966,40226,3401,553,292,1154,570,15038,2155,10743,1476,5396,1162,3833,766,3509
36,New York,9544314,39140,332533,9364,863586,10466,4241334,22087,2328420,15682,853477,12570,538396,10692,386568,358631,10693,12532,2671,19118,2343,137863,6750,94926,6121,38259,3201,25892,2407,30041
37,North Carolina,4378919,22722,180721,5635,414270,10648,2000134,13888,996359,10860,383315,8305,240962,6704,163158,189102,10113,6897,1963,17616,5942,76390,5138,44487,3388,18699,2107,13659,1842,11354
38,North Dakota,366133,4823,19031,1619,47683,2560,143480,2996,85863,1993,32909,1732,20243,1603,16924,21252,1866,935,390,1244,521,6545,1212,5643,876,2895,535,2067,567,1923
39,Ohio,5457392,21325,244994,6425,512362,8883,2323823,13452,1354675,9658,504036,8389,295313,5367,222189,177889,7252,4470,960,8223,1690,72545,4676,45224,3640,17998,2087,13356,1995,16073
