GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
40,Oklahoma,1678336,13891,88635,4059,178897,4889,713401,8270,379980,5819,148540,4841,91853,3522,77030,60678,3871,4437,1392,3773,939,20682,2210,13321,1609,6888,1152,4288,865,7289
41,Oregon,1846985,12592,67253,3697,166067,5411,823380,8955,441346,6150,179575,6179,109903,5194,59461,105164,4759,2043,890,3674,905,39855,3579,27601,2726,12569,1564,11163,1531,8259
42,Pennsylvania,5815763,21795,251251,8032,526591,8985,2386139,13141,1473808,9276,564799,8905,345694,6238,267481,200914,7636,6717,1421,11156,2300,73036,3965,54007,3650,21767,1901,15761,1820,18470
44,Rhode Island,484092,8813,21889,2123,46219,3367,200546,5464,118308,3443,45066,2735,29777,2530,22287,18679,2950,1183,643,1407,956,7235,1984,4247,980,1512,468,1492,575,1603
45,South Carolina,1986511,14160,90362,5169,190580,6201,874899,9114,455847,7629,179315,5680,115982,4257,79526,74128,5490,6407,1411,5573,1442,27791,3300,18211,2045,6107,1303,5290,985,4749
46,South Dakota,426380,5903,23753,2436,43616,3175,166345,3853,104098,2330,41840,2064,24455,1754,22273,21860,2281,679,507,1584,701,7631,1313,4913,867,2937,810,2105,480,2011
47,Tennessee,2904009,14312,118703,5875,258402,6834,1306900,11791,672818,6830,262435,5403,169005,6187,115746,96213,5580,1860,848,5100,1295,36256,3325,26009,2758,10780,1618,8326,1871,7882
48,Texas,11304328,37623,489259,11863,1149231,14175,5353184,26095,2494553,12490,871253,11771,549545,9825,397303,430840,12622,10302,1944,18085,2693,185709,7945,111351,5767,41084,3165,32126,2343,32183
49,Utah,1299704,8857,87411,3347,182534,4547,597841,5931,249370,4099,91445,3318,54482,3331,36621,60178,3561,2246,631,3341,909,27319,2737,12566,1766,5404,836,5478,1187,3824
50,Vermont,329822,4833,14985,1387,29184,2138,126333,2983,86108,1978,33353,2006,23703,1903,16156,22190,2155,573,378,547,281,6607,1029,6225,949,3272,728,2932,817,2034
51,Virginia,3860940,24253,159518,6382,389663,9280,1713435,13219,900941,9160,329128,8096,214656,6222,153599,168172,8042,6155,1779,16086,3710,64346,4809,38952,3325,17018,1703,13571,2292,12044
53,Washington,3143242,17061,124755,5199,303444,6112,1399664,10852,744712,7322,292216,6229,176150,5172,102301,161458,6851,4091,1075,9967,2050,62904,4900,39843,2949,19408,1855,13670,1593,11575
54,West Virginia,742912,8545,26138,2361,67714,3473,322783,6133,181146,4255,72656,3545,43078,2952,29397,22641,2303,142,135,1653,854,9697,1735,5359,960,2319,724,1767,679,1704
55,Wisconsin,2860257,13044,147140,4459,290036,5918,1193861,8243,708919,5780,262209,5216,151029,5171,107063,109976,4132,3238,745,4544,883,43548,2871,28529,2198,11307,1116,8230,948,10580
56,Wyoming,291336,5214,14879,1780,28564,2020,118637,3743,69068,2175,29361,2167,17347,1582,13480,14030,1929,532,287,634,367,4386,1126,3778,878,1950,679,1660,658,1090
72,Puerto Rico,1203342,13382,23767,2409,109379,4962,639905,9119,259678,5591,84145,3869,51161,2808,35307,29530,5224,575,344,1715,791,14326,4842,5395,1022,2871,824,2073,578,2575
