GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; 16 to 19 years,Margin of Error; 16 to 19 years,Estimate; 20 to 24 years,Margin of Error; 20 to 24 years,Estimate; 25 to 44 years,Margin of Error; 25 to 44 years,Estimate; 45 to 54 years,Margin of Error; 45 to 54 years,Estimate; 55 to 59 years,Margin of Error; 55 to 59 years,Estimate; 60 to 64 years,Margin of Error; 60 to 64 years,Estimate; 65 years and over,Estimate; Worked at home:,Margin of Error; Worked at home:,Estimate; Worked at home: - 16 to 19 years,Margin of Error; Worked at home: - 16 to 19 years,Estimate; Worked at home: - 20 to 24 years,Margin of Error; Worked at home: - 20 to 24 years,Estimate; Worked at home: - 25 to 44 years,Margin of Error; Worked at home: - 25 to 44 years,Estimate; Worked at home: - 45 to 54 years,Margin of Error; Worked at home: - 45 to 54 years,Estimate; Worked at home: - 55 to 59 years,Margin of Error; Worked at home: - 55 to 59 years,Estimate; Worked at home: - 60 to 64 years,Margin of Error; Worked at home: - 60 to 64 years,Estimate; Worked at home: - 65 years and over
01,Alabama,1919778,14797,67508,3681,180440,5908,857129,9818,449536,7187,168473,5591,112342,4803,84350,48426,3670,811,457,1515,666,18886,2572,12703,1931,4209,937,4721,1053,5581
02,Alaska,342551,6394,15220,1834,38427,3048,144221,4137,83576,3073,33688,1949,15941,1736,11478,15398,2206,422,287,1115,477,4817,1500,4300,1058,1520,548,1638,634,1586
04,Arizona,2729757,21363,103872,4279,271297,6305,1298247,12510,588882,7143,215346,6919,151343,6489,100770,142062,7340,1929,892,4328,1367,56580,4011,37770,3467,16669,2013,11588,1986,13198
05,Arkansas,1224374,14588,46575,3741,122041,5420,544162,8608,276011,5855,115549,4069,68978,3716,51058,42408,3585,1054,693,2419,857,16132,2196,10191,1470,4505,876,3665,945,4442
06,California,16139699,40928,480130,10348,1562205,16363,7588137,27718,3709617,16831,1350817,13759,867932,13400,580861,832146,16574,15080,2284,39757,4177,328250,9659,217038,9774,90549,5219,69536,4035,71936
08,Colorado,2453377,15718,91651,4598,242250,5422,1099355,10731,575710,5965,220198,5099,139587,5390,84626,166093,6611,1704,608,4487,1204,64394,4570,49120,3329,18899,1674,15238,1773,12251
09,Connecticut,1694719,12924,69979,3095,149295,4653,683769,8851,432578,6558,160423,4448,114906,4320,83769,69894,4619,1926,1049,2643,749,21279,2332,20770,2558,8527,1159,7198,1304,7551
10,Delaware,416661,8712,15195,2098,36814,2560,184416,5671,97467,3274,37346,2708,25632,1941,19791,13434,1820,59,128,410,278,4348,1013,4201,1119,1799,616,1023,393,1594
11,District of Columbia,758689,11963,8661,1560,49318,3957,370155,8783,182247,5396,71750,3871,45532,2930,31026,15041,1984,138,118,707,409,6956,1546,3274,867,1381,494,1454,560,1131
12,Florida,7851983,36622,232916,7554,715240,11376,3479552,21183,1867888,14819,685110,11500,492001,9991,379276,375151,11634,8822,1737,14986,2702,145689,7750,92769,4569,41251,3813,36983,2858,34651
13,Georgia,4287878,28541,141788,7938,405411,9307,2040807,17397,994671,10606,348334,7337,217281,6851,139586,207333,7306,11448,3013,14691,2786,89881,6144,47820,3482,18620,2342,15560,2268,9313
15,Hawaii,639584,6177,17679,1755,64807,3260,287295,4484,137723,3383,57877,2643,41744,2452,32459,28673,2920,246,235,1739,870,8848,1583,6354,1089,3732,1064,3551,1496,4203
16,Idaho,659175,7871,34165,2927,71495,3491,285183,4811,146765,3935,59774,3331,38661,2616,23132,34553,3005,991,483,1485,685,13748,2047,9365,1326,3241,725,2843,825,2880
17,Illinois,5917742,18998,221282,7193,563435,9140,2632577,13859,1410927,9236,516742,9371,330683,7506,242096,232678,7593,3447,854,10143,1870,95562,4939,64792,3917,23100,1912,17765,1920,17869
18,Indiana,2817192,16009,109505,5319,276325,7281,1207049,11432,672455,8281,267729,5848,163288,4849,120841,94697,5434,3203,1164,4789,1160,33072,3028,24109,2599,10009,1767,8969,1413,10546
19,Iowa,1524705,10924,80522,4123,165598,4897,606411,6562,354341,4655,152638,4171,93979,3292,71216,75389,4445,3932,1153,4538,1263,23946,2163,18855,1693,9054,1378,6795,1005,8269
20,Kansas,1385380,11544,65310,3428,152419,5233,577370,6968,317844,5072,130413,4088,83101,3500,58923,59047,3857,1517,647,4446,1345,20973,2508,15065,1617,6678,1136,4415,864,5953
21,Kentucky,1846577,15799,75857,4713,188836,6440,820866,10410,427458,7086,160322,4426,95215,3796,78023,57071,4198,1674,640,3156,1021,20028,2746,14691,1981,6550,1393,4822,967,6150
22,Louisiana,1983471,16556,77866,4787,208537,5872,886911,9919,452518,6899,172594,5279,104667,4307,80378,48479,3517,780,401,1651,604,20371,2244,11679,1612,5064,955,3836,967,5098
23,Maine,624974,7866,30288,2203,55605,2624,242924,3912,161150,3070,63847,2388,42649,2478,28511,33810,2609,965,372,1140,637,12313,1504,8710,1239,4325,785,3481,721,2876
24,Maryland,2587044,15630,101399,5500,227793,6350,1110143,10921,633162,8403,234224,6325,161968,5493,118355,117152,5485,2198,720,6420,1573,42700,3788,29347,2526,14407,1873,11110,1439,10970
25,Massachusetts,3295905,17722,125094,5563,290567,5985,1398398,10321,809742,8435,305315,6907,212777,5401,154012,136360,5704,2857,806,7531,1511,50014,3191,35375,3288,14781,1892,11373,1686,14429
26,Michigan,4105365,22932,172065,5630,402917,6948,1740756,13381,1037332,7550,393374,8327,215583,5784,143338,147582,5465,4043,922,6897,1297,57484,3263,40981,2689,15413,1595,10274,1147,12490
27,Minnesota,2678087,13222,118797,3158,266761,5097,1135561,9910,662971,5180,250572,5915,145632,5097,97793,131251,5189,4997,1045,5701,1553,47505,3294,36627,2570,15235,1279,9841,1130,11345
28,Mississippi,1146912,12742,42679,3814,115526,4833,519856,8664,260288,6121,98194,4172,65355,3851,45014,30737,3230,1139,807,809,443,13092,2155,7017,1409,2514,685,3014,622,3152
29,Missouri,2786032,17286,120186,4676,282221,6251,1177713,11595,669295,7721,254148,6501,162244,4576,120225,118973,4986,5218,1106,8671,1277,42575,3018,29134,3142,12929,2035,9095,1116,11351
30,Montana,456480,6283,19374,1604,48580,2920,175622,4602,112030,2640,45083,2691,33065,2213,22726,27120,2294,1136,644,885,453,9191,1474,6371,1100,3417,852,2977,779,3143
31,Nebraska,939853,7741,47390,2974,106141,3656,384605,4690,211268,3376,88574,3168,55854,2761,46021,40074,3019,1113,388,2568,875,13257,1769,9891,1234,4999,845,3100,690,5146
32,Nevada,1216344,13767,38541,2896,109311,4313,580213,7219,265709,5371,101724,4022,68932,3789,51914,40832,3572,916,690,1643,816,14610,2298,10948,1965,5444,1281,3630,952,3641
33,New Hampshire,635208,8972,33090,2502,61373,3131,243400,5815,163583,4080,63190,3014,40096,2808,30476,35560,2939,730,433,1910,875,10990,1486,10022,1487,4479,979,4065,1010,3364
34,New Jersey,3843779,24407,129067,5257,313975,8011,1646549,14407,966378,9432,360608,8822,245166,6746,182036,162170,7596,2376,795,5495,1382,62934,5669,46805,3138,17113,2172,14549,1631,12898
35,New Mexico,858041,11853,33782,3548,88646,4399,370958,7143,201260,5497,76055,3682,50219,3344,37121,45097,3885,476,329,1572,609,14949,2084,11735,1629,5990,1431,5298,1203,5077
36,New York,9225086,34122,269516,6790,760207,11279,4127955,23224,2272002,14035,848548,13086,552288,11207,394570,343814,11587,7563,1512,17752,2906,126829,6708,93201,5536,38671,3241,27993,2748,31805
37,North Carolina,4155536,23428,147756,7520,406016,9365,1893224,15398,946806,11411,355670,7552,246613,6273,159451,180743,10092,7184,2460,16103,3726,70903,4341,43758,3928,16284,1967,13268,1752,13243
38,North Dakota,360805,4245,18406,1520,46930,2519,141702,2744,82558,1737,32497,1725,22104,1447,16608,19728,1719,761,378,1307,623,5658,996,5771,910,2584,482,1739,337,1908
39,Ohio,5178127,22838,207470,5980,467448,9850,2209876,14674,1274380,10364,488770,7469,312528,6059,217655,185761,7846,6358,1594,9249,1771,70850,4227,48519,3516,21451,2207,14442,1992,14892
40,Oklahoma,1628521,13880,71203,3964,179787,5980,693671,7615,370475,5377,143351,4026,95268,4693,74766,56214,3944,3277,924,3926,1243,19032,2034,11920,1600,7105,1335,4669,974,6285
41,Oregon,1752305,13716,65229,3532,159426,5157,777606,8905,407731,6127,176414,5839,107174,4138,58725,108863,6321,2858,1049,4232,1465,41053,3823,27456,2739,13936,1977,10948,1535,8380
42,Pennsylvania,5678712,25811,226015,6044,496501,8340,2336659,15503,1428771,10571,565808,10523,363898,6765,261060,211544,8309,4824,1129,11351,2070,76149,4537,55271,3522,23498,2022,18993,1816,21458
44,Rhode Island,480342,8094,19329,1833,45120,3111,197874,5261,120134,3156,46603,2710,28652,2419,22630,18045,2483,1065,588,852,324,6709,1625,4823,1195,1625,680,1784,630,1187
45,South Carolina,1926542,15646,72743,4238,188593,6411,846977,11244,445987,6751,174598,6027,115194,4948,82450,76128,5145,4323,1043,7519,1279,31117,3216,13906,1931,7309,1101,6028,1056,5926
46,South Dakota,415020,5825,23211,1956,43970,2986,164915,3524,95722,2343,42392,2252,24143,1623,20667,24581,2331,909,450,896,494,8293,1404,5844,1075,2844,800,2654,592,3141
47,Tennessee,2750197,18016,97958,5122,242473,6763,1243077,12241,644292,7753,244384,6539,163342,5641,114671,91933,5126,2235,736,3932,1152,35560,3635,24347,2138,9119,1435,8806,1754,7934
48,Texas,11058421,33219,414654,10880,1128470,14262,5217040,21289,2470034,14126,874676,12656,550210,9927,403337,417500,11759,9196,1764,20502,2630,172180,7864,106590,5992,42517,2972,32574,2940,33941
49,Utah,1252718,9359,70920,3241,178294,4450,580172,6953,236881,4391,91901,3305,56104,2978,38446,60948,4554,1802,641,4577,1819,30433,2849,11845,1602,5455,1108,3175,819,3661
50,Vermont,313208,4901,15436,1502,30198,2277,115004,2636,80840,2300,34476,1953,21827,1558,15427,22920,1892,823,357,1050,469,6112,932,6494,973,3198,648,2578,711,2665
51,Virginia,3722613,20263,133567,6186,364746,8081,1642026,15026,877445,9378,329480,7363,222266,6989,153083,157174,8291,4657,2690,8615,2069,60523,3978,38811,3506,15868,2043,13789,1675,14911
53,Washington,3042540,17924,107364,5316,285248,6699,1355322,11603,717630,8802,291066,7084,181683,5582,104227,162613,8251,3094,975,8908,2826,58677,3940,42969,3138,19529,2495,14727,1906,14709
