GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
37,North Carolina,4346403,23045,3097676,22648,2952348,22424,145328,6388,295749,9298,237699,7404,290248,9614,181316,6269,236715,7177,7000,196868,7649,119714,5526,92825,4609,26889,2518,10246,1919,2274,811,4891,1132,5234,1386,53218,3892,1291
38,North Dakota,426190,5770,281995,6011,268723,6039,13272,1391,40932,2805,28780,2314,24969,2117,17274,1737,30880,2501,1360,16917,1414,6501,1033,5083,981,1418,403,885,334,249,138,1095,394,146,145,7848,1007,193
39,Ohio,5260763,23967,3874565,27454,3734577,27418,139988,6970,478213,12085,363569,10139,183103,6621,105780,5323,249703,7969,5830,182681,7490,107575,5203,84748,4478,22827,2601,9911,1470,3712,917,3852,904,1492,584,54641,3707,1498
40,Oklahoma,1696629,10537,1182928,10935,1130089,10794,52839,3411,109089,3766,94890,4017,117233,4064,86887,3942,102700,4024,2902,57224,3337,28122,2570,21572,2295,6550,851,3049,709,641,386,1711,589,5556,724,17309,1782,836
41,Oregon,1790663,15630,1252207,14835,1178098,15604,74109,4704,160899,6844,112067,6077,93529,4887,36304,2975,132437,6140,3220,110334,5784,52688,4381,37054,3266,15634,2440,7774,1517,1922,619,4013,1313,970,564,41902,3436,1065
42,Pennsylvania,5807772,22684,4228706,25430,4065420,25248,163286,6971,661321,9952,306496,8320,190499,7169,115927,5109,296176,8803,8647,227765,7559,135334,5690,111531,4857,23803,2601,17452,2037,2707,635,3545,779,2501,629,63677,3711,2549
44,Rhode Island,479867,9766,332883,8998,317449,8560,15434,2490,58081,4057,29115,2677,19927,2560,13766,1651,25544,2589,551,15751,1972,8979,1607,7048,1176,1931,802,701,327,628,515,183,183,544,270,4673,1107,43
45,South Carolina,2030002,15955,1456894,16170,1392623,15757,64271,4331,116548,5643,118722,6926,158244,7859,74141,4725,102547,5296,2906,68335,4721,42187,3604,32394,3290,9793,1828,4153,1251,669,377,1754,713,604,394,18472,2386,496
46,South Dakota,430002,5164,279231,5989,262999,5684,16232,1790,45295,3305,29494,2359,20950,1980,18153,2412,35800,2008,1079,22385,2147,7986,1254,5961,1060,2025,677,812,410,374,223,558,373,180,100,12071,1556,404
47,Tennessee,2880910,20784,2065254,20794,2003207,20422,62047,3914,217682,8011,205411,8548,118988,5693,77815,5154,190290,8252,5470,100653,5560,51194,3985,44591,3528,6603,1263,7605,1396,1863,776,1345,481,1242,474,36497,3604,907
48,Texas,11932218,33744,8805459,39991,8479743,38247,325716,10117,664800,15234,753086,18040,554514,15432,366902,12532,769641,15571,17816,491120,15266,296028,11143,240053,8357,55975,5701,20166,2471,7249,1386,9434,1737,10827,1403,144067,6985,3349
49,Utah,1309718,11980,952372,11718,901907,11186,50465,3284,92820,4469,78814,3818,79165,4535,43215,3431,61155,3937,2177,67201,4104,40851,3391,30253,2933,10598,1613,2725,754,1469,602,1676,720,1592,754,18425,2124,463
50,Vermont,312687,4827,191982,4689,177953,4599,14029,1405,45851,2817,20731,1692,16498,1957,8144,1313,28636,1848,845,21399,1782,8964,1211,5010,939,3954,751,2243,620,248,214,871,341,182,171,8519,1107,372
51,Virginia,3930281,22386,2637213,24749,2518198,24918,119015,5456,279209,8795,306667,8098,156879,6399,360172,10063,185395,7107,4746,182279,6807,106375,5435,82909,4946,23466,2473,9245,1355,3583,739,2773,851,9413,1971,50090,3969,800
53,Washington,3158180,19055,2170228,19955,2054700,19127,115528,6343,253194,7742,192147,7246,200674,7287,150904,6093,185529,7228,5504,170293,7449,91995,5059,68787,4002,23208,2897,8771,1316,3296,844,8955,1602,4802,1099,51027,3626,1447
54,West Virginia,720922,11019,493863,10654,477954,10113,15909,1929,54036,3487,50034,3264,58817,3553,29195,2767,34074,3079,903,22786,2341,11949,1853,9971,1652,1978,724,1034,368,835,419,1374,683,497,345,6919,1377,178
55,Wisconsin,2778369,16369,2036164,14736,1954940,14653,81224,3744,257757,7363,184232,5863,118523,5517,35775,2626,140376,5128,5542,114671,4663,61506,3545,48209,3341,13297,1507,7367,1065,2111,595,2897,642,679,284,38475,2195,1636
56,Wyoming,298734,4653,189789,5209,179301,5013,10488,1786,18581,2059,33425,3078,23499,2356,14578,1956,17666,2170,1196,10777,1854,4463,1054,3167,863,1296,594,542,312,476,394,426,361,253,202,4264,1026,353
72,Puerto Rico,1027075,11465,650709,10882,625333,10815,25376,2833,51175,4215,60074,4419,154271,7266,20051,2780,89263,4460,1532,22680,2693,7913,1606,5988,1348,1925,692,1461,803,122,145,980,538,50,86,11972,1921,182
