GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Private for-profit wage and salary workers:,Margin of Error; Total: - Private for-profit wage and salary workers:,Estimate; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Private not-for-profit wage and salary workers,Estimate; Total: - Local government workers,Margin of Error; Total: - Local government workers,Estimate; Total: - State government workers,Margin of Error; Total: - State government workers,Estimate; Total: - Federal government workers,Margin of Error; Total: - Federal government workers,Estimate; Total: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Self-employed in own not incorporated business workers,Estimate; Total: - Unpaid family workers,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers:,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Worked at home: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Worked at home: - Private not-for-profit wage and salary workers,Estimate; Total: - Worked at home: - Local government workers,Margin of Error; Total: - Worked at home: - Local government workers,Estimate; Total: - Worked at home: - State government workers,Margin of Error; Total: - Worked at home: - State government workers,Estimate; Total: - Worked at home: - Federal government workers,Margin of Error; Total: - Worked at home: - Federal government workers,Estimate; Total: - Worked at home: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Worked at home: - Self-employed in own not incorporated business workers,Estimate; Total: - Worked at home: - Unpaid family workers
01,Alabama,1932727,18015,1382352,15431,1330748,14419,51604,3520,126247,5389,120971,5671,119286,5821,78146,4525,102422,5987,3303,50055,3837,28726,2674,23474,2494,5252,1199,2608,765,985,500,1357,545,756,411,15006,2404,617
02,Alaska,366809,5441,215002,5483,205309,5704,9693,1716,34359,2853,29405,2657,30327,2506,37239,2989,19987,2339,490,15371,2129,7124,1639,5498,1500,1626,563,697,291,420,208,641,391,833,478,5387,1162,269
04,Arizona,2727448,17333,1982068,15699,1882104,16186,99964,5081,172899,7107,185704,7264,130430,5584,94671,4562,156973,7115,4703,150347,7170,98916,5621,77065,5227,21851,2443,7133,1588,3087,778,4016,955,1936,672,34690,3458,569
05,Arkansas,1225755,12155,861810,9101,824739,8693,37071,3129,92361,4759,68798,4409,99873,4937,28547,2982,72716,4354,1650,34589,3457,15412,2084,11851,1804,3561,1052,2614,762,219,177,1079,472,930,584,14062,2288,273
06,California,16740038,39419,11885622,49600,11340485,48688,545137,11808,1109594,19032,1197161,17740,681284,14980,467946,11998,1371255,23592,27176,877833,17079,439507,11766,341472,10605,98035,5321,37637,2741,35187,3043,37971,2935,19160,2920,303006,10141,5365
08,Colorado,2564044,16271,1822729,16597,1694843,16415,127886,6147,194453,6620,173019,6002,101003,4603,107100,4585,161139,7205,4601,177620,7065,115486,5527,84780,4768,30706,2798,9982,2021,3083,937,4050,1001,1659,611,42491,3232,869
09,Connecticut,1719042,11585,1218627,13164,1160226,13230,58401,4173,162534,5768,124690,5284,70089,4827,31596,2786,108590,5232,2916,75129,4216,43333,3305,34479,2819,8854,1649,4116,907,1148,432,1659,649,1541,684,22951,2411,381
10,Delaware,424042,7520,305079,6904,291319,6669,13760,1770,42311,3883,11623,1622,37195,2677,12045,1967,15316,1960,473,15846,1986,10527,1537,8197,1372,2330,787,838,418,67,103,527,276,155,140,3732,1113,0
11,District of Columbia,799166,13648,366174,9748,348528,9815,17646,2048,126279,4816,35314,2837,12545,1690,232906,6631,25174,2710,774,14474,2265,7807,1608,5694,1295,2113,804,1666,504,177,151,134,132,1500,817,3190,931,0
12,Florida,8313689,34529,6262535,36336,5789430,34836,473105,12204,517461,14320,580295,12283,262776,9060,220334,7946,459210,11904,11078,424181,12099,284913,10040,199957,8068,84956,5602,18223,2349,6057,1429,6420,1373,12975,2647,93045,5834,2548
13,Georgia,4286025,25812,3112538,25599,2938341,25873,174197,8531,252460,8425,299624,9214,205357,8827,178548,7782,229887,10732,7611,208445,8238,135778,7144,100422,5835,35356,3981,8089,1560,3440,1051,3445,826,9470,1922,47508,4301,715
15,Hawaii,673305,7037,404269,8633,380730,8527,23539,2644,48232,3590,21402,2088,64537,3728,90739,4269,43327,3319,799,29619,3070,13466,1954,7786,1242,5680,1274,1049,368,122,122,906,363,1459,656,12442,2023,175
16,Idaho,673949,9425,466162,8487,434561,8766,31601,3438,45638,3911,45070,3431,39499,3186,25371,2794,50079,3805,2130,38378,3045,21508,2614,14336,1977,7172,1838,1093,441,718,421,763,421,292,237,13416,1735,588
17,Illinois,5960853,22997,4409918,24142,4208456,23966,201462,7524,521375,9890,392864,8768,227592,7502,121787,5162,279784,7619,7533,250948,8615,148608,6637,114225,5051,34383,3651,13070,1504,4361,869,7337,1527,5357,1158,70443,4063,1772
18,Indiana,2913661,17619,2179167,18937,2088870,18525,90297,5464,263362,7186,166655,6427,115456,4566,50266,3870,133822,5547,4933,98636,5088,55326,3621,41054,3326,14272,2058,5384,1035,1062,463,1079,601,831,375,33776,3242,1178
19,Iowa,1549841,9644,1103838,9593,1055655,9835,48183,3309,141477,5148,88838,3794,90740,4172,25691,2518,97009,4351,2248,64401,3558,30347,2069,21714,1839,8633,1301,4595,954,842,345,1518,546,675,353,25952,2346,472
20,Kansas,1404005,10889,979801,11085,935921,11139,43880,2711,111985,5029,98816,4743,79576,5110,49205,2726,82447,3797,2175,55406,3290,27114,2057,19937,1689,7177,1195,2470,582,1015,489,1920,715,1689,736,20690,2124,508
21,Kentucky,1893943,15108,1338450,14530,1282318,14326,56132,4216,145468,6543,105219,5491,127445,6658,75077,3715,99026,4520,3258,59761,4269,33272,3733,26140,3083,7132,1507,3735,963,809,402,1485,503,1016,448,19186,1942,258
22,Louisiana,1994143,15690,1445577,17736,1377418,17530,68159,5809,125193,6909,137499,6445,118813,5876,53170,2938,111742,7260,2149,47373,4325,25735,3397,16537,2382,9198,1921,1933,766,569,377,1694,697,534,356,16737,2385,171
23,Maine,612969,7120,388410,7054,366719,6204,21691,2526,84669,4001,42726,3203,26237,2458,19162,1696,51156,3208,609,35944,3056,17663,2250,13461,1780,4202,1109,2584,908,413,273,629,343,868,416,13635,1697,152
24,Maryland,2674212,19448,1727288,18674,1643770,18750,83518,4376,252114,7857,205676,7067,121271,5195,237981,7386,127301,6844,2581,124944,5322,69001,3637,50803,3332,18198,2406,6534,1146,1719,516,2378,700,9125,1089,35485,3416,702
25,Massachusetts,3399334,22899,2349075,20664,2253887,20565,95188,4619,437816,9590,224498,8553,125756,5654,63669,4449,194383,5560,4137,147491,6136,82328,4311,65317,3512,17011,2446,11297,1627,2013,591,2908,816,814,379,46849,3446,1282
26,Michigan,4240614,19102,3138520,18838,2997082,18745,141438,5974,404005,9549,220717,7121,181880,6332,70340,4316,218528,7059,6624,164515,6370,85915,4651,67363,3817,18552,2021,10433,1646,3212,1017,5829,1114,2078,728,55099,3327,1949
27,Minnesota,2790174,13036,1993313,12231,1885355,12164,107958,4748,310991,7675,178732,5315,109149,4119,42396,3036,150652,5065,4941,135427,4577,74025,3751,55357,3039,18668,1951,8759,1122,2324,514,2231,671,845,364,46146,2456,1097
28,Mississippi,1135424,13277,795707,12088,763198,11648,32509,3464,61521,4257,72988,5061,98234,4305,46483,4264,58621,4755,1870,22785,2576,12947,2035,9462,1642,3485,1032,862,435,449,340,713,268,690,355,6795,1466,329
29,Missouri,2813503,17093,1992572,16908,1911054,16672,81518,4285,295155,8830,153428,5908,128954,5755,89595,4084,149179,5668,4620,114179,4710,58364,4205,46475,3404,11889,2051,6341,1348,1849,610,2471,817,10271,729,33716,2178,1167
30,Montana,472100,6676,298294,6905,272999,6668,25295,2478,42500,3069,32656,2701,32781,3131,24929,2472,39218,2729,1722,28478,2805,12314,1844,7612,1295,4702,968,2471,815,493,240,1026,499,1472,887,10311,1261,391
31,Nebraska,972334,6986,682239,7880,648512,7900,33727,2120,85931,3386,64755,3477,49980,3288,24239,2445,63197,3256,1993,41789,2560,19965,2046,14193,1571,5772,1044,1706,526,842,386,1618,683,288,198,16766,1570,604
32,Nevada,1250232,13247,980339,12631,942703,12947,37636,3528,49405,4173,81787,4745,37066,3076,37160,3257,63344,4091,1131,44378,3747,26858,3224,19655,2524,7203,1684,1577,465,461,296,460,281,641,382,14121,2244,260
33,New Hampshire,638308,10110,440426,9099,418257,9300,22169,2647,68829,4000,48899,3530,22965,2074,11545,1697,44476,3330,1168,36720,3085,21323,2218,17996,2299,3327,906,2398,812,444,271,658,351,280,225,11341,1801,276
34,New Jersey,3884264,26647,2907496,24993,2757404,24563,150092,5700,244897,7458,296030,8079,180958,6838,73534,4248,175668,6901,5681,166363,6258,107913,4407,82683,4006,25230,2342,8743,1304,1836,573,3003,713,2587,800,41343,3352,938
35,New Mexico,863562,10736,540543,11201,515986,11411,24557,2734,58951,4319,74146,4397,70018,3842,58421,4176,58386,4198,3097,37815,3287,14927,2259,11330,1853,3597,983,3177,737,726,304,2428,780,769,423,15103,2048,685
36,New York,9369775,31153,6479121,28814,6144240,29784,334881,10393,907254,17034,851610,13579,399316,10015,181546,7718,536118,12887,14810,360333,11526,201269,7842,149472,6333,51797,4021,19463,2342,8075,1438,4955,995,4756,979,118233,6847,3582
