GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
25,Massachusetts,3295905,17722,12122,1821,172146,7301,332451,10169,85423,4541,361019,10543,124294,6217,79330,5098,249450,8573,423545,11166,882405,13880,267904,8541,160589,9623,138699,5980,6528,136360,5704,1588,693,7151,1350,9977,1671,5094,1361,9582,1825,2430,1051,5847,1241,12195,1718,38899,2877,25585,2739,7553,1540,8926,1495,1144,490,389
26,Michigan,4105365,22932,57297,3766,200676,8071,654533,12424,104692,4670,500826,10816,164658,6745,76213,4129,227791,7036,370395,10452,965314,13109,398425,9870,207034,6398,171035,7439,6476,147582,5465,10618,2494,7042,1309,13091,1850,5751,1166,9970,1449,3934,1015,4279,953,10713,1374,29493,2654,30867,2928,6945,1306,11208,1359,3627,809,44
27,Minnesota,2678087,13222,62302,3632,156655,5664,367512,7812,81919,3415,311246,6715,125694,4768,57089,3927,195485,5860,250007,8525,646309,8867,212652,8324,120615,5227,88110,3839,2492,131251,5189,17558,1783,6966,1184,9305,1052,3934,718,6568,1133,3861,882,3336,799,9782,1398,22874,2187,32932,2602,4865,993,7987,1036,1257,487,26
28,Mississippi,1146912,12742,27548,2924,83201,4860,142104,6712,27332,3088,140529,6359,59990,4742,15585,2004,56708,4501,73337,4697,269066,8318,114130,7171,58745,4816,63525,3593,15112,30737,3230,2135,835,2704,946,1630,592,318,204,3449,1129,1669,637,685,375,2651,940,5046,1380,3969,1038,2647,1126,2371,827,621,423,842
29,Missouri,2786032,17286,48586,3159,177881,6837,325135,8250,81283,5213,325789,8126,145707,5930,63985,3746,193900,6504,257221,8714,645324,10593,237854,8165,135182,5733,128044,5772,20141,118973,4986,10710,1521,7201,1622,6631,1116,3002,793,7505,1353,3577,1182,3278,952,10911,1312,22818,2607,21557,2294,4372,1028,8151,1374,1980,699,7280
30,Montana,456480,6283,31250,2802,31755,2877,23539,2167,12135,1656,54415,3756,22382,2128,9116,1667,25361,2422,38655,3291,100791,4252,54769,4062,21336,2390,26885,2178,4091,27120,2294,6516,785,1498,531,1180,461,592,348,1434,536,851,436,762,486,1529,515,5344,1104,3504,884,1874,741,1472,554,381,334,183
31,Nebraska,939853,7741,42444,2886,60537,3173,99185,4102,25824,2161,113096,4703,60487,3772,18715,1865,73953,4066,75984,4586,214294,7260,69412,4369,42709,3139,37044,2688,6169,40074,3019,12835,1360,2349,955,1563,652,779,437,2382,656,1724,426,481,262,2583,841,4607,945,6783,1181,1396,534,2288,737,304,178,0
32,Nevada,1216344,13767,15718,2203,100547,5979,49107,4089,24954,3388,142888,7002,61026,4415,20643,3099,69143,4424,124417,5207,180087,7280,305444,10417,51330,3863,60023,4459,11017,40832,3572,911,824,2736,1581,1700,799,1005,506,3260,890,1066,614,1139,540,5154,1336,13113,2060,5209,1261,3115,896,1802,601,622,347,0
33,New Hampshire,635208,8972,5269,1080,41543,3785,76469,3988,16788,1924,93205,4948,23344,2863,12358,1724,45251,3253,58302,3528,151446,5216,55660,4378,30637,2774,24292,2236,644,35560,2939,1035,511,2300,863,3425,982,1765,646,2890,784,1320,843,1190,434,4044,1163,8303,1460,4895,954,2210,718,1830,570,353,226,0
34,New Jersey,3843779,24407,20148,6895,214732,7682,370258,9920,152217,7735,439742,12226,229079,8545,111305,4884,307669,9307,453597,12293,851141,13730,318654,12000,181117,8216,180731,8095,13389,162170,7596,5780,4951,11558,2232,11200,1596,9187,1775,11403,1689,3468,1068,8415,1474,18580,1915,44060,3923,18432,2486,8469,1454,9698,1610,1920,719,0
35,New Mexico,858041,11853,33775,2940,68110,4406,42582,3307,18832,2514,96805,5195,38502,3162,16544,2117,47492,3568,87360,5490,198476,6767,94220,6416,43473,4268,61674,3853,10196,45097,3885,2462,646,4119,1353,2613,729,821,429,3248,917,1181,559,1485,980,3579,1036,6766,1015,10125,2000,3577,1274,4271,1214,772,483,78
36,New York,9225086,34122,52606,4338,536836,13811,615142,11723,239759,9251,977263,16629,473301,11364,298061,8911,828775,15706,1033689,18034,2439821,27320,779691,16396,460006,9533,466122,10821,24014,343814,11587,8872,1985,19413,2486,15255,1920,11379,1736,24654,3520,8337,1810,16206,2167,40253,3513,77564,4274,64466,4351,27043,3157,23989,2683,3745,887,2638
37,North Carolina,4155536,23428,54761,5056,289279,8049,530348,12457,117813,5741,473231,12266,173616,7328,77946,5112,266562,8716,392324,10598,932534,17060,355397,11727,207328,8305,177083,7265,107314,180743,10092,6553,1673,10835,2172,12316,2078,7404,1431,12296,2445,3352,1211,5920,1206,16442,2314,43964,4022,22780,2431,7475,1678,12224,1799,2565,754,16617
38,North Dakota,360805,4245,31671,2132,26246,2418,26929,2239,11402,1350,44479,2772,19490,1734,6489,966,19923,1885,22551,2093,86263,3511,26599,2507,15939,2023,17094,1979,5730,19728,1719,6847,830,1630,475,510,261,291,155,975,332,388,182,326,260,991,397,2374,601,3483,934,582,285,909,426,422,281,0
39,Ohio,5178127,22838,48482,3709,276176,7583,767997,12942,148884,6616,611274,15149,248065,7213,97787,4892,341870,8699,481136,11017,1250343,17993,448855,11605,236465,7554,206976,7753,13817,185761,7846,9192,1563,14866,2411,15892,2269,9110,1837,13844,1903,5593,1100,5213,906,15680,2005,36202,2766,36700,3249,8251,1594,12912,1614,2306,723,0
40,Oklahoma,1628521,13880,73324,4192,122587,5055,142431,5940,50953,3618,185348,6096,81473,4277,32839,3046,99415,5074,130198,5537,361822,10153,136395,6199,85895,4784,100506,5373,25335,56214,3944,5709,1057,5814,1417,2534,760,2216,737,3403,781,1498,529,1856,609,5062,994,9267,1416,8106,1269,1682,638,4175,975,1565,589,3327
41,Oregon,1752305,13716,56094,4797,110420,5689,193224,7039,56574,4255,214967,8459,77385,4090,35796,3460,111938,5743,182668,7262,370856,10283,170766,7877,83757,4557,83240,4101,4620,108863,6321,9386,2362,4838,1160,8216,1417,4397,1364,8336,1246,1768,628,2739,744,8402,1590,25672,3155,20917,2638,5785,1317,6451,1168,1956,731,0
42,Pennsylvania,5678712,25811,70738,4388,348226,10298,710790,13312,162646,6651,664840,11809,296431,7225,110551,4920,374374,9789,542903,11290,1431074,17768,449010,11003,275030,7360,229900,7317,12199,211544,8309,11543,1546,14394,2954,19882,2310,7100,1433,17175,2239,4766,1068,6365,1015,17272,2044,47406,3099,34439,2891,10083,1379,17767,1715,3017,726,335
44,Rhode Island,480342,8094,2327,823,25915,2274,49654,3159,7096,1589,51813,3653,17562,2120,9413,1352,37536,3338,48657,4096,134726,7004,44277,3258,26378,2908,20665,2522,4323,18045,2483,0,271,1684,760,784,377,307,256,869,402,344,245,666,358,796,515,4657,1508,4322,1043,1859,645,1342,611,267,339,148
45,South Carolina,1926542,15646,18568,2610,133327,6672,245884,8416,54963,3986,229805,8478,81507,5178,36989,3178,113189,5384,185185,7221,413657,10241,187671,8104,93848,5193,91589,5758,40360,76128,5145,2120,884,5001,1234,5158,1254,3614,1143,5707,1291,1527,704,1409,601,7732,1495,16139,2160,8444,1397,3812,988,5339,1100,757,410,9369
46,South Dakota,415020,5825,27979,2322,28810,3194,38469,3237,9575,1316,51424,3447,18326,1655,8702,1801,32762,2946,25620,2696,94679,4761,37436,3777,18527,2327,19233,1923,3478,24581,2331,9955,1193,1336,611,663,420,292,213,854,437,485,265,589,376,1845,780,1743,639,4093,933,747,359,1766,641,135,133,78
47,Tennessee,2750197,18016,26187,2983,189208,7454,341205,9859,91770,4888,324586,9223,179990,7397,57241,4009,174333,6297,249218,7165,605778,12476,242719,8602,143154,7160,115485,5750,9323,91933,5126,3880,1176,8485,1770,6417,1200,4271,1094,6339,1169,2479,838,4209,1200,8204,1540,20126,2331,13609,2077,5298,1422,7075,1511,1392,609,149
48,Texas,11058421,33219,307362,8700,954317,19035,1032976,16862,352394,11680,1291651,23262,600969,12545,218899,7845,743896,16383,1170300,20145,2295430,23146,938925,22481,576684,15899,468084,11354,106534,417500,11759,19730,2527,32648,3410,30094,3083,18603,2394,31724,3126,15518,2658,12288,1989,42598,3805,97497,4744,57508,4837,17576,2817,27041,3539,5080,1293,9595
49,Utah,1252718,9359,22680,2746,90394,5723,134339,5179,34179,3163,159286,6468,62405,4104,27064,2670,88825,5141,131352,6189,260101,7542,109473,6267,56548,4352,68283,3581,7789,60948,4554,2293,875,3028,1204,3942,821,2268,770,3314,732,3022,799,2458,762,5891,1329,15596,2376,11821,1733,2191,766,4369,1001,663,374,92
50,Vermont,313208,4901,8514,1020,22926,2169,34390,2366,8137,1195,38197,3614,11431,1432,6786,1178,14936,1674,27576,2026,81073,2917,29039,2533,14067,1779,15435,1539,701,22920,1892,1396,372,1803,421,1699,510,1039,572,1620,474,230,198,582,331,1331,467,4404,872,4509,931,2139,697,1894,483,274,177,0
51,Virginia,3722613,20263,37497,4097,261204,8940,293078,8039,81278,4459,403093,11563,159897,7336,89488,5641,253788,7901,523202,12811,756672,13544,294384,9692,181263,7477,268657,8357,119112,157174,8291,5507,2424,11618,2168,7378,1597,4948,1112,9354,1675,4589,1331,5614,1470,13692,1808,40816,3304,24367,2541,8817,1646,11388,1712,3747,851,5339
53,Washington,3042540,17924,70618,4729,200107,8985,315164,8797,95471,5367,342395,9634,155359,6325,73273,4491,183432,7100,355203,10649,633489,14850,266293,9018,140538,6548,155455,5459,55743,162613,8251,7152,1478,9496,1673,12891,1913,7073,1506,9921,1795,4075,1027,6108,1248,13100,1921,41715,3832,26443,3387,7626,1554,9787,1659,4528,1134,2698
54,West Virginia,728449,9324,38961,3475,46600,3985,62445,4454,15824,2091,87729,4540,36311,2896,11932,1522,32540,2620,54447,3551,193017,7009,69163,4539,32863,3359,45018,2946,1599,25502,2156,1755,786,2335,894,1823,751,987,515,1135,414,1020,487,674,491,1651,600,3899,1149,5468,1280,2191,878,1653,661,768,355,143
55,Wisconsin,2759489,14922,71136,3715,154169,5097,487557,8977,77187,3719,324825,7810,126360,5148,52666,3478,173463,6872,210481,7073,624946,11139,238304,8222,118569,5299,94512,3803,5314,115001,4558,18727,1725,8461,1241,8103,1208,4260,955,7373,1234,3375,752,3018,927,8985,1254,18563,2414,19724,1655,6045,1117,7081,1141,1286,360,0
56,Wyoming,284923,4340,32025,2774,26426,2736,14748,1825,6471,1320,31728,3162,16850,2020,4860,1189,10914,1713,20166,2757,60481,3979,28410,2697,11368,1719,16156,1783,4320,14467,2262,3943,1229,1008,543,674,439,0,271,349,263,661,440,386,361,461,401,2308,1094,2835,827,899,636,691,447,226,179,26
72,Puerto Rico,1155465,11336,15361,1973,78465,4293,114540,4946,38209,2586,147520,6823,40162,2922,18188,2187,62759,4145,98928,5730,262211,8771,97559,4732,64262,4620,115421,5155,1880,25986,3169,825,439,1563,581,2222,616,557,374,2022,720,564,388,188,229,1001,504,3692,1064,3322,1374,2293,859,7188,1494,549,317,0
