GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
12,Florida,7951248,35473,90478,6999,495000,16086,416376,12863,233236,10995,1061732,24870,400488,12882,156869,7652,594033,15062,988249,21840,1681705,28141,965576,21431,431244,15866,386336,13304,49926,368113,13214,6046,1470,26214,3438,17289,2219,17417,2715,29936,3717,14514,3002,10890,1941,42269,4236,102241,6311,43801,3833,18102,2355,24837,3957,5634,1524,8923
13,Georgia,4154601,29139,47827,4517,253145,10347,440361,14298,126252,7264,500286,15118,245814,11648,100686,7190,249368,9888,479026,16400,850222,16029,375580,14383,212224,9349,223009,9407,50801,193640,9587,4002,1286,10569,2656,14395,2579,9873,2343,13180,2249,5409,1469,6867,1503,18645,2998,54644,4979,26061,2936,7354,1750,11824,2327,2578,1146,8239
15,Hawaii,650007,8074,9717,1830,40567,3349,19257,2282,13013,1462,74563,5083,33747,3229,10122,1436,35971,3069,62836,4215,128107,5397,103286,5099,27902,2821,55693,4209,35226,29592,2924,1558,708,1821,694,1075,496,530,305,2145,633,763,553,1094,649,2572,1032,5175,1100,4546,1160,2114,821,2149,708,855,372,3195
16,Idaho,650977,9066,38805,3216,39774,3537,66860,4426,16785,2366,78903,4904,30717,3369,12588,1976,34727,3657,62175,4885,147056,6767,52810,3933,28004,3000,39588,3945,2185,41471,4792,4083,969,3096,1177,2110,724,1964,797,3294,1868,1492,913,1040,596,3766,1108,8089,1820,7211,1583,1588,645,2434,953,1296,949,8
17,Illinois,5812277,24156,60146,3746,297385,9555,743071,12348,182211,7198,637649,14664,338893,8804,117447,5404,432603,10767,646118,12737,1316153,18774,513328,12510,276487,9852,232659,8622,18127,238350,9003,11080,1802,10593,1940,17684,2337,10610,1647,15027,2110,7336,1335,8162,1668,22013,2493,56032,4133,44882,3817,9442,1593,17235,2146,4008,1183,4246
18,Indiana,2836280,19856,41532,3137,156398,6368,527005,12248,70985,4363,326560,9115,149886,7101,46372,3987,144457,6188,219411,7985,667829,14291,249955,8999,127937,5942,104491,5765,3462,90794,5194,7237,1401,5401,1432,8779,1464,3224,879,7219,1745,3260,955,1995,740,7056,1577,17305,2292,16611,1868,4471,981,7103,1177,1133,571,0
19,Iowa,1516771,10252,59960,2883,90633,4931,220214,6628,44246,2432,181929,6241,69589,3899,27253,2908,109015,5464,110160,5413,362740,9114,119660,5704,71468,4152,48685,3190,1219,69772,3681,16551,1788,4830,1316,2962,674,1879,667,3544,913,1596,510,1528,579,4267,1164,7721,1187,16611,1935,2776,904,4859,867,630,319,18
20,Kansas,1388460,12936,47167,2450,83670,5473,172832,6242,41052,3887,158616,7239,71085,4422,31641,2490,78606,4214,117444,4876,337641,8681,102100,5029,64301,3326,66545,4060,15760,59431,3662,8600,1114,1884,576,3339,1087,2947,977,3788,973,2314,1027,1938,672,4386,1107,9171,1393,12014,1736,2004,602,3315,755,863,470,2868
21,Kentucky,1834339,14693,48899,3710,102041,5881,244937,8143,47038,3573,211642,7550,111689,5149,26301,2690,98874,6060,140468,5626,445488,10086,157059,6849,87995,5152,90473,4171,21435,52732,4271,5395,1714,2920,789,3021,807,2742,1053,4329,1352,2128,781,1424,699,4687,1228,10112,1729,7960,1162,2766,831,2791,735,888,457,1569
22,Louisiana,1954590,17940,84282,5470,162620,7823,148343,6872,50866,4221,229412,8068,103481,5503,32436,3005,97745,6039,165206,7367,446775,10975,205222,8606,100252,5724,114275,5890,13675,41995,3794,2514,892,2990,861,1684,638,2135,648,3206,933,1917,943,827,388,3852,1236,8774,1363,7362,1405,2015,566,3468,959,1107,636,144
23,Maine,613827,6974,14367,1663,41465,2998,57419,2910,13730,1728,84300,4698,22793,2237,10658,1397,38045,2899,56027,3568,167726,5664,53260,3705,25309,2304,27214,2074,1514,34355,2580,1818,511,2768,1024,2509,718,550,577,2598,761,1326,539,744,316,2577,766,8095,1334,4907,899,3295,899,2601,622,567,257,0
24,Maryland,2578497,21068,14994,2355,178544,7275,143126,6157,60027,4548,273325,9281,112416,6718,54351,4135,161810,6797,364265,11971,606434,10838,206182,8456,136763,6514,245812,8016,20448,116524,5620,2845,1048,6560,1396,6191,1258,2437,733,6450,1371,2685,1085,4183,981,10866,1819,33474,3259,20123,2546,6076,1215,8076,1333,3135,910,3423
25,Massachusetts,3276451,15331,12428,1968,181559,7705,316515,9863,86804,5789,366206,10651,117856,4805,72846,3904,254273,8016,417999,9309,889008,13333,271643,9321,151839,6378,132480,5643,4995,144432,6149,1466,538,7729,1449,10676,1670,5026,1027,11469,1687,2322,846,5186,1187,13197,1692,42133,3324,27332,2524,8355,1381,8237,1615,967,405,337
26,Michigan,4053376,20143,54139,3059,187667,6261,684183,11793,101001,4917,480836,11450,167712,5923,63518,4064,215117,6860,370647,8000,980996,12839,390955,8727,200775,6563,152563,5825,3267,144120,4998,7847,1368,7980,1285,11865,1415,4796,857,10460,1426,2956,714,4064,768,11981,1529,31459,2322,27448,2295,7762,1307,11440,1621,4035,959,27
27,Minnesota,2690486,14684,66649,2608,138098,4445,366982,7945,79661,3849,308269,8127,121384,5284,49198,3121,188183,6126,264751,7165,669087,11410,220937,7210,122622,5241,92948,4021,1717,139664,4396,17056,1138,5796,955,8238,1337,4602,840,8194,1159,3505,871,3004,813,10320,1402,24767,2272,37761,2515,5639,1013,9439,1226,1332,416,11
28,Mississippi,1116963,12403,29313,2651,74792,5802,142483,6673,31141,3537,126299,6376,52635,4262,14656,2133,58743,4258,69141,4818,280439,8271,107733,5921,54689,4095,62894,4603,12005,26321,2757,1766,654,2188,1055,1699,1011,985,726,1776,726,1439,680,532,371,2493,825,3925,1018,5641,1391,1486,637,2045,709,346,234,0
29,Missouri,2743037,18723,49162,3423,163217,7607,306900,7766,74583,4944,321275,9175,132236,6142,51552,3441,183897,7374,252426,8451,664486,11545,257272,7893,132619,5407,133737,5411,19675,113846,5023,9798,1679,5523,1173,6971,1226,4599,985,7082,1353,3252,1147,2571,672,9056,1750,24491,3034,19575,2227,4768,986,5087,948,1786,699,9287
30,Montana,469707,6897,32903,2712,34427,3019,20312,2592,10765,1791,59533,4072,22429,2348,8871,1552,25960,2412,35365,2924,109472,4306,54966,4109,23306,2634,28303,2349,3095,27076,2304,6752,1133,2571,886,929,406,655,594,1523,558,591,293,581,318,1434,450,3944,955,3302,708,2141,739,1928,668,708,399,17
31,Nebraska,949370,8967,45804,2717,60888,3547,98908,4845,25840,2287,108037,4430,62028,3970,19945,2007,70747,4512,76463,4457,220737,6070,72863,4604,41585,2901,41179,2718,4346,43461,3037,11619,1353,2414,876,1958,607,1180,459,2286,716,1691,491,564,255,2706,675,5398,1077,9119,1238,1521,682,2493,607,512,329,0
32,Nevada,1198381,13544,20967,2678,74849,7417,49981,4568,26089,4077,136784,8313,54934,4338,20790,2364,73144,6303,121400,7458,174133,8849,323249,16155,53653,5854,58617,5666,9791,32812,3536,668,432,1438,735,1348,604,1483,757,3922,1738,933,565,1144,556,3301,994,8698,2018,4709,1188,2582,1092,1972,1017,450,400,164
33,New Hampshire,627188,8849,5125,1193,43493,3288,72528,4340,19359,2476,87036,4896,23912,2728,12587,1572,43223,2890,61146,4286,155031,6442,51705,3601,25276,2339,25695,2422,1072,39774,2855,644,387,3725,1246,4013,1079,2307,856,2820,767,1336,925,1216,464,3416,956,9518,1670,6689,1312,1326,491,1999,581,498,292,267
34,New Jersey,3794403,21862,16355,2428,201205,8064,372427,9080,139421,6484,447342,11728,214808,8243,97967,5578,292307,7739,453781,9703,875521,14389,320600,11010,178007,6735,177134,6248,7528,155958,7186,1576,767,9820,2051,10727,1852,8970,1812,11822,1626,5068,1702,7735,1378,15918,2311,47088,3306,20279,2151,7053,1470,7693,1578,2025,655,184
35,New Mexico,859943,10035,39346,3905,57823,4176,42928,3448,19124,2398,94057,5204,38109,3126,14002,2023,40818,3172,96704,5543,204011,7455,96867,5918,39083,4023,67987,4146,9084,43413,3993,2244,769,2627,1049,2869,1226,1590,1027,1951,771,1095,635,807,404,4008,1154,8362,1322,10078,1661,4221,1222,2789,1156,748,535,24
36,New York,9097120,33737,52392,4328,509987,10059,594113,12558,228844,8744,978537,17228,465755,10136,274274,10785,789719,13394,1038831,20632,2436204,23672,813458,17083,458771,13049,432025,11276,24210,342221,9658,7506,1329,18489,2705,15991,1823,12764,1805,27481,2871,8921,1914,14174,1941,37494,3259,76981,5089,63383,4022,29453,3578,23355,2919,4119,1187,2110
37,North Carolina,4187840,29483,56770,4524,272989,11017,522312,12612,120141,7816,478922,14338,179961,8147,73418,5326,256603,11420,411014,11830,968268,18617,370059,14692,200423,7985,197996,9821,78964,197184,9085,5123,1280,15385,2827,15779,3480,6882,1384,14333,2287,5118,1651,7010,1807,20366,3098,48460,3840,27903,3026,7750,2074,12944,2303,3479,1201,6652
38,North Dakota,399147,5838,40363,3024,31043,2896,28047,2240,12106,1663,46639,2807,23659,2140,5493,1290,24259,2218,23257,2145,94238,3882,29566,2555,18440,2090,17183,1760,4854,21193,1801,7669,1120,997,423,851,547,350,222,660,265,510,223,124,122,1729,751,2278,723,3845,669,668,313,1219,418,199,104,94
39,Ohio,5115608,24381,49303,3605,265256,9124,780774,12587,143708,6117,593184,13577,241503,7106,92092,4804,336721,9941,466758,10718,1257085,16620,444227,10276,235640,8566,200417,7390,8940,174825,6103,8739,1520,11564,1880,13997,2029,6721,1334,13998,1743,6316,1467,5710,1236,18451,2281,37710,3181,31523,2723,7375,1417,9549,1531,2953,784,219
40,Oklahoma,1652713,12098,77824,3866,118033,5753,157240,6656,44344,3469,193534,6128,84469,4324,29123,2713,90735,4589,137292,5912,362885,8429,146412,5828,84282,4459,108735,5132,17805,57193,3749,5658,849,5134,993,2167,698,1419,497,4043,946,1508,475,885,352,3987,1000,12724,1930,8359,1160,2100,657,5093,1126,1254,544,2862
41,Oregon,1720784,15297,57104,4198,87615,6504,195270,8516,50340,3777,214352,7769,80692,5254,31977,3180,97395,4760,177814,7449,386742,9533,168277,9337,87291,5824,83276,4671,2639,107180,5646,8659,1778,4716,1280,7129,1789,3372,1044,7169,1491,2922,1039,3926,1010,9993,1900,23123,2855,20153,2542,6470,1438,7650,1588,1875,760,23
42,Pennsylvania,5676766,24255,84903,4242,317762,9099,702552,13289,160830,6741,668106,12942,285603,7104,105354,5345,358231,8618,548821,11093,1463239,14953,472467,10653,268814,7800,235032,7115,5052,220246,7712,13913,1944,11345,1895,17352,2168,7977,1508,16173,1694,5268,1030,8099,1708,19386,2218,47053,3614,41034,3120,10753,1476,18487,2103,3356,756,50
44,Rhode Island,485597,7769,2097,992,21377,2043,47731,3951,9593,1481,55656,4013,15833,1781,7656,1477,41462,3398,46807,3515,137336,6576,51114,3474,22824,2388,23792,2462,2319,18530,2682,43,69,1161,591,1414,574,641,368,1226,623,448,700,652,421,1466,551,4836,1306,3642,1115,1370,761,1051,544,259,213,321
45,South Carolina,1928581,20663,22227,2476,128895,9828,267834,10542,47518,4577,240406,11168,85723,5269,30248,3025,108105,6809,174620,7644,403605,10687,186585,8708,98874,5792,100460,6142,33481,73778,5689,1285,610,7766,2667,5547,1589,3343,816,6424,1570,2120,799,1572,637,7545,1614,14787,2245,11742,1996,3092,1062,5242,1500,1555,727,1758
46,South Dakota,415211,6393,28079,1732,26910,2715,41686,2750,10484,1483,47245,3552,17211,1941,7014,1560,29885,2598,24090,2371,96873,4225,39520,3770,18127,1858,24440,2450,3647,22698,2338,9407,1298,1049,427,878,504,267,191,1277,520,796,423,552,346,1410,534,1558,525,2170,548,589,370,1695,753,1024,735,26
47,Tennessee,2783927,21143,30357,3246,171339,7667,360475,10501,83679,6413,343078,12358,178977,7748,52544,4289,163880,6976,245198,8259,624306,13536,256564,9567,143743,6986,121645,7256,8142,89596,6540,4677,1191,5971,1523,5722,1428,4298,1406,6470,1350,1995,773,2883,906,8574,1712,19433,2728,13903,1861,6499,2085,7827,1820,1344,526,0
48,Texas,11319479,45636,330223,10601,846419,17453,1062388,18400,338653,11744,1316484,20003,620156,14797,199711,9755,734378,17099,1199608,20928,2456672,35060,973059,20977,634489,19063,509175,16799,98064,474951,16361,16215,2117,35133,4333,34984,3649,20191,3116,37122,3765,18086,3210,17737,3525,47119,4801,109921,7652,71304,6568,18142,2743,36205,4209,5297,1230,7495
49,Utah,1246614,11323,24171,2566,74960,4528,134248,6551,32311,2415,146315,7111,62646,4304,21941,1994,80862,5028,146437,6486,276070,6606,113927,6350,59488,4310,68302,4090,4936,57879,4483,1086,517,3404,1143,3288,1100,2038,780,4312,1180,2687,866,1323,496,6166,1222,14574,2308,10759,1809,3407,1007,3913,1032,919,551,3
50,Vermont,316925,5456,9046,1102,22541,1701,32648,2056,6470,1014,36516,2826,12089,1562,5507,1047,15564,1631,24165,2041,89209,3713,29121,2237,17028,1733,16387,1604,634,19640,1638,984,286,1388,464,1651,640,761,370,1076,370,259,162,593,295,930,338,3327,687,4531,956,1333,432,2206,477,596,302,5
51,Virginia,3774998,24251,41317,3527,240325,9005,282621,10647,74625,5053,406154,11458,158278,6892,79014,5193,236776,8376,535355,13945,804195,13685,319794,10045,190541,8600,306118,10999,99885,176921,8360,5416,1636,11161,2283,8420,1738,5265,1327,9546,1862,6299,1616,5440,1084,16072,2280,47706,3829,25738,2717,7715,1660,9948,1589,5235,1419,12960
53,Washington,3049846,16697,75351,5742,188231,9582,302395,8674,88234,4722,357804,10609,146244,6846,68889,5055,170164,6808,360149,8776,654024,12949,276727,9765,142308,6155,164791,8066,54535,170119,7904,6421,1764,7474,1379,11094,1367,6111,1075,13279,2109,4468,1161,5550,1234,15345,2198,39099,3211,28161,3303,8013,1498,11377,1739,5716,2004,8011
54,West Virginia,712783,10470,38844,2848,44330,3990,60881,4068,12675,2069,89574,4943,36251,3103,13652,1708,31124,2808,47776,2889,189060,6448,69826,4477,32097,2853,46113,3228,580,22041,2670,1115,493,1434,749,1007,569,217,197,2066,790,1199,784,738,431,1470,558,3783,922,4255,946,1286,558,2455,902,935,627,81
55,Wisconsin,2725010,13339,70230,3621,147449,5333,496139,9555,72926,4662,300755,8358,125266,5175,47119,3370,165403,6146,223302,6407,628814,9772,232319,6774,114868,5094,97699,4347,2721,119608,4720,18199,1614,6523,999,9374,1403,3793,1148,9130,1987,3776,888,2835,822,8601,1456,20292,2336,23343,1960,5610,818,6959,1065,1149,300,24
56,Wyoming,293001,5659,33603,2723,22796,2711,13073,1643,6823,1474,33206,2637,20088,2022,5294,1510,15137,2194,18524,1972,63408,3483,27160,3255,12988,1832,18424,2305,2477,11864,2067,2985,951,1194,576,515,345,362,323,848,554,428,289,128,151,992,498,1866,779,1421,606,553,327,322,230,250,190,0
72,Puerto Rico,1059501,10838,14537,1875,65731,5126,97337,5130,28403,2836,146916,6581,38536,2945,21412,2438,57952,4608,95251,5135,241109,7682,88799,5594,60908,4477,101080,4994,1530,26402,2997,1188,626,1229,576,1486,529,339,218,2497,775,724,420,756,400,1109,550,5129,1206,2942,977,2480,1479,5875,1279,567,370,81
