GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Agriculture, forestry, fishing and hunting, and mining",Estimate; Construction,Margin of Error; Construction,Estimate; Manufacturing,Margin of Error; Manufacturing,Estimate; Wholesale trade,Margin of Error; Wholesale trade,Estimate; Retail trade,Margin of Error; Retail trade,"Estimate; Transportation and warehousing, and utilities","Margin of Error; Transportation and warehousing, and utilities",Estimate; Information,Margin of Error; Information,"Estimate; Finance and insurance, and real estate and rental and leasing","Margin of Error; Finance and insurance, and real estate and rental and leasing","Estimate; Professional, scientific, and management, and administrative and waste management services","Margin of Error; Professional, scientific, and management, and administrative and waste management services","Estimate; Educational services, and health care and social assistance","Margin of Error; Educational services, and health care and social assistance","Estimate; Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Arts, entertainment, and recreation, and accommodation and food services",Estimate; Other services (except public administration),Margin of Error; Other services (except public administration),Estimate; Public administration,Margin of Error; Public administration,Estimate; Armed forces,Estimate; Worked at home:,Margin of Error; Worked at home:,"Estimate; Worked at home: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Worked at home: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Worked at home: - Construction,Margin of Error; Worked at home: - Construction,Estimate; Worked at home: - Manufacturing,Margin of Error; Worked at home: - Manufacturing,Estimate; Worked at home: - Wholesale trade,Margin of Error; Worked at home: - Wholesale trade,Estimate; Worked at home: - Retail trade,Margin of Error; Worked at home: - Retail trade,"Estimate; Worked at home: - Transportation and warehousing, and utilities","Margin of Error; Worked at home: - Transportation and warehousing, and utilities",Estimate; Worked at home: - Information,Margin of Error; Worked at home: - Information,"Estimate; Worked at home: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Worked at home: - Finance and insurance, and real estate and rental and leasing","Estimate; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Estimate; Worked at home: - Educational services, and health care and social assistance","Margin of Error; Worked at home: - Educational services, and health care and social assistance","Estimate; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Worked at home: - Other services (except public administration),Margin of Error; Worked at home: - Other services (except public administration),Estimate; Worked at home: - Public administration,Margin of Error; Worked at home: - Public administration,Estimate; Worked at home: - Armed forces
01,Alabama,2018956,15858,33300,3323,157111,7366,292885,9191,65570,4036,247132,9129,110967,5691,38016,3284,109366,5330,170102,8336,414836,8623,147719,6347,104454,5664,110665,5632,16833,47099,3439,4247,1128,4439,1583,3637,1019,2618,701,4129,989,1702,771,1326,603,2978,889,9520,1443,6194,1238,1525,500,4001,1008,684,413,99
02,Alaska,346972,5192,17944,2490,29189,3183,14604,2118,8424,1518,37694,3381,23752,2080,7097,1450,16932,2102,27403,2751,68532,3947,26584,2915,15234,2233,34630,3081,18953,20198,3521,782,465,1567,767,4165,1277,480,426,1471,658,746,294,132,129,442,366,3035,1053,2605,788,994,500,863,448,424,327,2492
04,Arizona,2873827,16529,36724,3698,275333,10040,212129,7432,73463,4756,364296,11754,143091,7979,55656,4876,232159,9809,310364,10530,559129,12002,291423,11686,143058,7252,154746,6679,22256,141022,6203,2526,1047,13065,2478,7213,1682,4397,1242,10557,1832,4793,1661,3998,997,18624,2433,34459,3807,22511,2846,6664,1444,10139,2259,1931,739,145
05,Arkansas,1258196,11855,38470,3081,91070,5046,196033,6844,35513,3404,168215,6751,76367,4578,22736,2920,65056,4354,83486,4638,267119,6819,91661,5350,61222,4558,55120,4033,6128,41228,3842,3544,816,5183,1612,2517,702,1106,542,2861,733,2029,772,1108,587,2531,845,7900,1715,6773,1239,1417,605,3564,1064,653,293,42
06,California,16811097,46380,341525,12949,1187104,21365,1758272,19739,557897,11747,1867906,23209,811477,16166,507011,12679,1112707,19147,2009820,23001,3301890,32332,1570810,26310,878889,16293,747777,14000,158012,805257,18388,17406,2442,43072,4242,49239,3409,34869,4033,52343,3529,22425,2830,31268,3462,88287,5719,185463,7137,150004,6956,47999,4140,51555,4528,19839,2430,11488
08,Colorado,2540846,14808,57977,3813,238895,9149,188042,6408,76924,3622,287218,8594,119726,4873,82218,5351,184682,7250,332685,9512,461673,9762,243030,9680,126958,6839,115258,5709,25560,161571,5613,6259,1290,10567,1876,11607,1954,5443,1382,9282,1866,3528,1269,7754,1563,16983,2210,44665,3229,21562,2190,8766,1848,10797,1799,2209,654,2149
09,Connecticut,1735519,14783,6479,1388,107548,7010,212208,7885,43946,3003,200599,7592,64831,4410,42382,2962,168772,6504,182249,6379,413361,10543,142273,7208,78707,4348,66148,4087,6016,70901,4363,771,450,4366,1291,4149,1009,1604,583,5138,1246,1441,679,3253,873,10139,1548,17953,2036,11531,1773,5242,1811,4100,1187,936,432,278
10,Delaware,425838,7387,3179,963,31378,2636,42385,2854,8801,1367,56793,4066,17343,2515,9316,1681,49414,3406,44589,3717,88536,4451,32034,3146,16580,1841,19814,2334,5676,12517,1613,471,427,614,444,1086,451,239,191,1143,550,132,137,268,209,1309,581,3457,786,1997,605,345,288,956,426,430,264,70
11,District of Columbia,756816,11962,1062,558,29478,3485,10669,1581,4340,1027,24109,2546,29043,2849,30927,2925,39800,3506,145475,6684,122650,5865,55320,4320,58401,4113,191460,6528,14082,14084,1723,0,271,173,143,188,186,431,412,611,361,148,127,797,442,1213,464,4925,918,2204,787,1466,574,1189,522,422,345,317
12,Florida,8222779,29739,95203,11616,703532,17870,480125,13891,247823,8966,1076399,22309,426695,12586,196798,8383,661895,16223,974087,18828,1599883,19084,886372,14914,426069,12504,392338,11810,55560,370545,10598,5562,1670,35755,4325,18532,2383,17641,1993,31023,3512,11367,2049,14602,2230,49897,4085,97264,5509,41704,3846,16568,2554,22747,2731,4882,1108,3001
13,Georgia,4504094,24969,46005,4565,348096,11994,514741,11762,152868,7997,510386,12541,278539,9171,128664,6809,289977,9301,480294,12630,856326,13891,381082,12759,220684,8477,232522,9203,63910,214197,8325,5104,2041,14038,2578,16270,2794,9889,1579,13417,2074,6121,1740,9521,1719,22360,2554,55402,3767,23145,2804,11259,2260,12096,1856,1621,614,13954
15,Hawaii,657446,7936,9605,2554,56347,4649,21009,2074,17153,2553,70489,4378,34799,3071,11232,1856,43077,3605,61835,4009,118026,4776,98353,7098,25148,2355,47001,3529,43372,30105,3003,2753,1590,2276,822,1865,796,1574,591,3217,916,559,334,565,279,3369,1094,4642,1161,3759,921,2364,849,2057,839,583,776,522
16,Idaho,697445,7476,35875,3075,64064,3708,71542,3883,19632,2175,86071,4922,36789,3079,14621,1966,38224,2817,62077,3563,140430,5522,57263,4751,30517,3124,35392,2751,4948,37741,3029,4826,1158,3423,944,3078,1039,1157,593,2474,871,1669,758,1215,550,2745,808,5970,1127,6295,1181,1366,558,2230,765,656,315,637
