GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
12,Florida,8142524,32580,2606557,26884,1489982,22185,2301844,25266,54521,5288,901855,18702,761024,47743,4847,28626,3124,3593,1269,31458,4847,22988,3118,526,290,340770
13,Georgia,4333325,21575,1468788,19167,668881,14189,1130719,17936,25139,3322,454238,12505,557408,19959,2892,12093,1999,1122,638,18350,4193,17617,2756,889,443,188556
15,Hawaii,628564,6795,203984,5984,125238,5657,153459,6411,4964,1304,68131,4148,53140,4232,1388,2789,907,231,222,1815,693,2104,851,913,413,26516
16,Idaho,682844,7481,222351,6781,102018,5261,171164,6630,17310,2439,81272,4155,87369,4149,1304,3263,974,874,635,1879,792,2214,838,0,267,36997
17,Illinois,5997956,22464,2059859,20985,961787,16871,1579497,17914,16532,1922,494165,11033,876880,19371,2733,17644,2471,50,45,7643,1535,18761,2493,219,187,219486
18,Indiana,2900016,16823,875013,13990,465226,8979,715878,11428,12091,1856,272940,9093,557167,6762,1485,5581,1236,0,267,2686,905,12323,1843,158,174,94556
19,Iowa,1501636,10108,484526,9706,238876,5969,371860,7833,16727,1867,134927,4536,253778,4384,940,2043,568,415,372,1428,542,6604,1105,0,267,73802
20,Kansas,1387425,11649,471610,9791,216323,7360,349463,8985,11243,1765,129585,5271,201672,3869,1165,2950,769,45,61,2727,928,4778,1224,127,138,60068
21,Kentucky,1880402,16550,571856,10199,293270,9220,472275,10421,15956,1906,189643,7838,324679,3947,1116,3626,1089,494,333,2580,964,8140,1466,417,363,60114
22,Louisiana,1860956,16291,553828,11601,315139,9393,476247,11668,9963,1546,242411,9227,253870,10519,2025,5145,1059,879,576,5450,1153,9609,1918,341,339,50838
23,Maine,632517,6177,211087,6557,110593,4228,155682,5892,9340,1547,64952,3050,79931,1858,781,1583,693,489,342,807,458,1311,529,0,267,31176
24,Maryland,2533049,18945,1044633,13753,389662,11184,634684,10866,6536,1419,234367,8999,211045,5760,1272,4590,1106,0,267,2725,936,2493,822,58,100,100238
25,Massachusetts,3248181,20259,1383029,16154,517805,13377,796595,13700,7688,1920,240859,8629,299752,9632,2516,8265,1437,232,241,3266,1193,7470,1695,68,109,127156
26,Michigan,4353614,19490,1438306,14856,759748,12886,1089085,14186,23346,2623,350013,7869,691543,13474,1558,7872,1648,593,323,3778,1054,13903,1951,0,267,148720
27,Minnesota,2699357,11495,1013988,12260,412248,9818,670527,9273,18324,1580,224869,6336,358084,9285,1778,6172,1005,255,178,3737,1011,8737,1184,0,267,137680
28,Mississippi,1137160,13327,324687,8048,202493,8123,279414,8764,10578,2226,125525,6020,189505,3909,1152,2560,834,698,460,3201,1222,4707,1082,22,28,28661
29,Missouri,2801049,17914,928829,14521,459510,10724,740319,15901,14685,1835,265765,8588,384425,8647,1698,4885,1335,224,199,4448,1042,9160,1398,373,319,111923
30,Montana,460787,6510,148725,4982,83583,4125,116605,5177,7582,1086,54273,3195,48551,2652,848,2170,985,146,96,930,472,1228,465,0,267,33309
31,Nebraska,924995,7494,318964,6864,140335,5391,235253,6234,15161,1762,85129,4214,126896,3657,987,2118,791,267,198,2114,830,3532,846,51,86,51254
32,Nevada,1239805,9794,327455,8227,314890,11104,313515,7744,2476,870,151128,6189,126024,6556,1494,5099,1364,173,166,3500,1033,3435,1108,80,94,37201
33,New Hampshire,634899,8958,230353,7691,104427,5309,169361,6453,1875,563,57174,2966,71254,1617,712,1875,823,30,57,511,285,935,462,0,267,34099
34,New Jersey,3884858,25676,1442454,17890,622680,15211,1061669,16199,8861,1211,319049,9780,425361,25175,4247,17031,2762,63,101,10224,2331,18968,2930,249,270,137688
35,New Mexico,864109,11632,294497,8269,157726,6988,208101,7657,8394,1660,107804,5338,84391,4416,1357,1879,937,0,267,1662,903,2064,770,200,262,44981
36,New York,9125307,32776,3455619,30452,1686094,22512,2327015,23720,22286,2334,713666,14983,906894,36978,3432,34307,2663,1360,1031,14145,2521,29370,3150,678,511,335463
37,North Carolina,4158877,23404,1393038,18064,645426,15799,1012914,16036,29861,3152,446572,10717,587274,11523,1943,11409,2334,977,563,7479,1995,11964,1772,1422,589,164377
38,North Dakota,354240,4443,117997,3425,59707,2944,85321,3613,4539,628,39498,2560,44444,1131,463,696,316,159,164,716,334,1342,537,53,91,19161
39,Ohio,5303682,23438,1753206,17448,876834,12766,1355715,14420,16720,1777,434618,10567,863285,12865,1966,10251,1758,609,509,6294,1443,14814,1988,43,73,186325
40,Oklahoma,1619414,12405,513430,10740,271436,7345,406245,8887,13891,2013,175280,6432,224705,3871,820,3680,909,362,322,3491,954,5535,1246,358,288,63967
41,Oregon,1805164,15223,609615,12650,300702,9391,463539,11481,34140,4959,166437,6777,229937,10161,2210,8581,1482,985,644,3245,1015,8176,1494,45,81,94926
42,Pennsylvania,5656203,24206,1945889,20272,924018,15083,1469277,16576,23881,2261,492453,8998,797742,12676,2004,10708,1495,1037,432,6636,1352,16881,1680,0,267,206755
44,Rhode Island,481741,8288,172981,6450,85678,5093,124409,5070,1036,492,39575,3785,56625,771,575,1203,575,0,267,968,675,720,626,0,267,16460
45,South Carolina,1933392,16032,600672,11233,318592,9568,473208,11624,8777,1655,214073,8668,292386,8242,1679,3514,1264,685,640,4059,1305,5322,1312,828,361,77526
46,South Dakota,410015,5938,137183,4975,67925,3546,106155,4272,8902,1287,35006,2332,54389,1692,788,578,336,68,68,637,383,875,396,0,267,25033
47,Tennessee,2825043,13715,849514,11229,443855,11990,744085,14413,14015,2264,285308,9218,485059,6765,1838,3506,964,267,245,4046,1407,6298,1226,77,130,94257
48,Texas,10726872,30735,3515168,32686,1775316,24935,2743724,28755,60865,4253,1236384,19522,1348031,47890,5007,32875,3669,1841,1207,36074,4415,36661,3423,1259,658,388009
49,Utah,1245356,8786,414084,8407,176770,7062,348354,9029,5133,1021,141549,6340,156657,4780,1253,4593,1170,530,431,1421,557,3923,1078,11,21,66171
50,Vermont,321803,5034,124531,4285,52877,3497,70175,3278,3750,755,33670,2225,36561,1020,442,746,493,19,32,962,517,1203,642,0,267,20944
51,Virginia,3726085,18171,1432442,15448,559708,11407,896534,14342,16310,2180,384921,9719,376940,9023,1571,7795,1672,322,265,5217,1469,7510,1332,1387,489,172220
53,Washington,3039725,18492,1126962,16992,485154,11177,735918,12486,45636,3916,288166,8503,338030,10311,1895,7108,1415,1543,709,4534,1135,8002,1368,757,423,149405
54,West Virginia,710844,10628,212098,6187,121738,5929,184020,7189,3247,881,91888,4916,97446,2200,959,1985,821,50,86,943,514,1972,672,0,267,20634
55,Wisconsin,2751115,14020,891700,10642,432299,8899,678546,12665,27217,1946,230639,6657,488819,9644,1683,6427,1384,659,266,3627,794,13615,1584,208,321,113272
56,Wyoming,279264,5540,82907,4817,47897,3892,63371,4199,3016,824,45677,3154,35311,1520,644,540,332,255,251,693,384,727,463,0,267,12545
72,Puerto Rico,1136874,14728,333219,9275,210259,7083,319038,9407,10400,1506,123802,5592,139823,10553,1835,8220,1406,909,656,6613,1264,5333,1304,0,267,21554
