GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Management, business, science, and arts occupations","Margin of Error; Total: - Management, business, science, and arts occupations",Estimate; Total: - Service occupations,Margin of Error; Total: - Service occupations,Estimate; Total: - Sales and office occupations,Margin of Error; Total: - Sales and office occupations,"Estimate; Total: - Natural resources, construction, and maintenance occupations","Margin of Error; Total: - Natural resources, construction, and maintenance occupations","Estimate; Total: - Production, transportation, and material moving occupations","Margin of Error; Total: - Production, transportation, and material moving occupations",Estimate; Total: - Military specific occupations,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,"Estimate; Total: - Worked at home: - Management, business, science, and arts occupations","Margin of Error; Total: - Worked at home: - Management, business, science, and arts occupations",Estimate; Total: - Worked at home: - Service occupations,Margin of Error; Total: - Worked at home: - Service occupations,Estimate; Total: - Worked at home: - Sales and office occupations,Margin of Error; Total: - Worked at home: - Sales and office occupations,"Estimate; Total: - Worked at home: - Natural resources, construction, and maintenance occupations","Margin of Error; Total: - Worked at home: - Natural resources, construction, and maintenance occupations","Estimate; Total: - Worked at home: - Production, transportation, and material moving occupations","Margin of Error; Total: - Worked at home: - Production, transportation, and material moving occupations",Estimate; Total: - Worked at home: - Military specific occupations
01,Alabama,1916877,16226,613122,13441,319502,9661,482342,13074,199739,7198,294801,10202,7371,55782,4508,23416,2441,8104,1584,13403,1663,4830,1324,5729,1465,300
02,Alaska,352044,6246,120064,4659,60058,4007,77383,4485,44371,4287,41866,2789,8302,18805,3141,6205,1302,3792,1038,3638,1155,2356,760,2281,931,533
04,Arizona,2600823,20960,920792,15898,499226,14654,699121,14423,233009,8506,240831,10466,7844,150889,6705,69612,4549,21264,3331,44678,3905,7798,1698,7471,1779,66
05,Arkansas,1223069,12450,374640,8674,214623,6747,295135,9125,132844,6105,203910,7341,1917,36259,3465,13973,1860,8224,2012,8343,1599,3274,936,2445,695,0
06,California,15926651,47686,5786474,38750,2891120,33960,3985191,30185,1487947,23782,1704906,23999,71013,824305,17515,382550,11172,170630,8697,188574,7347,38832,3261,32975,2940,10744
08,Colorado,2417222,16499,949451,14037,410569,11678,598291,12394,225911,8053,214830,8095,18170,155132,7501,85209,5000,17247,2356,39122,3482,7251,1283,6165,1864,138
09,Connecticut,1696736,11314,677871,12063,309097,10685,417547,10084,125393,6098,162390,6726,4438,67215,4129,36466,2728,7881,1489,17082,2103,2692,926,2389,677,705
10,Delaware,412806,8922,162863,7112,70300,4664,104040,5243,36535,2974,38022,3605,1046,14762,1986,7352,1324,1840,599,3278,821,1019,442,1273,645,0
11,District of Columbia,784987,13175,475116,8590,115747,7524,128295,5587,31630,2914,28999,3398,5200,14870,2071,9409,1556,1956,848,2344,815,0,273,301,369,860
12,Florida,7821529,28945,2597092,25095,1598252,20809,2181947,27157,719571,18467,693994,14287,30673,362831,11267,164721,6879,44727,5045,101542,5780,24467,3536,16685,2849,10689
