GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
13,Georgia,4114847,23689,1447672,18870,679681,17173,1037233,17144,390336,11735,526522,14060,33403,198889,8662,92600,5307,23739,2936,55776,4027,11766,2036,7240,1576,7768
15,Hawaii,658038,8063,211427,8299,141265,6694,167397,6363,65778,5082,51877,3237,20294,33658,4890,13763,1864,4427,988,7345,1489,2937,1350,2165,780,3021
16,Idaho,654351,9215,220037,6699,117399,5257,161492,6556,76600,4072,77704,4372,1119,40257,3944,17222,2036,8914,1826,7956,2009,3241,927,2924,1047,0
17,Illinois,5790603,23746,2085440,20157,999132,17592,1473980,17633,434556,10003,792471,16056,5024,249207,7603,114964,5353,41325,3283,67487,3964,12581,1877,12850,1979,0
18,Indiana,2787823,17846,897986,12637,484430,10474,677000,12394,233012,7083,493844,9740,1551,93626,4782,39665,3395,15931,1803,25717,2902,7337,1563,4946,1229,30
19,Iowa,1515823,11740,504256,10339,254318,7727,363361,8292,146536,4926,246739,6864,613,73164,4712,33035,2746,15979,1783,14435,1676,4667,1164,5048,1069,0
20,Kansas,1372924,11343,473161,8477,237897,7749,340046,7777,132233,4770,181731,7630,7856,59886,4477,28124,2718,11749,1572,14428,1968,3265,841,2320,649,0
21,Kentucky,1820806,17174,577799,12139,302824,9964,443723,9236,187696,6939,287292,8903,21472,65922,4936,22934,2277,7361,1554,13105,1606,4058,1363,4413,1512,14051
22,Louisiana,1950271,14337,610938,13244,363378,9024,481506,10648,237849,7794,245728,8295,10872,42109,3455,17059,1891,7550,1662,10136,1967,4830,1308,2534,968,0
23,Maine,615364,6884,220041,6653,109277,4811,145418,4960,67412,4147,72049,3352,1167,32346,2471,13542,1516,5834,1185,6173,1290,3497,904,3300,858,0
24,Maryland,2557335,19868,1087808,15561,424127,11833,610275,13507,213940,9255,209126,7689,12059,122635,5991,64868,4628,17160,2456,27262,2812,5485,1162,5319,1492,2541
25,Massachusetts,3205372,19260,1393732,17101,545765,12700,758596,12496,221249,7762,283738,8858,2292,133432,5258,72367,3722,17929,2753,31963,2512,6338,1500,4835,1219,0
26,Michigan,4003428,19255,1370995,15248,756811,11446,1002454,16346,312838,9004,559226,11580,1104,143706,7029,58692,3616,29712,2490,33724,2786,13250,4290,8328,1634,0
27,Minnesota,2666098,12451,1022255,13441,446397,8980,649708,10414,212369,6148,334446,8765,923,143802,4672,68109,3411,30412,2339,30264,2389,8728,1412,6240,913,49
28,Mississippi,1111361,13626,345431,9968,207486,6720,260188,8153,117651,5721,174189,7777,6416,28087,3116,9295,1472,4404,1137,7629,1834,3905,1189,2854,972,0
29,Missouri,2743623,14858,958554,14531,488544,11299,693856,12979,237889,7005,351448,8720,13332,112679,6051,46991,3632,18947,2482,27454,2877,6456,1475,5531,1417,7300
30,Montana,458003,5845,162318,5172,88604,4876,108276,4793,55727,3904,42206,3008,872,30112,2925,16105,2013,4138,1105,5217,1118,2792,700,1860,728,0
31,Nebraska,937834,8489,327777,7343,155274,5195,236197,5840,87906,4264,128642,4970,2038,39761,2839,18711,1728,8770,1233,8013,1234,2582,574,1685,545,0
32,Nevada,1191986,12734,335097,9779,327461,10568,309263,10171,104866,6212,111962,6489,3337,43778,4398,20781,2809,5954,1391,12576,2066,3013,985,1380,828,74
33,New Hampshire,628044,7757,234274,7216,107305,5460,162461,6762,53981,3405,69943,4301,80,39180,3507,18567,1901,4955,1467,9295,1593,3746,958,2600,1043,17
34,New Jersey,3801308,21987,1449416,16735,651402,13027,977017,16585,284290,10304,435937,11469,3246,145441,5723,73609,3904,16663,2217,39616,2988,8064,1598,7489,1670,0
35,New Mexico,848687,9895,302262,8285,168239,8110,203753,7044,97883,5282,73347,4771,3203,41852,3221,16656,2510,6797,1435,9246,1701,4091,1222,4995,1401,67
36,New York,9046575,33122,3561474,27050,1745617,24333,2198643,24763,672706,14916,853324,16686,14811,347072,10372,173336,8027,59221,3482,74718,4198,19396,2490,17815,2187,2586
37,North Carolina,4121671,25131,1429767,18449,698676,15742,1003113,17407,411648,10223,531850,14049,46617,166510,6812,82743,4813,21006,2480,38167,2896,11442,2140,9317,2118,3835
38,North Dakota,379847,4886,129869,3961,66439,3614,86282,4200,48795,3098,46802,3035,1660,18531,1496,8874,1044,3573,722,3979,779,1232,436,873,326,0
39,Ohio,5075200,21324,1741887,19982,908613,13584,1274696,16195,384305,11219,761116,13866,4583,180003,8166,79150,4485,30810,3861,48638,3368,9853,1697,11508,1919,44
40,Oklahoma,1641563,13382,525254,10774,291543,8960,411166,9418,197296,7362,202294,7727,14010,68542,4273,28736,2729,10218,1315,16162,1849,4841,1109,4560,1229,4025
41,Oregon,1709279,14334,614306,11510,316139,8559,424259,9700,158579,6050,194827,6736,1169,108132,5757,51029,3422,20713,2132,23144,2886,7575,1848,5671,1370,0
42,Pennsylvania,5655344,24975,2036781,21485,975772,17319,1404423,18961,475249,10016,761773,12730,1346,212107,7227,103113,4815,30443,2951,55152,3897,11924,1783,11475,1515,0
44,Rhode Island,464646,7946,175179,6935,90735,4451,110924,5937,32177,3003,53642,3706,1989,15908,2133,8158,1201,1637,694,3886,998,978,639,1025,629,224
45,South Carolina,1912871,16618,606448,13025,355117,10462,478117,10458,188019,8301,264338,8530,20832,72437,4651,28487,2340,9727,2084,17856,2305,5752,1646,2542,832,8073
46,South Dakota,407277,5086,141844,5499,70376,4263,99061,4304,43174,2758,51858,3280,964,21018,1708,11368,1107,3383,676,3857,804,1179,387,1231,559,0
47,Tennessee,2711169,19153,908038,15130,453080,10411,698462,12069,253859,8590,394100,11169,3630,90494,4679,39719,2917,11738,1853,26238,2591,6773,1508,6026,1455,0
48,Texas,11132187,37096,3789427,30045,1967622,26339,2788476,29618,1237657,19518,1285566,19385,63439,453258,12790,199911,8599,67388,4809,120887,6033,33884,3633,23205,3054,7983
49,Utah,1209175,11335,424977,9040,184862,7486,328149,8821,117902,5466,151046,6274,2239,53014,3478,24684,2184,7714,1201,15635,1960,2214,723,2681,773,86
50,Vermont,313415,4891,121136,3396,56333,3567,71755,2583,31996,2543,32081,2153,114,23357,2393,11762,1682,4528,848,3414,721,2152,966,1501,582,0
51,Virginia,3762996,18633,1508017,16417,599980,13619,875105,16716,346860,10171,372550,10684,60484,167035,7799,81739,4528,27937,3523,35958,3255,12845,2379,5953,1513,2603
53,Washington,2997311,18948,1149011,15035,527461,14001,690333,12260,287082,9008,323290,10255,20134,162951,8621,78955,4557,29275,2820,36758,3242,8734,1558,8044,2821,1185
54,West Virginia,709109,10548,213345,7112,146787,6496,171881,5751,89182,5249,86897,4605,1017,20446,2369,7684,1595,5345,1087,4980,992,1043,418,1394,565,0
55,Wisconsin,2712317,13635,912021,11983,464130,9512,658425,11823,227271,5385,449254,9745,1216,115359,4395,52206,3120,18212,1533,27920,2428,9799,1349,7177,1223,45
56,Wyoming,285840,4955,93813,4630,46196,3161,64034,3893,45602,3038,34430,2703,1765,13647,2096,6470,1509,2045,829,3225,851,1304,556,603,449,0
72,Puerto Rico,1077361,12072,320857,8861,223721,8190,308963,8494,101844,4776,121212,5345,764,25597,2773,8538,1242,5058,1327,7406,1244,3033,724,1533,581,29
