GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Management, business, science, and arts occupations","Margin of Error; Total: - Management, business, science, and arts occupations",Estimate; Total: - Service occupations,Margin of Error; Total: - Service occupations,Estimate; Total: - Sales and office occupations,Margin of Error; Total: - Sales and office occupations,"Estimate; Total: - Natural resources, construction, and maintenance occupations","Margin of Error; Total: - Natural resources, construction, and maintenance occupations","Estimate; Total: - Production, transportation, and material moving occupations","Margin of Error; Total: - Production, transportation, and material moving occupations",Estimate; Total: - Military specific occupations,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,"Estimate; Total: - Worked at home: - Management, business, science, and arts occupations","Margin of Error; Total: - Worked at home: - Management, business, science, and arts occupations",Estimate; Total: - Worked at home: - Service occupations,Margin of Error; Total: - Worked at home: - Service occupations,Estimate; Total: - Worked at home: - Sales and office occupations,Margin of Error; Total: - Worked at home: - Sales and office occupations,"Estimate; Total: - Worked at home: - Natural resources, construction, and maintenance occupations","Margin of Error; Total: - Worked at home: - Natural resources, construction, and maintenance occupations","Estimate; Total: - Worked at home: - Production, transportation, and material moving occupations","Margin of Error; Total: - Worked at home: - Production, transportation, and material moving occupations",Estimate; Total: - Worked at home: - Military specific occupations
01,Alabama,1932727,18015,643064,12539,334282,9735,459861,10388,190133,7032,302720,8797,2667,50055,3837,23261,2578,6565,1485,12711,1859,3939,1333,3532,1127,47
02,Alaska,366809,5441,128972,5345,56585,3809,86153,4951,47003,2765,39639,3447,8457,15371,2129,6531,1416,2819,828,3051,1116,1240,380,1265,636,465
04,Arizona,2727448,17333,955181,15677,545723,12181,708033,12450,258300,7974,253034,9333,7177,150347,7170,75156,4441,19949,2227,39700,3691,8631,1919,6439,1408,472
05,Arkansas,1225755,12155,389365,9263,206143,8106,291892,7520,127790,5835,209317,7463,1248,34589,3457,13240,1869,6932,1392,8264,1426,3630,1184,2468,820,55
06,California,16740038,39419,6146529,32396,3142408,31880,3994813,33852,1566010,22077,1827610,21245,62668,877833,17079,436687,9343,173305,7410,187273,7888,40041,3854,32887,3577,7640
08,Colorado,2564044,16271,1016244,14934,453067,10611,605110,12742,233870,8040,232595,8212,23158,177620,7065,98480,4326,22318,2196,42903,3672,8311,1691,5558,1299,50
09,Connecticut,1719042,11585,684106,11440,323419,9067,408700,10722,129278,6119,168655,7225,4884,75129,4216,40865,2722,9690,1865,18086,2379,3179,1048,2241,664,1068
10,Delaware,424042,7520,167712,6078,79567,5269,102323,5202,32323,3170,41268,3739,849,15846,1986,8200,1278,1683,743,4275,1071,820,474,868,413,0
11,District of Columbia,799166,13648,476498,9517,122667,6389,132507,6122,35257,3995,29324,2708,2913,14474,2265,10269,1719,2151,980,1149,558,410,525,281,259,214
12,Florida,8313689,34529,2774091,26701,1723823,28070,2289373,26473,758903,18797,737559,15899,29940,424181,12099,200429,8036,48869,4512,123138,6915,27122,3310,16432,2197,8191
13,Georgia,4286025,25812,1519648,17541,750079,16633,1052049,15737,375267,14169,558052,12741,30930,208445,8238,104243,5153,21927,2508,53466,4075,11522,2309,11456,2213,5831
15,Hawaii,673305,7037,225965,7347,141953,5464,160094,7069,64439,3829,57864,3653,22990,29619,3070,15374,2361,3388,764,7130,1435,1448,559,1965,829,314
16,Idaho,673949,9425,222894,7717,118041,5295,168761,6786,79214,5145,83649,5127,1390,38378,3045,17240,2061,5158,1224,10948,1595,2862,997,2170,828,0
17,Illinois,5960853,22997,2179758,18781,1030954,16276,1473029,18067,423716,9542,841848,18664,11548,250948,8615,121808,5795,41051,3861,63640,4427,10916,1632,11040,1615,2493
18,Indiana,2913661,17619,932400,13771,507127,12287,674204,10965,251979,8601,546515,11546,1436,98636,5088,41790,3323,16354,2468,25162,2531,8329,1746,7001,1509,0
19,Iowa,1549841,9644,524619,9964,268486,6468,356873,8214,142437,5187,257117,6611,309,64401,3558,30681,2417,13107,1683,13909,1693,3395,782,3309,606,0
20,Kansas,1404005,10889,509456,9350,226784,6546,327552,7262,138301,6067,193270,6019,8642,55406,3290,27370,2561,9989,1575,12755,1660,2284,640,2571,794,437
21,Kentucky,1893943,15108,611618,10493,312531,9417,453413,10252,180772,5908,321654,9578,13955,59761,4269,28327,2369,8474,1478,14151,2104,5278,1698,3531,1148,0
22,Louisiana,1994143,15690,637661,13147,382942,11496,470445,9797,245492,8978,251060,9177,6543,47373,4325,23029,2822,7645,1492,9771,1590,3577,984,3151,1166,200
23,Maine,612969,7120,210131,6959,117689,5820,144497,5264,67671,3263,72240,4168,741,35944,3056,16495,1974,4871,1059,7870,1299,3105,844,3603,1130,0
24,Maryland,2674212,19448,1162433,16487,455827,11437,611901,12203,217552,7811,210094,8049,16405,124944,5322,70326,3830,18656,2188,23106,1905,5773,1262,3102,935,3981
25,Massachusetts,3399334,22899,1493133,18340,603453,13629,761880,12994,231081,8603,308331,9824,1456,147491,6136,83519,4557,19266,2613,30908,2874,7834,1613,5831,1249,133
26,Michigan,4240614,19102,1465618,14875,773893,13242,1030258,12767,321192,7622,648154,11849,1499,164515,6370,73874,4001,33240,2649,38028,2759,9586,1818,9787,1448,0
27,Minnesota,2790174,13036,1086105,11294,471380,8979,655903,10571,210196,5727,366096,7905,494,135427,4577,67858,3510,26178,1950,27927,2433,6671,983,6793,1181,0
28,Mississippi,1135424,13277,345339,8651,213959,8333,273265,8059,111530,5859,186253,7312,5078,22785,2576,8655,1403,3381,875,6327,1302,1667,756,2617,986,138
29,Missouri,2813503,17093,993984,13481,507633,11611,699980,13779,235213,7805,366928,9366,9765,114179,4710,52745,3891,16080,2149,26680,2325,7833,1500,6633,1384,4208
30,Montana,472100,6676,164206,5102,93340,4541,112935,5412,55578,3276,44740,3024,1301,28478,2805,14923,1607,4518,974,5098,1016,2067,617,1843,751,29
31,Nebraska,972334,6986,344846,7290,156633,5463,235645,5753,97318,3924,135766,5205,2126,41789,2560,20086,1621,7050,1222,9271,1105,2971,758,2359,632,52
32,Nevada,1250232,13247,347106,8778,347404,10520,317367,9278,110208,5608,125683,6760,2464,44378,3747,20761,2203,6411,1400,12868,2191,2460,1028,1878,949,0
33,New Hampshire,638308,10110,244548,6651,103727,5795,161544,6648,56566,4487,71027,4873,896,36720,3085,20089,2108,4546,1020,8025,1488,2845,984,1215,499,0
34,New Jersey,3884264,26647,1488453,15768,689912,16288,980289,17127,281841,9696,440650,11537,3119,166363,6258,88528,4498,19353,2592,43579,3290,7320,1429,7398,1459,185
35,New Mexico,863562,10736,301295,7798,179305,8508,193062,6773,104182,5645,82689,5033,3029,37815,3287,15015,1987,9717,1623,6954,1527,3292,1004,2837,999,0
36,New York,9369775,31153,3749464,28750,1858403,23694,2208655,18515,679954,13448,859680,15549,13619,360333,11526,191642,7465,61162,3929,73026,4409,15869,2269,16336,2633,2298
37,North Carolina,4346403,23045,1541504,18905,781159,15623,1012314,17017,397665,11546,561829,11406,51932,196868,7649,104345,5516,23667,2120,45391,3743,10509,2155,10024,1728,2932
38,North Dakota,426190,5770,141226,4718,69310,3849,94301,4509,60344,3683,58844,3542,2165,16917,1414,8409,1037,3334,829,3187,740,1115,350,872,315,0
39,Ohio,5260763,23967,1847117,19808,932322,14135,1249811,16513,403835,10976,824222,13742,3456,182681,7490,87893,4994,24546,2312,46697,3580,11233,1702,12312,1657,0
40,Oklahoma,1696629,10537,553063,8603,304168,7946,409904,7360,197414,5538,223023,5722,9057,57224,3337,25813,2366,8376,1246,11386,1225,5328,988,2672,497,3649
41,Oregon,1790663,15630,648752,11732,329591,9146,431826,9530,159961,6749,219536,7109,997,110334,5784,59864,3866,17264,2447,22136,2638,5835,1340,5232,1312,3
42,Pennsylvania,5807772,22684,2126757,19694,1019683,15286,1418364,14858,465953,10643,774772,12197,2243,227765,7559,115494,5108,30828,2770,57579,4009,12519,1655,11205,1563,140
44,Rhode Island,479867,9766,185176,7241,97390,5628,113387,5697,33624,3229,49068,3850,1222,15751,1972,7892,1450,2496,899,3544,1074,832,452,610,432,377
45,South Carolina,2030002,15955,664137,12909,389613,12105,489833,9331,181830,8071,289060,7524,15529,68335,4721,32372,3210,9242,1593,17886,1782,4931,1425,3444,903,460
