GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
46,South Dakota,430002,5164,144858,5566,75369,3926,109054,4542,47021,3058,52524,2851,1176,22385,2147,11947,1598,3545,774,3026,644,2785,943,1063,383,19
47,Tennessee,2880910,20784,973278,13633,481134,11886,725453,15900,256419,7967,442160,11478,2466,100653,5560,46760,4016,14229,2289,26293,2662,7508,1634,5718,1561,145
48,Texas,11932218,33744,4142318,30188,2111810,25525,2905336,27198,1302835,21880,1418548,25259,51371,491120,15266,241383,9715,66675,4416,121023,7071,32117,3354,24637,3080,5285
49,Utah,1309718,11980,483974,9373,202688,6773,345024,7551,116017,4737,160128,7177,1887,67201,4104,33785,2743,7539,1251,20152,2656,2143,810,3530,905,52
50,Vermont,312687,4827,120565,4295,56918,3517,69002,3594,31701,2240,34301,2257,200,21399,1782,11179,1202,4417,882,3357,642,1335,493,1106,354,5
51,Virginia,3930281,22386,1588898,16086,678518,14240,893771,14003,340788,11552,381132,9749,47174,182279,6807,96183,4300,27259,3018,36860,2972,11258,2145,8357,1457,2362
53,Washington,3158180,19055,1213441,16575,549095,12610,715007,14049,293630,10381,358752,10423,28255,170293,7449,84642,4523,28923,3319,36623,2705,9357,1964,9267,1332,1481
54,West Virginia,720922,11019,224438,7438,141331,5543,175591,7276,84939,5217,94512,4644,111,22786,2341,8379,1260,6688,1453,4995,1035,1708,635,998,479,18
55,Wisconsin,2778369,16369,939175,11092,474045,9150,658037,11607,232464,5856,473437,8094,1211,114671,4663,54748,3156,17148,1637,26666,2185,8273,1202,7836,1176,0
56,Wyoming,298734,4653,99519,4400,54656,3101,60949,3447,49237,3485,32870,2863,1503,10777,1854,5936,1353,2205,711,1123,500,636,369,877,561,0
72,Puerto Rico,1027075,11465,328891,10669,218472,6945,275941,9876,98442,5136,104821,5640,508,22680,2693,7270,1261,4580,1120,5488,1387,3789,1196,1503,671,50
