GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
21,Kentucky,1770840,13867,75625,3733,170169,5935,832422,10175,417749,6131,139179,4523,36832,2536,37111,7231,1446,4244,1077,1032,380,208,180,486,313,198,168,49002,3169,1104
22,Louisiana,1870598,14803,74890,4159,203865,6159,861610,11515,434502,6703,149181,6055,42219,4062,40726,17335,2410,8667,2068,1758,570,404,260,292,206,1119,517,42461,3382,641
23,Maine,627734,6467,29914,1884,57500,2215,258152,4283,164081,3256,61242,3556,15684,1629,17623,2644,839,955,348,598,300,233,186,142,143,682,469,29303,2788,516
24,Maryland,2454466,16186,115003,5510,225391,5704,1106780,11316,575359,7995,219024,6432,56584,3340,65709,13833,2839,7925,1712,2100,605,493,425,502,306,1252,572,100492,6490,1768
25,Massachusetts,3105432,18785,109306,5134,259367,5598,1444350,13570,738909,7038,276582,7027,76213,4699,82065,19527,2371,7929,1516,1532,667,410,316,1248,735,777,358,102723,5345,965
26,Michigan,4358915,19377,197001,5662,427161,7109,1980583,12549,1081243,8672,358074,8172,89817,3702,94973,18437,1977,10019,1572,2791,788,1205,455,942,396,844,393,136779,5919,3161
27,Minnesota,2618412,12539,131132,3901,257326,3883,1185325,8365,629230,5697,214583,4712,55070,2845,58998,14157,1789,7942,1503,2230,530,736,289,480,248,685,229,121278,4397,2572
28,Mississippi,1143315,11454,44472,3796,115959,4868,530361,9599,263571,5537,95738,4757,24756,2041,27138,7401,1692,4362,1451,905,494,460,315,237,189,794,466,22042,2747,258
29,Missouri,2731050,15826,124866,4488,277743,6572,1220432,11018,652227,7409,227639,5617,59117,3835,67815,13583,2122,6688,1142,2701,702,1033,539,618,310,1003,392,97176,4559,1426
30,Montana,454500,5423,22182,1934,45422,2195,185186,3152,118431,2623,42304,2442,11885,1481,12997,5522,1360,1675,593,1283,780,268,173,76,90,291,198,27148,2156,460
31,Nebraska,904925,7809,44581,2179,98206,2941,387557,5138,211651,3502,74030,3180,21969,1508,23114,6143,1176,2356,658,724,294,152,135,172,151,352,163,39489,2643,1114
32,Nevada,1153028,11712,49243,2747,106433,4222,558874,8935,243540,4877,93658,4237,27042,2734,26967,9825,2116,5718,1196,2164,1012,314,286,372,236,161,163,33901,3831,251
33,New Hampshire,624571,8310,34476,2210,53654,2759,264586,5268,158700,3556,58471,3153,15215,1723,15539,2745,869,1054,492,711,445,195,162,149,226,182,168,28213,2657,82
34,New Jersey,3784016,26690,147028,6503,314659,7242,1712717,18866,933500,10359,325802,6619,92031,4544,108157,27180,3561,12080,2131,4798,1106,1451,900,1384,911,1732,656,120790,5343,664
35,New Mexico,823107,10986,42428,3203,85306,3959,351881,7140,199515,4100,75827,3840,20127,2035,19349,5795,1268,3786,1561,634,323,118,144,128,190,257,241,39637,3274,1024
36,New York,8693739,33267,255717,7338,709666,9326,4139408,22979,2097056,15537,759933,12006,198645,6407,220383,84106,6556,36561,3513,11012,1946,3176,1055,3241,917,5916,1217,291801,11018,3097
37,North Carolina,3907957,20742,154411,6093,355288,7712,1898756,14335,868675,8514,320402,7968,84369,2935,84939,29516,3742,10153,1758,2029,702,696,442,522,327,824,504,124086,6185,1520
38,North Dakota,345718,4469,17021,1157,38026,2145,142429,2853,86296,1773,29907,1445,7463,812,8933,1928,557,1330,522,220,178,174,158,73,58,44,46,17244,1533,338
39,Ohio,5195684,24512,239300,6710,501210,9012,2298682,14661,1281647,10039,450725,7904,110533,5058,126039,22455,2429,10635,1397,2847,798,502,275,662,371,1838,624,155538,5349,3480
40,Oklahoma,1538895,13673,74179,3454,163405,5713,678736,8323,356147,5260,130524,4912,34395,2299,36369,10494,2006,4846,1315,1264,488,209,300,242,189,747,358,50613,3562,706
41,Oregon,1716891,12393,67344,3873,170992,5820,780313,7612,419128,6054,153123,4430,36271,2986,39069,21048,2183,9183,1518,2637,614,468,246,532,378,733,311,85768,4724,1881
42,Pennsylvania,5455635,25275,225659,5760,481403,8713,2349236,14777,1398357,12107,512494,8721,133536,4791,143424,24407,2635,13672,2129,4260,980,898,345,1071,432,1784,515,171801,6570,3397
44,Rhode Island,471613,8269,17376,2003,42691,2761,215355,5391,115938,3609,40601,2380,11209,1589,11052,2841,957,626,386,137,144,575,466,129,142,493,422,13924,1815,136
45,South Carolina,1822503,17056,71400,3600,184143,6687,849374,9398,413514,6079,150566,5726,42383,2764,42014,12373,2120,4973,1283,1279,516,273,199,180,174,824,417,44577,3365,353
46,South Dakota,385189,5237,20020,1575,41362,1824,162151,3431,92720,2373,31461,1818,8968,1152,10553,1452,483,912,401,215,163,191,141,76,69,92,91,23233,2286,668
47,Tennessee,2704348,15751,110737,4055,257672,6516,1265050,12971,619931,8625,231962,6162,60994,3604,63950,13668,2174,6204,1458,1842,641,266,261,343,236,443,270,73541,4999,930
48,Texas,9943499,32950,393886,9708,1031128,14120,4813019,21166,2218898,13887,744049,11444,200139,6015,214881,80312,6211,33254,2950,8389,1382,2234,1152,2553,826,4565,1068,331556,10230,4586
49,Utah,1150730,8983,74688,2956,170452,4022,544781,4893,216915,3767,74765,3149,19930,1985,20544,9801,1451,2126,635,1291,557,166,197,399,259,226,192,54103,3911,950
50,Vermont,312278,4427,14661,1174,25491,1750,129404,3077,80705,2461,31852,1917,8800,1132,8630,2357,649,1106,492,368,229,0,268,14,24,15,25,17384,1626,330
51,Virginia,3533270,19125,145760,5931,329854,8122,1634279,13053,837526,10059,300622,6630,76535,4094,84328,21903,2542,9606,1516,2202,728,995,517,703,339,1524,526,126001,6623,1733
53,Washington,2861021,18188,115272,5008,292240,7252,1309580,13736,686548,7251,247198,6426,62820,3454,66919,21837,2547,11084,1879,3079,807,1188,540,903,441,1123,511,132979,6674,1426
54,West Virginia,692130,9528,24258,2153,67709,3665,304383,6911,175552,4248,68246,3789,14042,1666,15442,2822,835,1643,630,558,307,333,274,91,108,99,120,20722,2853,176
55,Wisconsin,2663113,15298,138900,4146,273994,5214,1159165,10360,654927,5676,221547,4794,57006,2433,65596,17539,1938,10749,1526,2409,515,648,268,712,312,972,323,104037,3853,2821
56,Wyoming,262992,4750,13668,1404,27771,1953,103911,3433,68284,2325,23617,1784,6846,1015,7967,1481,574,1176,420,235,198,0,268,114,145,48,81,14634,1723,344
72,Puerto Rico,1163976,13505,26236,2299,122557,4666,628867,9885,239845,5079,77325,4321,21142,1796,20206,15650,2151,7148,1350,2408,735,582,337,682,393,709,312,20627,2272,149
