GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
12,Florida,8114069,32638,88706,6610,496359,13882,427861,11168,230813,8096,1113378,20481,385458,12234,154971,7134,621574,13386,1016579,20515,1727003,22939,977289,20283,430232,12553,393417,11559,50429,404287,11109,4319,1091,28377,3406,19767,2883,16107,2486,31945,3603,13586,2602,12301,1892,52801,4135,111377,6078,51919,4276,21382,2721,25200,3357,6294,1488,8912
13,Georgia,4210086,26544,46778,3886,253353,11207,460875,11353,110121,6037,500112,12833,239160,9629,100244,5652,264070,9611,494300,13572,866322,13916,389989,12692,202882,7467,228426,10047,53454,201470,6626,3801,919,11015,2221,15977,2658,6339,1273,12217,1583,5221,1495,8862,1712,20311,2590,59576,4634,25997,2389,8414,1569,11000,2266,4533,1226,8207
15,Hawaii,671731,7518,10564,2060,44308,2883,19826,2177,13543,2039,78459,5091,37417,2518,9224,1462,39874,3192,71642,4136,119892,4773,103811,4739,29329,2299,56608,3820,37234,29476,2735,893,516,2433,877,1209,661,928,310,2008,674,924,474,594,313,3125,926,6716,1283,3441,786,1675,676,2478,716,628,503,2424
16,Idaho,675348,8131,36231,2639,51746,3990,65967,4449,19865,2477,81992,4717,28300,2888,12506,2475,34638,3068,60622,4315,155936,5536,62452,4862,29826,2864,32662,2960,2605,41017,3189,3953,1346,3303,1017,2680,790,1001,523,3086,1024,1707,861,665,339,2398,793,9247,1797,7910,1495,1835,546,2395,742,837,389,0
17,Illinois,5922060,24000,62524,3902,296793,9602,762403,14937,169516,6637,646682,12640,355485,10436,122760,5458,433771,10265,659199,12570,1336749,15230,532790,11929,290274,9685,235236,7703,17878,244042,7533,9601,1446,13648,2233,20157,2615,8103,1232,16312,2037,6889,1278,9015,1330,24689,2563,58842,4162,41253,3493,10097,1474,18117,2112,4534,1142,2785
18,Indiana,2907469,17025,39317,2380,167096,7028,555521,11977,71901,4819,345447,10819,145529,6724,38100,2741,145742,6365,228921,6317,659454,11817,267955,7972,141400,5690,97367,3915,3719,98314,4293,6900,1102,6121,1417,9307,1415,2575,698,7736,1177,3160,1264,2347,764,9920,1528,20616,2173,17132,1796,3164,804,7605,1470,1427,594,304
19,Iowa,1534377,10263,61194,3111,94978,3992,233265,6733,42696,2275,178683,5431,74743,3894,28313,2908,117312,5302,104527,4773,372978,7237,113076,4580,65627,3169,45747,2343,1238,71929,3466,15575,1451,3551,883,4369,1026,1648,441,4388,1061,2314,665,1747,536,4564,1127,7909,1181,18187,1795,2194,657,4435,800,1005,393,43
20,Kansas,1397474,10444,46246,2533,86818,3792,177161,5864,37339,3208,155574,6419,66942,3358,35591,2453,83810,4481,111455,5288,335702,7842,111156,5374,63560,3517,66916,3803,19204,56326,3561,7343,1151,3501,998,2705,702,1690,616,4148,1007,1116,520,1926,747,4509,904,9561,1464,11256,1493,1615,540,3262,699,412,221,3282
21,Kentucky,1865900,14728,51205,3153,105633,4975,254694,7739,49852,3233,218685,6902,109870,4945,30885,2455,102340,4843,138077,5578,445538,9660,162944,6280,83567,4173,86934,4578,25676,56597,3857,5561,1078,4813,1209,4058,920,1533,521,4494,906,2134,666,1112,377,5730,1278,10333,1451,8434,1282,2841,921,4930,1162,579,323,45
22,Louisiana,1977429,13074,92404,5775,159761,6670,154148,7274,50332,3812,225873,6840,101442,5849,31056,3432,105933,6203,169431,7004,457633,10017,205221,8438,102218,6087,106921,5206,15056,46945,3586,2346,733,4432,1216,2066,634,1692,654,3453,884,2345,774,1873,1330,4366,912,8480,1254,7389,1249,2503,916,3938,976,1504,641,558
23,Maine,618200,7454,15584,1449,45083,2939,57641,3645,13698,1637,83588,3951,23637,2125,10344,1624,35918,2792,51086,2946,168753,5601,57555,3708,27001,2209,27087,2099,1225,33228,2512,1551,712,2107,765,2009,694,847,375,2102,619,975,517,527,310,2617,667,8114,1593,5848,1039,2793,911,3377,816,324,197,37
24,Maryland,2652650,15529,16530,1823,180858,7609,142229,6322,55744,3931,289227,9019,116634,4943,49428,3453,164239,6533,391254,8373,625759,11582,216799,8097,134257,5208,241673,8173,28019,121882,4809,3610,1026,6398,1413,5375,977,2505,927,6029,1029,2775,1071,4451,919,13100,1749,37434,2951,21158,2147,5637,1070,8276,1428,3610,928,1524
25,Massachusetts,3340024,19655,13736,1815,189381,6175,313234,9368,78722,4457,360562,10575,124795,4856,73907,4028,251539,7532,433325,11044,921232,13395,294755,9045,145234,6571,136055,5289,3547,137047,5918,1289,565,6428,1236,8539,1355,3934,951,9797,1510,2879,874,5588,991,11930,1591,41251,2936,27042,2511,9328,1854,7797,1459,1245,466,0
26,Michigan,4146063,17757,53810,3002,200843,6198,713369,12592,102896,3896,473462,9352,168602,5167,65019,4078,231584,6701,390532,8848,985006,15313,401260,11144,202420,6618,154135,4911,3125,153937,5004,7584,964,8399,1543,12798,1362,4877,944,10632,1575,3538,793,4385,937,11693,1434,35640,2561,30019,2086,6556,1195,13852,1737,3955,759,9
27,Minnesota,2754782,14087,63496,2651,147054,4797,380392,7712,75002,3358,316830,8175,128884,5573,53945,3131,204460,5969,266602,8271,672985,11193,220881,7808,127131,5192,94240,3924,2880,146228,5027,16074,1052,6261,972,10690,1387,4517,897,9192,1287,2775,643,3236,711,14203,1598,26497,2116,35092,2190,7434,968,7740,1231,2137,725,380
28,Mississippi,1130304,11407,27631,2580,72094,4452,151404,7255,26519,2755,135348,5927,55667,3875,12708,1906,54047,4543,67495,4085,276202,7938,114839,6377,55284,4109,69989,4830,11077,28231,2626,1514,659,3590,1279,2045,718,811,494,1490,646,1919,772,871,462,1917,735,4668,1109,4045,999,1956,826,2420,710,535,322,450
29,Missouri,2775442,18484,46776,3111,162118,6381,316351,9180,75931,4498,330354,9576,133285,5523,52987,3550,193647,6115,263373,7367,668278,11947,253586,8097,132075,5026,126611,5401,20070,120239,5316,9375,1410,8275,1768,7555,1311,3614,877,8564,1564,4247,1206,2673,686,10654,1741,23600,2109,18920,1941,4481,852,7799,1364,1089,397,9393
30,Montana,471174,5707,31950,2403,37487,2850,22122,2280,11019,1685,56315,3288,20717,2241,8810,1309,23561,1958,41059,3297,106372,4754,56289,3912,19928,1927,32430,2578,3115,31067,2361,7094,909,1969,565,1585,517,714,537,1810,568,762,324,533,255,1253,558,5607,1286,5143,1021,2568,711,1534,429,336,253,159
31,Nebraska,959466,7329,44033,2494,62614,3549,105193,5824,26822,2386,109853,4556,56472,3143,19208,1948,70403,3183,80333,4375,218683,5636,75703,4057,43264,2811,41904,2551,4981,46201,2718,11662,983,2800,810,1592,419,1164,533,3160,928,1454,561,723,294,3351,661,5151,1037,9396,1387,2541,856,2418,665,757,360,32
32,Nevada,1220259,10501,19534,2022,71522,4446,49757,4068,23793,2727,145223,6325,58996,4260,19520,2308,64304,3662,136676,6761,183502,8550,321925,9987,59481,4502,57325,3789,8701,37564,3975,665,527,1325,495,1199,479,1448,507,2995,1065,733,344,1563,669,3812,1058,12192,1848,5453,1122,2938,1166,2771,855,429,242,41
33,New Hampshire,643519,6906,4938,1115,43184,3489,74916,3942,19094,2465,87227,5102,23445,2589,11683,1581,46252,3082,60253,3636,158758,5435,61303,3841,28809,2951,22456,2335,1201,39485,3256,1019,491,4024,1286,3479,681,1976,813,2413,727,579,365,1205,431,3209,959,9834,1470,5391,949,2037,744,3228,917,941,499,150
34,New Jersey,3845302,22039,13131,1918,211107,7414,362479,9058,138607,6724,458313,11220,223894,8634,97960,4844,293543,9166,461644,10244,914371,14955,327786,11482,175447,6938,159988,5633,7032,168645,6305,788,447,10242,1893,11698,1687,8741,1682,10494,1524,3477,819,9760,1385,18211,2231,52698,3616,24778,2135,6849,1262,8639,1367,1856,703,414
35,New Mexico,864035,11042,39619,3777,61150,4316,43589,3747,18481,2504,94872,5008,35961,3365,11928,1939,37962,3336,90706,4471,222521,6958,88638,5349,41547,3351,68754,4132,8307,39294,3079,2442,921,2605,862,2022,703,1680,839,3100,740,553,300,843,508,2967,704,7872,1445,9135,1499,2461,763,2567,775,1047,405,0
36,New York,9254927,29884,51695,4292,522799,12424,615506,11828,227590,6810,1012360,17589,456147,10518,275392,9265,786582,14433,1080843,15718,2469826,25785,845262,15723,458317,11819,429075,9563,23533,349533,8358,8789,1692,15589,1837,16958,2263,12326,1883,26217,3197,8711,1663,18100,2751,40232,3612,85026,5021,62239,3836,30365,3205,19624,2143,3461,821,1896
37,North Carolina,4264553,21678,65807,5279,285019,9706,523836,11258,113440,5658,494367,14209,172426,7530,74422,4735,260436,6821,414245,10270,989327,16728,397632,9209,211597,7151,179128,6645,82871,191369,7966,5240,1004,13121,1899,15362,2258,9389,1986,15265,2421,4160,1079,8011,1547,22371,2117,48955,3414,23322,2267,8124,1416,10728,1534,2185,763,5136
38,North Dakota,416250,6114,45458,3190,33726,2450,29172,2670,13582,1675,50086,3675,24540,1805,6122,832,22993,2408,26191,2611,94091,4384,29877,2382,15866,1740,19585,2112,4961,20982,1741,8043,951,1124,440,293,186,170,132,1035,610,379,195,304,182,1404,470,2368,603,3512,736,682,297,902,322,253,133,513
39,Ohio,5193449,21153,55138,3500,272463,7621,800266,12324,141427,5715,604743,12463,246492,7767,84653,4632,338235,8660,492203,9516,1241064,14868,462055,11013,241617,7044,206229,6913,6864,178626,7286,8745,1434,9188,1515,16595,1896,7982,1354,15537,2172,5216,1252,5387,1231,15838,1513,41199,3940,31452,2631,7137,1132,10941,1664,3295,767,114
40,Oklahoma,1672379,10097,87645,3635,117241,4602,156951,4892,40201,2844,188910,5950,83971,3908,29045,2251,97355,4647,136029,5208,372249,7463,155671,5541,86158,3880,101981,4775,18972,55872,2764,5621,819,4259,1039,2863,736,1313,395,4031,863,1720,548,1628,582,4082,833,12007,1407,9724,1387,2638,523,3314,499,824,341,1848
41,Oregon,1744948,13370,54325,4539,93803,4631,203198,7215,50473,3091,205931,6562,79204,4232,34803,2793,100053,5572,186283,6631,396830,8725,172457,7658,87455,5466,77799,4776,2334,104688,4946,4963,1111,4484,1073,6479,1255,3614,1044,7687,1415,2046,666,4344,1023,9611,1388,25123,2406,20182,2173,6254,1276,7454,1240,2269,754,178
42,Pennsylvania,5753977,21345,87056,4607,320655,7571,700547,11929,158420,6783,682845,12351,294560,7494,98798,4477,359695,9129,558803,11002,1497157,14509,486342,10991,268465,6926,234999,7058,5635,226703,6524,14237,2092,12957,1873,17942,1676,8165,1645,15507,1844,4383,926,7729,1065,22168,2302,51259,3243,42032,3438,10306,1600,15651,1689,4330,800,37
44,Rhode Island,479017,8312,1854,704,24578,2742,49632,3434,8211,1283,55505,3387,17079,2045,8974,1512,36850,2675,45151,3089,135285,5369,49019,4385,22138,2433,22497,2649,2244,18165,2160,109,131,781,515,1302,665,385,260,1475,452,245,206,1195,562,1932,699,4035,978,3854,1034,1251,566,786,466,513,415,302
45,South Carolina,1960684,17594,19650,2722,121718,6023,268950,8282,50186,3356,232964,8012,83339,3922,31729,3023,115045,5694,186235,7251,409675,10525,212778,7815,97654,5175,97499,4736,33262,68210,4616,1173,498,5036,1259,4811,925,3874,1060,5842,1216,2846,975,1368,466,8193,1479,15880,2099,9688,1419,1908,677,4614,1380,949,468,2028
46,South Dakota,425858,6290,29050,1742,28991,2647,42902,3091,13433,1774,47540,3222,17878,1928,7431,1352,29563,2330,26876,2254,101965,4265,37741,3063,19585,2126,20968,2005,1935,24290,1628,9836,1029,1436,573,635,340,359,273,890,356,827,436,273,198,1660,595,2308,580,3429,705,753,322,1662,510,181,156,41
47,Tennessee,2810215,16828,30350,3127,181426,8002,361104,10250,77568,4858,335365,10683,182442,6765,55822,4638,163942,6993,259275,7958,649546,11557,254619,9492,133279,5248,118154,5206,7323,101618,5144,3555,928,7662,1349,6564,1337,5372,1360,7963,1401,2297,715,3815,1193,9357,1828,23114,2204,17140,2041,5291,1133,8268,1461,1062,412,158
48,Texas,11604759,31349,395992,11137,902929,16333,1069764,19273,327297,11320,1348974,20957,634076,14283,200777,8891,762777,16212,1252226,19642,2469992,27189,1019224,19084,615494,15166,510923,12792,94314,455654,11353,17356,1945,31041,3760,26703,3022,16065,2172,32651,3262,17037,2302,14385,1862,50522,4135,115593,5842,66467,4686,22833,3061,31450,3230,5867,953,7684
49,Utah,1295307,8791,25894,2153,80285,4954,138614,5404,30065,2900,158435,5303,57578,3641,29697,2639,86973,4893,156159,6693,286592,8509,112699,6281,60632,3441,67488,4023,4196,61813,3734,1858,604,3924,1093,3651,1069,1756,641,4989,1080,2880,868,2004,585,6594,1226,14871,2031,11487,1593,2751,716,3734,942,1314,586,0
50,Vermont,316819,4944,8408,926,25014,2257,34609,2419,8206,1327,37513,2653,9690,1163,7677,1259,15940,1605,28026,2429,83637,2929,29607,2098,13321,1216,14498,1445,673,23193,1919,1527,427,2035,567,1510,367,592,435,1453,422,305,223,1037,455,1218,379,5367,1037,4298,781,1910,513,1509,445,432,230,0
51,Virginia,3873831,22202,39046,3037,254102,8405,293399,8050,68784,3796,434996,10165,151384,6108,77842,4217,243944,9003,556422,12299,811388,12581,333992,11177,204488,6173,300045,8963,103999,187750,6797,4957,980,10846,1689,7916,1365,4331,1378,11200,1628,4960,1264,5991,1033,16690,2100,53499,3263,26353,2772,9622,1641,14454,2268,5036,1045,11895
53,Washington,3134874,16202,83165,4476,177914,7387,332900,10422,87169,5403,357752,10378,156551,6569,67621,3405,165159,6431,385906,10143,656661,12450,286265,10505,156444,5623,176757,7394,44610,175237,6460,7059,1482,7358,1759,12950,1913,6319,1508,10877,1983,4529,1258,6880,1399,15976,2134,45408,3738,27658,2495,8805,1562,12467,1969,4470,922,4481
54,West Virginia,717978,10437,40048,2914,40524,3148,56565,4018,14575,2203,93391,4621,33974,2762,13526,2155,28836,2319,55437,3508,192430,5841,69827,4115,30991,2180,47315,3279,539,21171,2177,609,320,1221,645,1055,474,803,545,1912,566,421,281,561,472,1393,459,3783,806,5132,1074,1628,658,1809,581,844,414,0
55,Wisconsin,2747184,12053,66996,3300,138625,5331,502831,8913,74263,3633,310637,7691,116051,4092,45598,2885,174013,5633,215133,7019,647556,10943,242472,7139,116379,4700,94527,3802,2103,109393,4430,15605,1432,6294,1250,9372,1269,2876,719,7027,951,2650,653,2264,512,10388,1335,18546,1857,20832,1832,4447,874,6843,981,2206,661,43
56,Wyoming,293039,5290,37474,3423,24064,2256,10338,1752,6772,1469,29557,2914,20565,2369,4938,1175,10864,1464,20701,2210,58309,2971,32306,3730,15384,2077,19208,2141,2559,15788,1997,2976,853,1794,696,152,159,514,411,591,312,601,352,51,57,898,460,1979,666,2438,795,1899,826,1698,574,197,158,0
72,Puerto Rico,1055024,12424,13791,2151,63475,4108,99776,6646,31262,2848,144560,6367,39736,3206,20042,2293,60635,5027,100648,6425,237313,8234,89932,4659,56743,3751,96318,5011,793,21207,2395,678,394,2009,911,938,492,820,389,1805,724,361,309,1150,569,1366,631,3246,934,2945,795,965,455,4389,1102,535,301,0
