GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Private for-profit wage and salary workers:,Margin of Error; Total: - Private for-profit wage and salary workers:,Estimate; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Private not-for-profit wage and salary workers,Estimate; Total: - Local government workers,Margin of Error; Total: - Local government workers,Estimate; Total: - State government workers,Margin of Error; Total: - State government workers,Estimate; Total: - Federal government workers,Margin of Error; Total: - Federal government workers,Estimate; Total: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Self-employed in own not incorporated business workers,Estimate; Total: - Unpaid family workers,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers:,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers:,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Total: - Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Total: - Worked at home: - Private not-for-profit wage and salary workers,Margin of Error; Total: - Worked at home: - Private not-for-profit wage and salary workers,Estimate; Total: - Worked at home: - Local government workers,Margin of Error; Total: - Worked at home: - Local government workers,Estimate; Total: - Worked at home: - State government workers,Margin of Error; Total: - Worked at home: - State government workers,Estimate; Total: - Worked at home: - Federal government workers,Margin of Error; Total: - Worked at home: - Federal government workers,Estimate; Total: - Worked at home: - Self-employed in own not incorporated business workers,Margin of Error; Total: - Worked at home: - Self-employed in own not incorporated business workers,Estimate; Total: - Worked at home: - Unpaid family workers
01,Alabama,1964105,15947,1437877,13603,1383095,13871,54782,3535,130107,6829,123387,6080,105325,5898,68211,4012,95674,4420,3524,63757,4204,38661,3401,31568,3302,7093,1400,2437,696,945,396,1454,604,1569,720,17963,2363,728
02,Alaska,371382,5372,211833,6592,200192,6326,11641,1610,35197,2819,30165,2820,30195,2400,41894,3068,21201,2101,897,16095,2050,8086,1453,5874,1253,2212,728,754,359,569,256,844,453,498,259,5255,1082,89
04,Arizona,2872284,18674,2120710,19526,2019779,19114,100931,6451,174262,6563,181130,6742,135535,7146,93352,4690,162538,7375,4757,159681,5505,104043,5084,81686,4228,22357,2906,7374,1156,3966,1086,4363,1310,1541,412,37858,3143,536
05,Arkansas,1249200,11927,881457,13444,846193,13015,35264,2672,90280,5392,67175,4810,98827,5021,30496,3016,78362,5153,2603,38370,2875,17888,2091,13790,1679,4098,974,2563,758,471,374,1999,949,141,139,15151,1846,157
06,California,17630992,45581,12592718,50330,12008147,49721,584571,10817,1146505,16464,1292666,17894,709488,13667,437992,11787,1421675,21034,29948,970039,14583,489395,11326,378195,9948,111200,5101,43033,3074,46896,3167,43900,3510,19107,3069,320796,10114,6912
08,Colorado,2731235,18274,1966548,20454,1837097,19764,129451,5639,210945,7398,170477,6658,110302,5367,98864,4929,168684,7825,5415,194904,7005,128262,5483,98111,4920,30151,2835,10783,1814,3407,1233,3731,949,1436,559,45729,3754,1556
09,Connecticut,1741224,12778,1234078,12117,1174612,11374,59466,3966,163245,5917,126029,6252,75982,4515,31944,3033,106499,5378,3447,84879,4806,51426,3946,41496,3566,9930,1821,4655,951,1683,568,1374,545,2128,861,22812,2263,801
10,Delaware,440156,7251,325232,7829,308467,7777,16765,1705,36636,3336,12275,2088,38521,3267,10149,1298,17032,2435,311,20878,2186,13423,1722,10116,1511,3307,989,1191,528,221,227,886,586,89,93,4918,1435,150
11,District of Columbia,839206,12936,384025,10919,365618,10445,18407,2458,134679,5832,34622,3104,15993,2344,237683,7680,31551,3363,653,21529,2463,10465,1473,7570,1229,2895,782,2882,698,157,163,189,254,1703,769,6046,1513,87
12,Florida,8827805,36427,6705069,39225,6195275,40571,509794,12340,538611,13907,587887,15192,247619,7304,215990,8608,518561,13594,14068,493307,15108,334845,11145,235954,9312,98891,5945,17412,2063,6572,1552,6356,1138,8124,1723,117629,7200,2369
13,Georgia,4555994,22343,3314371,24519,3142630,23966,171741,7611,276849,9797,310309,9383,218808,9221,187596,9533,240521,9017,7540,231968,9335,156431,7249,123672,6424,32759,3006,8892,1441,2703,869,4965,1118,7825,1483,49969,4374,1183
15,Hawaii,705741,7272,429911,7769,406880,7806,23031,2485,51124,3369,23758,2527,61133,4182,91895,4656,46901,3434,1019,32616,3184,14047,1896,9867,1626,4180,966,2590,801,312,289,843,409,3604,1164,11115,1970,105
16,Idaho,714037,9303,493367,11356,464697,11135,28670,3203,53350,4468,48312,3614,37388,2998,24523,3373,55770,3847,1327,45237,4045,24937,3038,19641,2582,5296,1350,1481,552,1347,703,1556,594,863,391,14832,2095,221
17,Illinois,6082035,23448,4552383,25903,4337366,25339,215017,7482,526710,10893,388040,9328,218710,7396,115483,5294,272792,8559,7917,268434,8524,169266,6609,130931,5849,38335,3144,14457,2103,4673,1208,7163,1393,1987,641,69034,3713,1854
18,Indiana,3012416,18350,2304672,19944,2212166,20020,92506,5577,260600,8748,164840,5760,106131,5380,41787,3482,129305,4684,5081,109168,4985,66751,3838,51459,3275,15292,2393,5253,1039,1534,459,975,400,1001,611,32687,2734,967
19,Iowa,1574850,10000,1136270,10542,1086602,11165,49668,3406,136039,4870,94352,4656,85998,4386,21141,1709,97387,3834,3663,64248,3432,29625,2438,22066,2176,7559,1294,2985,782,1033,329,2407,702,448,409,26631,2375,1119
20,Kansas,1426252,11998,1008262,11710,958929,11441,49333,3419,108831,4882,99871,4112,77008,4258,46837,3425,83107,4104,2336,59428,3100,32393,2391,24448,2114,7945,1258,2654,698,771,332,1276,533,2545,837,19168,1786,621
21,Kentucky,1929752,14847,1384330,14632,1328683,15069,55647,3471,147181,5556,98728,6637,123672,5768,75886,4641,97493,4497,2462,59739,4095,33839,2815,28193,2689,5646,1163,3541,945,1282,629,1471,465,764,384,18543,2054,299
22,Louisiana,2033248,16656,1477180,18579,1400394,18874,76786,4872,124736,5949,142491,7167,113712,5969,61514,4368,111277,6053,2338,56858,4390,34224,3263,23428,2845,10796,2091,1730,564,712,442,1420,520,456,309,18015,2383,301
23,Maine,621181,8105,404451,8662,379638,7846,24813,2434,76875,3631,40623,3301,26494,2747,17472,2237,54757,3336,509,36488,3120,17795,2286,12590,1951,5205,1096,2254,570,313,187,404,251,55,110,15401,1780,266
24,Maryland,2743587,19263,1787474,20061,1689529,19922,97945,4492,250191,8965,207835,7216,116644,5015,245353,8235,132403,5951,3687,131975,6166,74044,4300,54789,3894,19255,2278,8155,1276,1959,610,2155,592,7667,1247,37220,3254,775
