GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
25,Massachusetts,3532276,17588,2462516,19914,2364032,19701,98484,5668,446220,12038,234491,8347,121356,5599,59893,3866,204073,7896,3727,164032,6622,94168,4709,77403,4282,16765,2352,12462,1643,2132,795,2463,769,1200,531,51281,3874,326
26,Michigan,4383993,17263,3302138,16706,3153950,17900,148188,5940,416469,8445,217212,6720,174690,6086,63881,3953,202337,6369,7266,158838,6080,91570,3959,71013,3567,20557,1795,9790,1315,2539,672,7215,1572,1604,459,44592,3091,1528
27,Minnesota,2876109,11512,2062316,12702,1951182,12661,111134,4708,332439,6776,178236,5648,107753,3725,38337,2667,152924,4565,4104,157355,5052,93687,4076,73867,4042,19820,2165,11537,1482,2787,664,2919,721,960,538,44482,2552,983
28,Mississippi,1141953,11389,797068,11053,759864,11040,37204,3713,67120,4474,63659,4865,107514,5550,46874,3242,58108,3409,1610,25115,2892,12658,1746,9157,1302,3501,892,1587,727,114,134,1117,539,461,398,9146,1811,32
29,Missouri,2886690,18643,2050989,17214,1963054,15923,87935,4547,308531,8837,157541,6150,120774,4970,87400,4534,155453,5703,6002,136530,5876,73854,4507,58574,3708,15280,2318,7752,1240,1910,747,2261,694,10776,1008,38649,2663,1328
30,Montana,479416,7204,297675,8095,268171,7556,29504,2653,45568,3405,37651,2645,34133,2934,19631,1653,42466,3068,2292,29109,2309,13844,1758,8762,1493,5082,1017,1236,366,873,360,631,285,313,250,11874,1606,338
31,Nebraska,997028,7665,701908,9437,666619,9106,35289,2661,92547,4005,64967,3099,49055,3128,25517,2237,61099,2633,1935,38329,2511,19015,1944,13997,1682,5018,1171,1927,559,496,230,1494,588,414,230,14713,1477,270
32,Nevada,1316032,11725,1049030,12125,1009787,12369,39243,3404,44989,3451,79985,4815,39269,3218,34925,3340,66495,4442,1339,48105,3466,32373,3053,25366,2629,7007,1269,2144,932,723,403,861,424,654,354,11234,1577,116
33,New Hampshire,648037,9330,447181,9656,425662,9841,21519,2224,74407,4318,46658,3345,24412,2666,11673,1982,43111,3276,595,45424,3300,28132,2604,22053,2462,6079,1072,3556,885,195,184,970,364,317,436,12120,1755,134
34,New Jersey,3978088,24028,2979155,23288,2821072,22824,158083,7793,258044,7547,278521,8763,188641,6366,69156,3574,198472,6810,6099,175053,6184,117793,5024,90165,4297,27628,3140,8354,1355,2036,636,2040,691,1906,600,42112,3323,812
35,New Mexico,871327,12369,556923,10993,526831,10609,30092,2821,64289,4269,71403,4395,67492,4396,55665,3808,54066,3489,1489,42276,3309,22210,2699,16226,1986,5984,1398,2698,887,1017,572,1143,559,1292,849,13797,1927,119
36,New York,9667841,32948,6697314,31386,6337385,33231,359929,9481,974131,16704,850224,16319,404035,9763,181435,6208,548031,11669,12671,367645,11384,211174,7723,152956,6220,58218,4318,22046,2177,8735,1355,4080,929,6368,1527,113143,5951,2099
37,North Carolina,4520809,21089,3251902,22067,3098004,21204,153898,6204,309558,8942,235658,8569,292439,8971,174303,7855,250317,8258,6632,227544,8563,141900,6839,112353,6342,29547,2855,9163,1374,2406,918,5039,1152,6854,1813,60874,4150,1308
38,North Dakota,437559,5770,294585,6603,280984,6559,13601,1627,43034,3152,27744,2404,20809,1901,18252,1765,32183,2081,952,18103,1810,7509,1176,5906,1077,1603,542,1184,807,355,241,422,295,264,287,8207,988,162
39,Ohio,5393979,20740,3971447,25548,3826252,25746,145195,6184,494411,12070,360419,9019,186049,6998,102783,5313,272392,7938,6478,200420,7634,116474,5306,95598,4948,20876,2393,10725,1349,2317,590,3932,895,2013,561,63380,4223,1579
40,Oklahoma,1730466,11506,1215704,12182,1152633,11867,63071,3723,114956,5430,93343,4414,116553,4645,85031,4274,101662,4646,3217,65232,3392,33062,2350,23190,1945,9872,1444,2797,667,1122,490,1381,502,5664,856,20693,2184,513
41,Oregon,1888562,14550,1319745,15052,1245155,14431,74590,4483,177204,6861,113408,5006,98695,5157,41905,3588,134557,6191,3048,116484,6214,63231,4155,45663,2970,17568,2574,5501,1047,1908,670,4140,893,1744,580,39149,3412,811
42,Pennsylvania,5911288,22804,4311477,24340,4149696,23812,161781,6087,695777,13386,297327,8267,185763,6638,119911,5757,291396,7613,9637,252050,7598,154780,6039,130943,5866,23837,2189,20924,2055,3965,904,4062,960,2596,885,63727,3399,1996
44,Rhode Island,484342,7695,343493,8450,328366,8124,15127,2047,56027,3837,29574,3131,17627,2444,14143,1668,23318,2437,160,16928,2204,8967,1396,7633,1250,1334,515,1659,787,673,475,130,133,644,339,4723,1137,132
45,South Carolina,2112333,18257,1535822,17856,1471413,17318,64409,3804,126719,4742,113293,5444,148274,5718,73331,3884,112090,5702,2804,80706,4303,50129,3435,40913,3219,9216,1374,4195,922,1144,568,2387,739,1868,655,20558,1926,425
46,South Dakota,435764,6340,285640,6291,267773,6329,17867,1922,48866,2785,29321,2317,19876,2050,14542,1367,36102,2420,1417,24970,2293,9219,1109,6619,908,2600,590,1394,736,582,425,385,227,247,214,12824,1331,319
47,Tennessee,3002764,19872,2176249,18882,2113591,18192,62658,3926,227630,7019,207072,7645,120681,5067,75167,4277,192222,6624,3743,111397,5794,61120,4097,53839,3736,7281,1367,6025,1186,1560,961,2074,891,1358,495,38632,3614,628
48,Texas,12559656,35659,9367552,42458,9030149,41851,337403,11009,681138,13734,774358,16927,556711,14432,360167,10811,801138,15770,18592,548949,12907,330375,10752,274198,9863,56177,4923,21523,2545,6940,1091,10079,1929,12597,1892,164119,7261,3316
49,Utah,1393568,12637,1021181,13024,963885,13197,57296,3814,105418,5365,77938,3630,77555,3934,45260,3506,63507,3707,2709,77377,4490,47217,3756,33587,3104,13630,2036,3630,724,648,317,1933,684,1623,696,21119,2411,1207
50,Vermont,319961,4755,199149,5032,185809,5158,13340,1408,48198,2996,21176,2095,16014,1684,7869,1291,26867,2162,688,19568,1772,9419,1243,6629,1031,2790,564,2020,581,126,89,864,466,324,204,6668,1092,147
51,Virginia,4005675,20484,2676313,20400,2547323,20851,128990,6237,297147,9361,298217,8354,164757,7281,373675,8727,189762,6644,5804,190819,7001,112852,4974,87791,4538,25061,2573,10506,1394,3825,884,5170,1020,10646,1676,46616,3993,1204
53,Washington,3322759,19821,2304140,19069,2172419,19029,131721,5942,261039,8104,209443,7638,203790,7152,146161,5987,191950,6650,6236,190433,8659,111440,5973,86001,4987,25439,2473,10581,1649,3187,789,11392,1819,4454,1244,47598,3387,1781
54,West Virginia,705487,9511,484005,9632,469555,9787,14450,1707,58600,3522,47344,3829,58260,3661,25359,2066,31367,2876,552,23448,2299,12725,1912,10222,1548,2503,978,1643,497,557,360,1169,517,412,244,6872,1270,70
55,Wisconsin,2867776,12108,2112552,13044,2023843,13568,88709,4106,255573,7389,182493,5682,125753,4693,37225,2532,148350,4457,5830,119009,4725,66694,3420,53234,3106,13460,1331,6150,1060,2123,632,2882,666,594,256,39225,2385,1341
56,Wyoming,297812,5401,198575,5811,186005,5608,12570,1705,19550,2187,29832,2913,22067,2186,9623,1932,17631,2246,534,12136,2070,6243,1599,4620,1461,1623,609,666,331,359,250,446,283,214,229,4007,1077,201
72,Puerto Rico,999433,11296,640997,12256,617347,12248,23650,3025,44531,4306,57009,4812,142078,6021,19985,2283,93276,5151,1557,21900,3156,8854,1932,6766,1757,2088,990,786,464,748,516,1251,598,140,144,9946,1796,175
