GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Total: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Total: - Construction,Margin of Error; Total: - Construction,Estimate; Total: - Manufacturing,Margin of Error; Total: - Manufacturing,Estimate; Total: - Wholesale trade,Margin of Error; Total: - Wholesale trade,Estimate; Total: - Retail trade,Margin of Error; Total: - Retail trade,"Estimate; Total: - Transportation and warehousing, and utilities","Margin of Error; Total: - Transportation and warehousing, and utilities",Estimate; Total: - Information,Margin of Error; Total: - Information,"Estimate; Total: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Total: - Finance and insurance, and real estate and rental and leasing","Estimate; Total: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Total: - Professional, scientific, and management, and administrative and waste management services","Estimate; Total: - Educational services, and health care and social assistance","Margin of Error; Total: - Educational services, and health care and social assistance","Estimate; Total: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Total: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Total: - Other services (except public administration),Margin of Error; Total: - Other services (except public administration),Estimate; Total: - Public administration,Margin of Error; Total: - Public administration,Estimate; Total: - Armed forces,Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,"Estimate; Total: - Worked at home: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Total: - Worked at home: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Total: - Worked at home: - Construction,Margin of Error; Total: - Worked at home: - Construction,Estimate; Total: - Worked at home: - Manufacturing,Margin of Error; Total: - Worked at home: - Manufacturing,Estimate; Total: - Worked at home: - Wholesale trade,Margin of Error; Total: - Worked at home: - Wholesale trade,Estimate; Total: - Worked at home: - Retail trade,Margin of Error; Total: - Worked at home: - Retail trade,"Estimate; Total: - Worked at home: - Transportation and warehousing, and utilities","Margin of Error; Total: - Worked at home: - Transportation and warehousing, and utilities",Estimate; Total: - Worked at home: - Information,Margin of Error; Total: - Worked at home: - Information,"Estimate; Total: - Worked at home: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Total: - Worked at home: - Finance and insurance, and real estate and rental and leasing","Estimate; Total: - Worked at home: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Total: - Worked at home: - Professional, scientific, and management, and administrative and waste management services","Estimate; Total: - Worked at home: - Educational services, and health care and social assistance","Margin of Error; Total: - Worked at home: - Educational services, and health care and social assistance","Estimate; Total: - Worked at home: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Total: - Worked at home: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Total: - Worked at home: - Other services (except public administration),Margin of Error; Total: - Worked at home: - Other services (except public administration),Estimate; Total: - Worked at home: - Public administration,Margin of Error; Total: - Worked at home: - Public administration,Estimate; Total: - Worked at home: - Armed forces
01,Alabama,1964105,15947,32264,3247,122625,7075,277470,9233,50557,4313,232085,8053,103753,5875,30717,2928,106436,5048,190410,7755,439424,11233,167083,7457,102228,4917,101068,5023,7985,63757,4204,3916,1599,4669,1665,6552,1449,2266,645,6425,1579,2742,1038,2009,741,5685,1207,13886,1719,7497,1126,1888,752,4239,1378,1644,571,339
02,Alaska,371382,5372,21013,2222,25605,2313,12550,1941,7537,1249,38236,3279,27040,2258,7214,1607,12408,1749,30605,3044,80418,3906,33682,2982,16796,1912,40558,2686,17720,16095,2050,1133,799,1436,637,1099,601,225,244,1111,505,583,245,196,176,624,304,2770,841,3450,965,1621,838,686,245,913,456,248
04,Arizona,2872284,18674,39914,3596,187262,8348,202563,9013,66539,4678,359475,9135,142640,6177,53960,4082,238028,8256,348810,9532,619482,12312,316063,10848,134149,6497,146083,6109,17316,159681,5505,1916,707,8287,2243,9646,1473,4991,1117,12357,1626,5394,1310,6089,1171,25072,2682,40186,3449,24422,2403,8523,1788,8048,1411,4266,1142,484
05,Arkansas,1249200,11927,39260,3327,78427,5249,181032,7121,29658,2879,170954,6184,68354,4335,20233,2164,57022,4220,87978,4986,299572,7853,94689,5425,59576,4174,57901,3818,4544,38370,2875,6315,1325,2073,812,2541,885,679,340,3138,782,1174,557,992,421,2497,740,7376,1619,6332,1192,1100,402,3525,905,628,448,0
06,California,17630992,45581,427316,12605,1076675,18770,1675089,20790,517753,11961,1896649,22231,867767,16635,511188,11382,1064534,15176,2323672,24179,3603731,29621,1846655,24518,930453,16408,767432,13943,122078,970039,14583,16781,2061,41031,3531,57634,4050,30708,2897,62085,4563,24273,3075,43552,4169,103954,5010,247334,9088,179924,7836,62935,4650,50860,3502,37728,3166,11240
08,Colorado,2731235,18274,69263,4652,214379,9822,185116,6912,70304,4328,306025,10296,124722,6307,80225,3723,185757,6798,374517,9753,553388,10809,282144,10200,135005,6777,120080,5414,30310,194904,7005,8317,1552,9233,1778,12388,1458,5444,1288,15422,1851,3756,1021,9147,1521,17861,2306,59562,3975,28798,2825,10850,1745,10418,1616,3357,1027,351
09,Connecticut,1741224,12778,7295,1547,100020,6183,188091,7098,43160,3586,191128,8300,69408,4821,39099,3097,156249,5724,198008,6764,454786,10547,144368,6359,76365,4675,65340,3771,7907,84879,4806,918,591,3948,963,6462,1140,2578,871,5143,1194,2328,846,3480,923,13105,1899,24210,2344,12570,1795,3450,888,4261,1132,670,410,1756
10,Delaware,440156,7251,4146,982,27468,2651,36595,3198,8164,1465,52938,3735,15912,1740,5675,1086,49593,3751,46484,3697,106957,4975,42566,3509,19331,2312,21532,2608,2795,20878,2186,605,425,2281,879,1471,518,467,325,565,292,788,471,493,386,2918,714,5642,1211,3273,812,725,409,1180,531,432,427,38
11,District of Columbia,839206,12936,1364,612,36314,3549,10346,1472,4669,1148,24735,2516,30427,3478,28241,2305,43878,3560,171231,6562,138716,5151,67444,4975,64815,4124,205795,6758,11231,21529,2463,0,189,799,609,229,203,195,174,598,354,675,409,1270,579,2470,1172,6591,1247,3115,723,1723,738,2068,799,1643,785,153
12,Florida,8827805,36427,96250,7329,627047,16833,452080,12105,247778,8955,1152101,21602,440061,13676,171260,7934,698666,15280,1138188,19858,1823146,22263,1100074,20928,458912,13881,370156,10129,52086,493307,15108,6638,1342,35180,4660,24543,2837,21932,2933,35016,3742,19807,2795,16896,2395,74352,5440,134842,7294,56634,4321,29163,4120,27311,3449,7225,1425,3768
13,Georgia,4555994,22343,50567,4118,288667,9564,494319,12033,131763,6616,541754,13724,270988,10259,117342,5831,270893,8192,528408,12771,941761,16788,410675,13772,229939,8664,229147,9350,49771,231968,9335,3034,968,13202,2168,14458,2356,7803,1596,17776,2554,7987,1706,12338,1839,27621,2679,69312,4816,26459,2657,9384,1733,12629,2095,4366,1085,5599
15,Hawaii,705741,7272,8935,1487,51851,4254,19868,2308,17309,2115,75839,4592,37535,3294,11434,1873,45644,3112,65884,3963,129282,5041,105491,5211,32167,3040,59432,4409,45070,32616,3184,1270,759,2192,672,1196,568,953,463,1778,495,471,274,1301,696,3577,982,6723,1256,3974,907,2435,748,3110,1182,669,333,2967
16,Idaho,714037,9303,36118,3167,44890,3567,68954,4769,19319,2713,86223,5289,33240,3701,13099,2191,35687,3064,69166,4053,165614,7070,68283,5276,34096,3548,34051,3559,5297,45237,4045,2805,756,2761,1200,2790,922,1196,535,4177,1345,2532,1084,812,552,4347,1527,8589,1792,8982,1549,2024,939,2775,1055,977,558,470
17,Illinois,6082035,23448,67925,3291,322841,8269,752907,14247,190786,7775,665446,13400,374832,8169,115090,5699,446152,10881,716372,13218,1357639,16599,550443,12942,281279,8656,221936,7778,18387,268434,8524,9791,1555,12883,2006,18107,1779,10067,1408,17465,2231,10106,1555,11470,1418,29201,3016,73258,4204,45215,3526,11622,1734,13850,1883,4913,1101,486
18,Indiana,3012416,18350,45885,3473,173296,6231,573593,11057,80276,4036,349453,11001,148612,6517,49537,3409,158308,6802,245575,8027,672375,11027,274852,9247,138000,6727,100118,4909,2536,109168,4985,7560,1575,6885,1531,9249,1324,4179,981,8260,1254,3024,976,3290,776,10758,1829,23513,2600,16359,2086,5027,1159,9120,1622,1944,783,0
19,Iowa,1574850,10000,59781,3147,101139,4498,250610,5962,42784,2630,184862,6315,73089,3699,26831,2412,112711,4999,111099,4567,378116,9066,123136,6414,63610,3645,45936,2966,1146,64248,3432,13379,1499,3655,942,5044,994,1370,495,3581,1091,1602,521,1342,492,5011,1006,8328,1539,14226,1618,2023,571,4036,781,650,329,1
20,Kansas,1426252,11998,48938,2953,92063,5007,175463,6136,41852,2937,161230,5631,68390,3963,30811,2740,86589,4353,129027,5436,338502,7332,112118,5426,64136,3681,57488,3351,19645,59428,3100,6892,1098,2876,965,3969,904,1133,389,3929,948,1496,568,1720,504,5099,1065,13478,1644,11183,1561,1916,620,2894,729,1258,479,1585
21,Kentucky,1929752,14847,47258,3328,110141,5991,277081,8320,45514,3267,233325,7806,119453,5062,29882,2845,101608,4760,147811,5125,443191,9954,172486,7858,90905,4898,87743,5347,23354,59739,4095,4689,1130,2815,882,4157,866,1718,597,4598,1070,1680,678,1325,511,6879,1178,11162,1396,11055,1714,2543,865,5605,1576,1449,515,64
22,Louisiana,2033248,16656,82359,5049,164049,7822,156471,7231,51743,4047,230741,8716,104626,5844,32874,3101,105695,6174,183229,7501,471044,11278,217801,9376,106917,5787,110678,4882,15021,56858,4390,2934,917,5018,1577,3655,958,1907,593,4392,1304,2353,1079,1512,577,5308,1141,14452,2248,6637,1240,2583,864,5143,1036,916,503,48
23,Maine,621181,8105,16316,1754,44990,3706,59552,3534,13217,2007,80695,4017,22247,2313,12278,2090,37818,3013,52137,3289,171487,5238,55862,3859,27656,2429,25214,2689,1712,36488,3120,2243,868,3057,796,2042,804,561,302,2413,641,701,349,1971,870,3560,954,7617,1505,6793,1193,2253,682,2948,767,293,157,36
24,Maryland,2743587,19263,13215,2159,187873,7052,139780,5994,60136,3678,293418,9162,119580,5674,55427,4160,163048,6466,399097,10314,642059,12744,246189,8307,141633,6368,251493,7283,30639,131975,6166,2234,934,6796,1691,5389,997,5251,1184,7505,1498,4460,1327,5815,1489,14304,2331,36912,2755,20202,2071,7266,1384,9276,1601,4940,869,1625
