GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106
Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Agriculture, forestry, fishing and hunting, and mining",Estimate; Construction,Margin of Error; Construction,Estimate; Manufacturing,Margin of Error; Manufacturing,Estimate; Wholesale trade,Margin of Error; Wholesale trade,Estimate; Retail trade,Margin of Error; Retail trade,"Estimate; Transportation and warehousing, and utilities","Margin of Error; Transportation and warehousing, and utilities",Estimate; Information,Margin of Error; Information,"Estimate; Finance and insurance, and real estate and rental and leasing","Margin of Error; Finance and insurance, and real estate and rental and leasing","Estimate; Professional, scientific, and management, and administrative and waste management services","Margin of Error; Professional, scientific, and management, and administrative and waste management services","Estimate; Educational services, and health care and social assistance","Margin of Error; Educational services, and health care and social assistance","Estimate; Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Arts, entertainment, and recreation, and accommodation and food services",Estimate; Other services (except public administration),Margin of Error; Other services (except public administration),Estimate; Public administration,Margin of Error; Public administration,Estimate; Armed forces,Estimate; Worked at home:,Margin of Error; Worked at home:,"Estimate; Worked at home: - Agriculture, forestry, fishing and hunting, and mining","Margin of Error; Worked at home: - Agriculture, forestry, fishing and hunting, and mining",Estimate; Worked at home: - Construction,Margin of Error; Worked at home: - Construction,Estimate; Worked at home: - Manufacturing,Margin of Error; Worked at home: - Manufacturing,Estimate; Worked at home: - Wholesale trade,Margin of Error; Worked at home: - Wholesale trade,Estimate; Worked at home: - Retail trade,Margin of Error; Worked at home: - Retail trade,"Estimate; Worked at home: - Transportation and warehousing, and utilities","Margin of Error; Worked at home: - Transportation and warehousing, and utilities",Estimate; Worked at home: - Information,Margin of Error; Worked at home: - Information,"Estimate; Worked at home: - Finance and insurance, and real estate and rental and leasing","Margin of Error; Worked at home: - Finance and insurance, and real estate and rental and leasing","Estimate; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Margin of Error; Worked at home: - Professional, scientific, and management, and administrative and waste management services","Estimate; Worked at home: - Educational services, and health care and social assistance","Margin of Error; Worked at home: - Educational services, and health care and social assistance","Estimate; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services","Margin of Error; Worked at home: - Arts, entertainment, and recreation, and accommodation and food services",Estimate; Worked at home: - Other services (except public administration),Margin of Error; Worked at home: - Other services (except public administration),Estimate; Worked at home: - Public administration,Margin of Error; Worked at home: - Public administration,Estimate; Worked at home: - Armed forces
01,Alabama,1943541,17358,40104,3174,162610,7191,292232,8803,65148,4403,229865,7184,100779,5419,36151,2812,111003,5981,166221,5976,388559,10180,139423,6011,98348,5005,100363,5313,12735,50545,3217,4431,960,3987,957,3517,1026,3080,968,2796,842,1708,668,1372,492,4717,1065,10870,1701,7360,1343,1677,766,4319,1068,552,350,159
02,Alaska,335039,5319,16693,1823,27304,3034,14471,1518,6608,1381,33392,2601,25841,2490,5992,1281,15146,1836,28153,2880,69162,3734,27013,2851,17216,2095,31040,2582,17008,19609,2190,424,243,1717,629,1653,729,408,252,828,465,1256,894,421,252,1121,515,3163,902,3217,958,971,409,1046,355,236,204,3148
04,Arizona,2753513,16653,41485,3872,294183,10415,221558,8226,78338,5419,328393,10366,130456,6596,46910,3974,224256,7715,307842,8995,508414,11490,276870,10164,134048,5844,142250,6639,18510,134566,7156,2199,684,9978,2054,8519,1768,5500,1186,9520,1648,3815,1140,4235,1217,20878,2628,33005,3311,19009,2371,7196,1920,7982,1418,1995,827,735
05,Arkansas,1215761,12042,42195,3361,89240,5275,191473,6558,31370,2542,162107,6738,69339,4705,23386,2114,62384,4219,79942,4414,260008,8407,90462,5903,57704,3823,52026,3082,4125,42238,3410,5159,1282,3858,1048,2657,872,1107,492,3143,946,2177,824,961,411,3315,859,6943,1622,6715,1130,1603,780,3460,950,1140,774,0
06,California,16419565,42800,329558,11806,1283030,23700,1706841,26149,562686,13304,1796573,26823,772551,12689,510122,13087,1214512,17158,1997226,24804,3048030,27194,1498284,24726,837962,18208,729826,14412,132364,787343,14812,21071,3017,50659,4609,42395,3964,33861,3383,50870,3937,19315,2538,32345,3262,91358,5354,187446,7801,133726,6585,43897,3656,47317,3961,16241,2194,16842
08,Colorado,2435073,13940,55433,3804,233433,9737,180353,7901,71330,4556,272658,9764,118267,6436,84755,4927,191187,7325,300345,9007,431414,9758,239272,8800,124258,6577,107786,5006,24582,146541,6072,8219,1585,10117,1624,10051,1630,4790,1152,10720,1659,4805,1395,6259,1294,17337,2130,39256,3217,16916,1895,8059,1401,8112,1373,1787,578,113
09,Connecticut,1709091,12320,6378,1366,117338,5653,210696,7236,50124,3513,191460,6487,63381,4467,43792,4071,163465,6936,180021,7107,412548,9099,131826,6024,73191,4821,57263,3417,7608,65091,3752,732,428,4429,1234,4518,916,2179,641,5496,1230,1084,548,3533,1042,8094,1215,17194,1817,9922,1422,3812,1083,3551,775,325,187,222
10,Delaware,413937,8689,3141,848,36754,3195,42575,3138,10289,1717,50208,3810,17304,2171,7090,1379,47195,3637,42580,3490,84949,3522,33506,3115,17795,2135,18717,2068,1834,12842,1913,534,311,1970,1024,704,369,147,153,601,306,333,294,584,440,1673,721,2324,643,2511,785,112,132,1182,689,167,159,0
11,District of Columbia,717403,11693,519,354,28478,3855,12296,2080,3444,1025,19198,2365,23416,2510,31506,2631,38239,3218,145578,5947,107749,4986,47628,4518,53570,3492,193582,7394,12200,14608,2387,0,267,435,370,483,354,49,82,323,206,294,302,1149,611,1020,575,3721,974,2146,780,1377,558,1155,447,718,570,1738
