GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
12,Florida,8111142,28173,6095506,33460,5580787,33332,514719,12049,445678,10945,612305,15976,237345,8750,219058,8665,482820,12244,18430,326298,11200,194815,8031,115571,5133,79244,5752,11331,1686,2973,804,3129,890,9594,1065,100392,5597,4064
13,Georgia,4287027,22641,3120871,22022,2944414,23531,176457,8908,220073,8075,313216,10188,173549,6943,194498,6667,254446,7099,10374,182533,7137,95378,5421,64618,4711,30760,3476,4813,1078,2160,808,2691,937,19710,1146,55025,4417,2756
15,Hawaii,629882,7186,385576,7362,363036,6922,22540,2556,43995,3106,22059,2142,55836,3447,76789,4273,44777,3147,850,27162,2434,11588,1717,7610,1435,3978,875,1958,582,172,145,129,137,1525,414,11537,1492,253
16,Idaho,656843,6577,453675,7720,426013,7890,27662,2879,35458,3023,47490,3079,29802,2746,24906,2331,62813,3339,2699,33874,2970,14277,2013,9102,1297,5175,1297,935,425,272,222,642,545,161,157,16832,2063,755
17,Illinois,5968506,20652,4388564,24011,4164580,23607,223984,7642,490939,11372,425663,10816,200798,6797,126718,5218,322994,8798,12830,218219,5775,107760,4907,73375,4130,34385,2926,9541,1452,3559,905,4063,844,4718,1045,84650,4444,3928
18,Indiana,2901321,16538,2179512,15192,2085848,15829,93664,4705,237164,7492,177567,6750,91748,4080,49553,3065,158574,6713,7203,94258,4901,42941,2920,28185,2379,14756,1874,4933,954,1297,448,1539,555,591,354,40550,3094,2407
19,Iowa,1507545,11140,1057310,10393,1004090,10429,53220,3427,132719,5357,97864,3582,77425,3718,21780,2131,115958,4233,4489,71493,3075,24895,2229,13979,1810,10916,1267,5037,822,1010,403,611,245,185,150,38164,1938,1591
20,Kansas,1387246,11754,951440,12229,908774,12080,42666,2753,96291,4590,112770,4961,70673,4155,50045,3269,101951,4886,4076,59451,3586,19403,1974,13739,1591,5664,1088,2565,649,884,373,1587,706,5027,518,28883,2397,1102
21,Kentucky,1834746,16795,1280426,16389,1220169,15948,60257,3520,131092,4992,116838,5240,112412,6153,68303,4314,120378,5276,5297,58981,4174,23278,2281,16909,1912,6369,1250,2070,523,709,329,1329,522,2690,354,27320,2922,1585
22,Louisiana,1828690,15492,1303715,16906,1236823,17395,66892,3898,102877,5481,138659,5111,110117,6022,58003,3727,111261,5399,4058,39698,3507,17932,2038,10883,1539,7049,1328,1417,456,877,506,824,414,531,337,17425,2346,692
23,Maine,634690,7536,401796,7837,376280,8110,25516,2782,71506,3524,48315,3081,28512,2549,20713,2046,61964,2994,1884,31592,2352,13321,1878,7916,1343,5405,1272,1544,555,288,175,631,395,141,126,15044,1496,623
24,Maryland,2540390,17577,1687445,16477,1590239,16479,97206,5651,193597,7851,203173,7108,115094,6550,200427,6470,136880,5329,3774,102616,5905,52185,4099,33792,2824,18393,2404,4085,991,1604,704,1990,676,2552,875,38762,2673,1438
25,Massachusetts,3247821,18881,2282232,19611,2183970,20221,98262,5371,344491,11295,224598,6453,115203,5540,62295,3842,214992,7547,4010,113918,4956,50824,3378,37819,2745,13005,1664,8161,1295,1076,543,1739,529,592,379,50628,3259,898
26,Michigan,4388084,22399,3256180,19643,3091922,19857,164258,6151,357742,8271,291496,6639,157849,5539,66528,3884,249088,6398,9201,152516,5319,68752,4181,48361,3276,20391,2087,8737,1174,1956,569,4417,1151,898,331,65158,3296,2598
27,Minnesota,2691467,13204,1923611,13298,1818482,13902,105129,4512,259940,6855,186421,6116,95200,4694,39837,2456,180493,5354,5965,131054,4893,57577,2960,38923,2488,18654,1833,5594,952,2235,646,2588,628,592,277,60013,3496,2455
28,Mississippi,1136395,11451,779064,10686,747246,11104,31818,3069,59571,3548,83582,4781,86326,4657,46583,3788,77592,4874,3677,24199,2369,8977,1340,7036,1157,1941,661,615,301,366,272,622,293,1809,334,11105,1770,705
29,Missouri,2798817,18303,1985204,16018,1895744,16732,89460,4447,249784,7104,163736,6664,120815,5008,85921,4261,185864,5993,7493,113016,5182,43554,3070,31555,2725,11999,1529,6795,1080,551,245,479,280,6805,428,52041,3693,2791
30,Montana,458738,5425,283274,5893,260048,5647,23226,2271,35215,2821,34984,2394,28604,2702,24214,2023,50420,3504,2027,30792,2339,10942,1394,5963,1109,4979,844,1034,385,223,151,1598,475,500,354,15469,1770,1026
31,Nebraska,929445,7763,639982,8856,603872,8360,36110,2486,77278,4035,65046,3356,45867,2588,25361,2044,72760,3759,3151,45325,2660,16105,1751,10271,1290,5834,1039,1289,414,404,253,604,286,320,213,25857,1935,746
32,Nevada,1222402,11319,975582,12020,938110,12330,37472,3220,38087,3373,79045,4145,37336,3158,29396,2753,61470,4326,1486,37455,3214,18354,2162,10776,1612,7578,1440,908,497,163,156,441,339,248,274,17129,2453,212
33,New Hampshire,643983,7819,444797,8233,421606,8178,23191,2074,61121,3905,48319,3096,24164,2617,10689,1670,53627,3424,1266,29328,2667,14224,1816,10527,1508,3697,838,1035,418,260,196,345,248,206,186,12870,1811,388
34,New Jersey,3940392,22020,2924486,23034,2758951,23292,165535,5925,245030,7719,322261,8161,159831,6186,75208,4327,206913,8052,6663,133940,6018,79823,4959,55158,4215,24665,2480,6212,917,1205,388,760,360,770,502,43366,2937,1804
35,New Mexico,851799,10070,538997,9885,508901,8906,30096,2758,53722,3779,75099,5046,59392,3039,55013,3451,65844,4313,3732,39354,2808,14104,1799,9320,1352,4784,1223,2061,717,593,446,1229,523,408,286,20259,2195,700
36,New York,9019546,34791,6136922,34778,5796427,33812,340495,9986,829184,14713,927159,15746,356853,9095,186661,6957,568159,11757,14608,331806,10099,151595,7193,99496,5582,52099,3951,17609,2139,4979,893,3016,672,4459,777,145793,6065,4355
37,North Carolina,4110108,19233,2940499,20019,2793376,20280,147123,7097,245580,8344,269495,8903,227172,6659,158148,5383,261379,9407,7835,146489,5701,70715,4179,49798,3346,20917,2378,5208,1069,1387,513,4493,1032,10591,981,52113,3645,1982
38,North Dakota,347930,4908,221405,5215,210020,5138,11385,1529,31769,2429,24534,1803,19093,1984,17216,1613,32384,2017,1529,19182,1643,4450,809,2707,640,1743,490,426,203,265,125,648,386,27,24,12638,1308,728
39,Ohio,5354889,22468,3944554,22279,3791074,23292,153480,6100,434893,11702,403167,10528,165789,5861,94469,4569,301649,7278,10368,163769,6573,75469,4199,55538,3467,19931,2485,8248,1361,2606,799,2948,654,945,399,70446,3592,3107
40,Oklahoma,1572763,11550,1072044,11769,1013676,11467,58368,4230,100522,4806,95678,4387,103530,5203,72949,3395,122611,4905,5429,58478,3613,23060,2252,15985,1652,7075,1485,2133,559,721,350,1330,616,2781,649,26923,2428,1530
41,Oregon,1786447,13395,1254508,13330,1178521,12949,75987,4337,144244,5830,118132,5411,76827,5194,36764,2843,151286,6078,4686,105312,5572,46760,3581,30685,3080,16075,2157,4829,1202,1093,407,3207,935,633,295,46943,3660,1847
42,Pennsylvania,5620276,21522,4032707,23391,3873842,22544,158865,5980,585218,11563,340549,8855,177491,5213,124309,5034,347232,8145,12770,184211,6021,85625,4069,65956,3682,19669,2093,12630,1514,2710,801,2416,587,1023,413,76121,4105,3686
44,Rhode Island,491261,8825,337333,8745,319969,9211,17364,1975,50915,3372,33468,2760,22741,2352,14799,2079,31274,2919,731,13648,1609,6604,1066,4529,929,2075,703,727,387,44,77,272,205,113,74,5768,1233,120
45,South Carolina,1912256,14500,1373812,15987,1303764,15927,70048,3666,100962,4594,122660,5310,124116,6596,73606,4357,113415,5483,3685,66494,3658,27982,2527,18915,2248,9067,1282,2224,788,771,417,715,508,12851,687,21062,2362,889
46,South Dakota,399314,5017,255049,5396,240035,5627,15014,1699,35455,2321,29353,2439,20609,2065,16168,1805,40318,2632,2362,26112,2003,7583,1263,5489,1180,2094,527,1120,409,313,197,194,176,54,94,16192,1661,656
47,Tennessee,2745278,18441,1973290,19032,1906966,18988,66324,4409,181554,6928,193403,8634,104625,4366,71545,3986,214526,7369,6335,85980,4880,36279,3407,28675,3162,7604,1167,4739,1066,787,353,867,426,618,287,40681,3258,2009
48,Texas,10489374,26788,7588357,34949,7303256,35789,285101,8321,562483,10939,752104,12991,461375,13686,322798,9410,777505,15630,24752,368440,11101,168271,7114,128040,6126,40231,3091,11363,1445,4527,1217,5392,1202,8789,1157,163095,6112,7003
49,Utah,1190619,11287,852766,11164,799867,11412,52899,3604,78156,4303,80644,4451,59611,3050,49597,3207,66879,4538,2966,54558,2916,26176,2602,16466,1892,9710,1544,1960,742,801,397,2001,611,547,320,22053,2226,1020
50,Vermont,317938,5028,197742,5076,184042,4983,13700,1578,36952,2169,24668,1879,15544,1823,7421,1192,34757,2122,854,17547,1731,6776,1005,4564,830,2212,541,933,330,136,129,494,355,102,121,8809,1253,297
51,Virginia,3708749,20489,2478084,22159,2354903,21914,123181,5840,238759,8352,305565,10133,152505,7488,334699,8556,194900,7590,4237,149168,6429,67656,3809,47567,3792,20089,2151,5536,1080,1583,553,2380,717,20114,1374,50652,4012,1247
53,Washington,2983535,16338,2044707,16233,1926310,15939,118397,4967,209655,8213,209475,6824,174679,6354,128057,5445,210129,7559,6833,154032,5281,72755,4038,47677,3036,25078,3102,6774,1328,1615,665,5120,1187,3400,1146,61995,3401,2373
54,West Virginia,722416,9679,499142,10020,481121,10335,18021,2751,51813,3224,53173,4193,47392,3204,26877,2148,41906,2830,2113,18125,2323,8069,1385,5650,1140,2419,671,1377,611,381,215,691,386,305,284,7029,1377,273
55,Wisconsin,2769424,14626,2020018,15798,1928957,15164,91061,3778,232165,5581,195108,5304,98971,5119,38796,2788,177284,5710,7082,110344,4056,47270,2890,32331,2427,14939,1599,5178,1003,2022,591,1201,409,262,179,51471,2553,2940
56,Wyoming,273007,4646,174687,5314,162307,5248,12380,1747,20660,2150,26233,2308,16856,1576,11453,1572,21912,1960,1206,13915,1929,5298,1140,3045,866,2253,670,804,348,8,15,365,330,0,265,7049,1371,391
72,Puerto Rico,1163621,14744,741592,11667,703223,11812,38369,3242,35344,2629,64857,3538,195597,7313,23629,2164,100208,4581,2394,24762,2633,6929,1285,3644,850,3285,930,1651,532,278,213,534,294,262,335,14763,2025,345
