GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
18,Indiana,2970548,18262,940078,15077,484003,11971,722661,11825,12993,2045,267108,7744,542035,8187,1874,6606,1283,580,405,5199,1030,14920,2446,0,271,94007
19,Iowa,1566652,9342,508052,9725,258784,8295,380955,8266,17258,1865,136429,4941,264474,3862,876,3843,1073,357,266,2052,636,5999,1229,0,271,69521
20,Kansas,1451045,10233,502135,10138,228360,6908,359786,8745,11067,1618,135029,5348,203338,3266,804,3513,1054,137,132,2799,794,6051,1310,640,468,60463
21,Kentucky,1893694,15090,581555,11044,306806,9047,474676,11229,12663,2164,190255,7468,316464,4576,1179,2297,697,511,446,1376,721,6268,1264,309,418,53902
22,Louisiana,1975948,15956,605012,12778,358498,10756,496158,10795,11613,1688,248713,8660,247955,11472,2045,5988,1675,379,298,5714,1203,9396,1574,231,186,46215
23,Maine,633538,8163,206173,6915,115358,5794,157427,4983,9567,1372,63661,3784,80974,3404,908,2260,772,201,138,1257,585,2504,930,0,271,33953
24,Maryland,2632012,21935,1078702,16913,424050,9946,642555,14277,7469,1507,239675,7397,231040,7591,1636,6217,1302,43,75,2470,862,8382,2002,83,118,111130
25,Massachusetts,3381819,18045,1426722,17379,552444,14662,840282,14799,6351,1357,245644,7620,307378,12094,2130,13361,2011,366,340,2634,1115,6385,1524,136,175,129985
26,Michigan,4411241,19893,1461829,14210,792941,13367,1124129,13125,25981,4281,331775,8276,672205,15481,1898,10485,1593,618,464,3766,820,11202,1493,91,116,154956
27,Minnesota,2797198,12211,1050541,10474,427231,9257,704403,11003,19748,1754,219929,5857,373580,10799,1758,7932,1224,322,236,2387,641,9471,1394,0,271,134779
28,Mississippi,1199322,13483,359723,8457,213493,8161,291047,8419,11209,1828,134017,6541,185182,3790,1184,2609,838,484,438,2451,1056,5164,1503,0,271,27920
29,Missouri,2893867,16163,993764,12934,482986,10202,738066,11770,16160,1951,269779,7571,384352,6936,1275,7231,1713,417,222,3733,989,8284,1469,334,359,118464
30,Montana,476288,6733,159969,5884,85993,5178,118069,5696,7110,1124,55326,3271,48753,1882,578,2557,791,288,223,1370,590,2511,913,0,271,31155
31,Nebraska,962264,6784,327239,7150,151850,5170,245070,6915,14352,1323,83985,3902,137214,1892,644,1780,682,184,146,592,270,5127,1275,239,388,46407
32,Nevada,1274145,10608,347973,9112,327052,9125,325123,8446,2782,1206,151668,7242,117248,7195,1558,6324,1609,0,271,3349,1129,4716,986,0,271,37497
33,New Hampshire,658937,8772,244414,6931,108067,5904,172880,5824,3044,815,54297,3357,75794,1807,727,2122,882,18,31,893,576,1411,589,0,271,35981
34,New Jersey,4037781,22076,1517544,20606,655907,14191,1088033,16014,6718,1693,315609,10428,449767,24371,3285,16658,2486,368,280,12376,2868,20496,3173,306,366,142203
35,New Mexico,882957,11948,301463,8275,158551,6922,214090,7887,10647,2326,105793,5778,89994,3807,1281,4276,1354,337,297,2013,735,3450,1298,49,84,40226
36,New York,9544314,39140,3640291,35749,1789111,22297,2431445,25306,23757,2602,717316,15155,927218,32174,3340,29280,3151,445,258,10994,2186,26824,2955,254,237,358631
37,North Carolina,4378919,22722,1469547,18608,690455,13106,1058423,16076,32141,4212,470592,12256,603847,13330,2162,7395,1483,1114,653,7117,1708,11843,2153,881,491,189102
38,North Dakota,366133,4823,123636,4422,62204,3229,87528,3698,5946,939,38432,2663,45851,1774,615,905,333,22,39,1110,523,1105,489,74,128,21252
39,Ohio,5457392,21325,1821673,19757,918624,15700,1374355,19118,20152,2986,437263,10917,881117,14998,2595,9581,1385,209,214,6063,1321,17273,1812,120,143,177889
40,Oklahoma,1678336,13891,534981,10791,283302,9349,424883,9339,11800,1822,190094,5857,220328,5136,1217,3628,932,423,310,5139,1175,6327,1323,327,284,60678
41,Oregon,1846985,12592,634004,11626,309796,9319,467855,10936,30895,3161,163717,6399,239400,11176,1784,9879,1696,523,304,3191,959,9004,1840,50,81,105164
42,Pennsylvania,5815763,21795,2032920,20000,941475,13475,1508750,16962,25999,3324,491705,9225,810042,15599,2373,12743,1537,582,341,8793,1637,18015,2086,74,97,200914
44,Rhode Island,484092,8813,179449,6975,83229,4507,124144,5554,1197,529,39601,3257,52166,1286,689,2325,886,0,271,571,438,1580,810,128,160,18679
45,South Carolina,1986511,14160,629183,12624,335025,9093,485569,10551,8892,1703,203246,7208,299478,10179,2277,5358,1514,332,267,5064,1743,6603,1214,744,435,74128
46,South Dakota,426380,5903,145429,5598,69665,3713,105960,4914,7540,1172,40786,3082,55340,1135,602,906,351,83,83,1466,692,1741,632,0,271,21860
47,Tennessee,2904009,14312,930811,14994,470445,10601,749821,13215,13148,2107,277542,8584,458998,5438,1058,6574,1577,452,481,4690,1244,9854,1635,16,32,96213
48,Texas,11304328,37623,3724266,28864,1879268,27385,2883495,27353,57351,3963,1320937,20358,1384290,48783,4593,39488,3826,3124,1413,41742,3748,40075,3447,1307,599,430840
49,Utah,1299704,8857,446910,10226,196320,7489,356474,8097,4615,1092,129212,6257,162587,5276,1585,5409,1140,114,144,1792,634,4213,1127,158,216,60178
50,Vermont,329822,4833,124438,4579,54689,3231,78435,3957,4001,823,33029,2592,35085,1335,556,882,452,0,271,577,324,734,322,0,271,22190
51,Virginia,3860940,24253,1494905,17588,593550,13027,916675,15459,18683,5718,365052,10501,408457,13023,2190,8569,1487,666,401,6816,1719,12197,2398,1682,747,168172
53,Washington,3143242,17061,1163263,15789,521605,11230,756525,13816,44043,3922,296930,10147,336720,11549,1991,10806,2260,1576,640,4996,1185,9124,1588,1059,565,161458
54,West Virginia,742912,8545,222296,7177,138561,6940,181498,6430,4509,1270,94374,4503,101091,1948,850,2024,814,130,155,1169,630,2362,754,0,271,22641
55,Wisconsin,2860257,13044,932558,11204,447731,10346,695645,12282,26951,2058,240712,6299,514838,9964,1473,10467,1363,550,241,4165,843,15366,1819,175,221,109976
56,Wyoming,291336,5214,84432,4274,46682,3617,68703,3472,4581,1162,48350,3431,36896,1257,529,1392,621,24,41,828,462,1155,503,0,271,14030
72,Puerto Rico,1203342,13382,357346,8514,236361,7576,324000,8834,10866,1629,127084,5056,146912,8347,1606,6866,1455,999,527,7267,1562,6061,1417,0,271,29530
