GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50
12,Florida,8585487,32920,2924080,27129,1785598,24803,2292096,23117,784719,16144,771570,17411,27424,465861,12632,229637,9368,50192,3554,126193,6594,33894,3451,21674,2768,4271
13,Georgia,4417396,21376,1593702,22417,743876,15033,1079656,15151,398364,9867,575975,11909,25823,219216,7808,115711,6234,22922,3146,53230,4113,10496,2015,10806,2016,6051
15,Hawaii,686258,7733,228536,6979,150395,5880,163158,6350,66128,4255,57511,3792,20530,30505,3393,13861,2068,5039,1130,6248,1435,2461,890,1039,408,1857
16,Idaho,691273,8858,230895,7086,127522,5053,163345,6833,81651,5746,86901,4931,959,44352,4520,20319,2990,7295,1117,9397,1734,4933,2017,2408,869,0
17,Illinois,6024882,24715,2232670,21799,1038944,15401,1461793,15445,433571,9792,845153,14198,12751,264383,8659,135886,6592,40521,2763,63183,3671,11444,1763,11827,1567,1522
18,Indiana,2974385,16676,978496,15162,506656,10995,679331,13003,251730,8806,557070,10616,1102,102249,3955,51811,3519,14000,2202,24018,1931,7650,1623,4770,997,0
19,Iowa,1571210,10948,546340,10318,257732,5905,361899,7935,148434,5256,255709,6091,1096,74447,3958,35464,2888,15492,2034,14252,1761,4950,1107,4242,842,47
20,Kansas,1412132,12415,508649,9815,231883,6997,319106,8242,140228,5412,202033,5662,10233,55940,3146,26596,1966,10842,1561,12596,1604,1980,526,3639,724,287
21,Kentucky,1903620,16938,616917,11122,327148,8023,437649,9341,175038,6307,332718,9434,14150,60300,4078,27532,2624,11124,1623,14961,2034,3431,899,3252,729,0
22,Louisiana,1997036,14305,640315,13171,388802,10410,471521,12649,230749,8195,259103,8167,6546,52360,3737,22914,2122,8814,1716,14424,2285,3007,766,2394,706,807
23,Maine,623341,7591,223511,5342,117455,5544,146141,5604,64910,3378,70498,3957,826,34543,2478,17076,1797,4790,909,7190,1075,3598,889,1884,542,5
24,Maryland,2688956,16873,1174933,15042,456343,11829,596120,11434,218485,7211,226927,7760,16148,122798,5355,70080,4284,15943,2239,25422,2405,4484,933,3537,920,3332
25,Massachusetts,3464607,21921,1550891,17930,605348,13058,754947,13988,244474,7627,307070,9186,1877,163528,7042,92744,4746,23963,2604,33582,2967,7677,1785,5490,1138,72
26,Michigan,4322641,22774,1528264,18328,772921,12291,1001026,15861,336497,7942,682361,12571,1572,159227,5552,76312,4017,27761,2062,36300,2695,10280,1382,8543,1216,31
27,Minnesota,2820532,13276,1145845,11007,459426,11297,636365,10284,217136,5662,360927,8397,833,144022,5360,73248,3350,25172,2297,32079,2412,7143,983,6380,1136,0
28,Mississippi,1142866,12323,356848,10093,204342,6207,274396,7301,118878,6241,182781,7006,5621,27966,3305,13170,1861,5276,1328,6076,1653,1671,594,1773,692,0
29,Missouri,2802314,15163,1025942,15783,494274,10441,692401,11180,237871,7158,348104,9432,3722,121894,5852,54325,3767,18970,2789,28133,2520,9268,1785,10053,2119,1145
30,Montana,486143,5583,174915,6248,91918,4257,107995,4448,62483,3305,47043,2989,1789,34875,3086,18572,2080,4338,903,5793,977,3657,943,2515,887,0
31,Nebraska,984957,7271,353209,6771,164448,6211,230756,6285,100881,4607,133812,4574,1851,39106,2415,19513,1653,6511,937,7790,1194,2700,701,2573,676,19
32,Nevada,1283741,12038,355259,8808,354184,9678,342457,8302,106890,6205,121914,5726,3037,41115,3659,21943,2606,4401,1288,11759,1837,1740,718,1272,546,0
33,New Hampshire,651014,9593,246542,6185,109063,5624,168401,6516,58457,3359,67792,4120,759,41260,2617,21620,2219,4381,906,11026,1452,2458,891,1775,703,0
34,New Jersey,3968439,20630,1558061,16099,695555,16076,980763,16340,287594,9851,442967,11791,3499,180018,7732,97939,6185,20538,2317,45787,3220,8982,1888,6772,1482,0
35,New Mexico,865085,10535,305520,8634,182152,7360,197251,7415,98810,6270,78079,5347,3273,41567,3446,17890,1874,9996,1807,7460,1612,2530,909,3669,1061,22
36,New York,9520770,27988,3847581,26865,1881559,22737,2202211,22422,683385,13979,893713,14785,12321,361168,10446,189742,7391,59870,4350,71597,3762,20839,2460,17509,2224,1611
37,North Carolina,4431801,22145,1587585,18354,769608,13325,1040777,15284,402197,10570,587531,12508,44103,209085,8535,110069,5686,23178,3135,50705,3554,14077,2446,9685,1363,1371
38,North Dakota,432528,5156,149042,4567,70957,4042,90285,4434,62394,3046,57951,2879,1899,20458,1557,10306,1214,4005,801,3229,667,1445,467,1186,405,287
39,Ohio,5351371,23418,1915769,17621,909510,13684,1262923,15247,419615,10766,841167,11906,2387,193922,5919,95169,4560,26857,2579,49576,3527,11850,1818,10470,1623,0
40,Oklahoma,1721357,10123,582281,8869,292285,7156,407551,6940,199864,5450,229919,6033,9457,61927,4350,26987,2808,8666,1124,15344,1951,4482,791,3254,795,3194
41,Oregon,1827947,14246,666941,10056,343282,9502,424281,9346,164111,6395,228012,7999,1320,113068,5768,54068,3646,23173,2568,24010,2411,5754,1115,5819,1383,244
42,Pennsylvania,5883212,21300,2173098,19590,1038173,15186,1392300,17079,494263,10513,784056,13149,1322,243453,7418,129739,5021,31273,3900,57673,3159,13601,1956,11068,1483,99
44,Rhode Island,482776,8201,185291,5798,101024,5036,110530,4906,34939,2940,49955,3832,1037,19302,2118,10101,1555,2897,917,4189,804,1234,712,826,474,55
45,South Carolina,2083191,16367,681568,13552,384776,12945,508782,11085,193236,7102,299658,9783,15171,72724,4496,35988,3293,9726,1625,19818,2413,3490,1091,3341,1080,361
46,South Dakota,435583,5207,157930,4862,70484,4093,103388,3999,47698,2876,55000,3371,1083,24119,2133,13335,1633,3111,805,3812,775,2504,724,1357,463,0
47,Tennessee,2908962,18366,973221,14594,494071,11961,715407,11552,254282,7342,468966,10865,3015,105862,4500,50134,3344,13327,1950,28130,2282,8198,1570,6009,1312,64
48,Texas,12287908,36275,4322450,35435,2170961,27060,2940059,28811,1329345,18747,1477275,23359,47818,494337,12488,240332,8655,64894,4814,125082,4885,35214,3701,25228,2782,3587
49,Utah,1345699,9050,496891,9503,203947,5224,354357,7354,119387,5712,169113,5926,2004,73746,3681,35072,2353,9343,1343,21938,2285,3509,1009,3844,1003,40
50,Vermont,316374,5773,126236,4345,53484,3030,68164,3015,31909,2159,36364,2585,217,22667,2115,11409,1382,3674,833,4024,737,2572,762,983,346,5
51,Virginia,3965243,20973,1626795,18937,670575,13898,882423,13269,348302,9266,395864,11003,41284,177271,5789,102156,4587,22749,2450,36951,2537,6572,1147,7248,1444,1595
53,Washington,3262325,17398,1286274,18448,568547,12179,707856,12546,311762,7347,361650,8401,26236,180826,7468,93550,4471,30144,2707,39540,3490,8653,1525,8371,1418,568
54,West Virginia,718357,9350,231992,7395,143445,5645,170937,6567,80229,3992,91199,4553,555,18556,2186,8829,1323,4395,1205,3462,728,1000,457,870,421,0
55,Wisconsin,2823768,12343,989511,13794,487265,8978,630655,9510,234450,5672,480884,9855,1003,116946,4397,58890,2943,20480,1779,23935,2000,8560,1327,5015,730,66
56,Wyoming,303109,4464,101104,4855,54982,3960,62103,3443,46569,3490,37139,2682,1212,14216,2105,6747,1711,3242,837,2141,640,1187,527,899,507,0
72,Puerto Rico,1009681,11991,313239,8254,209523,7759,292426,8231,100966,6212,93463,5722,64,18732,2159,6628,1405,3429,882,4099,1016,2964,775,1612,678,0
