GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Private for-profit wage and salary workers:,Margin of Error; Private for-profit wage and salary workers:,Estimate; Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Private not-for-profit wage and salary workers,Margin of Error; Private not-for-profit wage and salary workers,Estimate; Local government workers,Margin of Error; Local government workers,Estimate; State government workers,Margin of Error; State government workers,Estimate; Federal government workers,Margin of Error; Federal government workers,Estimate; Self-employed in own not incorporated business workers,Margin of Error; Self-employed in own not incorporated business workers,Estimate; Unpaid family workers,Estimate; Worked at home:,Margin of Error; Worked at home:,Estimate; Worked at home: - Private for-profit wage and salary workers:,Margin of Error; Worked at home: - Private for-profit wage and salary workers:,Estimate; Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Margin of Error; Worked at home: - Private for-profit wage and salary workers: - Employee of private company workers,Estimate; Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Margin of Error; Worked at home: - Private for-profit wage and salary workers: - Self-employed in own incorporated business workers,Estimate; Worked at home: - Private not-for-profit wage and salary workers,Margin of Error; Worked at home: - Private not-for-profit wage and salary workers,Estimate; Worked at home: - Local government workers,Margin of Error; Worked at home: - Local government workers,Estimate; Worked at home: - State government workers,Margin of Error; Worked at home: - State government workers,Estimate; Worked at home: - Federal government workers,Margin of Error; Worked at home: - Federal government workers,Estimate; Worked at home: - Self-employed in own not incorporated business workers,Margin of Error; Worked at home: - Self-employed in own not incorporated business workers,Estimate; Worked at home: - Unpaid family workers
01,Alabama,2018956,15858,1434213,14637,1371233,14888,62980,3789,119681,5026,153167,6702,110320,5383,80963,4554,118048,5744,2564,47099,3439,23407,2681,17110,2152,6297,1382,1601,547,493,345,1132,592,655,536,19341,2282,470
02,Alaska,346972,5192,191048,7981,181401,7688,9647,1531,33474,2632,29532,2549,29896,2294,39763,4087,22033,2238,1226,20198,3521,8134,1531,6927,1447,1207,543,891,399,267,296,499,386,3315,2589,6550,1334,542
04,Arizona,2873827,16529,2093981,19322,1986126,20066,107855,6252,162345,8476,224432,8690,126197,6749,91212,5813,170412,8052,5248,141022,6203,80798,5776,55117,4772,25681,3292,5592,1146,2731,942,3544,1022,633,447,46872,3733,852
05,Arkansas,1258196,11855,892283,14054,847089,13768,45194,3216,80761,4351,76034,4217,86475,4547,34626,3415,85154,5780,2863,41228,3842,19804,2584,13446,1947,6358,1468,2649,832,517,298,1842,714,218,201,15780,2308,418
06,California,16811097,46380,11789930,54146,11258405,54808,531525,12785,1028248,18248,1414486,20538,653394,11548,478297,13128,1415107,20303,31635,805257,18388,368545,11587,276002,9871,92543,5064,30993,4182,31439,3156,28854,3029,16658,3718,323452,10080,5316
08,Colorado,2540846,14808,1815236,15577,1689993,15442,125243,6225,176447,6909,183353,6917,91522,5186,90623,4515,179640,7206,4025,161571,5613,92628,4678,64774,3971,27854,2780,7731,1248,2275,639,1820,600,3194,1017,52528,3939,1395
09,Connecticut,1735519,14783,1234343,14050,1171602,13312,62741,3947,156120,6423,130582,6024,75857,5787,27878,2402,107685,4652,3054,70901,4363,39274,3499,26971,3140,12303,1980,2606,661,1256,462,1777,556,449,266,24903,2558,636
10,Delaware,425838,7387,311012,7552,296887,7470,14125,1770,36551,2942,15967,2087,34139,3484,12002,1915,15811,2131,356,12517,1613,7200,1152,5536,965,1664,670,803,350,274,220,382,266,99,94,3701,916,58
11,District of Columbia,756816,11962,328092,8734,311630,8771,16462,2064,126368,5557,41188,4723,12656,2107,219340,7016,28700,2721,472,14084,1723,5952,1055,4108,922,1844,701,1820,759,158,124,275,203,914,360,4965,1041,0
12,Florida,8222779,29739,6108834,33957,5610035,31538,498799,14607,494140,13526,660360,13646,253464,8406,206900,7626,487407,13400,11674,370545,10598,225124,8814,142175,7489,82949,4337,12534,2448,6001,1587,4499,1125,5514,1708,113808,6918,3065
13,Georgia,4504094,24969,3254528,24783,3063453,24206,191075,7139,245287,8670,349795,10309,206109,7406,190697,8523,249821,10104,7857,214197,8325,127182,7065,87874,5924,39308,3979,5601,1099,3188,829,2746,765,16102,2456,57773,4873,1605
15,Hawaii,657446,7936,402057,9952,379599,9562,22458,2797,42416,3210,21486,2220,61698,3690,76901,3965,50614,4647,2274,30105,3003,11599,1592,7540,1423,4059,1037,1839,703,33,58,283,211,1123,877,14182,2092,1046
16,Idaho,697445,7476,491484,8213,462074,7900,29410,2814,44465,3312,45814,3007,37091,3275,25071,2209,52476,2888,1044,37741,3029,17406,2216,11225,1377,6181,1581,1221,479,538,329,330,205,1043,369,16836,1951,367
17,Illinois,6202729,25682,4590575,27210,4370044,25095,220531,7948,524007,11042,435052,12062,209732,6548,125291,5160,310489,8747,7583,248198,8356,139991,6157,98822,4602,41169,4212,9451,1654,2885,823,6591,2164,2565,685,85170,5054,1545
18,Indiana,2970548,18262,2215251,18511,2118560,19190,96691,6040,255598,8054,193343,6789,104280,5965,49675,3959,147856,5559,4545,94007,4846,49724,3767,33089,2613,16635,2878,4302,1012,972,380,1213,425,510,296,35953,2930,1333
19,Iowa,1566652,9342,1103749,10560,1054479,10508,49270,2950,142540,5651,101307,4245,82300,3679,26511,2312,106429,4063,3816,69521,3955,26527,2686,18656,2254,7871,1251,4940,1444,858,411,1124,389,637,613,34946,2419,489
20,Kansas,1451045,10233,993126,10453,950176,10344,42950,3078,109648,5148,123670,4764,80434,4725,49007,3026,92052,4418,3108,60463,4949,26555,2484,19231,1815,7324,1422,2766,670,775,351,1352,535,4808,2142,23619,2505,588
21,Kentucky,1893694,15090,1335320,14720,1279177,14211,56143,3726,141415,5675,120208,5668,118065,5322,70122,3719,106125,3944,2439,53902,3855,25429,2353,19108,2120,6321,1186,2741,929,765,432,1200,647,2410,1868,20739,2156,618
22,Louisiana,1975948,15956,1407439,14564,1339671,15667,67768,4407,123065,6262,143386,6040,119954,6183,58347,3870,120519,5894,3238,46215,4169,22918,2940,14325,2461,8593,1671,2331,1163,1058,446,1313,683,557,400,17811,2398,227
23,Maine,633538,8163,407975,7438,383635,7354,24340,2299,74870,3543,44091,3117,26167,2765,19939,2292,59196,3863,1300,33953,2937,14170,1695,9576,1470,4594,947,2060,616,328,216,845,443,91,90,16329,2010,130
24,Maryland,2632012,21935,1732352,21345,1628428,21629,103924,5205,225161,7707,215037,8301,116878,5315,204824,7298,132920,6081,4840,111130,5972,63517,3965,42957,3197,20560,2191,5934,1208,1576,618,799,421,2584,892,36108,3464,612
25,Massachusetts,3381819,18045,2337107,19980,2230305,20125,106802,6204,389608,9706,247803,9254,122294,5224,67910,4160,213405,7480,3692,129985,5383,66337,4074,51797,3641,14540,2045,10082,1375,1510,921,2263,817,1146,681,47972,3403,675
26,Michigan,4411241,19893,3249004,19116,3089106,18302,159898,6549,408448,10718,281583,7081,165105,5907,65243,3913,233682,7017,8176,154956,7093,81536,5711,58835,5024,22701,2475,7610,1212,2452,555,4888,1118,665,313,56080,3653,1725
27,Minnesota,2797198,12211,1996328,13537,1895104,12924,101224,4774,290126,6280,192806,5794,95541,4095,46636,3427,172079,4975,3682,134779,5290,62934,3620,42425,2961,20509,2358,10261,1875,1941,781,2463,769,1172,616,54798,2913,1210
28,Mississippi,1199322,13483,826043,14259,790292,14258,35751,3518,63798,4062,88859,4658,99271,4895,48685,4092,70709,4639,1957,27920,3147,12265,1712,8734,1369,3531,1066,1776,952,486,394,1032,510,518,340,11750,2142,93
29,Missouri,2893867,16163,2054211,18202,1961883,17910,92328,4972,280792,8849,173213,6925,125742,5370,85862,4422,167949,5799,6098,118464,6032,57930,4131,42529,3517,15401,2267,5729,1295,1337,582,2734,1636,6699,2285,42564,3515,1471
30,Montana,476288,6733,295162,7073,270984,7273,24178,2419,44192,3717,35958,2633,29055,2573,24441,2713,44751,3421,2729,31155,3237,12773,2105,7445,1460,5328,1356,1824,750,335,228,1652,1082,355,338,13331,1623,885
31,Nebraska,962264,6784,675995,8718,641268,8742,34727,2683,82834,3974,63775,3371,41790,2994,24418,2206,71566,3226,1886,46407,2860,18520,1878,12577,1475,5943,1120,2326,664,280,205,1057,401,516,354,23162,1945,546
32,Nevada,1274145,10608,996769,10196,957488,10546,39281,3235,51866,4435,90465,4756,39011,3083,32796,3105,61486,4080,1752,37497,3236,21996,2064,13579,1728,8417,1696,1050,418,414,253,231,245,76,123,13408,2111,322
33,New Hampshire,658937,8772,458007,9542,436610,9247,21397,2324,68380,4010,48999,2920,20484,1998,11990,1993,50440,3442,637,35981,3002,20786,2483,14923,1963,5863,1325,2471,714,594,419,409,377,200,151,11354,1699,167
34,New Jersey,4037781,22076,2984548,23171,2827252,22722,157296,6563,273420,7866,338256,8743,164899,6128,82736,4759,188352,7411,5570,142203,7189,89739,5752,65010,4422,24729,2818,5497,1144,1377,652,835,484,599,308,42931,3525,1225
35,New Mexico,882957,11948,555361,10572,526835,10715,28526,2717,62904,3886,74740,4278,69464,5005,56757,4160,62180,3876,1551,40226,3401,15265,2077,10764,1631,4501,1048,2463,777,383,301,1514,556,777,414,19340,2442,484
36,New York,9544314,39140,6494597,35503,6147501,34752,347096,8230,906969,15592,988786,17859,388889,9369,198150,7361,556224,13728,10699,358631,10693,189516,8262,132235,6375,57281,4428,19963,3099,6934,1407,5359,983,3927,1274,129584,6405,3348
37,North Carolina,4378919,22722,3109918,22238,2951696,21243,158222,6978,280431,10572,272339,8139,270253,7989,179242,6882,260641,8407,6095,189102,10113,100403,6400,74309,5509,26094,3195,6814,1421,2120,845,2950,731,19643,6956,55987,4011,1185
38,North Dakota,366133,4823,228658,4967,217694,4722,10964,1422,36954,2369,26777,2325,21182,2242,18802,1895,32945,2065,815,21252,1866,5935,1022,4338,878,1597,443,1037,569,219,167,571,270,471,330,12566,1327,453
39,Ohio,5457392,21325,4005884,22853,3853493,21668,152391,6553,492904,11131,400180,8701,176544,6475,95684,4383,280359,6977,5837,177889,7252,91065,4654,68508,3880,22557,2374,13707,2095,2962,820,2563,761,712,488,65106,3997,1774
40,Oklahoma,1678336,13891,1150174,12737,1092841,12606,57333,3459,115682,6255,110984,4989,105974,5466,75469,4359,116649,5528,3404,60678,3871,28113,2418,20409,2100,7704,1236,2946,1030,794,392,1269,468,5303,818,21692,2331,561
41,Oregon,1846985,12592,1298449,15480,1224891,14341,73558,4580,154822,6298,127389,5799,75244,4868,40165,3227,147677,6581,3239,105164,4759,47338,3474,33120,3387,14218,1996,4955,1237,1338,534,2451,813,653,369,47105,4651,1324
42,Pennsylvania,5815763,21795,4183404,23174,4016352,22826,167052,5810,644629,10848,352400,8356,176206,7773,133557,6419,316973,7643,8594,200914,7636,101886,5160,80460,4482,21426,2238,13957,1791,2419,563,4389,2213,1209,420,74708,3382,2346
44,Rhode Island,484092,8813,331916,7449,312878,7469,19038,2129,56992,4289,28733,2796,21668,2576,17344,4540,27005,2265,434,18679,2950,8961,1643,6523,1350,2438,806,728,322,202,256,699,799,1607,2319,6392,1136,90
45,South Carolina,1986511,14160,1414557,14005,1342236,13843,72321,4855,111786,5061,126011,6359,135037,6466,84267,4708,111212,6053,3641,74128,5490,36609,3481,25936,2824,10673,1794,2935,935,872,422,1801,818,10482,2462,20463,2544,966
46,South Dakota,426380,5903,270186,5743,254777,5557,15409,1782,46917,3982,33012,2275,17903,1506,18796,1834,37595,2811,1971,21860,2281,7467,1158,4995,1040,2472,738,865,447,476,267,372,239,344,311,11717,1501,619
47,Tennessee,2904009,14312,2080133,17048,2006158,16664,73975,4451,207598,8502,216743,6185,112768,5834,70725,4218,212457,8156,3585,96213,5580,45013,3583,33660,2914,11353,2140,4114,1010,1473,645,1567,557,740,449,42679,4079,627
48,Texas,11304328,37623,8233410,39331,7920891,40530,312519,9475,600206,12729,822360,15332,503196,12162,344991,8372,782580,15955,17585,430840,12622,230913,8053,178741,7433,52172,3989,13018,1839,4408,1054,9302,2525,8010,2230,160971,6636,4218
49,Utah,1299704,8857,945407,11343,886796,11643,58611,4096,83927,4997,85934,4313,69269,3578,47224,4299,66839,3963,1104,60178,3561,33015,2384,22696,1878,10319,1700,2282,633,753,336,1414,631,476,387,22193,2230,45
50,Vermont,329822,4833,206342,4836,191284,4854,15058,1658,42639,2957,24652,2171,16010,1650,7087,1077,31851,2071,1241,22190,2155,9325,1400,5296,974,4029,920,1147,380,606,492,425,246,110,96,10252,1322,325
51,Virginia,3860940,24253,2576338,23547,2446436,23782,129902,6228,269231,8496,312501,9070,156607,5942,353493,9112,188858,6428,3912,168172,8042,86676,4966,59241,3658,27435,3069,8475,1921,2569,833,3069,786,20427,5514,45687,3097,1269
53,Washington,3143242,17061,2154136,19730,2030788,19497,123348,5778,238999,8140,216479,6722,193356,6776,141373,6046,195113,7197,3786,161458,6851,82457,4827,56536,4483,25921,3146,7867,1462,3097,769,8220,1462,6177,2164,52710,4281,930
54,West Virginia,742912,8545,509247,8472,491680,8434,17567,2237,55284,3739,53365,3510,55347,3553,28990,2742,39396,2886,1283,22641,2303,10632,1764,8458,1573,2174,906,1766,562,390,247,1398,675,388,341,8067,1261,0
55,Wisconsin,2860257,13044,2091385,16390,2003344,16053,88041,3756,252837,7692,201823,6655,105084,4353,40179,2835,164898,5369,4051,109976,4132,51464,2635,37658,2535,13806,1229,5242,1054,2126,572,1288,503,377,275,48475,2573,1004
56,Wyoming,291336,5214,191122,5442,178789,5535,12333,1902,17732,2159,27040,2507,18947,2081,13984,2093,21006,2380,1505,14030,1929,5909,1268,3609,1012,2300,771,307,270,486,286,640,379,0,271,6660,1430,28
72,Puerto Rico,1203342,13382,764117,14560,717355,14291,46762,3563,51111,5456,73501,4229,199584,7373,24360,2649,89565,5024,1104,29530,5224,10122,1830,4482,1077,5640,1365,5490,4674,552,367,504,269,258,244,12469,1394,135
