GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
44,Rhode Island,484342,7695,17692,1793,47344,2528,192369,4947,109183,3477,53941,3674,35368,2646,28445,16928,2204,472,280,913,393,5644,1329,3931,1281,1891,560,2067,631,2010
45,South Carolina,2112333,18257,81827,4434,210824,6733,900763,9360,460179,9368,201420,6687,140875,5715,116445,80706,4303,2332,1064,3835,1132,27834,2460,21587,2900,8844,1684,6186,994,10088
46,South Dakota,435764,6340,21572,1708,45116,2191,174161,3553,86589,2100,46994,2444,33667,2438,27665,24970,2293,550,236,1264,470,7848,1259,5704,894,3352,905,2634,560,3618
47,Tennessee,3002764,19872,114168,5335,305465,7838,1283148,12520,651117,8744,290062,6787,196041,6590,162763,111397,5794,1072,482,4258,1162,44160,3819,25050,2700,13502,1812,9231,1591,14124
48,Texas,12559656,35659,441503,10606,1296540,14956,5789036,27016,2612115,16436,1080779,13307,757067,11439,582616,548949,12907,7921,1494,24462,2919,220205,8327,133755,6760,62372,3797,49580,3972,50654
49,Utah,1393568,12637,83665,3450,189230,4829,646167,7312,237234,3735,103188,4227,78050,3758,56034,77377,4490,1363,450,4338,997,37602,3059,15284,1894,7714,1136,4674,1020,6402
50,Vermont,319961,4755,13756,1439,31853,1735,114587,2523,71262,2110,36199,2086,30338,2252,21966,19568,1772,310,142,845,422,5915,951,4030,845,2572,622,2787,639,3109
51,Virginia,4005675,20484,137528,5577,394515,8385,1719783,12759,881836,8622,386346,7599,271274,6947,214393,190819,7001,2976,639,8126,1628,69531,4006,51647,3696,22339,2566,15331,1842,20869
53,Washington,3322759,19821,107155,4660,323223,8481,1480239,11540,702138,7943,322710,6641,227215,5846,160079,190433,8659,4345,1185,10489,1862,71635,4902,41940,3043,22679,2434,17487,1867,21858
54,West Virginia,705487,9511,23931,2584,64404,4075,294477,5543,154612,4383,73459,3350,54092,2928,40512,23448,2299,847,447,503,276,8645,1513,5805,1391,2219,627,2366,641,3063
55,Wisconsin,2867776,12108,132909,4029,304836,5231,1143636,8251,631836,6027,313508,5165,204428,4875,136623,119009,4725,3645,840,6142,1324,40223,2851,31555,2211,15936,1411,9821,1149,11687
56,Wyoming,297812,5401,14130,1905,28299,2184,127373,3676,58307,2100,31730,2404,22183,1851,15790,12136,2070,290,342,572,413,3431,1056,3428,1067,1249,442,1467,623,1699
72,Puerto Rico,999433,11296,11321,1791,83633,4774,510167,8935,231299,5123,78285,4618,47760,3296,36968,21900,3156,319,420,806,449,8927,1796,3771,1008,3170,1138,1475,679,3432
