GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Car, truck, or van - drove alone","Margin of Error; Total: - Car, truck, or van - drove alone","Estimate; Total: - Car, truck, or van - carpooled","Margin of Error; Total: - Car, truck, or van - carpooled",Estimate; Total: - Public transportation (excluding taxicab),Margin of Error; Total: - Public transportation (excluding taxicab),Estimate; Total: - Walked,Margin of Error; Total: - Walked,"Estimate; Total: - Taxicab, motorcycle, bicycle, or other means","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means",Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home
0400000US01,01,Alabama,41.3,0.2,41.6,0.2,37.8,0.8,44.2,6.5,37.9,3.6,38.1,3.2,46.3,1.6
0400000US02,02,Alaska,41.9,0.5,42.5,0.5,38.7,1.6,35.8,7.0,41.8,2.0,40.5,2.5,46.1,3.7
0400000US04,04,Arizona,39.5,0.2,40.3,0.2,33.8,0.7,35.4,3.1,37.3,2.0,35.8,2.4,47.4,1.1
0400000US05,05,Arkansas,40.8,0.3,41.3,0.3,36.2,1.1,36.3,2.3,38.4,3.1,38.6,1.9,48.7,2.5
0400000US06,06,California,40.3,0.1,40.7,0.1,36.6,0.3,37.1,0.6,37.2,0.6,36.5,1.0,47.3,0.4
0400000US08,08,Colorado,40.3,0.2,40.7,0.2,35.5,0.7,37.6,1.5,34.5,1.9,35.7,1.7,45.2,0.9
0400000US09,09,Connecticut,43.0,0.2,43.5,0.2,38.8,0.9,35.7,2.0,37.9,4.7,34.5,4.5,49.8,0.9
0400000US10,10,Delaware,41.3,0.4,41.7,0.5,37.1,1.3,39.1,3.6,36.1,3.5,38.9,5.0,44.9,1.9
0400000US11,11,District of Columbia,42.4,0.3,44.0,0.5,43.2,1.6,40.5,0.6,35.9,2.6,42.3,1.3,42.9,6.4
0400000US12,12,Florida,41.6,0.1,42.0,0.2,37.0,0.5,38.6,1.6,38.1,2.4,36.4,1.1,47.8,0.7
0400000US13,13,Georgia,40.0,0.2,40.3,0.2,36.4,0.7,35.8,1.1,36.5,2.3,36.4,2.7,45.0,0.7
0400000US15,15,Hawaii,42.5,0.3,42.2,0.5,40.6,1.2,45.2,1.7,41.9,3.2,38.0,2.0,51.4,1.9
0400000US16,16,Idaho,40.4,0.4,40.6,0.4,36.7,1.2,40.5,4.0,40.0,4.0,39.4,1.8,45.2,1.4
0400000US17,17,Illinois,41.0,0.2,41.5,0.2,37.1,0.7,38.6,0.5,38.0,1.6,39.1,1.4,46.5,0.7
0400000US18,18,Indiana,41.3,0.3,41.7,0.2,37.7,0.6,39.5,2.0,37.6,2.5,37.0,1.7,46.3,1.1
0400000US19,19,Iowa,42.0,0.2,42.0,0.2,39.2,0.9,34.8,5.0,43.5,1.9,40.0,3.6,48.2,1.0
0400000US20,20,Kansas,41.1,0.3,41.3,0.3,37.4,1.2,39.5,3.8,40.0,2.1,37.4,2.4,47.9,1.3
0400000US21,21,Kentucky,41.0,0.2,41.3,0.2,37.4,0.7,41.5,2.9,41.8,3.9,40.2,3.3,46.9,1.3
0400000US22,22,Louisiana,40.8,0.2,41.0,0.3,37.6,0.9,38.3,2.2,40.5,4.0,37.8,3.3,47.4,1.6
0400000US23,23,Maine,43.0,0.3,43.3,0.3,38.3,1.5,38.6,2.7,42.8,2.7,39.1,3.2,49.4,1.8
0400000US24,24,Maryland,41.6,0.2,42.2,0.2,37.2,0.8,35.4,1.5,35.4,2.0,39.5,2.8,46.9,0.9
0400000US25,25,Massachusetts,41.8,0.2,42.8,0.2,37.4,1.0,36.6,0.7,35.1,1.1,36.9,1.3,48.0,0.9
0400000US26,26,Michigan,41.3,0.1,41.5,0.2,37.7,0.5,37.7,2.3,36.4,1.3,40.1,1.8,46.2,0.7
0400000US27,27,Minnesota,41.1,0.2,41.3,0.2,37.3,0.6,37.5,1.9,38.9,1.8,37.5,1.8,46.8,0.7
0400000US28,28,Mississippi,40.9,0.3,41.2,0.3,37.4,1.3,40.3,3.4,44.1,4.4,39.7,3.5,47.3,2.2
0400000US29,29,Missouri,41.3,0.2,41.6,0.2,38.4,0.7,39.4,2.4,36.3,2.2,40.1,1.8,45.8,1.0
0400000US30,30,Montana,42.8,0.4,43.1,0.4,36.9,1.8,33.4,6.3,42.7,2.8,34.7,6.6,49.6,0.8
0400000US31,31,Nebraska,41.4,0.2,41.4,0.3,38.3,1.2,39.6,1.0,44.7,1.7,40.7,2.6,48.2,1.1
0400000US32,32,Nevada,40.2,0.3,40.8,0.3,35.1,0.8,37.3,2.7,38.1,3.1,41.3,3.2,46.7,1.4
0400000US33,33,New Hampshire,42.8,0.3,43.0,0.4,39.1,2.1,25.9,4.0,40.8,5.2,40.2,9.8,45.9,1.6
0400000US34,34,New Jersey,42.4,0.2,42.9,0.2,39.3,0.7,38.5,0.7,39.3,1.0,38.2,1.7,47.5,0.6
0400000US35,35,New Mexico,41.6,0.3,42.0,0.4,37.2,1.0,45.4,5.2,40.8,2.2,38.8,6.3,49.4,1.0
0400000US36,36,New York,41.7,0.1,43.0,0.2,40.6,0.4,39.3,0.3,38.5,0.7,40.1,0.6,46.7,0.6
0400000US37,37,North Carolina,40.5,0.1,40.9,0.2,36.3,0.7,34.6,2.1,38.4,2.0,37.3,1.5,47.2,1.1
0400000US38,38,North Dakota,42.2,0.4,42.0,0.4,38.9,1.8,33.6,7.0,46.9,2.3,37.7,5.8,47.7,1.7
0400000US39,39,Ohio,41.7,0.2,42.1,0.1,36.9,0.6,38.0,1.6,35.9,1.5,35.6,1.4,46.6,0.7
0400000US40,40,Oklahoma,41.2,0.2,41.5,0.3,37.2,1.1,41.6,2.2,41.0,2.4,37.9,3.0,46.3,1.2
0400000US41,41,Oregon,41.2,0.3,41.9,0.3,36.7,1.0,35.6,0.9,37.7,1.8,35.3,1.1,47.5,1.2
0400000US42,42,Pennsylvania,42.7,0.2,43.3,0.1,38.8,0.7,39.6,0.6,38.1,1.2,38.7,2.3,46.7,0.8
0400000US44,44,Rhode Island,41.7,0.4,42.2,0.5,38.4,1.8,34.5,5.7,38.4,7.9,39.4,6.2,45.7,1.9
0400000US45,45,South Carolina,40.8,0.2,41.3,0.2,36.9,0.9,35.5,3.7,38.3,3.1,35.5,1.5,47.6,1.8
0400000US46,46,South Dakota,41.8,0.3,41.6,0.4,39.9,1.5,39.7,6.7,43.7,2.6,39.8,7.1,47.6,1.7
0400000US47,47,Tennessee,40.8,0.2,41.2,0.3,37.0,0.6,40.6,4.5,41.6,1.5,36.9,2.5,46.8,1.3
0400000US48,48,Texas,40.0,0.2,40.4,0.1,36.1,0.4,40.1,1.2,38.9,1.0,35.8,1.2,46.4,0.5
0400000US49,49,Utah,35.6,0.2,36.4,0.3,31.4,0.8,32.1,1.3,26.9,1.8,32.2,2.9,38.9,1.3
0400000US50,50,Vermont,43.4,0.4,43.9,0.5,39.5,1.9,36.0,5.5,39.5,4.0,36.6,4.0,48.8,1.6
0400000US51,51,Virginia,41.5,0.2,41.9,0.2,36.6,0.8,41.0,1.0,37.2,2.3,38.2,1.6,46.7,0.8
0400000US53,53,Washington,41.0,0.3,41.6,0.3,36.9,0.7,38.6,0.8,35.4,1.3,39.2,1.7,48.0,0.7
0400000US54,54,West Virginia,42.1,0.4,42.1,0.4,39.6,1.4,38.5,10.7,42.6,3.1,37.1,6.0,49.1,2.0
0400000US55,55,Wisconsin,41.6,0.2,41.9,0.2,38.1,0.7,36.3,2.3,38.5,1.4,38.2,2.1,46.6,0.5
