GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Management, professional, and related occupations","Margin of Error; Management, professional, and related occupations",Estimate; Service occupations,Margin of Error; Service occupations,Estimate; Sales and office occupations,Margin of Error; Sales and office occupations,"Estimate; Farming, fishing, and forestry occupations","Margin of Error; Farming, fishing, and forestry occupations","Estimate; Construction and extraction, and maintenance occupations","Margin of Error; Construction and extraction, and maintenance occupations","Estimate; Production, transportation, and material moving occupations","Margin of Error; Production, transportation, and material moving occupations",Estimate; Armed forces,Margin of Error; Armed forces,"Estimate; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone: - Management, professional, and related occupations","Margin of Error; Car, truck, or van - drove alone: - Management, professional, and related occupations","Estimate; Car, truck, or van - drove alone: - Service occupations","Margin of Error; Car, truck, or van - drove alone: - Service occupations","Estimate; Car, truck, or van - drove alone: - Sales and office occupations","Margin of Error; Car, truck, or van - drove alone: - Sales and office occupations","Estimate; Car, truck, or van - drove alone: - Farming, fishing, and forestry occupations","Margin of Error; Car, truck, or van - drove alone: - Farming, fishing, and forestry occupations","Estimate; Car, truck, or van - drove alone: - Construction and extraction, and maintenance occupations","Margin of Error; Car, truck, or van - drove alone: - Construction and extraction, and maintenance occupations","Estimate; Car, truck, or van - drove alone: - Production, transportation, and material moving occupations","Margin of Error; Car, truck, or van - drove alone: - Production, transportation, and material moving occupations","Estimate; Car, truck, or van - drove alone: - Armed forces","Margin of Error; Car, truck, or van - drove alone: - Armed forces","Estimate; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled: - Management, professional, and related occupations","Margin of Error; Car, truck, or van - carpooled: - Management, professional, and related occupations","Estimate; Car, truck, or van - carpooled: - Service occupations","Margin of Error; Car, truck, or van - carpooled: - Service occupations","Estimate; Car, truck, or van - carpooled: - Sales and office occupations","Margin of Error; Car, truck, or van - carpooled: - Sales and office occupations","Estimate; Car, truck, or van - carpooled: - Farming, fishing, and forestry occupations","Margin of Error; Car, truck, or van - carpooled: - Farming, fishing, and forestry occupations","Estimate; Car, truck, or van - carpooled: - Construction and extraction, and maintenance occupations","Margin of Error; Car, truck, or van - carpooled: - Construction and extraction, and maintenance occupations","Estimate; Car, truck, or van - carpooled: - Production, transportation, and material moving occupations","Margin of Error; Car, truck, or van - carpooled: - Production, transportation, and material moving occupations","Estimate; Car, truck, or van - carpooled: - Armed forces","Margin of Error; Car, truck, or van - carpooled: - Armed forces",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,"Estimate; Public transportation (excluding taxicab): - Management, professional, and related occupations","Margin of Error; Public transportation (excluding taxicab): - Management, professional, and related occupations",Estimate; Public transportation (excluding taxicab): - Service occupations,Margin of Error; Public transportation (excluding taxicab): - Service occupations,Estimate; Public transportation (excluding taxicab): - Sales and office occupations,Margin of Error; Public transportation (excluding taxicab): - Sales and office occupations,"Estimate; Public transportation (excluding taxicab): - Farming, fishing, and forestry occupations","Margin of Error; Public transportation (excluding taxicab): - Farming, fishing, and forestry occupations","Estimate; Public transportation (excluding taxicab): - Construction and extraction, and maintenance occupations","Margin of Error; Public transportation (excluding taxicab): - Construction and extraction, and maintenance occupations","Estimate; Public transportation (excluding taxicab): - Production, transportation, and material moving occupations","Margin of Error; Public transportation (excluding taxicab): - Production, transportation, and material moving occupations",Estimate; Public transportation (excluding taxicab): - Armed forces,Margin of Error; Public transportation (excluding taxicab): - Armed forces,Estimate; Walked:,Margin of Error; Walked:,"Estimate; Walked: - Management, professional, and related occupations","Margin of Error; Walked: - Management, professional, and related occupations",Estimate; Walked: - Service occupations,Margin of Error; Walked: - Service occupations,Estimate; Walked: - Sales and office occupations,Margin of Error; Walked: - Sales and office occupations,"Estimate; Walked: - Farming, fishing, and forestry occupations","Margin of Error; Walked: - Farming, fishing, and forestry occupations","Estimate; Walked: - Construction and extraction, and maintenance occupations","Margin of Error; Walked: - Construction and extraction, and maintenance occupations","Estimate; Walked: - Production, transportation, and material moving occupations","Margin of Error; Walked: - Production, transportation, and material moving occupations",Estimate; Walked: - Armed forces,Margin of Error; Walked: - Armed forces,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Management, professional, and related occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Management, professional, and related occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Service occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Service occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Sales and office occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Sales and office occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Farming, fishing, and forestry occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Farming, fishing, and forestry occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Construction and extraction, and maintenance occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Construction and extraction, and maintenance occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Production, transportation, and material moving occupations","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Production, transportation, and material moving occupations","Estimate; Taxicab, motorcycle, bicycle, or other means: - Armed forces","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Armed forces",Estimate; Worked at home:,Margin of Error; Worked at home:,"Estimate; Worked at home: - Management, professional, and related occupations","Margin of Error; Worked at home: - Management, professional, and related occupations",Estimate; Worked at home: - Service occupations,Margin of Error; Worked at home: - Service occupations,Estimate; Worked at home: - Sales and office occupations,Margin of Error; Worked at home: - Sales and office occupations,"Estimate; Worked at home: - Farming, fishing, and forestry occupations","Margin of Error; Worked at home: - Farming, fishing, and forestry occupations","Estimate; Worked at home: - Construction and extraction, and maintenance occupations","Margin of Error; Worked at home: - Construction and extraction, and maintenance occupations","Estimate; Worked at home: - Production, transportation, and material moving occupations","Margin of Error; Worked at home: - Production, transportation, and material moving occupations",Estimate; Worked at home: - Armed forces,Margin of Error; Worked at home: - Armed forces
0400000US01,01,Alabama,1919778,14797,620013,10815,312407,8737,487855,10125,12495,2257,194536,5797,285369,9874,7103,1702,1621511,16572,537057,10265,254893,8769,425354,9894,7576,1725,149370,5007,241172,8468,6089,1604,197367,6981,49889,3796,37646,3250,38066,3863,2799,1229,36585,3087,32022,3433,360,246,8172,1778,1058,560,3201,1132,1836,677,87,104,562,397,1428,662,0,271,25155,2368,7284,1531,5285,1117,6089,1225,1195,557,2399,842,2784,943,119,141,19147,2640,3331,877,4886,1364,2856,1073,515,356,2378,743,4709,1251,472,396,48426,3670,21394,2042,6496,1284,13654,1758,323,244,3242,881,3254,1111,63,104
0400000US02,02,Alaska,342551,6394,115155,5339,59697,4108,80605,4838,2883,797,42289,3824,36718,3588,5204,1509,230130,6492,82374,4569,37457,3515,56453,3805,1132,505,26543,3319,22082,2678,4089,1357,45078,3523,12896,2011,9251,1610,10919,1812,475,292,6659,1379,4286,1111,592,423,4707,1325,1020,492,1312,618,1165,527,0,271,632,400,578,506,0,271,28020,2370,8265,1300,5610,1171,5565,1200,293,232,2449,745,5630,1275,208,220,19218,2048,4683,912,2869,783,3668,1074,532,295,4410,1031,2923,812,133,160,15398,2206,5917,1150,3198,906,2835,926,451,364,1596,927,1219,628,182,229
0400000US04,04,Arizona,2729757,21363,920974,14558,534636,14196,735299,15904,12951,2379,261467,9359,255644,9094,8786,1488,2070957,22259,720694,12985,383091,12312,568061,14220,8959,2143,191849,7852,193567,7923,4736,1197,323352,13342,88469,6319,74817,5933,81008,6518,1930,970,43910,5049,32239,4076,979,586,55861,4907,10971,1743,19300,3310,15405,2143,860,791,4247,1522,5004,1291,74,123,65173,7222,17564,3143,18265,2773,14952,2190,446,354,4737,1921,6717,2320,2492,937,72352,6325,19233,2532,19001,3091,14518,2463,181,177,7722,1920,11203,2612,494,383,142062,7340,64043,4549,20162,2864,41355,4018,575,410,9002,2016,6914,1487,11,20
0400000US05,05,Arkansas,1224374,14588,367600,10390,201012,6938,299323,8939,14388,2370,128134,6321,210637,7465,3280,1096,991971,14852,305390,9244,153685,5715,254744,9070,9715,1806,98611,5969,167074,6710,2752,1066,144175,7103,35346,3544,28712,3607,24432,2803,2740,1044,22551,2970,30058,3148,336,305,5105,1496,1407,840,1367,600,876,485,0,271,170,273,1285,867,0,271,22228,3276,6823,1559,5379,1433,4698,1307,573,378,1195,633,3560,1734,0,271,18487,2572,2385,949,4262,1295,2825,843,273,210,2668,1069,5882,1668,192,206,42408,3585,16249,2085,7607,1457,11748,2128,1087,656,2939,891,2778,773,0,271
0400000US06,06,California,16139699,40928,5858412,33967,2943545,31381,3983543,31117,223583,10473,1308899,16905,1749458,21374,72259,4852,11783251,46402,4425980,29859,1951216,25177,3009278,29882,114662,6467,951597,15746,1288357,19811,42161,3707,1870263,25078,544299,14416,372053,12703,409201,12834,75016,6484,218025,9128,242662,9102,9007,1740,838055,18386,258332,9098,227229,8937,200953,7643,6592,2513,43756,3944,100404,6766,789,439,446576,11846,126782,5664,132277,7848,111117,6080,7652,1663,22394,2931,38073,4470,8281,2271,369408,11995,117146,6343,87398,6101,67201,4910,13583,3637,33568,4203,48297,4134,2215,694,832146,16574,385873,11574,173372,7903,185793,8208,6078,1315,39559,3848,31665,3650,9806,2011
0400000US08,08,Colorado,2453377,15718,957158,12844,418585,10510,604372,11223,13468,1869,230999,7697,209449,8259,19346,2572,1826923,16239,722232,12113,292598,8750,463428,10460,7794,1486,167538,7754,163260,7769,10073,1828,246331,9296,73394,4519,52168,4942,52595,3562,3010,922,41048,4031,22702,3003,1414,690,81687,4896,26613,2271,22356,2721,21504,2725,274,354,4449,1407,6135,1450,356,292,72303,4895,23350,2568,17429,2320,15442,2274,1008,547,4339,1248,4067,951,6668,1620,60040,5083,19957,2242,14716,2214,11090,1748,461,303,6712,2212,6779,1497,325,363,166093,6611,91612,5031,19318,2662,40313,3062,921,477,6913,1563,6506,1748,510,372
0400000US09,09,Connecticut,1694719,12924,669325,11963,298401,10181,421313,10114,2268,858,130328,5860,169481,6594,3603,979,1356814,14404,555498,10697,218526,8400,341834,9698,1351,619,101481,5171,135848,5787,2276,637,145095,7150,39766,3596,33932,3413,30127,2724,580,439,18812,3001,21337,2924,541,649,54408,4545,15440,2241,16989,2120,14049,1988,0,271,2880,1353,5050,1491,0,271,49594,4461,15348,2329,15061,2061,14061,2301,75,125,1573,672,3091,952,385,215,18914,2839,5437,1464,4280,1121,4494,1280,42,70,2027,940,2566,771,68,111,69894,4619,37836,2810,9613,1376,16748,2044,220,308,3555,1089,1589,519,333,299
0400000US10,10,Delaware,416661,8712,163811,6280,72321,4721,104688,5135,1609,626,32770,3473,40278,4082,1184,540,337594,8077,138537,5463,53987,4143,85455,4790,923,436,26301,2909,31263,3504,1128,543,37204,4139,11937,1865,8541,2304,8213,1705,293,363,3973,1088,4247,1075,0,271,13826,2495,2700,823,4111,1338,3807,986,0,271,688,596,2464,1090,56,96,9395,1662,2738,841,2848,778,2345,1030,49,81,352,363,1063,586,0,271,5208,1200,1583,746,903,433,568,450,178,194,1077,604,899,402,0,271,13434,1820,6316,1336,1931,615,4300,1004,166,155,379,298,342,387,0,271
0400000US11,11,District of Columbia,758689,11963,464128,9397,103726,5365,129649,6601,247,179,30998,2907,23856,2289,6085,1636,324665,8094,197220,6194,49277,3550,45993,3218,178,134,15237,2012,13634,1894,3126,1182,85945,4905,46211,3797,11008,2228,15540,1976,0,271,8980,2197,2895,868,1311,672,282845,10150,177691,6924,34972,3972,57384,4935,69,118,5459,1230,6163,1263,1107,465,33220,2951,21228,2189,5240,1573,5799,1323,0,271,412,300,520,392,21,34,16973,2320,11474,1858,1691,781,2761,1355,0,271,342,289,537,317,168,175,15041,1984,10304,1641,1538,773,2172,829,0,271,568,363,107,120,352,555
