GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US22,22,Louisiana,41.4,0.3,42.0,0.3,37.3,1.2,38.5,2.6,35.5,3.0,38.1,2.2,46.8,1.6
0400000US23,23,Maine,44.9,0.3,45.5,0.4,39.6,1.4,46.0,5.3,31.0,3.1,38.6,4.7,49.0,1.2
0400000US24,24,Maryland,42.7,0.2,43.6,0.3,38.5,0.8,36.4,1.0,31.8,1.4,34.4,2.1,48.2,0.8
0400000US25,25,Massachusetts,43.3,0.2,44.9,0.2,39.9,0.8,35.4,0.6,29.2,1.0,36.2,1.4,48.1,0.8
0400000US26,26,Michigan,42.7,0.2,43.2,0.2,39.7,0.7,36.3,1.7,29.6,1.4,38.3,1.9,47.6,0.5
0400000US27,27,Minnesota,42.4,0.1,42.8,0.2,39.4,0.7,36.9,1.5,34.3,1.5,39.4,2.2,47.2,0.7
0400000US28,28,Mississippi,41.9,0.3,42.3,0.4,39.8,1.4,41.6,2.4,32.5,3.7,40.4,2.8,48.7,1.6
0400000US29,29,Missouri,42.1,0.2,42.5,0.2,39.4,0.8,38.5,3.0,30.9,2.1,38.1,2.6,45.7,0.8
0400000US30,30,Montana,43.6,0.4,43.8,0.6,39.9,1.4,50.0,9.5,42.0,5.5,34.6,5.4,51.1,1.5
0400000US31,31,Nebraska,42.4,0.3,42.6,0.3,38.8,1.2,34.3,6.4,35.2,3.2,38.2,3.7,50.2,1.0
0400000US32,32,Nevada,41.3,0.4,41.5,0.4,38.6,1.2,37.9,3.4,41.4,2.8,41.5,2.6,46.8,2.3
0400000US33,33,New Hampshire,44.5,0.3,44.9,0.4,40.8,1.2,34.8,5.6,31.4,3.8,41.5,2.8,49.7,1.0
0400000US34,34,New Jersey,44.0,0.2,44.7,0.2,41.0,0.7,37.9,0.9,38.8,1.0,38.2,1.5,49.1,0.6
0400000US35,35,New Mexico,42.2,0.4,42.3,0.4,38.3,0.9,42.4,4.1,34.7,6.5,42.0,4.6,53.0,1.9
0400000US36,36,New York,42.4,0.1,44.9,0.2,41.5,0.5,38.9,0.2,36.8,0.8,39.3,0.9,47.3,0.5
0400000US37,37,North Carolina,42.0,0.2,42.5,0.2,38.2,0.7,36.4,2.2,30.9,2.1,35.2,2.4,46.1,0.7
0400000US38,38,North Dakota,41.2,0.5,41.3,0.5,37.1,2.1,45.1,16.4,42.4,7.0,33.3,5.1,48.8,1.6
0400000US39,39,Ohio,43.0,0.2,43.5,0.2,38.7,0.4,40.3,1.2,28.5,1.4,38.8,2.4,48.6,0.7
0400000US40,40,Oklahoma,41.0,0.3,41.6,0.3,37.8,0.8,41.1,4.7,30.3,1.7,36.5,1.7,48.3,1.0
0400000US41,41,Oregon,42.4,0.3,43.6,0.4,40.7,0.9,35.6,0.6,31.8,2.0,34.2,1.5,46.1,1.3
0400000US42,42,Pennsylvania,43.7,0.2,44.6,0.2,40.0,0.5,39.0,0.9,32.6,1.1,38.9,1.1,47.0,0.6
0400000US44,44,Rhode Island,42.9,0.5,43.8,0.5,40.2,1.8,32.0,4.7,23.5,1.6,35.1,7.3,45.9,1.9
0400000US45,45,South Carolina,41.8,0.3,42.5,0.3,38.3,0.9,42.8,3.9,25.0,1.2,35.8,2.4,46.7,1.6
0400000US46,46,South Dakota,42.9,0.3,43.0,0.4,40.3,1.7,37.6,16.5,36.5,6.2,36.4,5.4,51.0,1.8
0400000US47,47,Tennessee,42.0,0.2,42.4,0.3,37.9,0.7,44.1,1.6,32.6,2.9,39.8,2.5,48.2,1.0
0400000US48,48,Texas,40.6,0.2,40.9,0.2,37.5,0.3,39.8,1.2,32.3,1.8,37.1,1.0,46.5,0.5
0400000US49,49,Utah,37.5,0.3,38.0,0.3,35.1,1.1,37.1,3.7,27.2,1.7,32.8,2.6,42.2,1.6
0400000US50,50,Vermont,44.7,0.3,45.4,0.5,42.4,2.1,38.1,10.0,30.6,3.7,39.8,1.9,51.2,1.7
0400000US51,51,Virginia,42.2,0.2,42.8,0.2,38.7,0.8,38.0,1.3,29.6,1.6,38.0,3.1,46.0,0.8
0400000US53,53,Washington,41.9,0.2,42.6,0.2,39.3,0.8,38.1,1.4,31.8,1.4,40.1,1.6,46.6,1.0
0400000US54,54,West Virginia,43.6,0.3,44.2,0.4,38.2,2.0,36.1,13.5,38.1,5.4,45.1,6.0,48.2,2.4
0400000US55,55,Wisconsin,42.8,0.2,43.4,0.2,39.7,0.8,33.1,2.4,33.1,1.5,40.3,2.9,48.0,0.8
0400000US56,56,Wyoming,42.4,0.6,42.7,0.6,40.1,1.6,45.0,11.0,39.6,11.1,38.1,8.3,51.2,2.1
0400000US72,72,Puerto Rico,40.8,0.3,40.5,0.4,41.5,0.9,42.3,2.4,43.0,1.5,38.5,3.6,46.5,1.9
