GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US30,30,Montana,43.8,0.4,44.0,0.5,40.2,1.0,36.5,13.4,42.9,1.8,40.3,5.2,50.1,1.4
0400000US31,31,Nebraska,42.3,0.3,42.5,0.3,37.8,1.5,36.3,1.7,41.1,2.9,40.2,4.2,48.5,1.3
0400000US32,32,Nevada,40.9,0.3,41.0,0.3,39.7,0.9,36.4,1.6,38.5,3.8,40.1,2.6,48.2,1.9
0400000US33,33,New Hampshire,44.4,0.3,44.6,0.4,37.6,3.4,42.8,7.1,38.8,9.9,46.5,5.1,48.8,1.5
0400000US34,34,New Jersey,43.8,0.2,44.5,0.2,41.0,0.7,38.5,0.9,37.6,1.1,37.1,1.7,48.3,0.6
0400000US35,35,New Mexico,42.3,0.4,42.4,0.4,39.0,0.9,41.9,4.7,41.6,2.8,38.7,4.6,50.4,1.3
0400000US36,36,New York,42.5,0.2,44.6,0.2,41.5,0.6,39.2,0.2,37.0,0.7,38.8,0.9,47.1,0.6
0400000US37,37,North Carolina,41.6,0.2,42.1,0.2,37.5,0.6,35.9,2.6,28.6,1.3,39.3,1.9,45.9,0.9
0400000US38,38,North Dakota,42.0,0.4,42.1,0.5,39.4,1.8,37.6,10.9,43.7,4.0,37.6,3.9,48.3,1.6
0400000US39,39,Ohio,43.1,0.2,43.5,0.2,39.5,0.4,41.0,1.6,30.8,2.0,39.3,2.0,47.4,1.0
0400000US40,40,Oklahoma,41.1,0.3,41.6,0.3,38.0,0.9,31.7,3.1,31.5,3.2,37.9,3.3,46.0,1.7
0400000US41,41,Oregon,42.2,0.2,43.1,0.3,38.1,0.7,36.1,1.3,33.9,1.9,36.6,1.8,48.3,1.0
0400000US42,42,Pennsylvania,43.6,0.2,44.3,0.2,40.2,0.5,39.7,0.6,33.5,1.5,39.5,1.5,47.8,0.6
0400000US44,44,Rhode Island,42.9,0.3,43.6,0.4,40.9,2.0,38.1,6.5,27.2,3.7,29.8,2.0,47.8,1.8
0400000US45,45,South Carolina,41.8,0.3,42.5,0.3,37.9,0.8,35.7,4.4,26.7,4.0,33.0,4.6,44.7,2.1
0400000US46,46,South Dakota,42.6,0.5,42.4,0.5,39.6,1.1,44.0,21.1,39.5,3.8,41.9,9.7,52.2,1.8
0400000US47,47,Tennessee,42.2,0.2,42.4,0.3,38.5,0.8,43.3,2.4,35.1,3.8,41.4,2.8,47.2,0.7
0400000US48,48,Texas,40.5,0.1,40.9,0.2,37.3,0.3,39.3,0.8,32.1,1.7,36.5,0.8,46.1,0.6
0400000US49,49,Utah,37.3,0.3,37.8,0.4,35.1,0.9,35.7,3.5,26.1,1.2,35.6,2.7,44.0,1.4
0400000US50,50,Vermont,45.0,0.4,45.8,0.5,40.8,1.9,32.4,4.6,34.1,6.0,34.6,6.4,48.9,1.5
0400000US51,51,Virginia,42.1,0.2,42.8,0.2,39.3,0.6,37.2,2.1,27.5,2.0,41.2,1.4,45.9,0.8
0400000US53,53,Washington,41.9,0.2,42.4,0.3,39.7,0.7,38.0,0.9,33.5,1.9,39.8,0.9,47.1,1.0
0400000US54,54,West Virginia,43.2,0.3,43.7,0.4,40.1,1.4,44.6,10.1,39.0,4.0,36.7,3.6,46.2,1.9
0400000US55,55,Wisconsin,42.9,0.2,43.3,0.2,38.9,0.6,36.2,1.9,31.1,2.6,40.4,1.5,48.1,0.6
0400000US56,56,Wyoming,42.8,0.6,43.0,0.7,39.5,1.4,45.8,6.8,49.1,4.1,39.5,13.5,49.4,2.7
0400000US72,72,Puerto Rico,40.7,0.2,40.2,0.3,41.1,0.7,45.0,1.6,44.4,1.3,40.7,2.2,45.8,2.1
