GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,"Estimate; Taxicab, motorcycle, or other means","Margin of Error; Taxicab, motorcycle, or other means",Estimate; Worked at home,Margin of Error; Worked at home,Estimate; Male:,Margin of Error; Male:,"Estimate; Male: - Car, truck, or van:","Margin of Error; Male: - Car, truck, or van:","Estimate; Male: - Car, truck, or van: - Drove alone","Margin of Error; Male: - Car, truck, or van: - Drove alone","Estimate; Male: - Car, truck, or van: - Carpooled:","Margin of Error; Male: - Car, truck, or van: - Carpooled:","Estimate; Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Male: - Public transportation (excluding taxicab):,Margin of Error; Male: - Public transportation (excluding taxicab):,Estimate; Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Male: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Male: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Male: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Male: - Public transportation (excluding taxicab): - Railroad,Estimate; Male: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Male: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Male: - Bicycle,Margin of Error; Male: - Bicycle,Estimate; Male: - Walked,Margin of Error; Male: - Walked,"Estimate; Male: - Taxicab, motorcycle, or other means","Margin of Error; Male: - Taxicab, motorcycle, or other means",Estimate; Male: - Worked at home,Margin of Error; Male: - Worked at home,Estimate; Female:,Margin of Error; Female:,"Estimate; Female: - Car, truck, or van:","Margin of Error; Female: - Car, truck, or van:","Estimate; Female: - Car, truck, or van: - Drove alone","Margin of Error; Female: - Car, truck, or van: - Drove alone","Estimate; Female: - Car, truck, or van: - Carpooled:","Margin of Error; Female: - Car, truck, or van: - Carpooled:","Estimate; Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Female: - Public transportation (excluding taxicab):,Margin of Error; Female: - Public transportation (excluding taxicab):,Estimate; Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Female: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Female: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Female: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Female: - Public transportation (excluding taxicab): - Railroad,Estimate; Female: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Female: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Female: - Bicycle,Margin of Error; Female: - Bicycle,Estimate; Female: - Walked,Margin of Error; Female: - Walked,"Estimate; Female: - Taxicab, motorcycle, or other means","Margin of Error; Female: - Taxicab, motorcycle, or other means",Estimate; Female: - Worked at home,Margin of Error; Female: - Worked at home
0400000US01,01,Alabama,1943541,17358,1838482,17379,1619932,16366,218550,8671,168467,7551,29344,3367,20739,2770,7896,1556,7692,1527,0,267,204,264,0,267,0,267,1981,850,25741,2887,18896,2379,50545,3217,1051797,11374,988845,10914,862872,10127,125973,5877,95997,5131,16146,2272,13830,2254,3160,990,2956,945,0,267,204,264,0,267,0,267,1802,815,16062,2198,13272,1898,28656,2198,891744,11539,849637,11631,757060,11407,92577,5059,72470,4248,13198,2145,6909,1475,4736,1110,4736,1110,0,267,0,267,0,267,0,267,179,170,9679,1767,5624,1451,21889,2270
0400000US02,02,Alaska,335039,5319,264535,5708,219908,5959,44627,4014,35706,3265,4648,1002,4273,1300,4862,1054,4628,1056,0,267,0,267,47,79,187,158,3216,1319,28404,2291,14413,1760,19609,2190,189174,4120,144294,3874,119823,4216,24471,2606,18487,2072,3309,912,2675,1098,2725,777,2511,785,0,267,0,267,47,79,167,156,1875,1012,17406,1824,10043,1387,12831,1746,145865,3284,120241,3399,100085,3563,20156,2192,17219,1969,1339,440,1598,749,2137,892,2117,897,0,267,0,267,0,267,20,35,1341,592,10998,1313,4370,717,6778,1200
0400000US04,04,Arizona,2753513,16653,2432435,20909,2060864,19396,371571,12327,288349,10959,45953,5002,37269,5159,58941,5349,58474,5327,274,316,73,120,64,106,56,92,21300,3318,61645,4611,44626,3560,134566,7156,1534768,11164,1351383,14070,1133284,14995,218099,9897,161498,8169,28993,4157,27608,4871,29645,3539,29234,3527,274,316,73,120,64,106,0,267,16842,3009,35475,3796,32801,3107,68622,4883,1218745,10957,1081052,12039,927580,10659,153472,6408,126851,6056,16960,2105,9661,1670,29296,3952,29240,3960,0,267,0,267,0,267,56,92,4458,1065,26170,2694,11825,1644,65944,3991
0400000US05,05,Arkansas,1215761,12042,1130815,12264,981514,13162,149301,6882,119881,5729,17740,2540,11680,1844,5978,1387,5917,1381,0,267,0,267,0,267,61,102,1270,572,19499,2094,15961,2134,42238,3410,652192,8379,604899,9018,522146,9101,82753,4718,65388,4011,9707,1883,7658,1685,3291,1100,3291,1100,0,267,0,267,0,267,0,267,1061,513,11630,1823,9511,1599,21800,2453,563569,7786,525916,7543,459368,8157,66548,4692,54493,3776,8033,1590,4022,1018,2687,860,2626,853,0,267,0,267,0,267,61,102,209,233,7869,1450,6450,1371,20438,2150
0400000US06,06,California,16419565,42800,13962703,40491,12015759,47558,1946944,27340,1456478,21775,289693,12091,200773,11857,840521,18991,640580,16804,20686,2542,123679,6377,50297,3788,5279,1227,144441,7424,461140,13649,223417,9297,787343,14812,9169616,27089,7834545,30571,6710132,36206,1124413,22864,821738,18339,172757,9289,129918,9000,428202,11696,319597,10897,10813,1677,64907,3975,30116,2934,2769,913,111878,7192,246686,10614,149392,8308,398913,10427,7249949,28490,6128158,26093,5305627,28643,822531,13415,634740,12059,116936,5932,70855,5222,412319,12612,320983,10302,9873,1794,58772,4645,20181,2334,2510,868,32563,3239,214454,8171,74025,4832,388430,10224
0400000US08,08,Colorado,2435073,13940,2074697,15443,1817372,14380,257325,9888,204139,9168,33457,3858,19729,2946,82218,6419,73178,6036,1285,582,5257,1074,2498,758,0,267,26856,2889,77077,4627,27684,3296,146541,6072,1348411,10074,1144153,11422,996966,11004,147187,7169,115041,6400,19054,3055,13092,2482,44830,4592,39393,4403,854,466,3074,852,1509,616,0,267,19052,2538,45163,3790,19922,2682,75291,4478,1086662,9809,930544,10244,820406,10077,110138,5714,89098,5127,14403,1982,6637,1290,37388,3807,33785,3676,431,441,2183,582,989,445,0,267,7804,1146,31914,2510,7762,1728,71250,3807
0400000US09,09,Connecticut,1709091,12320,1515932,13142,1379664,12571,136268,7251,108904,5864,15132,2035,12232,1800,53206,4277,40210,3672,109,175,1245,622,11463,1993,179,297,4563,1336,51644,4243,18655,2585,65091,3752,891755,9025,785728,9415,707806,8721,77922,5299,60829,4213,9561,1740,7532,1667,25282,3254,18313,2797,109,175,581,445,6279,1400,0,267,3323,992,29779,3143,13091,2070,34552,2812,817336,8176,730204,8461,671858,9121,58346,3699,48075,3118,5571,983,4700,1048,27924,2808,21897,2339,0,267,664,457,5184,1299,179,297,1240,619,21865,2087,5564,1369,30539,1994
0400000US10,10,Delaware,413937,8689,376226,9437,332193,8821,44033,3766,35444,3355,4932,1237,3657,948,9156,1670,8173,1655,0,267,89,112,894,400,0,267,1572,729,10434,1793,3707,1015,12842,1913,214563,5130,195095,5492,171027,5426,24068,2410,19143,2268,2333,880,2592,888,4085,1204,3566,1200,0,267,27,42,492,337,0,267,1572,729,5667,1171,2217,795,5927,1345,199374,5657,181131,5888,161166,5432,19965,2412,16301,2178,2599,778,1065,410,5071,1123,4607,1083,0,267,62,104,402,299,0,267,0,267,4767,1145,1490,550,6915,1141
0400000US11,11,District of Columbia,717403,11693,396100,10135,319928,9204,76172,4854,54964,4656,12532,1813,8676,1765,258815,8437,76266,5042,1603,854,160865,5762,19961,2665,120,197,6480,1163,33290,3143,8110,1309,14608,2387,370777,7460,219506,7486,179921,6479,39585,3356,28159,3070,7252,1371,4174,1234,117186,5106,27922,2969,954,667,76434,3443,11756,2140,120,197,4561,844,16748,2377,4855,1118,7921,1770,346626,8514,176594,5966,140007,5853,36587,2882,26805,2650,5280,1088,4502,1260,141629,6223,48344,3779,649,386,84431,4390,8205,1350,0,267,1919,750,16542,1882,3255,754,6687,1316
