GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Car, truck, or van - drove alone","Margin of Error; Total: - Car, truck, or van - drove alone","Estimate; Total: - Car, truck, or van - carpooled","Margin of Error; Total: - Car, truck, or van - carpooled",Estimate; Total: - Public transportation (excluding taxicab),Margin of Error; Total: - Public transportation (excluding taxicab),Estimate; Total: - Walked,Margin of Error; Total: - Walked,"Estimate; Total: - Taxicab, motorcycle, bicycle, or other means","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means",Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home
0400000US01,01,Alabama,41.5,0.3,42.0,0.3,37.6,0.8,43.2,3.5,34.8,2.1,39.4,3.0,46.7,1.2
0400000US02,02,Alaska,40.3,0.5,40.7,0.8,37.6,1.8,40.4,9.0,38.6,3.7,39.4,2.2,43.2,2.9
0400000US04,04,Arizona,40.1,0.2,40.6,0.2,35.4,0.5,36.5,2.6,35.3,3.1,38.5,1.5,47.2,0.9
0400000US05,05,Arkansas,41.2,0.3,41.8,0.3,37.9,1.0,37.5,2.7,35.1,4.3,41.7,4.2,44.4,1.2
0400000US06,06,California,40.4,0.1,40.8,0.1,37.9,0.3,37.8,0.5,35.1,0.6,36.9,0.7,46.6,0.4
0400000US08,08,Colorado,40.7,0.1,41.2,0.2,36.9,0.8,37.2,1.3,32.2,1.4,38.0,1.7,46.2,0.7
0400000US09,09,Connecticut,43.3,0.2,44.0,0.2,38.9,1.0,37.6,1.2,31.7,1.6,37.6,3.5,46.6,0.9
0400000US10,10,Delaware,42.0,0.5,42.9,0.5,37.3,2.0,37.7,2.8,27.9,10.4,37.6,3.7,46.8,1.7
0400000US11,11,District of Columbia,43.0,0.4,44.5,0.5,45.0,1.2,40.8,0.7,33.6,1.6,42.1,2.7,40.9,3.1
0400000US12,12,Florida,42.3,0.1,42.7,0.2,38.3,0.4,38.5,1.9,37.8,1.4,37.8,1.1,47.0,0.6
0400000US13,13,Georgia,40.7,0.2,41.2,0.2,37.1,0.6,37.8,1.2,34.1,1.9,38.2,1.4,44.3,0.6
0400000US15,15,Hawaii,41.8,0.3,42.0,0.4,39.5,1.0,41.6,2.0,38.5,5.3,37.4,3.6,50.8,1.8
