GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US16,16,Idaho,40.2,0.3,40.8,0.4,35.8,1.2,41.7,2.2,36.2,3.3,32.6,3.1,45.7,1.3
0400000US17,17,Illinois,41.2,0.1,41.9,0.2,38.2,0.6,38.3,0.4,33.5,1.5,38.9,1.0,45.3,0.7
0400000US18,18,Indiana,41.8,0.2,42.4,0.2,38.6,0.8,35.2,3.4,30.3,2.2,37.5,1.9,46.0,0.8
0400000US19,19,Iowa,42.3,0.2,42.9,0.2,38.3,0.9,37.3,1.8,32.2,3.9,41.8,3.3,48.7,1.0
0400000US20,20,Kansas,41.3,0.3,41.7,0.3,38.1,1.0,42.7,2.9,33.7,2.5,39.0,3.8,46.2,1.4
0400000US21,21,Kentucky,41.2,0.2,41.7,0.3,37.4,0.8,40.6,2.4,34.0,3.4,37.2,2.3,45.8,1.8
0400000US22,22,Louisiana,41.2,0.2,41.7,0.3,36.6,1.2,37.7,1.6,36.6,2.0,39.5,1.8,47.1,1.5
0400000US23,23,Maine,44.2,0.3,44.6,0.3,39.9,1.5,44.8,3.9,34.6,4.0,33.2,4.7,49.2,2.1
0400000US24,24,Maryland,42.0,0.2,42.8,0.3,38.5,0.6,37.5,1.7,33.6,2.8,37.2,3.3,46.1,0.8
0400000US25,25,Massachusetts,42.4,0.1,43.6,0.2,39.3,0.7,36.7,0.7,31.1,1.4,35.3,2.7,47.2,0.9
0400000US26,26,Michigan,42.0,0.1,42.4,0.2,39.2,0.5,37.5,2.9,31.6,1.8,39.4,1.8,46.1,0.9
0400000US27,27,Minnesota,41.9,0.2,42.4,0.2,39.1,0.7,37.6,0.9,33.7,2.3,37.9,1.7,45.8,0.6
0400000US28,28,Mississippi,41.1,0.3,41.3,0.4,38.1,1.1,43.4,6.2,38.3,3.1,40.0,2.1,47.3,2.2
0400000US29,29,Missouri,41.7,0.2,42.2,0.3,38.7,0.6,41.8,1.9,30.8,2.7,37.3,1.6,45.8,1.2
0400000US30,30,Montana,42.8,0.4,43.6,0.6,37.1,1.6,37.3,11.7,40.9,2.3,43.4,7.9,47.8,2.0
0400000US31,31,Nebraska,41.6,0.3,41.5,0.3,39.0,0.9,40.9,4.8,40.5,2.4,42.9,2.4,47.4,1.6
0400000US32,32,Nevada,40.8,0.3,41.2,0.3,37.4,1.0,39.0,2.4,36.2,4.4,39.9,2.0,48.9,1.4
0400000US33,33,New Hampshire,43.1,0.4,43.4,0.4,39.7,2.3,28.6,15.0,29.1,2.8,34.3,5.4,48.5,1.1
0400000US34,34,New Jersey,43.1,0.2,43.9,0.1,40.3,0.6,38.1,0.9,38.4,1.0,36.6,1.1,47.2,0.8
0400000US35,35,New Mexico,41.5,0.3,42.2,0.3,38.4,0.9,34.9,6.1,35.6,3.0,34.8,3.2,48.9,1.2
0400000US36,36,New York,42.2,0.2,44.0,0.1,41.1,0.4,39.7,0.2,37.7,0.5,40.7,0.9,46.2,0.7
0400000US37,37,North Carolina,41.2,0.2,41.9,0.2,37.6,0.4,36.0,1.7,31.3,3.0,38.1,1.6,43.7,0.8
0400000US38,38,North Dakota,41.4,0.5,41.2,0.6,36.8,2.0,32.3,11.7,45.0,4.5,37.6,6.8,48.5,2.2
0400000US39,39,Ohio,42.3,0.1,42.9,0.1,38.3,0.5,39.7,1.1,28.4,0.9,38.5,1.7,45.9,0.9
0400000US40,40,Oklahoma,41.1,0.3,41.8,0.3,36.7,0.8,35.7,6.4,33.8,4.1,35.7,2.5,46.0,1.5
0400000US41,41,Oregon,41.6,0.2,42.4,0.2,38.3,0.9,36.8,1.4,34.6,1.6,36.2,1.5,47.7,1.3
0400000US42,42,Pennsylvania,43.2,0.1,44.0,0.2,39.7,0.4,40.2,0.6,33.6,1.0,39.2,1.3,46.5,0.5
0400000US44,44,Rhode Island,42.5,0.5,43.2,0.5,41.0,2.1,37.1,4.4,28.0,1.7,38.9,12.4,44.4,3.2
0400000US45,45,South Carolina,41.6,0.3,42.4,0.3,38.2,0.8,37.7,7.0,27.3,4.4,35.8,3.6,43.6,1.6
0400000US46,46,South Dakota,42.8,0.4,42.9,0.6,38.2,2.3,37.9,3.2,44.4,2.0,43.0,5.8,47.0,2.0
0400000US47,47,Tennessee,41.7,0.2,42.1,0.2,37.5,0.6,44.6,1.8,34.7,2.9,41.2,2.4,46.7,0.9
0400000US48,48,Texas,39.9,0.1,40.4,0.1,36.4,0.3,39.7,1.0,35.0,1.5,35.8,1.1,45.1,0.4
0400000US49,49,Utah,36.4,0.3,36.8,0.3,33.9,1.0,33.6,2.6,25.7,1.5,34.6,2.3,42.6,1.5
0400000US50,50,Vermont,44.4,0.3,45.0,0.4,41.5,1.5,40.3,12.5,29.4,4.2,38.5,6.7,50.4,1.6
0400000US51,51,Virginia,41.6,0.1,42.2,0.2,37.5,0.7,40.7,1.3,29.8,2.2,39.8,1.5,44.5,0.9
0400000US53,53,Washington,41.5,0.2,42.4,0.2,38.6,0.6,38.3,1.0,32.1,1.8,38.8,1.7,46.0,0.7
0400000US54,54,West Virginia,42.5,0.3,43.2,0.4,40.2,0.9,35.6,5.7,35.8,3.0,34.8,4.2,44.8,1.4
0400000US55,55,Wisconsin,42.1,0.1,42.6,0.2,38.9,0.8,36.0,1.9,31.8,2.3,39.5,1.6,46.4,0.7
0400000US56,56,Wyoming,42.3,0.5,42.9,0.7,35.9,1.6,36.6,16.4,44.4,5.2,35.1,7.5,48.7,2.6
0400000US72,72,Puerto Rico,39.7,0.3,39.5,0.3,39.0,0.8,40.5,1.5,42.3,2.0,40.4,2.4,42.6,3.3
