GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53
0400000US12,12,Florida,7851983,36622,7045645,36452,6229212,33057,816433,19773,636595,16126,104620,7481,75218,7149,146595,9206,136944,8784,896,518,5084,1106,3453,1098,218,192,51857,5076,116256,8564,116479,7842,375151,11634,4126036,21896,3661247,24817,3214486,24724,446761,13053,336519,11799,58555,5589,51687,6589,69633,6417,64775,6315,182,177,2529,724,2147,768,0,271,38004,4566,64760,5840,81295,6725,211097,9237,3725947,24031,3384398,23014,3014726,20938,369672,11117,300076,9697,46065,4056,23531,2610,76962,6600,72169,6130,714,481,2555,798,1306,698,218,192,13853,2300,51496,4953,35184,4003,164054,6288
0400000US13,13,Georgia,4287878,28541,3832769,28467,3366907,25316,465862,13595,357175,11999,60367,5986,48320,4890,103911,8997,82444,8014,1780,1063,16242,2643,3295,1028,150,186,10322,2446,71420,6272,62123,5640,207333,7306,2253037,20128,1989237,20699,1732973,20214,256264,10484,191674,8293,34595,4693,29995,4087,53212,6012,42662,5743,1184,873,7757,1558,1531,579,78,131,7451,1872,41633,4568,43001,4551,118503,5979,2034841,19418,1843532,17744,1633934,16455,209598,7524,165501,6787,25772,2924,18325,2371,50699,5099,39782,4488,596,509,8485,1946,1764,723,72,125,2871,1137,29787,4225,19122,2705,88830,4565
0400000US15,15,Hawaii,639584,6177,522914,6885,432883,7408,90031,4817,67572,4119,11200,1594,11259,2719,38254,3404,37848,3465,210,317,0,271,0,271,196,160,8242,2276,28747,2964,12754,2418,28673,2920,348263,4648,287525,5859,243283,6080,44242,3129,32893,2861,4778,1065,6571,2186,16733,2270,16459,2252,210,317,0,271,0,271,64,80,5833,1846,13844,2110,9098,1987,15230,2116,291321,5237,235389,5005,189600,5028,45789,3172,34679,2943,6422,1141,4688,1160,21521,2556,21389,2572,0,271,0,271,0,271,132,132,2409,954,14903,1983,3656,1047,13443,1837
0400000US16,16,Idaho,659175,7871,583643,8220,511398,9036,72245,4987,54506,4204,9682,1598,8057,1698,5791,1213,5772,1215,0,271,19,33,0,271,0,271,7611,1460,17465,1930,10112,1621,34553,3005,350337,5570,306144,5651,267592,6132,38552,3413,29237,2660,4370,1051,4945,1526,3922,971,3922,971,0,271,0,271,0,271,0,271,4926,1291,9913,1449,6748,1188,18684,2235,308838,5415,277499,5968,243806,6194,33693,3093,25269,2486,5312,1109,3112,785,1869,679,1850,680,0,271,19,33,0,271,0,271,2685,736,7552,1268,3364,942,15869,2182
0400000US17,17,Illinois,5917742,18998,4873781,20224,4348084,21624,525697,14174,424684,11901,64916,5006,36097,3428,525353,12010,223556,8301,4279,1197,158393,7271,138805,6406,320,309,33147,3014,187597,8152,65186,4389,232678,7593,3117012,18158,2579188,18058,2296876,16389,282312,9332,226203,7800,36326,3732,19783,2474,251791,8460,92749,5289,2078,975,79163,4447,77651,4448,150,177,26503,2682,100549,6991,38378,3524,120603,5651,2800730,11881,2294593,13726,2051208,15653,243385,8695,198481,7252,28590,3008,16314,2271,273562,8137,130807,6153,2201,813,79230,5452,61154,4059,170,171,6644,1106,87048,5303,26808,3001,112075,5338
0400000US18,18,Indiana,2817192,16009,2601108,17290,2343097,17953,258011,8570,205586,7700,29283,3222,23142,2513,23832,2796,23326,2714,51,86,227,273,184,193,44,75,12258,1734,63037,4599,22260,2808,94697,5434,1475804,11432,1357910,11652,1216649,11280,141261,6136,111325,5713,15109,2101,14827,1834,12008,2082,11813,2054,0,271,0,271,151,186,44,75,9113,1548,33331,3215,14120,2072,49322,4048,1341388,12663,1243198,13617,1126448,13659,116750,4844,94261,4331,14174,1846,8315,1517,11824,1648,11513,1608,51,86,227,273,33,57,0,271,3145,858,29706,2911,8140,1675,45375,3339
0400000US19,19,Iowa,1524705,10924,1350817,10055,1199904,10355,150913,5280,120033,5284,18604,2293,12276,2180,17710,2651,17646,2637,64,108,0,271,0,271,0,271,6062,1365,61446,3775,13281,1788,75389,4445,795084,7846,702143,7358,619797,7620,82346,3849,66289,3630,8890,1648,7167,1649,7618,1514,7554,1520,64,108,0,271,0,271,0,271,4059,998,33222,2788,10320,1601,37722,2988,729621,7661,648674,7702,580107,7481,68567,3529,53744,3119,9714,1601,5109,986,10092,2012,10092,2012,0,271,0,271,0,271,0,271,2003,675,28224,2396,2961,741,37667,2899
0400000US20,20,Kansas,1385380,11544,1258781,12309,1127678,11644,131103,6116,106823,5239,16288,2306,7992,1240,5860,1455,5830,1461,0,271,30,53,0,271,0,271,5270,1226,37699,3982,18723,2329,59047,3857,740507,8475,668445,8906,595004,8737,73441,4725,59160,3759,9805,1949,4476,898,2729,1060,2699,1066,0,271,30,53,0,271,0,271,4050,986,20866,2519,13069,1944,31348,2507,644873,7862,590336,7857,532674,7562,57662,3181,47663,3021,6483,1289,3516,888,3131,945,3131,945,0,271,0,271,0,271,0,271,1220,571,16833,2375,5654,1310,27699,2473
0400000US21,21,Kentucky,1846577,15799,1704545,15986,1509364,15182,195181,7873,153731,6823,25790,3274,15660,2593,20647,2881,20548,2881,39,71,0,271,0,271,60,95,4125,1030,43792,4028,16397,2451,57071,4198,977424,11311,895504,11761,783040,10988,112464,5640,85106,4581,16051,2576,11307,2336,10207,2017,10207,2017,0,271,0,271,0,271,0,271,3021,951,25893,3355,11070,1963,31729,2705,869153,10084,809041,10340,726324,9589,82717,4414,68625,4179,9739,1535,4353,988,10440,1859,10341,1847,39,71,0,271,0,271,60,95,1104,546,17899,2112,5327,1333,25342,2671
0400000US22,22,Louisiana,1983471,16556,1833509,17180,1619738,17183,213771,9567,160224,7844,30515,3732,23032,3622,25091,2627,22862,2391,1752,867,78,128,18,33,381,432,8078,1697,39038,3738,29276,3172,48479,3517,1048256,11157,962500,11963,844211,12084,118289,6610,86365,5261,16586,2515,15338,2888,11806,1806,10832,1776,497,308,78,128,18,33,381,432,6102,1434,22801,3155,20640,2549,24407,2737,935215,10970,871009,10984,775527,10502,95482,6289,73859,5511,13929,2199,7694,1671,13285,1956,12030,1733,1255,851,0,271,0,271,0,271,1976,681,16237,1952,8636,1621,24072,2361
0400000US23,23,Maine,624974,7866,552596,8692,490641,8586,61955,3901,51693,3898,5806,1045,4456,1068,3758,1116,3670,1111,9,17,0,271,0,271,79,65,3263,792,26157,2867,5390,1264,33810,2609,317612,5349,280262,6108,245724,5786,34538,2737,27900,2492,3214,827,3424,952,1948,808,1869,802,0,271,0,271,0,271,79,65,2168,624,13790,1975,3571,907,15873,1574,307362,5303,272334,5360,244917,5348,27417,2776,23793,2669,2592,569,1032,397,1810,655,1801,654,9,17,0,271,0,271,0,271,1095,561,12367,1661,1819,674,17937,1777
0400000US24,24,Maryland,2587044,15630,2229066,18781,1969240,17088,259826,9836,200758,9322,38991,4079,20077,2733,137221,7220,97834,6679,2136,1061,32031,3217,5220,1202,0,271,9353,1898,73584,6108,20668,2034,117152,5485,1315766,11422,1142587,13558,1005260,11804,137327,6589,103294,5660,21489,2870,12544,2341,59633,4676,40956,4059,610,405,15065,2224,3002,916,0,271,7348,1466,37798,4285,11936,1716,56464,4108,1271278,10749,1086479,13108,963980,13615,122499,6325,97464,6094,17502,2629,7533,1328,77588,4635,56878,4343,1526,926,16966,2268,2218,778,0,271,2005,1183,35786,3285,8732,1452,60688,3836
0400000US25,25,Massachusetts,3295905,17722,2650250,21510,2380507,19775,269743,9087,215260,8593,33396,4148,21087,2687,308201,11394,102240,6626,8479,1852,140975,8148,53880,3172,2627,745,26363,3655,150260,7622,24471,3115,136360,5704,1685865,14200,1361343,14905,1219850,13448,141493,6400,111948,6165,17723,3223,11822,1615,150715,6894,47219,4417,3670,1279,68161,5155,30030,2175,1635,651,18899,3085,72353,5418,14075,2307,68480,3912,1610040,11811,1288907,13105,1160657,11802,128250,5399,103312,4633,15673,2357,9265,1755,157486,7794,55021,4688,4809,1311,72814,5924,23850,2173,992,514,7464,1585,77907,4910,10396,2034,67880,3935
0400000US26,26,Michigan,4105365,22932,3757196,22049,3388113,21187,369083,10003,301050,9773,44861,3511,23172,2855,53644,4391,52351,4339,688,504,273,298,60,100,272,242,19557,2570,97743,5494,29643,2632,147582,5465,2087788,15311,1909100,14822,1708566,13933,200534,6856,162590,6216,24931,2542,13013,2006,23164,2752,22754,2762,94,127,134,195,60,100,122,129,13232,2171,53050,3758,17243,1857,71999,3866,2017577,14334,1848096,14170,1679547,14147,168549,5965,138460,5715,19930,2063,10159,1601,30480,3201,29597,3089,594,495,139,227,0,271,150,130,6325,1142,44693,3351,12400,1686,75583,3338
0400000US27,27,Minnesota,2678087,13222,2337352,15394,2089470,14840,247882,6435,198219,5601,28430,2362,21233,2936,90986,5599,87346,5464,414,224,1641,695,1488,612,97,131,18879,2081,77409,4338,22210,2293,131251,5189,1380622,9549,1203135,10575,1072251,10412,130884,4903,104500,3914,14715,1650,11669,2145,41641,3126,40057,3102,231,188,760,396,584,347,9,16,12534,1365,42285,3204,15793,1882,65234,3705,1297465,8124,1134217,9510,1017219,9519,116998,4061,93719,3735,13715,1477,9564,1700,49345,3783,47289,3662,183,137,881,410,904,470,88,129,6345,1490,35124,2610,6417,1179,66017,3409
0400000US28,28,Mississippi,1146912,12742,1080515,13040,955941,13494,124574,7424,96885,6257,16731,2841,10958,1956,4484,1084,4454,1078,0,271,0,271,0,271,30,51,996,444,19841,2911,10339,1962,30737,3230,585129,8225,549728,8499,479853,9121,69875,4921,52354,4030,10799,2579,6722,1604,1678,698,1648,697,0,271,0,271,0,271,30,51,676,383,10921,2007,7202,1661,14924,2120,561783,10225,530787,9618,476088,9302,54699,4270,44531,3849,5932,1175,4236,1163,2806,822,2806,822,0,271,0,271,0,271,0,271,320,254,8920,1836,3137,1051,15813,2275
0400000US29,29,Missouri,2786032,17286,2533493,19776,2254101,20234,279392,10007,223804,8367,32817,3322,22771,3185,44758,4231,38169,3934,908,545,5008,1282,673,316,0,271,7112,1339,54925,4644,26771,2657,118973,4986,1436058,11633,1298718,12948,1151550,12375,147168,6505,118000,5557,16443,2142,12725,2274,20744,2567,17560,2252,444,422,2410,912,330,268,0,271,5921,1368,31488,3592,16636,2327,62551,3844,1349974,12043,1234775,13094,1102551,13174,132224,6007,105804,5155,16374,1997,10046,1499,24014,3076,20609,2973,464,363,2598,774,343,246,0,271,1191,449,23437,2428,10135,1615,56422,3266
0400000US30,30,Montana,456480,6283,389573,6392,343993,6266,45580,3964,34668,3375,5596,1349,5316,1675,3845,1113,3536,970,0,271,99,116,210,330,0,271,7784,1307,24320,2583,3838,860,27120,2294,235366,4413,198157,4821,172709,4278,25448,2806,19351,2387,2797,818,3300,1570,1610,566,1610,566,0,271,0,271,0,271,0,271,5038,1060,13045,1842,2492,648,15024,1765,221114,4466,191416,4405,171284,4469,20132,2385,15317,1941,2799,848,2016,644,2235,861,1926,797,0,271,99,116,210,330,0,271,2746,759,11275,1657,1346,551,12096,1480
0400000US31,31,Nebraska,939853,7741,853228,8427,758271,8733,94957,5015,73408,4746,13407,1922,8142,1560,5526,1190,5501,1196,0,271,25,44,0,271,0,271,4100,1373,30769,3114,6156,1458,40074,3019,496543,5999,446033,6193,395142,6379,50891,3075,38588,2724,7706,1561,4597,1070,2998,994,2998,994,0,271,0,271,0,271,0,271,3267,1284,17336,2311,4506,980,22403,1945,443310,5672,407195,5865,363129,5756,44066,3038,34820,2925,5701,1138,3545,897,2528,709,2503,709,0,271,25,44,0,271,0,271,833,497,13433,1819,1650,771,17671,2103
0400000US32,32,Nevada,1216344,13767,1091587,14844,963384,13361,128203,6437,102539,6058,13856,2075,11808,2790,37860,3522,37710,3496,0,271,90,147,0,271,60,112,4760,1392,25327,3214,15978,1914,40832,3572,677125,8942,605976,9518,534991,8759,70985,5271,54786,4383,7496,1718,8703,2624,21188,2818,21128,2809,0,271,0,271,0,271,60,112,3818,1226,14347,2355,10587,1526,21209,2382,539219,9478,485611,9721,428393,9127,57218,4166,47753,3881,6360,1065,3105,1326,16672,2331,16582,2305,0,271,90,147,0,271,0,271,942,559,10980,1791,5391,1387,19623,2131
0400000US33,33,New Hampshire,635208,8972,569548,9810,515010,9195,54538,3991,46243,3721,6117,1489,2178,786,2677,857,2599,847,78,107,0,271,0,271,0,271,2589,1148,20228,2426,4606,980,35560,2939,323407,6674,287490,7187,256292,6469,31198,3178,26375,2905,3180,877,1643,715,1180,489,1162,490,18,35,0,271,0,271,0,271,1862,786,10292,1677,2567,758,20016,2038,311801,4826,282058,4865,258718,5219,23340,2133,19868,2057,2937,996,535,292,1497,686,1437,674,60,97,0,271,0,271,0,271,727,575,9936,1556,2039,594,15544,1830
0400000US34,34,New Jersey,3843779,24407,3251037,22652,2899096,20955,351941,9908,259843,8705,44565,4264,47533,4500,218085,7239,150121,6720,3669,1339,30584,2894,33182,2922,529,408,13119,2507,134049,6803,65319,5871,162170,7596,2033684,17858,1709844,17365,1518253,15764,191591,7130,136762,5985,25040,3282,29789,3864,117577,5804,76143,5049,1917,1080,18001,2487,21127,2393,389,372,10519,2184,72573,5677,35404,3918,87767,6357,1810095,13858,1541193,12936,1380843,12464,160350,6453,123081,5514,19525,2503,17744,2514,100508,5768,73978,5309,1752,819,12583,1742,12055,2015,140,167,2600,745,61476,3820,29915,3424,74403,4124
0400000US35,35,New Mexico,858041,11853,767043,11937,669348,12014,97695,6857,73190,5595,14943,2621,9562,1984,9066,1601,8197,1696,0,271,0,271,869,369,0,271,5923,1244,21437,3055,9475,1516,45097,3885,451088,8701,400308,8682,349363,8394,50945,4292,37277,3981,8102,2056,5566,1278,4553,1301,4300,1312,0,271,0,271,253,202,0,271,4349,1013,12548,2393,6718,1152,22612,2515,406953,7882,366735,8058,319985,7775,46750,4032,35913,3018,6841,1385,3996,1224,4513,1150,3897,1185,0,271,0,271,616,326,0,271,1574,545,8889,1795,2757,912,22485,2579
