GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,"Estimate; Taxicab, motorcycle, or other means","Margin of Error; Taxicab, motorcycle, or other means",Estimate; Worked at home,Margin of Error; Worked at home,Estimate; Male:,Margin of Error; Male:,"Estimate; Male: - Car, truck, or van:","Margin of Error; Male: - Car, truck, or van:","Estimate; Male: - Car, truck, or van: - Drove alone","Margin of Error; Male: - Car, truck, or van: - Drove alone","Estimate; Male: - Car, truck, or van: - Carpooled:","Margin of Error; Male: - Car, truck, or van: - Carpooled:","Estimate; Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Male: - Public transportation (excluding taxicab):,Margin of Error; Male: - Public transportation (excluding taxicab):,Estimate; Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Male: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Male: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Male: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Male: - Public transportation (excluding taxicab): - Railroad,Estimate; Male: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Male: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Male: - Bicycle,Margin of Error; Male: - Bicycle,Estimate; Male: - Walked,Margin of Error; Male: - Walked,"Estimate; Male: - Taxicab, motorcycle, or other means","Margin of Error; Male: - Taxicab, motorcycle, or other means",Estimate; Male: - Worked at home,Margin of Error; Male: - Worked at home,Estimate; Female:,Margin of Error; Female:,"Estimate; Female: - Car, truck, or van:","Margin of Error; Female: - Car, truck, or van:","Estimate; Female: - Car, truck, or van: - Drove alone","Margin of Error; Female: - Car, truck, or van: - Drove alone","Estimate; Female: - Car, truck, or van: - Carpooled:","Margin of Error; Female: - Car, truck, or van: - Carpooled:","Estimate; Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Female: - Public transportation (excluding taxicab):,Margin of Error; Female: - Public transportation (excluding taxicab):,Estimate; Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Female: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Female: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Female: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Female: - Public transportation (excluding taxicab): - Railroad,Estimate; Female: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Female: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Female: - Bicycle,Margin of Error; Female: - Bicycle,Estimate; Female: - Walked,Margin of Error; Female: - Walked,"Estimate; Female: - Taxicab, motorcycle, or other means","Margin of Error; Female: - Taxicab, motorcycle, or other means",Estimate; Female: - Worked at home,Margin of Error; Female: - Worked at home
0400000US01,01,Alabama,2018956,15858,1914315,17118,1677420,17355,236895,9426,178798,8450,36689,3771,21408,2406,10200,1839,9675,1758,394,472,50,93,81,135,0,271,2632,684,25896,3269,18814,2347,47099,3439,1072630,10254,1012392,10783,877865,11012,134527,7259,99045,6278,21775,2989,13707,2274,4506,1237,3981,1183,394,472,50,93,81,135,0,271,2201,629,16545,2451,13067,1973,23919,2585,946326,11272,901923,11226,799555,10933,102368,5111,79753,4395,14914,1960,7701,1543,5694,1162,5694,1162,0,271,0,271,0,271,0,271,431,246,9351,1649,5747,1433,23180,2080
0400000US02,02,Alaska,346972,5192,276327,5542,226782,5878,49545,3950,40186,3475,5830,1583,3529,1011,5959,1351,5249,1235,225,322,0,271,0,271,485,357,3039,777,25021,2224,16428,1805,20198,3521,193648,4030,147981,4565,121119,4274,26862,2646,21386,2122,3340,1341,2136,709,2767,850,2523,821,0,271,0,271,0,271,244,185,2372,719,15642,1757,12413,1568,12473,3180,153324,3475,128346,3203,105663,3509,22683,2111,18800,2019,2490,811,1393,562,3192,978,2726,859,225,322,0,271,0,271,241,306,667,323,9379,1113,4015,671,7725,1332
0400000US04,04,Arizona,2873827,16529,2542079,18084,2165002,20637,377077,13363,291167,12080,53676,6396,32234,4495,66779,5663,66157,5659,201,218,253,332,168,273,0,271,24874,3258,53643,4575,45430,4124,141022,6203,1582896,11817,1394690,13680,1176057,14526,218633,9324,163823,8872,32149,5129,22661,3865,34518,4113,33896,3981,201,218,253,332,168,273,0,271,19851,3058,30484,3195,33475,3452,69878,4519,1290931,12752,1147389,13720,988945,13862,158444,7903,127344,6495,21527,2981,9573,1785,32261,4302,32261,4302,0,271,0,271,0,271,0,271,5023,999,23159,2813,11955,2183,71144,4556
0400000US05,05,Arkansas,1258196,11855,1167146,11835,1007134,12588,160012,7223,126255,6742,21446,2784,12311,2317,5539,1494,5296,1474,78,127,118,166,0,271,47,90,1611,884,25347,2724,17325,2397,41228,3842,667126,9276,614656,8655,530227,8811,84429,5145,66889,4447,10218,1840,7322,1632,2441,964,2198,905,78,127,118,166,0,271,47,90,1170,753,15476,2127,12919,1927,20464,2420,591070,7434,552490,7816,476907,8235,75583,4435,59366,3981,11228,1828,4989,1145,3098,1133,3098,1133,0,271,0,271,0,271,0,271,441,347,9871,1737,4406,1094,20764,2348
0400000US06,06,California,16811097,46380,14238133,44995,12228747,47546,2009386,26836,1513249,25803,286771,11068,209366,11250,884770,18628,653313,16132,28850,3903,133608,6000,63615,3938,5384,1169,167405,7599,469555,12678,245977,10992,805257,18388,9323150,32476,7930949,30464,6783954,30959,1146995,19842,850688,19372,166678,8050,129629,9412,452330,13056,322429,11906,15619,3026,74313,4687,36528,2873,3441,997,126974,6949,253458,9901,165865,8474,393574,13517,7487947,29890,6307184,29235,5444793,30463,862391,14766,662561,13351,120093,6811,79737,4436,432440,10436,330884,10446,13231,2397,59295,4341,27087,2718,1943,705,40431,3335,216097,7913,80112,5844,411683,11678
0400000US08,08,Colorado,2540846,14808,2160373,15061,1874591,14975,285782,11489,222531,10199,41157,4411,22094,3564,87436,5960,77569,5875,1080,449,5835,1050,2788,974,164,138,31854,2936,68484,4611,31128,2668,161571,5613,1398030,10219,1183308,11685,1013960,10867,169348,7949,129322,6950,24327,3309,15699,3068,48503,4523,44038,4391,588,316,2359,664,1437,647,81,130,22663,2462,38435,3566,23082,2335,82039,3999,1142816,10557,977065,10829,860631,11194,116434,6057,93209,5571,16830,2257,6395,1392,38933,3304,33531,3175,492,284,3476,906,1351,731,83,138,9191,1323,30049,2797,8046,1418,79532,4001
0400000US09,09,Connecticut,1735519,14783,1536548,14210,1381582,13655,154966,7185,124011,6590,18241,2596,12714,2319,56238,4431,42412,3984,162,190,697,333,12916,2054,51,87,4017,951,49970,4139,17845,2519,70901,4363,905633,10217,802672,10556,723183,9845,79489,4654,62204,4025,10854,1995,6431,1482,26520,3265,18477,2697,76,126,199,175,7768,1708,0,271,3127,853,27712,3090,10093,2020,35509,2757,829886,9652,733876,9551,658399,8897,75477,4360,61807,4279,7387,1350,6283,1504,29718,2768,23935,2544,86,142,498,268,5148,1337,51,87,890,395,22258,2796,7752,1549,35392,2745
0400000US10,10,Delaware,425838,7387,382923,7293,338563,7670,44360,3589,35195,3315,4468,955,4697,1563,13946,2352,12837,2306,99,126,126,120,884,551,0,271,1205,510,9326,1606,5921,1262,12517,1613,221052,5205,198125,5098,174759,5063,23366,2651,18249,2271,2077,620,3040,1417,6835,1769,6177,1677,99,126,49,80,510,451,0,271,995,472,4853,1086,4046,1075,6198,1244,204786,4380,184798,4586,163804,4684,20994,2196,16946,2054,2391,711,1657,644,7111,1474,6660,1494,0,271,77,88,374,336,0,271,210,187,4473,1151,1875,726,6319,1121
0400000US11,11,District of Columbia,756816,11962,419316,9963,339323,9050,79993,5083,52525,4014,18193,2402,9275,1792,268924,8956,80230,5049,2449,825,165886,7424,20204,2468,155,256,9318,1772,37007,3226,8167,1650,14084,1723,389793,9009,227758,8107,185482,7091,42276,3227,25893,2473,10555,1740,5828,1410,125319,5536,34798,3624,1078,587,78123,4393,11320,1822,0,271,6782,1493,18267,1915,4178,1080,7489,1218,367023,8154,191558,6408,153841,6094,37717,3215,26632,2573,7638,1424,3447,994,143605,6130,45432,3564,1371,474,87763,4922,8884,1421,155,256,2536,851,18740,2353,3989,1115,6595,1328
