GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US23,23,Maine,45.1,0.3,45.8,0.4,39.8,1.7,33.9,9.0,31.8,1.7,31.4,3.8,52.1,1.7
0400000US24,24,Maryland,42.7,0.2,43.5,0.2,39.4,0.8,35.7,0.9,31.4,1.3,36.2,2.2,48.3,0.9
0400000US25,25,Massachusetts,43.1,0.2,44.9,0.2,38.8,0.9,35.2,0.6,28.9,0.8,35.1,1.5,48.2,0.8
0400000US26,26,Michigan,42.6,0.1,43.1,0.2,37.9,0.5,32.2,1.8,30.6,2.0,39.0,3.6,48.4,0.8
0400000US27,27,Minnesota,42.1,0.2,42.8,0.2,38.4,0.7,35.5,1.1,31.6,1.3,38.3,2.7,46.6,0.8
0400000US28,28,Mississippi,41.7,0.4,42.0,0.4,38.8,1.2,44.8,5.8,31.0,2.9,44.3,2.9,44.5,1.2
0400000US29,29,Missouri,42.3,0.2,42.7,0.2,38.9,0.9,36.0,2.5,33.3,2.5,38.1,3.3,47.1,1.0
0400000US30,30,Montana,43.0,0.5,43.5,0.6,38.9,1.0,32.7,6.1,40.2,4.6,33.5,6.8,47.3,2.4
0400000US31,31,Nebraska,42.0,0.3,42.3,0.4,38.0,1.1,35.8,6.0,36.0,4.4,39.3,2.9,50.7,1.1
0400000US32,32,Nevada,41.5,0.3,41.5,0.3,39.5,1.2,37.8,2.1,39.9,1.7,39.9,3.3,49.9,1.3
0400000US33,33,New Hampshire,44.7,0.4,45.1,0.5,39.7,2.3,31.7,3.4,28.1,5.2,39.2,4.4,48.2,1.3
0400000US34,34,New Jersey,44.0,0.2,44.8,0.2,40.7,0.7,38.2,0.7,38.2,1.4,39.0,1.8,48.4,0.6
0400000US35,35,New Mexico,41.7,0.4,41.7,0.4,39.5,1.1,34.0,3.2,37.2,4.8,36.6,3.5,53.3,1.5
0400000US36,36,New York,42.5,0.1,44.9,0.2,40.8,0.6,38.9,0.2,36.3,0.5,40.4,0.9,47.9,0.5
0400000US37,37,North Carolina,42.2,0.1,42.6,0.2,38.1,0.6,36.0,1.6,28.9,1.9,41.0,1.6,47.0,0.7
0400000US38,38,North Dakota,40.0,0.4,40.1,0.5,35.9,1.6,34.2,4.5,43.8,3.6,41.1,9.5,48.0,3.2
0400000US39,39,Ohio,43.0,0.2,43.5,0.2,38.1,0.6,38.8,1.9,29.9,1.3,38.2,2.2,47.3,0.7
0400000US40,40,Oklahoma,41.1,0.2,41.6,0.3,37.6,0.8,37.8,2.6,32.9,1.6,37.4,3.2,45.5,2.3
0400000US41,41,Oregon,41.9,0.3,43.0,0.3,38.3,0.9,36.5,1.4,32.1,1.6,35.3,1.9,47.9,1.5
0400000US42,42,Pennsylvania,43.7,0.2,44.7,0.2,38.8,0.5,37.5,0.7,33.0,1.1,36.0,1.8,47.7,0.7
0400000US44,44,Rhode Island,43.4,0.4,44.6,0.5,38.6,1.6,30.7,4.2,27.0,1.5,37.6,5.4,44.9,2.3
0400000US45,45,South Carolina,41.6,0.3,42.2,0.3,37.5,0.9,35.0,3.8,23.4,1.1,37.9,2.5,48.2,0.9
0400000US46,46,South Dakota,42.6,0.4,42.9,0.4,36.4,1.7,35.6,12.1,31.8,3.7,43.7,6.9,52.1,1.9
0400000US47,47,Tennessee,42.2,0.2,42.6,0.2,38.2,0.7,41.4,1.9,33.0,2.5,40.8,2.5,47.3,1.2
0400000US48,48,Texas,40.6,0.1,40.9,0.1,37.5,0.4,38.3,0.9,32.1,1.1,38.7,0.8,46.0,0.4
0400000US49,49,Utah,37.9,0.3,38.1,0.3,36.6,0.8,35.1,1.4,27.4,1.6,33.2,3.2,42.8,0.7
0400000US50,50,Vermont,45.1,0.4,45.8,0.5,40.9,1.7,37.7,9.6,32.3,3.6,37.0,5.1,51.9,1.4
0400000US51,51,Virginia,42.1,0.2,42.6,0.2,38.7,0.6,36.6,1.0,29.3,1.3,40.2,1.7,47.4,0.8
0400000US53,53,Washington,41.8,0.2,42.5,0.3,39.4,0.7,36.1,1.2,33.6,1.3,40.7,1.6,47.3,0.9
0400000US54,54,West Virginia,43.3,0.3,43.8,0.4,39.9,1.2,31.2,8.9,35.5,1.8,38.8,7.3,45.8,1.8
0400000US55,55,Wisconsin,42.5,0.2,43.1,0.2,38.8,0.6,33.1,2.0,30.2,1.0,37.9,1.6,49.0,0.6
0400000US56,56,Wyoming,41.3,0.7,42.5,0.8,36.6,1.7,40.0,7.9,33.7,2.4,34.2,5.2,48.1,3.4
0400000US72,72,Puerto Rico,41.0,0.3,40.8,0.3,41.3,1.3,43.0,1.4,42.8,1.9,39.7,2.3,45.7,1.4
