GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Median age -- - Total:,Margin of Error; Median age -- - Total:,"Estimate; Median age -- - Total: - Car, truck, or van - drove alone","Margin of Error; Median age -- - Total: - Car, truck, or van - drove alone","Estimate; Median age -- - Total: - Car, truck, or van - carpooled","Margin of Error; Median age -- - Total: - Car, truck, or van - carpooled",Estimate; Median age -- - Total: - Public transportation (excluding taxicab),Margin of Error; Median age -- - Total: - Public transportation (excluding taxicab),Estimate; Median age -- - Total: - Walked,Margin of Error; Median age -- - Total: - Walked,"Estimate; Median age -- - Total: - Taxicab, motorcycle, bicycle, or other means","Margin of Error; Median age -- - Total: - Taxicab, motorcycle, bicycle, or other means",Estimate; Median age -- - Total: - Worked at home,Margin of Error; Median age -- - Total: - Worked at home
0400000US01,01,Alabama,42.4,0.2,42.8,0.3,38.8,1.0,38.4,5.1,30.0,4.9,40.4,2.7,47.7,1.2
0400000US02,02,Alaska,40.0,0.5,40.2,0.6,36.7,2.1,26.8,4.9,40.2,2.6,41.1,3.7,49.5,2.9
0400000US04,04,Arizona,40.8,0.2,41.1,0.3,38.2,0.6,34.6,1.6,32.3,2.4,36.1,1.9,48.4,1.1
0400000US05,05,Arkansas,41.8,0.3,42.3,0.3,37.6,1.4,38.7,8.5,34.8,5.7,40.0,2.2,48.5,1.8
0400000US06,06,California,41.2,0.2,41.7,0.1,39.6,0.3,37.5,0.5,33.6,0.6,35.9,0.5,47.3,0.4
0400000US08,08,Colorado,40.8,0.2,41.4,0.2,37.1,0.6,34.8,1.4,30.7,1.0,36.6,1.6,47.1,0.8
0400000US09,09,Connecticut,44.3,0.2,45.2,0.2,38.7,0.9,36.3,1.4,28.0,1.2,39.7,3.5,49.1,1.0
0400000US10,10,Delaware,42.9,0.4,43.6,0.5,36.7,2.1,37.5,7.6,30.9,1.7,36.0,6.2,46.9,1.9
0400000US11,11,District of Columbia,41.9,0.4,45.0,0.5,43.8,0.8,39.7,0.6,31.2,1.0,36.8,2.2,42.2,4.1
0400000US12,12,Florida,43.0,0.1,43.2,0.2,39.7,0.6,36.7,1.3,37.6,1.5,38.4,1.7,48.9,0.5
0400000US13,13,Georgia,41.7,0.2,42.1,0.2,38.6,0.5,37.9,1.6,31.6,1.1,38.9,2.1,45.9,0.7
0400000US15,15,Hawaii,41.8,0.3,42.0,0.4,41.4,1.0,43.2,2.1,36.9,2.4,36.6,2.5,48.1,3.4
0400000US16,16,Idaho,41.2,0.5,41.2,0.5,38.7,1.7,47.5,5.6,33.4,2.4,37.3,3.8,46.5,1.7
0400000US17,17,Illinois,42.0,0.1,42.9,0.2,39.6,0.6,36.4,0.5,32.1,0.8,38.5,0.8,47.8,0.7
0400000US18,18,Indiana,42.3,0.2,42.8,0.2,37.7,0.7,36.3,3.3,28.3,1.3,36.6,1.9,48.5,1.1
0400000US19,19,Iowa,42.4,0.3,42.8,0.3,38.3,1.0,31.1,3.3,31.6,2.7,41.0,4.8,48.9,1.3
0400000US20,20,Kansas,41.6,0.3,42.2,0.3,37.0,0.8,33.0,6.9,29.7,1.9,38.8,2.1,48.6,1.9
0400000US21,21,Kentucky,41.4,0.2,42.0,0.2,37.7,1.0,36.9,1.7,26.8,1.7,38.9,2.3,46.7,1.1
0400000US22,22,Louisiana,41.2,0.3,41.6,0.3,37.3,1.0,38.0,2.1,35.8,2.6,36.8,1.8,48.7,1.7
