GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; 16 to 19 years,Margin of Error; 16 to 19 years,Estimate; 20 to 24 years,Margin of Error; 20 to 24 years,Estimate; 25 to 44 years,Margin of Error; 25 to 44 years,Estimate; 45 to 54 years,Margin of Error; 45 to 54 years,Estimate; 55 to 59 years,Margin of Error; 55 to 59 years,Estimate; 60 to 64 years,Margin of Error; 60 to 64 years,Estimate; 65 years and over,Margin of Error; 65 years and over,"Estimate; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone: - 16 to 19 years","Margin of Error; Car, truck, or van - drove alone: - 16 to 19 years","Estimate; Car, truck, or van - drove alone: - 20 to 24 years","Margin of Error; Car, truck, or van - drove alone: - 20 to 24 years","Estimate; Car, truck, or van - drove alone: - 25 to 44 years","Margin of Error; Car, truck, or van - drove alone: - 25 to 44 years","Estimate; Car, truck, or van - drove alone: - 45 to 54 years","Margin of Error; Car, truck, or van - drove alone: - 45 to 54 years","Estimate; Car, truck, or van - drove alone: - 55 to 59 years","Margin of Error; Car, truck, or van - drove alone: - 55 to 59 years","Estimate; Car, truck, or van - drove alone: - 60 to 64 years","Margin of Error; Car, truck, or van - drove alone: - 60 to 64 years","Estimate; Car, truck, or van - drove alone: - 65 years and over","Margin of Error; Car, truck, or van - drove alone: - 65 years and over","Estimate; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled: - 16 to 19 years","Margin of Error; Car, truck, or van - carpooled: - 16 to 19 years","Estimate; Car, truck, or van - carpooled: - 20 to 24 years","Margin of Error; Car, truck, or van - carpooled: - 20 to 24 years","Estimate; Car, truck, or van - carpooled: - 25 to 44 years","Margin of Error; Car, truck, or van - carpooled: - 25 to 44 years","Estimate; Car, truck, or van - carpooled: - 45 to 54 years","Margin of Error; Car, truck, or van - carpooled: - 45 to 54 years","Estimate; Car, truck, or van - carpooled: - 55 to 59 years","Margin of Error; Car, truck, or van - carpooled: - 55 to 59 years","Estimate; Car, truck, or van - carpooled: - 60 to 64 years","Margin of Error; Car, truck, or van - carpooled: - 60 to 64 years","Estimate; Car, truck, or van - carpooled: - 65 years and over","Margin of Error; Car, truck, or van - carpooled: - 65 years and over",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - 16 to 19 years,Margin of Error; Public transportation (excluding taxicab): - 16 to 19 years,Estimate; Public transportation (excluding taxicab): - 20 to 24 years,Margin of Error; Public transportation (excluding taxicab): - 20 to 24 years,Estimate; Public transportation (excluding taxicab): - 25 to 44 years,Margin of Error; Public transportation (excluding taxicab): - 25 to 44 years,Estimate; Public transportation (excluding taxicab): - 45 to 54 years,Margin of Error; Public transportation (excluding taxicab): - 45 to 54 years,Estimate; Public transportation (excluding taxicab): - 55 to 59 years,Margin of Error; Public transportation (excluding taxicab): - 55 to 59 years,Estimate; Public transportation (excluding taxicab): - 60 to 64 years,Margin of Error; Public transportation (excluding taxicab): - 60 to 64 years,Estimate; Public transportation (excluding taxicab): - 65 years and over,Margin of Error; Public transportation (excluding taxicab): - 65 years and over,Estimate; Walked:,Margin of Error; Walked:,Estimate; Walked: - 16 to 19 years,Margin of Error; Walked: - 16 to 19 years,Estimate; Walked: - 20 to 24 years,Margin of Error; Walked: - 20 to 24 years,Estimate; Walked: - 25 to 44 years,Margin of Error; Walked: - 25 to 44 years,Estimate; Walked: - 45 to 54 years,Margin of Error; Walked: - 45 to 54 years,Estimate; Walked: - 55 to 59 years,Margin of Error; Walked: - 55 to 59 years,Estimate; Walked: - 60 to 64 years,Margin of Error; Walked: - 60 to 64 years,Estimate; Walked: - 65 years and over,Margin of Error; Walked: - 65 years and over,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means: - 16 to 19 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 16 to 19 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 20 to 24 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 20 to 24 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 25 to 44 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 25 to 44 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 45 to 54 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 45 to 54 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 55 to 59 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 55 to 59 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 60 to 64 years","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 60 to 64 years","Estimate; Taxicab, motorcycle, bicycle, or other means: - 65 years and over","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - 65 years and over",Estimate; Worked at home:,Margin of Error; Worked at home:,Estimate; Worked at home: - 16 to 19 years,Margin of Error; Worked at home: - 16 to 19 years,Estimate; Worked at home: - 20 to 24 years,Margin of Error; Worked at home: - 20 to 24 years,Estimate; Worked at home: - 25 to 44 years,Margin of Error; Worked at home: - 25 to 44 years,Estimate; Worked at home: - 45 to 54 years,Margin of Error; Worked at home: - 45 to 54 years,Estimate; Worked at home: - 55 to 59 years,Margin of Error; Worked at home: - 55 to 59 years,Estimate; Worked at home: - 60 to 64 years,Margin of Error; Worked at home: - 60 to 64 years,Estimate; Worked at home: - 65 years and over,Margin of Error; Worked at home: - 65 years and over
0400000US01,01,Alabama,1943541,17358,81203,4238,195607,5914,874821,9633,454285,6933,164642,5263,97211,4688,75772,3451,1619932,16366,59252,3910,156405,6064,728771,8954,386176,7184,141726,5009,82184,4139,65418,3366,218550,8671,14220,1678,28980,3275,106840,6490,44016,3222,12245,1791,7780,1255,4469,915,7896,1556,184,157,645,378,3372,1196,2047,607,941,424,553,476,154,112,25741,2887,4786,1071,4946,2015,7471,1692,3484,777,2204,733,1651,599,1199,516,20877,2596,1406,662,1907,779,9225,1801,5444,1288,1225,450,824,457,846,421,50545,3217,1355,563,2724,775,19142,2031,13118,1711,6301,1141,4219,857,3686,793
0400000US02,02,Alaska,335039,5319,18057,1746,41017,2724,142856,3676,82421,2684,28593,1932,14063,1669,8032,1354,219908,5959,10168,1504,24124,2342,96721,3722,57320,2692,18832,1783,8598,1328,4145,807,44627,4014,3765,994,5929,1459,20146,2518,9621,1551,2497,726,1253,479,1416,860,4862,1054,478,393,638,442,1717,601,951,359,622,367,110,194,346,345,28404,2291,2219,740,4001,816,10815,1425,6105,869,2555,676,2039,655,670,272,17629,2199,1035,419,2334,1067,6765,1248,4527,792,1872,599,735,309,361,242,19609,2190,392,298,3991,903,6692,1271,3897,1020,2215,632,1328,462,1094,448
0400000US04,04,Arizona,2753513,16653,119070,5181,286309,7825,1298610,11539,596020,6600,218597,5814,134525,4833,100382,5663,2060864,19396,75258,4069,203604,7436,969890,11920,460352,6734,173026,5474,105362,4656,73372,4627,371571,12327,25851,3174,48327,4661,186564,7168,68452,4772,23553,2777,10240,1698,8584,1872,58941,5349,3939,1010,8725,1926,30530,3961,9912,1795,3369,1047,1882,694,584,308,61645,4611,8581,1559,10921,2103,24053,3292,8683,1881,3751,1219,2268,736,3388,1049,65926,4560,4018,1293,9215,1944,33798,3698,11016,1873,3556,849,2428,876,1895,562,134566,7156,1423,528,5517,1297,53775,4195,37605,3483,11342,1711,12345,1701,12559,1571
0400000US05,05,Arkansas,1215761,12042,53981,3578,116829,4364,545254,8099,278323,5208,105703,4514,64994,3705,50677,3435,981514,13162,38687,3416,89506,4060,442337,8957,229225,4428,87699,3973,55431,3487,38629,2514,149301,6882,10101,1825,19673,2803,71074,5200,29740,2629,10055,1596,4364,830,4294,1145,5978,1387,559,448,485,376,2806,990,1340,692,338,286,120,143,330,357,19499,2094,1445,571,3539,976,6572,1552,3645,986,1089,382,1235,471,1974,616,17231,2298,820,587,1979,921,8226,1518,3386,1080,1616,594,553,359,651,410,42238,3410,2369,798,1647,728,14239,1954,10987,2147,4906,1008,3291,711,4799,1208
0400000US06,06,California,16419565,42800,626487,9853,1741314,15024,7756226,25949,3705641,17056,1297173,16814,746601,13900,546123,10102,12015759,47558,366677,8721,1197508,17638,5727738,33642,2800936,18712,981839,14921,555788,12018,385273,9037,1946944,27340,115954,5309,253209,10855,966832,20241,383337,9678,122745,6028,62496,3565,42371,3285,840521,18991,50571,4330,110129,5951,403041,12429,161807,7079,58338,3974,34655,3240,21980,2474,461140,13649,50082,3962,87406,5027,180071,7023,77819,5225,29151,3115,18112,2216,18499,1886,367858,12012,27077,2815,55517,4281,175872,9079,67330,4701,21468,2127,12118,1801,8476,1419,787343,14812,16126,2083,37545,3411,302672,10228,214412,7966,83632,4675,63432,4235,69524,3827
0400000US08,08,Colorado,2435073,13940,103040,4225,232003,6350,1118831,9862,580523,6619,203698,6392,119920,4478,77058,3609,1817372,14380,66652,4155,163676,6235,835529,9795,448996,7402,157228,5125,91003,4136,54288,2928,257325,9888,17379,2217,29927,3157,129448,6445,49226,3811,17099,2304,7955,1263,6291,1263,82218,6419,4313,1094,12084,2332,37966,4394,17276,2462,5655,1215,3218,803,1706,622,77077,4627,8965,1310,17126,1939,30834,3981,11220,1598,3391,820,2701,707,2840,733,54540,4380,3261,972,6255,1265,26917,3354,10481,1433,4495,1202,1579,656,1552,832,146541,6072,2470,719,2935,923,58137,3915,43324,3636,15830,1860,13464,1560,10381,1370
0400000US09,09,Connecticut,1709091,12320,72770,3250,147266,4118,723950,9346,431384,6393,159958,4470,103286,3944,70477,3406,1379664,12571,43938,2444,106020,4356,587405,9961,363284,5976,133819,4142,87098,3864,58100,2985,136268,7251,10932,1768,16829,2179,60767,4643,28766,2704,10385,1693,4971,930,3618,978,53206,4277,4316,940,6450,1474,24675,3378,10250,1569,3965,1046,2401,661,1149,463,51644,4243,9110,1302,10289,1305,18487,3207,6768,1552,3335,815,2223,845,1432,496,23218,2888,2931,918,4383,1576,9454,1722,4155,1068,1573,634,444,272,278,172,65091,3752,1543,542,3295,1039,23162,2427,18161,1705,6881,1324,6149,1112,5900,1091
0400000US10,10,Delaware,413937,8689,18840,1678,39402,2645,179991,5443,100964,3062,35221,2438,23492,2247,16027,1691,332193,8821,11738,1603,29759,2578,145004,5737,84208,3181,29078,2464,19873,2063,12533,1494,44033,3766,3618,877,5541,1189,19582,2243,9753,1668,2299,674,2103,767,1137,378,9156,1670,635,419,750,412,4715,1234,1815,640,946,544,295,230,0,267,10434,1793,1757,639,2381,712,2790,930,1859,694,696,425,372,256,579,314,5279,1251,626,402,632,412,2249,918,907,432,537,423,183,157,145,134,12842,1913,466,459,339,278,5651,1315,2422,666,1665,645,666,327,1633,503
0400000US11,11,District of Columbia,717403,11693,9198,1404,53798,3717,348894,8607,171957,5931,68152,3650,39804,2843,25600,2117,319928,9204,1736,617,14770,2476,155690,6304,83857,4440,32629,2757,18935,2092,12311,1454,76172,4854,1080,443,4456,1278,37133,3895,19001,1969,7118,1240,5139,1105,2245,723,258815,8437,3599,981,25467,2700,127197,6752,58400,3348,24154,2234,12517,1560,7481,1261,33290,3143,2101,558,6352,1559,15858,2379,4587,1115,2007,731,1578,486,807,529,14590,1839,147,184,1049,539,7192,1181,3708,858,1002,425,907,518,585,290,14608,2387,535,652,1704,1164,5824,1390,2404,727,1242,547,728,336,2171,703
