GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US21,21,Kentucky,41.7,0.2,42.3,0.2,38.4,0.7,36.5,3.1,28.1,1.7,40.7,2.5,47.0,1.4
0400000US22,22,Louisiana,41.5,0.2,42.0,0.3,37.8,1.0,35.4,2.5,35.3,2.9,37.0,3.0,48.6,1.9
0400000US23,23,Maine,45.3,0.4,46.0,0.4,41.5,1.4,37.2,4.6,27.9,4.0,42.2,4.5,49.7,1.5
0400000US24,24,Maryland,43.0,0.2,43.7,0.2,39.3,1.2,36.4,1.1,31.0,1.3,39.2,4.0,48.0,0.7
0400000US25,25,Massachusetts,43.1,0.2,44.8,0.2,39.3,0.9,36.0,0.7,29.3,0.8,35.2,1.7,48.8,0.7
0400000US26,26,Michigan,42.8,0.2,43.3,0.1,38.4,0.7,34.7,1.9,30.0,1.2,39.3,1.8,47.4,0.6
0400000US27,27,Minnesota,42.4,0.2,43.0,0.2,38.5,0.7,36.9,1.6,32.2,1.8,37.3,1.4,47.8,0.8
0400000US28,28,Mississippi,41.9,0.4,42.4,0.3,37.9,1.1,30.6,5.4,33.5,2.3,39.7,2.6,46.8,2.8
0400000US29,29,Missouri,42.2,0.2,42.7,0.2,38.9,0.7,39.5,1.8,30.5,1.2,39.4,2.4,46.5,1.1
0400000US30,30,Montana,43.0,0.4,43.4,0.5,39.7,1.6,46.6,9.1,38.3,2.5,40.9,3.9,47.7,1.7
0400000US31,31,Nebraska,42.1,0.2,42.4,0.3,38.0,1.4,35.5,3.1,32.2,2.1,40.7,5.5,48.9,1.5
0400000US32,32,Nevada,41.5,0.3,41.7,0.4,39.1,1.0,38.9,2.3,37.6,3.9,36.3,3.2,50.2,1.5
0400000US33,33,New Hampshire,44.9,0.3,45.5,0.3,39.5,1.6,29.2,9.0,29.4,4.4,41.4,3.3,50.1,1.9
0400000US34,34,New Jersey,44.0,0.2,44.8,0.2,40.9,0.7,38.1,1.0,39.5,1.3,36.7,1.6,48.5,0.7
0400000US35,35,New Mexico,41.9,0.3,41.7,0.4,38.7,1.4,47.4,5.2,39.5,2.6,41.9,3.4,52.3,1.5
0400000US36,36,New York,42.6,0.1,44.9,0.2,41.9,0.5,39.1,0.3,36.4,0.7,39.0,0.8,47.4,0.6
0400000US37,37,North Carolina,41.9,0.2,42.3,0.2,37.7,0.7,34.6,1.7,32.2,1.4,36.4,1.3,47.2,0.7
0400000US38,38,North Dakota,40.5,0.6,40.6,0.8,36.6,2.5,37.0,13.8,39.9,4.5,41.0,4.1,48.5,2.9
0400000US39,39,Ohio,42.9,0.1,43.4,0.1,38.5,0.7,37.7,2.1,29.1,1.7,37.5,1.9,48.1,0.9
0400000US40,40,Oklahoma,41.3,0.2,41.8,0.3,37.3,0.7,40.3,8.2,33.6,2.0,38.6,2.3,46.2,1.5
0400000US41,41,Oregon,42.3,0.2,43.0,0.3,39.3,1.0,36.6,1.7,33.0,1.7,36.3,1.3,48.6,1.5
0400000US42,42,Pennsylvania,43.8,0.2,44.8,0.2,40.0,0.6,38.1,0.7,32.3,0.8,35.2,1.5,47.8,0.6
0400000US44,44,Rhode Island,43.3,0.4,43.9,0.5,42.4,1.5,32.7,3.2,26.7,2.5,36.6,3.4,49.2,1.5
0400000US45,45,South Carolina,41.9,0.3,42.3,0.2,39.4,1.0,42.1,9.5,25.2,1.3,38.2,1.9,48.3,0.6
0400000US46,46,South Dakota,41.9,0.4,42.2,0.5,37.7,1.6,51.7,10.4,37.7,4.6,36.6,2.9,49.9,2.2
0400000US47,47,Tennessee,42.3,0.2,42.6,0.2,38.4,0.8,43.8,2.1,34.3,4.1,39.2,2.3,47.2,1.3
0400000US48,48,Texas,40.7,0.1,41.0,0.2,37.7,0.4,38.2,1.1,33.3,1.0,37.1,1.1,46.2,0.5
0400000US49,49,Utah,37.8,0.2,38.2,0.3,35.0,0.9,35.9,2.5,25.6,1.6,34.3,2.5,43.3,1.0
0400000US50,50,Vermont,45.1,0.4,46.2,0.5,39.4,1.5,25.4,1.7,27.8,2.0,34.0,2.9,51.6,0.9
0400000US51,51,Virginia,42.2,0.1,42.8,0.2,39.3,0.5,39.1,1.3,28.8,1.4,37.8,1.6,46.2,0.6
0400000US53,53,Washington,41.9,0.2,42.6,0.2,39.8,0.8,36.1,0.9,32.7,1.3,39.1,1.7,48.3,0.8
0400000US54,54,West Virginia,43.5,0.4,44.0,0.4,40.0,2.3,35.6,9.1,32.0,2.4,41.2,6.0,47.8,2.4
0400000US55,55,Wisconsin,42.7,0.1,43.2,0.2,39.7,0.7,32.3,0.9,30.8,1.5,39.2,1.9,47.8,0.9
0400000US56,56,Wyoming,42.3,0.5,43.3,0.6,35.3,2.8,41.5,9.1,38.7,8.5,39.8,2.6,50.2,3.1
0400000US72,72,Puerto Rico,40.6,0.3,40.5,0.3,40.5,0.9,44.0,4.3,43.0,4.3,39.4,4.2,43.9,2.3
